id,year,lwage,educ,exper,black,south,married,female,union,hours,age
133,5,4.7495,9.3,18.3,0,0,1,0,1,38.0,35.6
133,6,1.9453,9.3,21.2,0,0,0,0,1,27.9,36.6
134,1,0.9294,13.2,12.5,0,1,1,1,0,40.4,33.1
134,2,2.8416,13.2,16.9,0,1,1,1,0,46.0,34.1
134,3,1.5353,13.2,16.8,0,1,1,1,1,52.0,35.1
134,4,1.287,13.2,17.0,0,1,0,1,0,41.6,36.1
134,5,4.016,13.2,19.1,0,1,1,1,0,38.5,37.1
134,6,0.6525,13.2,18.0,0,1,0,1,0,24.2,38.1
135,1,-0.799,9.7,5.4,0,0,0,1,0,40.2,20.5
135,2,0.9055,9.7,6.0,0,0,0,1,1,40.6,21.5
135,3,1.7985,9.7,7.1,0,0,1,1,0,45.1,22.5
135,4,0.0015,9.7,9.1,0,0,0,1,0,34.3,23.5
135,5,1.6541,9.7,9.5,0,0,1,1,1,36.5,24.5
135,6,1.9256,9.7,10.1,0,0,1,1,0,28.2,25.5
136,1,4.1175,15.9,11.8,0,1,1,1,0,21.7,35.4
136,2,1.2234,15.9,13.5,0,1,1,1,0,31.1,36.4
136,3,3.977,15.9,15.4,0,1,0,1,1,27.4,37.4
136,4,1.4307,15.9,16.6,0,1,1,1,1,42.7,38.4
136,5,3.2024,15.9,16.4,0,1,1,1,1,35.9,39.4
136,6,2.2839,15.9,20.9,0,1,1,1,0,35.7,40.4
137,1,-0.1852,10.0,12.6,1,0,0,0,0,32.1,27.1
137,2,2.2443,10.0,12.7,1,0,0,0,1,14.1,28.1
137,3,0.6741,10.0,13.1,1,0,0,0,1,52.1,29.1
137,4,0.38,10.0,13.8,1,0,1,0,0,32.0,30.1
137,5,1.1884,10.0,14.1,1,0,1,0,0,36.7,31.1
137,6,2.0889,10.0,16.1,1,0,0,0,1,28.4,32.1
138,1,0.956,11.2,13.9,0,0,1,1,1,47.8,30.9
138,2,0.6599,11.2,13.4,0,0,1,1,1,41.1,31.9
138,3,-2.792,11.2,16.0,0,0,0,1,1,33.4,32.9
138,4,1.7113,11.2,16.5,0,0,1,1,0,36.9,33.9
138,5,1.5353,11.2,15.8,0,0,0,1,0,53.4,34.9
138,6,0.9024,11.2,17.8,0,0,1,1,0,39.4,35.9
139,1,-1.1929,14.0,19.2,0,1,1,1,0,38.5,39.7
139,2,1.692,14.0,22.5,0,1,1,1,0,32.5,40.7
139,3,3.0493,14.0,22.2,0,1,1,1,0,24.8,41.7
139,4,2.591,14.0,21.3,0,1,0,1,0,38.7,42.7
139,5,3.5847,14.0,24.1,0,1,0,1,0,42.6,43.7
139,6,-3.4957,14.0,23.1,0,1,1,1,0,48.8,44.7
140,1,4.2726,8.9,21.5,0,0,1,1,0,22.0,35.4
140,2,1.0346,8.9,21.0,0,0,0,1,0,31.0,36.4
140,3,5.5212,8.9,22.4,0,0,0,1,0,35.4,37.4
140,4,0.8119,8.9,24.8,0,0,1,1,0,40.0,38.4
140,5,1.5716,8.9,23.2,0,0,1,1,1,38.8,39.4
140,6,1.1594,8.9,24.1,0,0,1,1,0,39.0,40.4
141,1,1.2175,12.6,9.2,0,0,0,1,0,43.3,28.4
141,2,3.1419,12.6,11.9,0,0,0,1,0,32.8,29.4
141,3,2.5679,12.6,10.3,0,0,1,1,0,47.5,30.4
141,4,6.8366,12.6,10.0,0,0,0,1,0,43.5,31.4
141,5,2.2264,12.6,13.4,0,0,1,1,1,37.4,32.4
141,6,1.8462,12.6,15.4,0,0,1,1,1,52.8,33.4
142,1,-0.6167,15.3,4.6,0,0,1,1,0,52.5,24.7
142,2,8.9268,15.3,3.9,0,0,0,1,0,47.5,25.7
142,3,2.1607,15.3,5.0,0,0,1,1,1,15.9,26.7
142,4,2.8019,15.3,7.5,0,0,1,1,1,52.6,27.7
142,5,1.5991,15.3,5.5,0,0,1,1,0,46.4,28.7
142,6,2.1036,15.3,8.0,0,0,1,1,0,56.1,29.7
143,1,3.4516,8.0,4.2,0,1,1,1,0,49.9,18.0
143,2,0.1886,8.0,4.6,0,1,0,1,0,52.6,18.1
143,3,0.8049,8.0,4.6,0,1,1,1,0,47.0,19.1
143,4,0.1389,8.0,6.1,0,1,0,1,0,50.8,20.1
143,5,2.2034,8.0,4.6,0,1,1,1,0,56.0,21.1
143,6,-0.6781,8.0,7.4,0,1,1,1,0,41.7,22.1
144,1,-0.0905,12.5,7.7,1,1,1,0,1,27.4,25.7
144,2,1.5668,12.5,7.2,1,1,1,0,1,37.5,26.7
144,3,2.1951,12.5,9.3,1,1,1,0,0,43.1,27.7
144,4,2.0417,12.5,10.7,1,1,1,0,1,40.6,28.7
144,5,-0.9595,12.5,10.9,1,1,0,0,0,30.0,29.7
144,6,5.4651,12.5,12.4,1,1,0,0,1,27.0,30.7
145,1,4.7772,12.6,9.1,0,0,1,1,0,34.1,28.7
145,2,1.1226,12.6,10.9,0,0,1,1,0,46.5,29.7
145,3,2.6787,12.6,12.7,0,0,1,1,0,52.6,30.7
145,4,2.1259,12.6,13.2,0,0,1,1,0,47.3,31.7
145,5,1.0887,12.6,13.5,0,0,1,1,1,48.5,32.7
145,6,1.0782,12.6,15.3,0,0,0,1,0,39.4,33.7
146,1,1.9185,14.0,4.8,0,0,1,1,0,26.1,24.1
146,2,1.6557,14.0,3.1,0,0,1,1,0,36.4,25.1
146,3,1.2688,14.0,7.3,0,0,1,1,0,37.9,26.1
146,4,3.2682,14.0,6.8,0,0,1,1,0,36.0,27.1
146,5,1.9329,14.0,8.5,0,0,0,1,0,40.4,28.1
146,6,2.6895,14.0,10.3,0,0,1,1,1,43.5,29.1
147,1,0.8431,8.9,12.9,0,0,1,0,1,46.8,29.2
147,2,1.9391,8.9,14.6,0,0,0,0,1,37.8,30.2
147,3,1.3354,8.9,16.0,0,0,1,0,0,24.8,31.2
147,4,1.8368,8.9,16.5,0,0,0,0,0,36.1,32.2
147,5,2.7159,8.9,20.0,0,0,0,0,0,40.3,33.2
147,6,2.686,8.9,18.4,0,0,1,0,0,49.8,34.2
148,1,1.3459,8.7,15.2,1,1,0,1,0,35.5,30.5
148,2,2.4051,8.7,17.0,1,1,1,1,1,44.1,31.5
148,3,3.9564,8.7,16.6,1,1,1,1,0,42.3,32.5
148,4,2.2215,8.7,18.4,1,1,1,1,1,40.4,33.5
148,5,0.6878,8.7,20.1,1,1,1,1,1,47.4,34.5
148,6,2.3599,8.7,20.4,1,1,0,1,1,34.7,35.5
149,1,0.1916,13.3,9.3,0,1,0,1,1,35.4,28.7
149,2,3.9031,13.3,9.8,0,1,0,1,0,39.9,29.7
149,3,2.1846,13.3,9.8,0,1,0,1,0,34.9,30.7
149,4,1.9067,13.3,12.7,0,1,1,1,0,44.1,31.7
149,5,-0.5631,13.3,15.1,0,1,1,1,0,34.3,32.7
149,6,1.9242,13.3,14.4,0,1,1,1,0,41.8,33.7
150,1,3.7711,12.7,7.6,1,0,1,1,0,39.2,26.1
150,2,-2.3151,12.7,9.1,1,0,1,1,0,41.7,27.1
150,3,1.7244,12.7,8.1,1,0,0,1,1,36.3,28.1
150,4,4.4182,12.7,12.1,1,0,1,1,1,37.3,29.1
150,5,1.4956,12.7,11.6,1,0,1,1,0,40.8,30.1
150,6,1.6474,12.7,14.0,1,0,1,1,0,41.6,31.1
151,1,1.9392,12.6,11.7,0,0,0,0,0,40.0,31.0
151,2,1.6859,12.6,15.2,0,0,0,0,0,53.6,32.0
151,3,0.4949,12.6,15.2,0,0,0,0,1,32.1,33.0
151,4,-2.424,12.6,15.9,0,0,1,0,0,39.5,34.0
151,5,2.132,12.6,16.6,0,0,0,0,0,27.4,35.0
151,6,4.3792,12.6,17.1,0,0,1,0,1,43.0,36.0
152,1,-0.1262,12.9,15.0,1,0,0,0,1,31.1,32.7
152,2,0.702,12.9,14.9,1,0,1,0,0,37.8,33.7
152,3,1.4201,12.9,13.8,1,0,1,0,0,37.0,34.7
152,4,3.1103,12.9,15.7,1,0,1,0,0,42.2,35.7
152,5,1.0179,12.9,17.6,1,0,0,0,0,35.6,36.7
152,6,3.8003,12.9,19.1,1,0,1,0,0,35.2,37.7
153,1,-1.0368,10.3,7.1,0,1,0,1,0,51.5,23.5
153,2,3.9252,10.3,9.4,0,1,1,1,0,42.3,24.5
153,3,1.6546,10.3,7.2,0,1,1,1,0,35.5,25.5
153,4,2.0051,10.3,10.3,0,1,1,1,0,38.0,26.5
153,5,1.3338,10.3,9.3,0,1,1,1,1,53.2,27.5
153,6,2.5549,10.3,12.9,0,1,1,1,0,38.1,28.5
154,1,0.4407,12.6,19.8,1,1,1,1,0,34.5,38.5
154,2,-1.0242,12.6,21.3,1,1,0,1,1,34.5,39.5
154,3,1.5554,12.6,21.0,1,1,1,1,0,35.6,40.5
154,4,3.4909,12.6,24.2,1,1,0,1,1,35.2,41.5
154,5,2.7363,12.6,24.9,1,1,0,1,0,29.8,42.5
154,6,1.8971,12.6,25.5,1,1,0,1,0,31.0,43.5
155,1,2.2924,12.7,10.5,0,0,1,0,0,33.4,29.4
155,2,0.3669,12.7,12.3,0,0,1,0,0,44.7,30.4
155,3,3.6108,12.7,12.0,0,0,1,0,0,37.0,31.4
155,4,3.2315,12.7,14.5,0,0,0,0,0,38.3,32.4
155,5,2.64,12.7,16.3,0,0,0,0,0,50.2,33.4
155,6,2.1162,12.7,16.7,0,0,1,0,0,50.4,34.4
156,1,4.5633,10.2,13.2,1,0,1,1,0,37.7,30.1
156,2,3.2034,10.2,15.3,1,0,0,1,0,35.0,31.1
156,3,2.0542,10.2,14.6,1,0,1,1,0,33.1,32.1
156,4,1.3446,10.2,17.5,1,0,0,1,0,45.5,33.1
156,5,2.0383,10.2,18.3,1,0,1,1,0,38.4,34.1
156,6,1.851,10.2,17.0,1,0,0,1,0,36.9,35.1
157,1,1.6533,16.7,10.4,0,0,1,1,0,33.5,34.2
157,2,1.3009,16.7,12.3,0,0,1,1,0,33.8,35.2
157,3,1.8317,16.7,13.3,0,0,0,1,1,42.6,36.2
157,4,2.2799,16.7,13.4,0,0,0,1,0,29.5,37.2
157,5,1.8898,16.7,16.0,0,0,1,1,0,48.0,38.2
157,6,1.148,16.7,16.8,0,0,1,1,0,35.7,39.2
158,1,2.5208,13.2,12.0,0,1,0,1,0,38.8,31.4
158,2,1.665,13.2,12.5,0,1,0,1,0,29.3,32.4
158,3,-0.983,13.2,15.3,0,1,0,1,0,39.9,33.4
158,4,1.262,13.2,16.9,0,1,0,1,0,37.4,34.4
158,5,3.58,13.2,15.7,0,1,1,1,0,39.6,35.4
158,6,2.6253,13.2,16.6,0,1,1,1,0,51.8,36.4
159,1,1.281,9.0,21.2,0,0,0,1,0,41.4,35.7
159,2,3.907,9.0,21.3,0,0,0,1,0,33.6,36.7
159,3,-0.1757,9.0,22.6,0,0,1,1,0,34.3,37.7
159,4,4.4759,9.0,24.4,0,0,1,1,0,44.8,38.7
159,5,1.0106,9.0,22.8,0,0,0,1,0,50.4,39.7
159,6,-2.3858,9.0,27.0,0,0,1,1,0,42.3,40.7
160,1,2.1392,13.6,12.2,0,1,1,0,0,45.5,31.7
160,2,1.8909,13.6,12.7,0,1,1,0,0,44.9,32.7
160,3,2.5503,13.6,14.0,0,1,0,0,1,51.4,33.7
160,4,3.5684,13.6,15.0,0,1,0,0,0,24.4,34.7
160,5,3.9534,13.6,14.4,0,1,1,0,0,45.3,35.7
160,6,2.2163,13.6,18.6,0,1,0,0,1,47.9,36.7
161,1,1.7355,9.6,10.8,0,0,0,0,0,29.3,26.3
161,2,0.6347,9.6,12.2,0,0,1,0,0,32.9,27.3
161,3,-0.525,9.6,13.7,0,0,0,0,1,33.2,28.3
161,4,2.3606,9.6,12.7,0,0,1,0,0,34.2,29.3
161,5,-0.2302,9.6,15.2,0,0,1,0,0,36.1,30.3
161,6,2.8629,9.6,15.5,0,0,1,0,1,41.9,31.3
162,1,2.4213,14.0,13.0,0,0,1,0,1,46.9,32.2
162,2,0.8654,14.0,11.1,0,0,1,0,0,48.7,33.2
162,3,2.2727,14.0,14.1,0,0,0,0,0,33.3,34.2
162,4,0.7714,14.0,14.6,0,0,0,0,0,33.2,35.2
162,5,2.0216,14.0,16.6,0,0,0,0,0,50.5,36.2
162,6,3.5398,14.0,17.7,0,0,1,0,0,45.2,37.2
163,1,1.7762,14.9,1.5,0,0,1,1,0,40.7,23.1
163,2,0.1872,14.9,2.5,0,0,1,1,0,43.8,24.1
163,3,2.794,14.9,4.1,0,0,1,1,0,39.8,25.1
163,4,0.5619,14.9,4.3,0,0,1,1,0,44.2,26.1
163,5,2.8962,14.9,7.1,0,0,0,1,0,37.3,27.1
163,6,2.0413,14.9,6.9,0,0,0,1,1,42.2,28.1
164,1,1.7309,9.9,11.8,0,0,1,0,1,27.9,30.7
164,2,3.1599,9.9,15.3,0,0,1,0,0,34.5,31.7
164,3,2.4745,9.9,15.7,0,0,0,0,1,34.6,32.7
164,4,-1.1539,9.9,16.1,0,0,1,0,1,37.0,33.7
164,5,1.1825,9.9,17.5,0,0,0,0,0,32.6,34.7
164,6,3.3403,9.9,19.8,0,0,0,0,0,35.7,35.7
165,1,-2.8861,14.4,10.7,1,0,0,0,0,27.9,29.8
165,2,1.995,14.4,10.7,1,0,1,0,0,44.4,30.8
165,3,2.6758,14.4,10.8,1,0,0,0,0,39.3,31.8
165,4,2.3011,14.4,12.8,1,0,1,0,0,26.4,32.8
165,5,2.9017,14.4,12.9,1,0,0,0,0,33.3,33.8
165,6,2.7736,14.4,13.7,1,0,1,0,0,42.7,34.8
166,1,2.3369,13.0,8.6,0,1,1,0,0,35.7,28.8
166,2,3.1888,13.0,9.0,0,1,1,0,1,34.4,29.8
166,3,2.2122,13.0,11.3,0,1,1,0,0,39.4,30.8
166,4,1.57,13.0,12.9,0,1,0,0,1,42.7,31.8
166,5,1.6754,13.0,13.6,0,1,0,0,0,28.5,32.8
166,6,2.6373,13.0,14.3,0,1,0,0,1,44.4,33.8
167,1,3.5551,14.1,8.2,1,0,1,1,0,33.6,29.2
167,2,0.8539,14.1,10.8,1,0,0,1,0,39.9,30.2
167,3,1.1962,14.1,9.9,1,0,1,1,0,39.7,31.2
167,4,4.386,14.1,12.9,1,0,0,1,0,35.8,32.2
167,5,2.0639,14.1,12.2,1,0,0,1,1,31.8,33.2
167,6,0.3839,14.1,13.4,1,0,1,1,0,37.7,34.2
168,1,2.3551,16.7,0.0,0,0,0,1,1,53.0,18.7
168,2,7.8254,16.7,0.0,0,0,1,1,0,29.1,19.7
168,3,3.2783,16.7,0.0,0,0,1,1,0,53.5,20.7
168,4,2.8361,16.7,0.0,0,0,1,1,1,37.9,21.7
168,5,0.3294,16.7,0.9,0,0,1,1,0,40.3,22.7
168,6,3.8183,16.7,1.5,0,0,0,1,0,31.3,23.7
169,1,2.2358,11.4,8.2,0,0,1,0,1,33.8,26.7
169,2,4.0469,11.4,10.0,0,0,1,0,1,36.0,27.7
169,3,1.6671,11.4,10.5,0,0,0,0,1,31.6,28.7
169,4,-0.3033,11.4,13.7,0,0,0,0,1,38.3,29.7
169,5,2.0268,11.4,12.1,0,0,0,0,0,36.7,30.7
169,6,1.5148,11.4,15.2,0,0,0,0,1,54.8,31.7
170,1,2.2902,10.1,15.3,0,1,0,0,0,30.7,30.6
170,2,4.6512,10.1,17.3,0,1,1,0,1,40.8,31.6
170,3,2.2592,10.1,16.0,0,1,1,0,0,42.0,32.6
170,4,3.4401,10.1,18.2,0,1,1,0,0,31.4,33.6
170,5,1.6699,10.1,20.7,0,1,1,0,0,45.5,34.6
170,6,2.5989,10.1,18.8,0,1,0,0,0,36.8,35.6
171,1,2.6468,9.8,13.6,0,1,1,1,0,20.1,31.0
171,2,2.0717,9.8,14.3,0,1,0,1,1,45.3,32.0
171,3,1.6105,9.8,17.9,0,1,1,1,1,31.1,33.0
171,4,1.7597,9.8,16.3,0,1,1,1,0,31.6,34.0
171,5,2.1593,9.8,18.8,0,1,1,1,1,45.5,35.0
171,6,0.7143,9.8,20.6,0,1,0,1,0,37.2,36.0
172,1,3.1435,10.0,8.1,0,0,0,0,0,47.3,23.8
172,2,4.6918,10.0,9.3,0,0,0,0,0,49.7,24.8
172,3,2.1866,10.0,10.1,0,0,1,0,1,34.8,25.8
172,4,2.7232,10.0,12.2,0,0,0,0,0,46.3,26.8
172,5,2.8926,10.0,10.9,0,0,1,0,0,34.0,27.8
172,6,2.636,10.0,12.2,0,0,1,0,0,57.9,28.8
173,1,1.9461,11.8,19.0,0,1,0,0,0,34.5,37.6
173,2,3.7012,11.8,21.6,0,1,1,0,0,48.2,38.6
173,3,1.7379,11.8,22.7,0,1,0,0,0,46.8,39.6
173,4,-0.6864,11.8,23.2,0,1,1,0,0,42.5,40.6
173,5,3.3502,11.8,25.0,0,1,0,0,0,34.6,41.6
173,6,2.5345,11.8,23.6,0,1,0,0,1,38.8,42.6
174,1,3.495,12.9,7.6,0,0,1,0,0,22.8,24.8
174,2,0.2074,12.9,8.5,0,0,0,0,0,41.8,25.8
174,3,-1.713,12.9,8.7,0,0,1,0,0,42.8,26.8
174,4,4.7268,12.9,10.7,0,0,0,0,1,41.1,27.8
174,5,0.3374,12.9,8.3,0,0,1,0,0,16.2,28.8
174,6,3.3728,12.9,10.4,0,0,1,0,1,29.9,29.8
175,1,3.5026,12.7,16.4,0,0,1,0,0,34.0,35.8
175,2,3.0117,12.7,18.8,0,0,1,0,1,42.3,36.8
175,3,0.3861,12.7,18.1,0,0,0,0,0,42.3,37.8
175,4,2.7479,12.7,20.9,0,0,1,0,0,38.6,38.8
175,5,4.1976,12.7,22.5,0,0,1,0,0,45.1,39.8
175,6,2.0316,12.7,22.8,0,0,1,0,0,31.8,40.8
176,1,1.53,14.1,12.8,1,1,1,0,1,44.9,32.6
176,2,1.5703,14.1,12.5,1,1,0,0,1,43.8,33.6
176,3,-0.8774,14.1,13.6,1,1,0,0,0,43.0,34.6
176,4,3.8872,14.1,16.7,1,1,1,0,0,38.5,35.6
176,5,3.5779,14.1,17.3,1,1,0,0,0,54.6,36.6
176,6,9.3557,14.1,17.5,1,1,0,0,0,43.9,37.6
177,1,2.1409,12.0,7.7,1,1,1,0,0,32.3,26.1
177,2,2.8394,12.0,7.1,1,1,0,0,1,42.0,27.1
177,3,0.9209,12.0,9.0,1,1,1,0,1,46.0,28.1
177,4,2.4851,12.0,13.0,1,1,0,0,0,35.3,29.1
177,5,2.4946,12.0,10.8,1,1,0,0,1,48.7,30.1
177,6,4.0676,12.0,13.3,1,1,1,0,0,43.1,31.1
178,1,3.9417,15.6,20.0,0,1,0,0,0,21.3,40.7
178,2,5.4524,15.6,18.8,0,1,0,0,0,42.4,41.7
178,3,4.3925,15.6,21.2,0,1,1,0,0,36.8,42.7
178,4,4.3625,15.6,23.0,0,1,0,0,0,44.3,43.7
178,5,-0.7215,15.6,23.0,0,1,1,0,0,47.6,44.7
178,6,4.1607,15.6,26.9,0,1,0,0,0,41.6,45.7
179,1,2.0603,11.3,3.8,0,0,0,1,0,53.3,22.8
179,2,1.7169,11.3,7.6,0,0,1,1,1,38.6,23.8
179,3,-0.6811,11.3,7.3,0,0,1,1,0,45.0,24.8
179,4,2.5451,11.3,9.3,0,0,0,1,1,46.4,25.8
179,5,1.5957,11.3,9.9,0,0,1,1,1,39.2,26.8
179,6,1.8941,11.3,9.8,0,0,1,1,0,46.2,27.8
180,1,3.0173,18.8,10.9,0,0,1,0,0,35.2,35.5
180,2,5.3883,18.8,9.9,0,0,1,0,1,36.6,36.5
180,3,4.1303,18.8,13.3,0,0,1,0,0,29.5,37.5
180,4,2.2136,18.8,14.0,0,0,1,0,1,41.9,38.5
180,5,1.8519,18.8,15.4,0,0,1,0,0,42.6,39.5
180,6,0.974,18.8,16.8,0,0,0,0,0,49.4,40.5
181,1,1.6097,13.6,16.8,0,1,1,1,1,46.3,36.0
181,2,0.0079,13.6,17.6,0,1,1,1,1,37.7,37.0
181,3,5.7502,13.6,17.6,0,1,1,1,1,30.6,38.0
181,4,2.0726,13.6,18.7,0,1,0,1,0,43.5,39.0
181,5,0.2532,13.6,21.6,0,1,1,1,1,48.9,40.0
181,6,1.6232,13.6,22.9,0,1,1,1,1,46.0,41.0
182,1,1.8027,9.9,9.9,0,0,1,1,1,48.7,26.0
182,2,1.6272,9.9,11.2,0,0,0,1,0,38.3,27.0
182,3,-1.3676,9.9,11.2,0,0,0,1,0,36.3,28.0
182,4,4.2427,9.9,14.3,0,0,0,1,1,34.1,29.0
182,5,0.9657,9.9,14.8,0,0,0,1,0,39.6,30.0
182,6,-2.1262,9.9,17.1,0,0,0,1,0,39.4,31.0
183,1,-0.0778,9.3,22.2,0,0,1,0,0,41.7,38.4
183,2,2.1359,9.3,23.7,0,0,0,0,0,39.0,39.4
183,3,0.6011,9.3,25.3,0,0,1,0,0,38.9,40.4
183,4,-0.7429,9.3,26.7,0,0,0,0,0,33.8,41.4
183,5,1.7942,9.3,26.8,0,0,0,0,1,47.5,42.4
183,6,2.3367,9.3,27.2,0,0,1,0,0,40.6,43.4
184,1,-0.4608,13.2,10.2,0,0,1,1,0,38.6,28.5
184,2,0.907,13.2,11.0,0,0,1,1,0,34.0,29.5
184,3,1.2203,13.2,10.4,0,0,0,1,0,29.3,30.5
184,4,0.025,13.2,13.6,0,0,0,1,0,50.5,31.5
184,5,1.5534,13.2,14.5,0,0,0,1,0,44.4,32.5
184,6,-0.7314,13.2,14.4,0,0,1,1,0,27.0,33.5
185,1,-0.9646,11.4,14.4,1,0,0,0,1,46.1,31.7
185,2,1.8902,11.4,15.8,1,0,0,0,0,47.4,32.7
185,3,0.977,11.4,15.4,1,0,0,0,0,41.0,33.7
185,4,-0.107,11.4,17.3,1,0,1,0,0,52.8,34.7
185,5,1.6943,11.4,16.1,1,0,1,0,0,41.7,35.7
185,6,4.1933,11.4,20.2,1,0,0,0,1,28.7,36.7
186,1,2.4038,13.8,10.2,0,0,0,1,1,42.9,31.6
186,2,2.8995,13.8,14.3,0,0,0,1,0,42.0,32.6
186,3,3.4165,13.8,13.4,0,0,1,1,0,35.2,33.6
186,4,5.4825,13.8,14.6,0,0,1,1,0,44.6,34.6
186,5,2.5841,13.8,15.1,0,0,0,1,0,26.7,35.6
186,6,2.1105,13.8,16.5,0,0,1,1,1,47.9,36.6
187,1,1.5207,13.2,11.4,0,1,0,0,0,33.0,29.2
187,2,0.5738,13.2,8.5,0,1,1,0,0,32.1,30.2
187,3,2.6503,13.2,13.3,0,1,1,0,0,39.1,31.2
187,4,8.1106,13.2,13.3,0,1,0,0,0,43.5,32.2
187,5,1.877,13.2,12.8,0,1,0,0,0,41.3,33.2
187,6,2.8304,13.2,13.9,0,1,1,0,0,34.1,34.2
188,1,1.7216,11.8,18.7,0,0,1,0,1,36.0,34.9
188,2,1.3564,11.8,17.1,0,0,0,0,0,30.9,35.9
188,3,1.3551,11.8,17.9,0,0,1,0,0,38.2,36.9
188,4,1.61,11.8,21.2,0,0,0,0,0,48.6,37.9
188,5,1.3858,11.8,21.4,0,0,1,0,1,40.0,38.9
188,6,2.4541,11.8,21.1,0,0,0,0,0,46.9,39.9
189,1,3.1741,9.9,19.1,0,0,0,0,1,51.6,34.8
189,2,3.2504,9.9,18.9,0,0,0,0,1,35.3,35.8
189,3,0.8222,9.9,22.0,0,0,1,0,1,38.5,36.8
189,4,3.3175,9.9,22.9,0,0,0,0,0,57.4,37.8
189,5,1.1759,9.9,23.4,0,0,1,0,0,51.6,38.8
189,6,1.0733,9.9,24.2,0,0,1,0,0,26.6,39.8
190,1,2.1082,8.2,7.1,0,0,0,1,0,43.1,19.5
190,2,0.9878,8.2,6.3,0,0,0,1,0,40.0,20.5
190,3,-0.7929,8.2,6.1,0,0,0,1,0,46.6,21.5
190,4,1.4235,8.2,8.7,0,0,1,1,1,34.0,22.5
190,5,2.2371,8.2,11.4,0,0,1,1,0,33.3,23.5
190,6,1.1803,8.2,9.3,0,0,1,1,0,34.6,24.5
191,1,1.8281,10.9,20.6,1,1,0,1,0,35.4,37.8
191,2,1.9491,10.9,22.4,1,1,0,1,0,46.5,38.8
191,3,2.2838,10.9,22.9,1,1,1,1,0,30.6,39.8
191,4,3.3192,10.9,23.0,1,1,0,1,0,35.0,40.8
191,5,1.4296,10.9,26.1,1,1,1,1,0,25.7,41.8
191,6,0.3355,10.9,28.3,1,1,1,1,0,48.1,42.8
192,1,0.8964,14.1,0.1,0,0,1,1,1,50.2,20.0
192,2,1.3113,14.1,0.0,0,0,1,1,1,37.4,21.0
192,3,2.275,14.1,0.3,0,0,1,1,1,37.6,22.0
192,4,-3.5684,14.1,3.1,0,0,0,1,0,43.6,23.0
192,5,0.9001,14.1,5.0,0,0,1,1,0,51.8,24.0
192,6,2.5979,14.1,5.4,0,0,0,1,0,43.3,25.0
193,1,2.7638,12.5,17.7,1,0,1,0,0,34.4,36.2
193,2,2.9844,12.5,18.1,1,0,0,0,0,27.0,37.2
193,3,3.4498,12.5,18.6,1,0,0,0,0,31.1,38.2
193,4,3.3081,12.5,21.5,1,0,0,0,0,40.6,39.2
193,5,2.8774,12.5,22.6,1,0,1,0,0,34.8,40.2
193,6,2.178,12.5,21.1,1,0,0,0,1,41.6,41.2
194,1,5.1763,8.9,23.5,0,1,0,1,0,35.6,36.8
194,2,1.8693,8.9,23.4,0,1,1,1,0,31.5,37.8
194,3,0.7872,8.9,25.3,0,1,1,1,0,30.6,38.8
194,4,1.1552,8.9,23.5,0,1,1,1,0,52.5,39.8
194,5,2.1809,8.9,24.5,0,1,0,1,0,47.1,40.8
194,6,3.694,8.9,26.7,0,1,1,1,0,53.8,41.8
195,1,0.5847,12.4,5.5,0,1,1,0,0,44.3,23.5
195,2,-0.234,12.4,7.8,0,1,1,0,1,36.6,24.5
195,3,3.93,12.4,7.7,0,1,1,0,1,50.6,25.5
195,4,4.1919,12.4,7.8,0,1,0,0,0,39.7,26.5
195,5,1.2054,12.4,8.0,0,1,1,0,0,41.8,27.5
195,6,1.6278,12.4,11.3,0,1,0,0,0,39.7,28.5
196,1,2.165,13.0,7.6,0,1,0,1,1,16.4,27.5
196,2,1.1471,13.0,11.2,0,1,1,1,0,52.8,28.5
196,3,3.3987,13.0,10.3,0,1,0,1,0,43.9,29.5
196,4,-0.2635,13.0,13.2,0,1,1,1,0,42.6,30.5
196,5,-1.6593,13.0,13.3,0,1,0,1,0,39.5,31.5
196,6,0.7181,13.0,13.4,0,1,1,1,1,41.3,32.5
197,1,1.4582,9.8,7.1,0,1,0,0,0,35.2,23.4
197,2,0.4943,9.8,8.2,0,1,1,0,0,44.9,24.4
197,3,-0.0729,9.8,10.0,0,1,1,0,0,29.5,25.4
197,4,2.969,9.8,10.7,0,1,0,0,0,41.5,26.4
197,5,1.0957,9.8,11.0,0,1,1,0,1,44.5,27.4
197,6,4.2953,9.8,12.4,0,1,0,0,1,38.4,28.4
198,1,1.3102,12.4,10.4,1,0,1,0,0,43.0,28.7
198,2,2.1609,12.4,9.2,1,0,0,0,0,32.1,29.7
198,3,0.7314,12.4,12.8,1,0,1,0,0,32.3,30.7
198,4,0.7548,12.4,12.3,1,0,0,0,0,41.9,31.7
198,5,1.9672,12.4,13.2,1,0,1,0,0,45.4,32.7
198,6,1.9345,12.4,13.6,1,0,1,0,0,25.0,33.7
199,1,3.0036,12.1,8.2,1,1,1,0,0,44.2,28.2
199,2,2.9281,12.1,9.7,1,1,0,0,0,35.7,29.2
199,3,2.6248,12.1,11.3,1,1,1,0,0,38.5,30.2
199,4,2.1018,12.1,15.0,1,1,0,0,1,29.3,31.2
199,5,4.0138,12.1,13.5,1,1,0,0,0,33.2,32.2
199,6,2.5276,12.1,15.2,1,1,1,0,0,47.7,33.2
200,1,6.0833,9.1,19.9,0,0,0,0,0,40.3,34.7
