firm_id,month,returns,size,book_to_market,momentum,volatility,sector
114,24,-1.3703,6.5116,0.9154,0.3723,1.0164,Healthcare
114,25,1.4102,6.5434,0.8927,-0.3944,0.9326,Healthcare
114,26,-1.5984,6.4355,0.7972,0.0455,0.9965,Healthcare
114,27,0.4338,6.6079,0.9777,-0.184,0.2274,Healthcare
114,28,-0.6698,6.5112,0.8408,0.1759,0.3533,Healthcare
114,29,-2.1819,6.53,0.8664,0.3447,1.2084,Healthcare
114,30,-0.0919,6.6572,0.8348,0.1837,0.1064,Healthcare
114,31,-0.5745,6.5345,0.8726,0.3126,0.3945,Healthcare
114,32,-0.9186,6.6768,0.8563,0.4717,0.6551,Healthcare
114,33,-0.2418,6.469,0.7817,0.251,0.1799,Healthcare
114,34,1.1528,6.4118,0.9103,0.3224,0.8745,Healthcare
114,35,-2.833,6.4925,0.8102,0.6624,1.5006,Healthcare
114,36,0.5628,6.2401,0.8975,0.8919,0.3417,Healthcare
114,37,2.0802,6.6121,0.84,0.0529,1.1478,Healthcare
114,38,-0.0466,6.4176,0.8548,-0.182,0.1311,Healthcare
114,39,-0.4117,6.4598,0.8757,-0.6738,0.4992,Healthcare
114,40,-0.026,6.5932,0.8585,0.6774,0.0448,Healthcare
114,41,1.0648,6.5334,0.8888,-0.0705,0.6421,Healthcare
114,42,-0.1792,6.4775,0.8162,0.2388,0.3398,Healthcare
114,43,-0.6632,6.3179,0.9035,0.298,0.497,Healthcare
114,44,-1.7697,6.6516,0.8001,0.3416,1.0068,Healthcare
114,45,0.1389,6.5938,0.806,0.0247,0.3537,Healthcare
114,46,-1.5691,6.7271,0.8806,0.3384,1.0072,Healthcare
114,47,-0.3361,6.4619,0.9041,0.2626,0.1778,Healthcare
114,48,0.9232,6.3761,0.8658,-0.1034,0.5508,Healthcare
114,49,-1.1759,6.621,0.9262,0.5879,0.7706,Healthcare
114,50,-2.3367,6.5027,0.8099,0.3031,1.3215,Healthcare
114,51,-0.7689,6.5843,0.7934,-0.2851,0.4463,Healthcare
114,52,-1.2959,6.6835,0.8935,-0.0115,0.7346,Healthcare
114,53,1.3651,6.5603,0.8577,-0.0182,0.7888,Healthcare
114,54,0.1443,6.5383,0.8919,-0.071,0.156,Healthcare
114,55,-0.8236,6.5445,0.8002,0.2834,0.6149,Healthcare
114,56,-0.9267,6.3578,0.8295,0.4873,0.565,Healthcare
114,57,-1.0585,6.6323,0.9388,-0.2283,0.7689,Healthcare
114,58,-1.372,6.6387,0.8416,-0.0071,0.7765,Healthcare
114,59,0.8363,6.5746,0.923,0.4439,0.4246,Healthcare
114,60,0.0339,6.37,0.8905,-0.152,0.3111,Healthcare
115,1,-1.0795,7.7735,0.7806,-0.1141,0.7382,Technology
115,2,-0.6151,7.9295,0.8655,-0.5757,0.3359,Technology
115,3,-0.72,7.729,0.8112,0.3306,0.4226,Technology
115,4,-0.4185,7.904,0.7956,0.1607,0.2193,Technology
115,5,-3.7975,7.7911,0.7909,-0.0002,1.9971,Technology
115,6,0.7486,7.8569,0.8168,-0.3817,0.4659,Technology
115,7,-1.446,7.7444,0.7385,-0.0028,0.7529,Technology
115,8,0.1467,7.794,0.8399,-0.4768,0.1041,Technology
115,9,-0.7865,7.8293,0.817,0.0474,0.4354,Technology
115,10,0.0775,7.6773,0.7663,0.6762,0.224,Technology
115,11,-2.6644,7.813,0.7315,0.1589,1.3917,Technology
115,12,-0.312,7.5168,0.7824,0.4697,0.2861,Technology
115,13,-1.341,7.7255,0.8074,0.4916,0.7116,Technology
115,14,-2.6913,7.84,0.8027,-0.0585,1.641,Technology
115,15,-0.0772,7.8976,0.8024,0.2855,0.2164,Technology
115,16,-1.3917,7.8329,0.8286,-0.7193,1.3607,Technology
115,17,0.583,7.6466,0.7374,0.1844,0.5953,Technology
115,18,0.7774,7.8889,0.7916,0.4227,0.4104,Technology
115,19,-2.1887,7.6717,0.8098,0.2567,1.2782,Technology
115,20,-0.6913,7.847,0.8179,-0.0076,0.3961,Technology
115,21,-0.2743,7.675,0.8398,0.4767,0.2726,Technology
115,22,0.4951,7.7083,0.7847,0.4412,0.4039,Technology
115,23,2.7011,7.69,0.7976,0.0852,1.5604,Technology
115,24,-0.0671,7.7995,0.7578,0.5472,0.1401,Technology
115,25,1.4554,7.7661,0.8143,0.2554,0.7978,Technology
115,26,4.2014,7.8365,0.7514,-0.3829,2.5365,Technology
115,27,0.7274,7.7837,0.8236,0.1961,0.4249,Technology
115,28,0.3519,7.6338,0.854,-0.1151,0.228,Technology
115,29,0.2645,7.8132,0.8183,0.2491,0.1886,Technology
115,30,0.0199,7.6094,0.8591,-0.9911,0.271,Technology
115,31,-0.3136,7.6972,0.7722,0.5782,0.3079,Technology
115,32,-0.1225,7.7492,0.735,0.435,0.0918,Technology
115,33,0.4347,7.7423,0.7868,0.577,0.2499,Technology
115,34,-1.4968,7.6209,0.7642,0.0969,0.7662,Technology
115,35,-1.977,7.9227,0.7702,0.4469,1.0701,Technology
115,36,-0.4215,7.9504,0.6838,0.1635,0.3079,Technology
115,37,1.1784,8.0107,0.8037,-0.1951,0.654,Technology
115,38,0.6463,7.9004,0.796,-0.1434,0.398,Technology
115,39,0.357,7.7461,0.8371,-0.0036,0.3198,Technology
115,40,-0.2539,7.7443,0.8226,0.475,0.2458,Technology
115,41,-4.9278,7.7388,0.7861,0.4649,2.5506,Technology
115,42,-1.0839,7.9842,0.8405,-0.094,0.6448,Technology
115,43,1.9744,7.7741,0.8392,0.3153,1.2232,Technology
115,44,0.2222,7.9125,0.7706,0.1049,0.22,Technology
115,45,0.4703,7.9048,0.8047,-0.1833,0.7098,Technology
115,46,0.1842,7.8046,0.8704,-0.2545,0.2127,Technology
115,47,1.9946,7.6404,0.8112,0.0307,1.0567,Technology
115,48,-0.9603,7.7762,0.7538,0.38,0.9114,Technology
115,49,-0.2054,7.8003,0.7388,-0.0521,0.1182,Technology
115,50,0.0182,7.9134,0.7213,0.337,0.3191,Technology
115,51,0.1562,7.7876,0.6925,0.193,0.0976,Technology
115,52,0.0099,7.6648,0.7707,-0.3914,0.1592,Technology
115,53,-0.1682,7.8844,0.7862,0.7024,0.4133,Technology
115,54,-0.029,7.7629,0.7461,0.4585,0.0313,Technology
115,55,0.2742,7.5311,0.7607,-0.3225,1.2923,Technology
115,56,-1.3519,7.8181,0.7472,0.2198,0.7746,Technology
115,57,1.0493,7.8357,0.7159,0.5428,0.6258,Technology
115,58,-2.0856,7.7013,0.7864,0.2232,1.1058,Technology
115,59,-1.5168,7.7664,0.8283,-0.0244,0.8338,Technology
115,60,-0.2396,7.8514,0.7694,0.0631,0.2109,Technology
116,1,1.0767,7.0607,0.6455,0.0247,0.568,Consumer
116,2,-1.5092,6.8713,0.5964,0.0575,0.8545,Consumer
116,3,0.4496,7.1529,0.6334,0.4373,0.3611,Consumer
116,4,-2.4241,7.1982,0.5903,0.2418,1.2159,Consumer
116,5,1.5927,6.9765,0.6223,-0.1589,1.0013,Consumer
116,6,1.158,6.8366,0.5182,0.0183,0.7026,Consumer
116,7,-1.8126,7.1047,0.6309,-0.019,0.9237,Consumer
116,8,-1.1228,6.9603,0.5891,0.1868,0.8388,Consumer
116,9,-0.2915,7.0811,0.6436,-0.2351,0.2487,Consumer
116,10,0.3885,7.2478,0.5761,-0.352,0.2774,Consumer
116,11,0.3215,6.8729,0.6758,-0.1784,0.2332,Consumer
116,12,-4.3637,6.9479,0.6154,-0.3681,2.4123,Consumer
116,13,0.4683,7.0081,0.5435,-0.3582,0.2468,Consumer
116,14,0.6502,7.1567,0.6451,0.4673,0.5084,Consumer
116,15,-0.7665,7.3831,0.5358,0.0614,0.5353,Consumer
116,16,0.3739,7.0523,0.533,0.2116,0.2695,Consumer
116,17,-0.8187,6.8643,0.6532,0.1182,0.8629,Consumer
116,18,-0.7511,6.993,0.6055,0.135,0.4955,Consumer
116,19,-0.6453,6.9501,0.5924,0.1896,0.4585,Consumer
116,20,0.6403,7.0997,0.5635,0.2763,0.5362,Consumer
116,21,0.3287,7.0653,0.6303,0.2108,0.3116,Consumer
116,22,1.3553,6.9234,0.5751,0.9365,0.9553,Consumer
116,23,0.6046,6.9442,0.5988,-0.2076,0.3413,Consumer
116,24,-0.5853,6.9916,0.5324,-0.218,0.5238,Consumer
116,25,-1.8038,7.0036,0.5858,-0.0641,0.9118,Consumer
116,26,-0.0133,7.0233,0.5975,-0.2969,0.1791,Consumer
116,27,-3.1506,7.0325,0.6154,0.0135,2.2093,Consumer
116,28,0.8712,7.1511,0.6056,-0.187,0.61,Consumer
116,29,-0.6692,6.9879,0.5721,0.1244,0.3946,Consumer
116,30,-2.239,6.9732,0.603,0.122,1.2255,Consumer
116,31,-0.5655,6.8937,0.6378,-0.2915,1.0232,Consumer
116,32,1.0545,7.0052,0.5145,0.3299,0.625,Consumer
116,33,-0.4058,7.0532,0.5805,-0.1406,0.4354,Consumer
116,34,0.4208,6.8552,0.5992,-0.1814,0.2406,Consumer
116,35,0.1311,6.9933,0.5426,0.2318,0.3412,Consumer
116,36,1.0153,7.1436,0.6352,0.1,0.5367,Consumer
116,37,0.6745,7.0924,0.6187,0.1004,1.096,Consumer
116,38,-1.3135,7.0649,0.6386,-0.1978,0.6739,Consumer
116,39,1.4365,7.0897,0.6967,-0.2339,0.7904,Consumer
116,40,-0.2573,6.9702,0.6052,0.3393,0.3104,Consumer
116,41,-0.0513,6.9569,0.5746,0.0779,0.2307,Consumer
116,42,-0.3606,7.1548,0.6357,0.1687,0.2352,Consumer
116,43,1.6093,7.1104,0.5593,0.1458,0.9414,Consumer
116,44,0.2879,6.9529,0.6119,0.3033,0.1573,Consumer
116,45,0.0071,6.8397,0.6406,0.0828,0.009,Consumer
116,46,-0.3109,6.955,0.6303,0.0304,0.1776,Consumer
116,47,1.0391,7.0819,0.6591,0.3151,0.5954,Consumer
116,48,2.6685,6.9617,0.5751,0.7704,1.4349,Consumer
116,49,1.2235,7.0606,0.6242,-0.2726,0.6274,Consumer
116,50,-0.6783,7.1695,0.5934,-0.0646,0.426,Consumer
116,51,-1.6022,7.0183,0.6014,0.1879,1.1632,Consumer
116,52,-0.5446,7.051,0.6014,-0.5528,0.4076,Consumer
116,53,-0.0161,7.0961,0.6157,0.4331,0.0633,Consumer
116,54,0.9081,6.9194,0.5871,0.3385,0.4853,Consumer
116,55,0.2724,6.9503,0.5177,0.109,0.244,Consumer
116,56,0.5237,7.1002,0.5964,0.2399,0.303,Consumer
116,57,-0.6295,7.0313,0.6068,0.5521,0.7434,Consumer
116,58,-0.7491,7.0397,0.5866,0.1868,0.434,Consumer
116,59,-2.0825,7.0309,0.6105,-0.2795,1.0482,Consumer
116,60,-0.9532,7.1254,0.5826,0.3881,0.7062,Consumer
117,1,2.6306,11.2295,0.8272,0.3779,1.5504,Finance
117,2,2.556,11.2308,0.9103,0.1625,1.6093,Finance
117,3,0.5587,11.3082,0.9536,0.8845,0.5359,Finance
117,4,0.5749,11.3466,0.8847,0.0685,0.3403,Finance
117,5,1.6639,11.4103,0.812,-0.4383,1.0473,Finance
117,6,1.9595,11.1281,0.852,0.1778,1.2728,Finance
117,7,1.1239,11.4329,0.8482,0.144,0.8421,Finance
117,8,2.4635,11.0763,0.8743,0.768,1.3227,Finance
117,9,0.7277,11.3795,0.8501,0.207,0.5458,Finance
117,10,1.7741,11.1226,0.8715,0.0276,1.2851,Finance
117,11,0.2788,11.1791,0.9302,-0.2766,0.2867,Finance
117,12,4.1895,11.1878,0.7486,0.6423,2.153,Finance
117,13,1.3905,11.0993,0.8154,-0.5844,0.7079,Finance
117,14,1.2895,11.1946,0.8887,0.2408,0.6625,Finance
117,15,-0.0012,11.1044,0.8385,-0.5028,0.0988,Finance
117,16,1.0987,11.0625,0.8704,0.0125,0.6886,Finance
117,17,1.5518,11.1821,0.8312,-0.0066,0.8055,Finance
117,18,1.8575,11.345,0.9187,-0.106,0.9599,Finance
117,19,1.3296,11.1606,0.8988,-0.011,0.6833,Finance
117,20,0.9382,11.2801,0.8557,0.1421,0.5266,Finance
117,21,0.1575,11.1014,0.9244,-0.0383,0.2085,Finance
117,22,1.7932,11.0576,0.8562,0.0646,1.0702,Finance
117,23,1.054,11.2313,0.844,-0.1084,0.8895,Finance
117,24,1.2044,11.3615,0.9142,0.0274,0.7384,Finance
117,25,2.0198,11.2069,0.7708,0.3919,1.0493,Finance
117,26,1.6212,11.2686,0.8491,-0.0384,1.0056,Finance
117,27,0.9266,11.3355,0.8584,0.5684,0.7988,Finance
117,28,1.7594,11.1823,0.8296,0.3914,0.915,Finance
117,29,1.3824,11.1708,0.8035,0.3464,0.914,Finance
117,30,0.8304,11.2332,0.8371,0.1022,0.6619,Finance
117,31,0.2218,11.251,0.7652,-0.1853,0.1658,Finance
117,32,1.7752,11.0461,0.9184,0.1297,0.9916,Finance
117,33,1.6916,11.2155,0.9209,0.6277,0.9263,Finance
117,34,0.8886,11.1859,0.8444,-0.1475,0.4875,Finance
117,35,0.5625,11.107,0.8252,0.1882,0.3899,Finance
117,36,1.1714,11.179,0.7669,-0.1724,0.897,Finance
117,37,0.5427,11.0694,0.808,-0.0209,0.2824,Finance
117,38,-0.0828,11.0349,0.9149,0.19,0.405,Finance
117,39,1.246,11.1926,0.8411,0.2093,0.6316,Finance
117,40,1.1209,11.2762,0.815,0.1352,0.6491,Finance
117,41,1.8013,11.1512,0.8431,0.2819,0.9047,Finance
117,42,0.2587,11.0899,0.8138,0.2363,0.3218,Finance
117,43,2.0727,11.1054,0.7619,0.0016,1.0543,Finance
117,44,1.097,11.2409,0.8254,0.317,0.819,Finance
117,45,3.025,11.3527,0.7885,-0.19,1.8553,Finance
117,46,-4.4817,11.263,0.8621,0.0225,2.3183,Finance
117,47,1.1053,11.316,0.8871,-0.0393,1.1922,Finance
117,48,0.2949,11.0812,0.8051,0.2117,0.2234,Finance
117,49,-1.5312,11.1786,0.8505,-0.6131,0.8573,Finance
117,50,2.1278,11.2878,0.84,-0.0198,1.1455,Finance
117,51,1.0212,11.046,0.8039,0.237,0.6286,Finance
117,52,1.0173,11.1201,0.7269,0.841,0.8868,Finance
117,53,2.3862,11.2802,0.7895,0.1149,1.2102,Finance
117,54,0.7299,11.2118,0.8019,-0.2246,0.4402,Finance
117,55,2.6356,11.0895,0.8479,0.3023,1.384,Finance
117,56,1.2105,11.0229,0.8529,-0.1041,0.6211,Finance
117,57,-0.3033,11.3197,0.9028,-0.3074,0.3759,Finance
117,58,0.5454,10.9806,0.7891,0.1548,0.2951,Finance
117,59,3.8137,11.2492,0.7997,0.4968,1.914,Finance
117,60,1.6307,11.1327,0.8085,-0.1405,1.3605,Finance
118,1,-0.3531,7.2368,1.197,0.0366,0.3558,Healthcare
118,2,-0.6263,7.0279,1.2175,0.3079,0.5094,Healthcare
118,3,0.7937,7.3936,1.228,0.4068,0.5252,Healthcare
118,4,1.4716,7.1723,1.1124,0.5279,0.764,Healthcare
118,5,0.4223,7.1888,1.2662,-0.1092,0.3257,Healthcare
118,6,-1.6141,7.0548,1.23,0.0625,1.0319,Healthcare
118,7,-1.5796,7.1188,1.2506,-0.5509,0.9747,Healthcare
118,8,-1.2461,7.1214,1.0871,-0.0184,0.7771,Healthcare
118,9,0.9735,7.3117,1.2481,-0.2146,0.4996,Healthcare
118,10,1.9966,7.1722,1.1567,0.1422,1.1547,Healthcare
118,11,1.6787,7.1865,1.184,0.3657,0.8498,Healthcare
118,12,0.455,7.1854,1.2782,0.3071,0.6021,Healthcare
118,13,-1.6939,7.195,1.2394,-0.2479,1.1358,Healthcare
118,14,-0.8688,6.9932,1.1727,-0.0195,0.4379,Healthcare
118,15,-2.7378,7.337,1.2463,0.2383,1.405,Healthcare
118,16,1.3549,7.0444,1.2245,0.1375,0.8038,Healthcare
118,17,0.3197,7.1283,1.1861,-0.1111,0.1667,Healthcare
118,18,1.4654,7.2853,1.2303,0.2124,1.0935,Healthcare
118,19,-0.4131,7.3256,1.1876,0.3298,0.55,Healthcare
118,20,-0.8795,7.2127,1.2258,0.0431,0.4675,Healthcare
118,21,-1.1863,7.0816,1.2252,-0.1971,0.973,Healthcare
118,22,-2.0577,7.1449,1.2317,0.2132,1.211,Healthcare
118,23,-0.201,7.1488,1.3027,-0.1587,0.1935,Healthcare
118,24,0.4475,7.1524,1.2538,0.4967,0.316,Healthcare
118,25,-0.8012,7.0091,1.2565,-0.6911,0.4573,Healthcare
118,26,1.7661,7.2581,1.1801,0.0025,1.0152,Healthcare
118,27,-1.6099,7.1456,1.1306,-0.1671,0.943,Healthcare
118,28,0.587,7.0599,1.1971,0.3137,0.3215,Healthcare
118,29,-0.6786,7.0823,1.1822,0.53,0.4385,Healthcare
118,30,0.7284,7.1591,1.2365,-0.0963,0.3818,Healthcare
118,31,-0.6273,6.9918,1.1966,-0.1814,0.5361,Healthcare
118,32,0.55,7.22,1.2728,0.2932,0.5128,Healthcare
118,33,-0.8451,7.1556,1.1195,-0.4369,0.7128,Healthcare
118,34,4.9876,7.2887,1.1925,0.1739,2.5007,Healthcare
118,35,0.409,7.1399,1.2251,0.0899,0.3691,Healthcare
118,36,-0.4706,7.0236,1.1577,0.0343,0.5482,Healthcare
118,37,-1.088,7.0123,1.2517,-0.1517,0.6053,Healthcare
118,38,0.3494,7.093,1.2501,-0.5333,0.4105,Healthcare
118,39,2.5928,7.1036,1.1849,0.3922,1.2973,Healthcare
118,40,-0.9346,7.0754,1.3389,0.2888,0.6315,Healthcare
118,41,0.8981,7.145,1.1506,0.0826,0.4904,Healthcare
118,42,1.568,7.0729,1.1392,0.1689,0.7962,Healthcare
118,43,-0.7238,7.1575,1.1828,0.0548,0.4659,Healthcare
118,44,0.3745,7.0801,1.216,0.3947,0.2557,Healthcare
118,45,-0.1757,7.1953,1.1258,0.0404,0.2241,Healthcare
118,46,-0.3495,7.1011,1.2375,0.0905,0.4656,Healthcare
118,47,2.0351,7.2567,1.3295,0.1442,1.0922,Healthcare
118,48,-0.8499,7.1973,1.1368,-0.0155,0.817,Healthcare
118,49,2.5633,7.1515,1.2163,0.0722,1.3286,Healthcare
118,50,-1.4071,7.1113,1.2544,0.0605,0.9293,Healthcare
118,51,-0.1311,6.9802,1.2448,-0.1056,0.2191,Healthcare
118,52,-1.1687,7.2735,1.3144,-0.1859,0.693,Healthcare
118,53,0.386,7.064,1.183,0.0407,0.2825,Healthcare
118,54,0.6598,7.1412,1.3058,0.0092,0.6972,Healthcare
118,55,-2.325,7.1665,1.2035,0.4175,1.3193,Healthcare
118,56,0.532,7.1138,1.181,-0.1887,0.3332,Healthcare
118,57,-1.2464,7.2676,1.3005,-0.0674,0.7437,Healthcare
118,58,0.8752,7.01,1.1881,0.1554,0.5578,Healthcare
118,59,2.5924,7.3055,1.2601,0.2195,1.6105,Healthcare
118,60,1.0962,7.1993,1.1819,0.0583,0.5545,Healthcare
119,1,-0.6537,6.51,0.3628,0.3455,0.4141,Technology
119,2,-0.6373,6.5111,0.3629,0.0687,0.4257,Technology
119,3,-0.4732,6.3129,0.4618,-0.1605,0.2613,Technology
119,4,0.2758,6.4498,0.3733,0.0882,0.138,Technology
119,5,-0.6488,6.4992,0.416,0.3236,0.3247,Technology
119,6,-0.0698,6.5522,0.394,0.3917,0.6586,Technology
119,7,-0.895,6.6606,0.3825,0.3834,0.4593,Technology
119,8,-2.0008,6.7384,0.3886,0.1581,1.0146,Technology
119,9,-0.5462,6.5618,0.4368,0.1788,0.293,Technology
119,10,0.5079,6.5552,0.2776,0.2769,0.9271,Technology
119,11,-0.1342,6.4856,0.4687,-0.3885,0.2719,Technology
119,12,-1.8544,6.3631,0.3617,-0.1153,1.006,Technology
119,13,0.4813,6.474,0.3681,0.1896,0.8926,Technology
119,14,-0.2375,6.5141,0.3543,-0.1958,0.242,Technology
119,15,0.618,6.6322,0.4399,0.4454,0.5558,Technology
119,16,3.4698,6.5866,0.4997,0.4202,1.7467,Technology
119,17,-0.2203,6.5568,0.4197,-0.0626,0.5305,Technology
119,18,0.27,6.4765,0.4483,-0.1719,0.5921,Technology
119,19,0.6712,6.3364,0.4534,0.229,0.6344,Technology
119,20,-1.005,6.3424,0.4635,-0.2831,0.5288,Technology
119,21,-1.0138,6.3682,0.3763,0.1419,0.5074,Technology
119,22,-1.5203,6.5054,0.5061,0.9491,1.1033,Technology
119,23,0.7909,6.634,0.4098,-0.2025,0.4505,Technology
119,24,1.4471,6.6313,0.4405,-0.1346,0.7912,Technology
119,25,-1.7337,6.614,0.419,-0.0852,0.9622,Technology
119,26,-0.1216,6.4831,0.4042,-0.1694,0.1181,Technology
119,27,-0.6201,6.649,0.4735,-0.1542,0.4456,Technology
119,28,0.1266,6.4415,0.4582,0.6157,0.1408,Technology
119,29,-0.0752,6.62,0.3172,0.1188,0.235,Technology
119,30,0.2809,6.3672,0.4474,0.3728,0.1453,Technology
119,31,1.7212,6.4169,0.5314,0.4598,0.895,Technology
119,32,-0.6066,6.6999,0.4358,-0.4412,0.6725,Technology
119,33,-0.4258,6.5142,0.4009,-0.1308,0.2198,Technology
119,34,0.7394,6.4665,0.4073,-0.1721,0.4671,Technology
119,35,0.8171,6.6449,0.3984,-0.6897,0.4386,Technology
119,36,0.3377,6.6564,0.369,0.2278,0.3952,Technology
119,37,1.5069,6.4913,0.4172,0.1911,0.8635,Technology
119,38,-2.0586,6.5625,0.417,0.4967,1.2196,Technology
119,39,4.2257,6.5483,0.4565,0.2422,2.3782,Technology
119,40,-2.4404,6.2519,0.4004,-0.6823,1.4288,Technology
119,41,-0.6111,6.395,0.527,-0.1106,0.3845,Technology
119,42,-0.9115,6.6288,0.3796,-0.0889,0.5468,Technology
119,43,-0.0676,6.4514,0.4338,0.2534,0.1934,Technology
119,44,-1.1489,6.5876,0.3891,-0.6958,0.7813,Technology
119,45,-2.3893,6.5609,0.3995,0.2632,1.2645,Technology
119,46,7.3643,6.6562,0.4125,0.3364,3.9081,Technology
119,47,-0.124,6.3982,0.4367,0.0249,0.0627,Technology
119,48,-0.4234,6.574,0.4666,-0.1397,0.5764,Technology
119,49,-3.1761,6.5281,0.4032,0.4534,1.7239,Technology
119,50,0.4765,6.4556,0.3516,-0.3151,0.3633,Technology
119,51,0.3686,6.4549,0.495,0.4437,0.3078,Technology
119,52,-0.9366,6.5574,0.3776,0.3726,0.4744,Technology
119,53,-1.0974,6.5976,0.4142,0.2682,0.9963,Technology
119,54,-0.7589,6.541,0.4292,0.645,0.5961,Technology
119,55,0.419,6.5441,0.4214,0.1051,0.3982,Technology
119,56,-0.0998,6.4848,0.3559,0.2863,0.231,Technology
119,57,-1.3226,6.4914,0.4696,0.0856,0.779,Technology
119,58,0.6347,6.4554,0.2856,0.0036,0.4635,Technology
119,59,-0.5032,6.4828,0.4755,0.2586,0.6389,Technology
119,60,-0.7154,6.5941,0.4843,0.009,0.4248,Technology
120,1,1.3266,6.9141,0.9693,0.1188,0.7999,Finance
120,2,0.1699,6.7159,0.9089,0.1204,0.1592,Finance
120,3,1.7513,6.7538,0.9306,-0.0215,0.8946,Finance
120,4,-0.5067,6.7724,0.8906,0.3204,0.2767,Finance
120,5,-0.7799,6.837,0.9275,-0.4314,0.4,Finance
120,6,-0.3188,6.6751,0.9556,-0.1085,0.2335,Finance
120,7,-0.3028,6.7556,0.8694,-0.1921,0.2158,Finance
120,8,-0.098,6.7049,0.9174,0.1922,0.0688,Finance
120,9,-0.8642,6.8835,0.9002,0.0287,0.5215,Finance
120,10,0.6866,6.8405,0.9828,-0.3256,0.3792,Finance
120,11,0.6485,6.7972,0.8771,0.241,0.3402,Finance
120,12,-0.1329,6.7371,0.9554,0.1682,0.1247,Finance
120,13,0.8696,6.7987,0.9215,0.1109,0.603,Finance
120,14,-1.2691,6.787,0.9179,0.3342,0.6402,Finance
120,15,3.6498,7.0069,0.9569,0.2566,1.9987,Finance
120,16,0.3471,6.9431,0.9049,0.0301,0.1966,Finance
120,17,-0.1701,6.7744,0.9293,0.2249,0.444,Finance
120,18,0.1535,6.86,0.9797,0.5109,0.0921,Finance
120,19,-0.9168,6.9379,0.8853,0.054,0.4903,Finance
120,20,-0.3258,6.7743,0.9377,0.4739,0.2017,Finance
120,21,1.6688,6.7017,0.9682,0.6686,0.9978,Finance
120,22,1.4772,6.6638,0.9475,0.199,0.9886,Finance
120,23,0.6952,6.9707,0.9882,-0.2016,0.4607,Finance
120,24,0.1658,6.8243,0.9181,0.0108,0.2874,Finance
120,25,1.1528,6.8726,0.9577,0.1488,0.9041,Finance
120,26,-0.9161,6.786,0.9792,0.106,0.5995,Finance
120,27,-0.7903,6.7167,0.8395,0.1387,0.4509,Finance
120,28,1.1729,6.7353,0.9038,0.4645,0.6114,Finance
120,29,0.0518,6.7093,0.9431,-0.155,0.1591,Finance
120,30,-0.1258,6.9284,0.9701,0.2104,0.3345,Finance
120,31,-1.6437,6.9927,0.9363,0.3764,0.8536,Finance
120,32,0.7363,6.8472,0.9939,0.0248,1.5019,Finance
120,33,-1.8081,6.6917,0.8974,-0.2078,0.9244,Finance
120,34,-0.1532,6.8931,0.8624,0.0384,0.0826,Finance
120,35,0.5032,6.9699,0.9638,-0.2124,0.4253,Finance
120,36,0.5081,6.9406,0.9185,-0.112,0.3222,Finance
120,37,-0.5711,6.8405,0.8822,0.2744,0.452,Finance
120,38,0.3403,6.82,1.0095,0.1793,0.2001,Finance
120,39,-2.5714,6.8397,0.9615,0.3136,1.3167,Finance
120,40,0.3229,6.966,0.9567,0.2451,0.2661,Finance
120,41,0.0164,6.9195,1.0038,0.0382,0.444,Finance
120,42,-0.2883,6.8049,0.9048,-0.203,0.2148,Finance
120,43,2.151,6.8024,0.9948,0.1971,1.0869,Finance
120,44,-1.7257,6.7953,0.945,-0.0603,1.0633,Finance
120,45,-0.674,6.737,0.8946,0.0582,0.7201,Finance
120,46,-0.2772,6.9786,0.9238,-0.1145,0.2063,Finance
120,47,0.0157,6.7647,0.9334,0.3712,0.0995,Finance
120,48,0.782,6.8925,0.9797,-0.5723,0.8448,Finance
120,49,-1.8782,6.7773,0.8566,0.2546,1.1459,Finance
120,50,0.5004,6.7957,0.8367,0.1447,0.4161,Finance
120,51,4.0245,6.8321,0.8847,0.3661,2.0329,Finance
120,52,2.4293,6.898,0.9207,-0.2668,1.3452,Finance
120,53,-1.9778,6.8175,0.9598,0.0862,1.2839,Finance
120,54,1.6706,6.7295,0.9012,-0.0283,1.0298,Finance
120,55,-1.0247,6.8454,0.945,0.0525,0.5309,Finance
120,56,-1.7303,6.7668,1.0043,0.1053,1.032,Finance
120,57,0.1786,6.9978,0.8391,-0.0439,0.3344,Finance
120,58,0.1205,6.8175,0.9173,0.0675,0.1324,Finance
120,59,-0.0039,6.7766,1.0451,0.4717,0.2124,Finance
120,60,-0.1605,7.0409,0.8886,0.5342,0.2671,Finance
121,1,0.3203,7.8025,0.7402,0.1716,0.2208,Finance
121,2,0.0166,7.6389,0.807,0.54,0.2117,Finance
121,3,0.6223,7.6495,0.7545,-0.3331,0.4642,Finance
121,4,0.4064,7.776,0.8348,0.3414,0.2593,Finance
121,5,-1.0488,7.7329,0.9048,0.1637,0.6396,Finance
121,6,0.9027,7.8176,0.7847,-0.0113,0.5429,Finance
121,7,0.4495,7.6623,0.9179,0.2839,0.2325,Finance
121,8,-3.6887,7.7987,0.7583,0.1469,2.0167,Finance
121,9,1.4043,7.5047,0.7726,-0.0798,0.7241,Finance
121,10,1.3848,7.7131,0.733,0.3099,0.734,Finance
121,11,-0.7839,7.6668,0.7585,0.0865,0.8684,Finance
121,12,0.8519,7.6831,0.7691,-0.1143,0.4653,Finance
121,13,0.4068,7.7183,0.8017,0.3432,0.278,Finance
121,14,1.2092,7.8424,0.7187,-0.4113,1.0871,Finance
