firm_id,year,log_output,log_capital,log_labor,log_materials,profit,size,capital,labor,sector,exporter
215,2021,6.6116,6.6326,6.3483,6.386,-0.0373,5.5241,-0.3435,1.0681,Technology,0
216,2010,5.9644,6.9625,5.1347,9.4421,-0.1182,4.2861,-0.1225,0.1249,Technology,0
216,2011,6.2844,7.083,5.1757,9.4492,0.035,5.046,-0.0417,0.1567,Technology,0
216,2012,6.0119,6.9136,5.1375,9.3531,0.0821,4.9904,-0.1553,0.1271,Technology,0
216,2013,6.3419,7.3115,5.2954,9.3269,0.0715,5.0263,0.1114,0.2498,Technology,0
216,2014,6.1727,7.2987,5.1688,9.5508,0.1417,4.3214,0.1028,0.1514,Technology,0
216,2015,6.2782,7.2634,5.1076,9.3711,-0.0164,4.2817,0.0791,0.1038,Technology,0
216,2016,6.2356,7.1202,5.2732,9.6217,-0.0263,4.769,-0.0168,0.2326,Technology,0
216,2017,6.3928,7.0943,5.1519,9.4661,-0.1087,5.3622,-0.0342,0.1383,Technology,0
216,2018,5.9334,7.4216,5.1351,9.2183,-0.0445,5.3958,0.1852,0.1252,Technology,0
216,2019,5.6033,7.2186,5.164,9.2425,-0.0148,5.1503,0.0491,0.1477,Technology,0
216,2020,5.8614,7.392,5.1029,9.1964,0.014,4.7846,0.1653,0.1002,Technology,0
216,2021,6.5046,7.1517,5.1183,9.5854,-0.1128,5.2819,0.0043,0.1121,Technology,0
217,2010,5.613,7.4103,4.6397,9.53,-0.0078,4.1975,0.1776,-0.2599,Energy,1
217,2011,5.726,7.6347,4.615,9.4513,-0.092,4.0036,0.328,-0.279,Energy,1
217,2012,5.3822,7.4913,4.5779,9.675,0.0021,4.9975,0.2319,-0.3079,Energy,1
217,2013,5.6165,7.2916,4.5189,9.5916,0.0273,4.7284,0.098,-0.3538,Energy,1
217,2014,5.3767,7.4255,4.5957,9.6699,-0.0154,5.5981,0.1878,-0.294,Energy,1
217,2015,5.5077,7.3259,4.7015,9.989,-0.1368,5.1524,0.1211,-0.2118,Energy,1
217,2016,5.6304,7.3757,4.7431,9.7936,-0.094,5.9361,0.1544,-0.1794,Energy,1
217,2017,5.8007,7.309,4.687,9.6164,-0.0174,4.7865,0.1097,-0.2231,Energy,1
217,2018,5.6612,7.3412,4.3743,9.3293,0.1753,5.2263,0.1313,-0.4661,Energy,1
217,2019,5.9437,7.4165,4.9639,9.511,0.0306,5.0713,0.1817,-0.0079,Energy,1
217,2020,5.2561,7.1754,4.8906,9.7532,0.0999,5.7458,0.0202,-0.0648,Energy,1
217,2021,5.6015,7.1709,4.7945,9.3768,0.1484,4.9218,0.0172,-0.1395,Energy,1
218,2010,5.379,9.0885,5.7661,5.392,-0.0452,6.7013,1.3022,0.6156,Energy,1
218,2011,4.7079,9.0461,5.3334,4.9667,-0.1106,5.5843,1.2738,0.2793,Energy,1
218,2012,5.3474,9.1227,5.7631,4.9736,0.0844,6.0827,1.3251,0.6133,Energy,1
218,2013,5.1645,9.3981,5.3352,4.8305,0.0795,6.2576,1.5097,0.2807,Energy,1
218,2014,5.4514,9.1876,5.5158,5.0632,0.2601,6.8803,1.3686,0.4211,Energy,1
218,2015,5.2445,9.4689,5.2889,4.7322,0.1589,5.2225,1.5571,0.2448,Energy,1
218,2016,5.2604,9.3731,5.4822,5.3968,0.0415,6.1649,1.4929,0.395,Energy,1
218,2017,5.5599,8.9725,5.5379,5.2273,0.226,5.9644,1.2245,0.4383,Energy,1
218,2018,4.7281,9.4972,5.4568,5.1607,0.0503,5.3471,1.5761,0.3752,Energy,1
218,2019,5.3114,9.5283,5.5871,4.6857,0.1793,6.2083,1.597,0.4765,Energy,1
218,2020,4.741,9.1674,5.4949,5.0049,0.0086,5.4618,1.3551,0.4048,Energy,1
218,2021,5.0987,9.4502,5.4016,5.2056,0.0698,5.1803,1.5446,0.3324,Energy,1
219,2010,6.3254,6.6858,7.6615,7.7387,0.0394,5.5102,-0.3079,2.0888,Manufacturing,0
219,2011,5.8355,6.8766,7.8682,7.4197,-0.0285,5.6507,-0.1801,2.2494,Manufacturing,0
219,2012,5.6496,6.6042,7.6485,7.4901,-0.0062,5.4741,-0.3626,2.0787,Manufacturing,0
219,2013,6.8519,6.4984,7.8839,7.5297,0.0554,5.7408,-0.4335,2.2616,Manufacturing,0
219,2014,5.8227,6.7805,7.93,7.4994,0.2235,5.3295,-0.2445,2.2974,Manufacturing,0
219,2015,6.696,6.8323,7.4962,7.9259,0.0845,6.5605,-0.2097,1.9603,Manufacturing,0
219,2016,6.1073,6.7775,7.9165,7.2359,0.0459,5.7471,-0.2465,2.287,Manufacturing,0
219,2017,6.1319,6.6203,8.0556,7.7513,0.0573,6.37,-0.3518,2.3951,Manufacturing,0
219,2018,6.3141,6.7771,7.7843,7.3616,-0.02,4.8839,-0.2468,2.1843,Manufacturing,0
219,2019,6.62,6.9109,7.8364,7.4278,0.0869,5.3891,-0.1571,2.2247,Manufacturing,0
219,2020,5.8269,6.8481,7.9021,7.2181,-0.0433,6.1378,-0.1992,2.2758,Manufacturing,0
219,2021,6.0354,6.8936,7.7052,7.5103,0.0497,5.6451,-0.1687,2.1228,Manufacturing,0
220,2010,5.4528,7.2845,2.9115,7.2825,-0.0074,3.9791,0.0933,-1.6031,Manufacturing,0
220,2011,5.2548,7.6529,2.687,7.0334,-0.0366,3.7132,0.3401,-1.7775,Manufacturing,0
220,2012,5.3612,7.1833,2.9049,6.7407,-0.0881,4.8297,0.0255,-1.6082,Manufacturing,0
220,2013,5.4147,7.516,2.9588,7.1838,-0.0544,4.9715,0.2485,-1.5663,Manufacturing,0
220,2014,5.8559,7.6549,2.9615,7.2267,0.0278,4.8376,0.3415,-1.5641,Manufacturing,0
220,2015,5.2974,7.5147,3.0439,7.0012,-0.0234,4.4226,0.2476,-1.5001,Manufacturing,0
220,2016,5.2693,7.378,2.7679,7.3873,-0.1363,3.9628,0.156,-1.7147,Manufacturing,0
220,2017,5.2318,7.3129,2.8042,7.1447,-0.1964,4.4712,0.1123,-1.6864,Manufacturing,0
220,2018,5.3069,7.6257,3.1684,7.1169,-0.083,4.1057,0.322,-1.4033,Manufacturing,0
220,2019,5.2748,7.1339,2.8616,6.8197,-0.1024,4.0496,-0.0076,-1.6419,Manufacturing,0
220,2020,5.2086,7.2245,2.9141,7.1059,0.0366,5.1171,0.0531,-1.601,Manufacturing,0
220,2021,5.3738,7.339,2.8741,7.0238,-0.0013,3.6063,0.1298,-1.6321,Manufacturing,0
221,2010,5.9811,8.1594,5.8152,3.8186,0.1859,6.163,0.6796,0.6538,Services,0
221,2011,5.8429,7.9878,6.182,3.5777,0.1201,6.5956,0.5646,0.9388,Services,0
221,2012,5.7117,7.7182,5.8593,3.7403,0.2159,6.025,0.3839,0.688,Services,0
221,2013,5.2189,7.8498,5.7693,3.5513,0.1136,5.8548,0.4721,0.6181,Services,0
221,2014,5.3076,7.789,5.8708,3.2852,-0.0512,5.424,0.4314,0.697,Services,0
221,2015,5.7959,7.7699,5.6382,3.9143,0.0095,5.2535,0.4186,0.5162,Services,0
221,2016,6.0171,8.1076,5.8407,3.4142,0.0387,4.682,0.6449,0.6736,Services,0
221,2017,4.9307,7.6375,5.7932,3.7361,0.1022,5.5752,0.3298,0.6367,Services,0
221,2018,5.6158,8.2336,6.031,3.7813,0.2209,5.725,0.7293,0.8215,Services,0
221,2019,5.6784,8.0775,5.8374,3.78,0.1055,5.441,0.6247,0.6711,Services,0
221,2020,5.4747,8.13,6.0716,3.658,0.0443,5.8764,0.6599,0.8531,Services,0
221,2021,5.4531,7.8193,6.1482,3.7689,0.0485,5.7853,0.4516,0.9126,Services,0
222,2010,5.4562,7.2499,4.0232,5.7162,-0.1837,4.5142,0.0701,-0.739,Manufacturing,0
222,2011,5.672,6.9933,3.8738,5.769,-0.0187,5.4653,-0.1019,-0.8552,Manufacturing,0
222,2012,4.7112,7.175,3.9272,5.9687,0.145,5.131,0.0199,-0.8136,Manufacturing,0
222,2013,5.1683,7.3786,3.6773,5.6688,0.2473,5.2407,0.1564,-1.0078,Manufacturing,0
222,2014,5.4711,7.5391,3.886,5.6348,0.0107,4.8837,0.2639,-0.8456,Manufacturing,0
222,2015,5.3353,7.0585,3.777,5.4406,-0.0089,4.918,-0.0582,-0.9304,Manufacturing,0
222,2016,5.3902,7.2068,4.0102,5.7092,-0.0756,4.3586,0.0412,-0.7491,Manufacturing,0
222,2017,5.946,7.2497,4.292,5.7554,-0.0564,5.2455,0.0699,-0.5301,Manufacturing,0
222,2018,5.1997,7.0008,3.981,5.5835,-0.1793,4.5925,-0.0969,-0.7718,Manufacturing,0
222,2019,5.61,7.3982,3.6074,5.7309,-0.1537,4.2703,0.1695,-1.0622,Manufacturing,0
222,2020,4.9872,7.1351,3.8519,5.5635,-0.098,4.7117,-0.0068,-0.8722,Manufacturing,0
222,2021,5.3038,7.2408,3.9244,5.7562,-0.0806,4.6517,0.064,-0.8158,Manufacturing,0
223,2010,4.6825,6.24,4.9892,8.6899,-0.0928,5.7783,-0.6067,0.0118,Technology,0
223,2011,5.2527,6.1725,4.8665,8.6871,-0.0162,4.7639,-0.6519,-0.0836,Technology,0
223,2012,5.0055,6.3289,5.0129,8.531,-0.0486,5.4582,-0.5471,0.0302,Technology,0
223,2013,5.0004,6.2872,4.7897,8.2994,0.0083,5.1462,-0.575,-0.1432,Technology,0
223,2014,4.8267,6.256,4.8344,8.385,-0.043,4.5972,-0.596,-0.1085,Technology,0
223,2015,5.2191,6.1847,5.073,8.6264,0.0197,4.3924,-0.6438,0.0769,Technology,0
223,2016,5.2308,6.3943,4.8237,8.9972,-0.1064,3.7741,-0.5033,-0.1168,Technology,0
223,2017,4.8353,6.6611,5.0568,8.4393,-0.1273,4.4121,-0.3245,0.0644,Technology,0
223,2018,4.7015,6.3583,4.7707,8.5986,-0.0432,4.9417,-0.5274,-0.158,Technology,0
223,2019,5.1395,6.5296,5.2408,8.3962,0.0696,4.686,-0.4126,0.2074,Technology,0
223,2020,5.0484,6.0523,4.86,8.3126,-0.0861,4.672,-0.7324,-0.0887,Technology,0
223,2021,5.546,6.3619,4.9425,8.3722,-0.173,3.6486,-0.525,-0.0245,Technology,0
224,2010,6.3026,7.0717,4.7521,9.7085,-0.0761,5.1882,-0.0493,-0.1725,Energy,0
224,2011,6.6159,6.9958,4.6177,10.3956,0.0734,5.4314,-0.1002,-0.2769,Energy,0
224,2012,5.7321,7.1433,4.7241,9.6789,-0.0974,4.101,-0.0014,-0.1943,Energy,0
224,2013,7.0567,7.5295,4.7888,10.0722,-0.0765,5.3872,0.2575,-0.1439,Energy,0
224,2014,6.5945,7.4811,4.8466,9.8893,0.0857,5.8663,0.2251,-0.099,Energy,0
224,2015,6.3613,7.3397,4.8213,9.9481,0.1387,5.9563,0.1303,-0.1187,Energy,0
224,2016,6.2827,6.9846,4.6768,10.4003,0.0068,4.6436,-0.1077,-0.231,Energy,0
224,2017,6.0227,7.2519,4.6805,10.1652,0.1459,5.4201,0.0714,-0.2281,Energy,0
224,2018,6.211,7.3515,5.0549,9.9319,0.1043,5.9071,0.1382,0.0629,Energy,0
224,2019,6.9683,7.3262,4.845,10.0071,-0.0861,5.3173,0.1213,-0.1003,Energy,0
224,2020,5.8703,6.9224,4.5643,9.9719,-0.0018,5.473,-0.1494,-0.3185,Energy,0
224,2021,6.0114,7.1131,4.7175,10.1162,0.0022,4.9539,-0.0216,-0.1993,Energy,0
225,2010,5.5851,8.5976,4.4357,8.7081,0.0068,5.8267,0.9733,-0.4184,Manufacturing,0
225,2011,5.569,8.7177,4.4657,9.0526,-0.0616,5.3878,1.0537,-0.3951,Manufacturing,0
225,2012,5.521,8.1712,4.3016,8.2902,0.0096,5.2938,0.6875,-0.5226,Manufacturing,0
225,2013,6.1022,8.578,4.4242,8.6665,0.0217,5.8331,0.9601,-0.4273,Manufacturing,0
225,2014,5.7133,8.6391,4.7578,8.6104,-0.0211,5.3985,1.001,-0.1681,Manufacturing,0
225,2015,5.5253,8.7804,4.5729,8.8628,0.0543,5.6503,1.0957,-0.3118,Manufacturing,0
225,2016,5.8247,8.749,4.1123,8.7444,0.0921,5.9886,1.0747,-0.6697,Manufacturing,0
225,2017,5.9202,8.727,4.6685,8.7916,0.1916,6.7903,1.0599,-0.2374,Manufacturing,0
225,2018,6.1359,8.4505,4.6495,8.7425,0.2173,4.5953,0.8746,-0.2523,Manufacturing,0
225,2019,5.4923,8.2288,4.4321,8.4871,0.1515,6.4323,0.7261,-0.4212,Manufacturing,0
225,2020,5.8052,8.5318,4.5936,8.9157,0.039,5.5141,0.9292,-0.2957,Manufacturing,0
225,2021,5.8186,8.8108,4.3571,8.8332,0.059,6.195,1.1161,-0.4795,Manufacturing,0
226,2010,5.696,5.7389,4.9169,8.1038,0.001,4.9251,-0.9425,-0.0444,Manufacturing,1
226,2011,5.6313,5.6023,5.2122,8.1735,-0.0403,5.1471,-1.034,0.1851,Manufacturing,1
226,2012,5.4306,5.5461,4.9467,8.0043,-0.1008,3.8931,-1.0717,-0.0212,Manufacturing,1
226,2013,5.0081,5.5362,4.707,8.2169,-0.0759,4.0675,-1.0783,-0.2075,Manufacturing,1
226,2014,5.3772,5.349,4.9779,7.9963,-0.0442,4.1411,-1.2038,0.0031,Manufacturing,1
226,2015,5.7563,5.4342,4.9757,7.8769,-0.0416,4.0311,-1.1467,0.0013,Manufacturing,1
226,2016,5.9824,5.794,5.1672,7.9194,0.0959,5.1066,-0.9055,0.1501,Manufacturing,1
226,2017,5.3663,5.2717,4.9896,7.916,-0.047,4.0943,-1.2555,0.0121,Manufacturing,1
226,2018,6.0032,5.7832,4.9242,7.8168,-0.0887,3.5596,-0.9128,-0.0387,Manufacturing,1
226,2019,5.6731,5.3958,5.1442,8.2471,-0.0519,3.9247,-1.1724,0.1323,Manufacturing,1
226,2020,5.2639,5.7253,5.0056,7.98,-0.0497,3.5751,-0.9516,0.0245,Manufacturing,1
226,2021,4.9498,5.1789,4.8749,7.9397,-0.2853,3.9377,-1.3178,-0.077,Manufacturing,1
227,2010,6.0218,7.3166,3.8122,7.5499,-0.1101,5.1383,0.1148,-0.903,Services,0
227,2011,5.5441,7.0521,3.668,8.0682,-0.0152,4.2992,-0.0625,-1.015,Services,0
227,2012,5.0355,6.9164,3.6394,7.2459,0.052,4.3485,-0.1534,-1.0373,Services,0
227,2013,4.8435,7.2432,3.6657,7.3033,-0.0467,4.5839,0.0656,-1.0169,Services,0
227,2014,5.3577,7.4013,3.4784,7.1962,-0.1273,4.8146,0.1716,-1.1624,Services,0
227,2015,5.5725,7.0305,3.5598,7.4257,-0.1209,4.8412,-0.0769,-1.0991,Services,0
227,2016,5.2543,6.8997,3.6395,7.5214,-0.1243,4.9453,-0.1646,-1.0372,Services,0
227,2017,5.1861,7.1811,3.6098,7.3792,-0.092,5.8012,0.024,-1.0603,Services,0
227,2018,5.4108,7.182,3.8299,7.3643,-0.1008,4.8017,0.0246,-0.8893,Services,0
227,2019,5.9655,7.3091,3.6716,7.5007,-0.0555,5.1239,0.1098,-1.0123,Services,0
227,2020,5.1999,7.3894,3.7672,7.3718,-0.0852,4.0311,0.1636,-0.9379,Services,0
227,2021,5.361,7.1876,3.6404,7.5343,-0.0502,4.4963,0.0283,-1.0365,Services,0
228,2010,6.3887,6.3209,6.3935,9.9103,-0.0839,4.9433,-0.5524,1.1032,Services,0
228,2011,6.0194,5.9947,6.2946,9.8229,-0.0784,4.3771,-0.7711,1.0264,Services,0
228,2012,5.8807,5.8805,6.237,9.8637,0.0107,4.5434,-0.8476,0.9816,Services,0
228,2013,5.5654,5.6275,6.233,9.9046,0.1253,4.6299,-1.0171,0.9785,Services,0
228,2014,5.7604,5.8973,6.0919,9.744,0.0162,4.5239,-0.8363,0.8688,Services,0
228,2015,5.6401,5.8825,6.3111,9.6557,-0.1088,6.1355,-0.8462,1.0392,Services,0
228,2016,5.5621,6.1419,6.229,9.533,-0.089,5.1958,-0.6724,0.9754,Services,0
228,2017,5.4608,6.0423,6.1597,9.6092,-0.1094,5.8696,-0.7391,0.9216,Services,0
228,2018,5.9994,5.7139,6.401,9.5827,-0.0666,5.5236,-0.9592,1.1091,Services,0
228,2019,5.7661,5.9843,6.0475,9.8338,-0.0199,4.4868,-0.778,0.8343,Services,0
228,2020,5.9328,6.0841,6.1716,9.7568,-0.0097,4.9123,-0.7111,0.9308,Services,0
228,2021,6.029,6.2554,6.3892,9.8268,-0.0615,4.8271,-0.5963,1.0999,Services,0
229,2010,6.8355,8.9701,2.8944,10.0606,-0.0496,5.2724,1.2228,-1.6164,Technology,1
229,2011,6.7297,8.9447,2.8398,10.5791,-0.0782,4.8361,1.2059,-1.6587,Technology,1
229,2012,6.5424,8.8046,2.8847,10.2073,-0.0053,5.0469,1.112,-1.6239,Technology,1
229,2013,6.4246,8.8702,2.8739,10.0727,-0.0602,5.4771,1.1559,-1.6322,Technology,1
229,2014,6.2406,9.0425,2.6195,10.2049,0.0139,5.4737,1.2714,-1.83,Technology,1
229,2015,6.3807,8.526,2.7946,10.7895,0.1695,5.2281,0.9253,-1.6939,Technology,1
229,2016,6.6263,8.7227,3.0895,10.2152,0.1864,5.2584,1.0571,-1.4647,Technology,1
229,2017,6.1133,8.6381,2.7481,10.2277,-0.0192,5.5738,1.0004,-1.73,Technology,1
229,2018,6.2732,8.8684,2.7993,10.2543,-0.0025,5.1455,1.1547,-1.6903,Technology,1
229,2019,7.042,9.0386,2.7658,10.263,0.0051,6.0448,1.2688,-1.7163,Technology,1
229,2020,6.6792,8.6732,2.834,10.1364,0.1777,4.263,1.0239,-1.6633,Technology,1
229,2021,6.389,8.3145,2.7596,10.3214,0.2653,5.3135,0.7835,-1.7211,Technology,1
230,2010,6.981,4.6328,5.7207,6.9522,0.036,4.2768,-1.6837,0.5804,Energy,1
230,2011,5.8314,4.8979,5.6773,6.8,-0.1241,3.8149,-1.506,0.5466,Energy,1
230,2012,6.5549,4.8227,5.7637,6.5149,-0.0139,3.9629,-1.5564,0.6138,Energy,1
230,2013,6.1648,4.8009,5.4901,6.6682,-0.1087,4.2798,-1.5711,0.4011,Energy,1
230,2014,6.4182,4.6592,5.5967,6.6268,-0.1088,4.4666,-1.666,0.4839,Energy,1
230,2015,6.1917,4.4594,5.6139,6.7477,-0.134,3.0391,-1.7999,0.4973,Energy,1
230,2016,5.8046,4.8183,5.7161,7.0032,-0.1212,4.4381,-1.5594,0.5767,Energy,1
230,2017,6.1744,4.5484,5.5287,6.7073,-0.0412,3.704,-1.7403,0.4311,Energy,1
230,2018,6.5203,5.152,5.7851,6.7195,-0.0677,4.8742,-1.3357,0.6304,Energy,1
230,2019,5.7728,4.8293,5.8257,7.0926,-0.0224,3.2427,-1.552,0.6619,Energy,1
230,2020,6.7852,4.5991,5.4994,6.9123,0.168,5.172,-1.7063,0.4083,Energy,1
230,2021,6.3046,4.5929,5.5741,6.8519,0.132,3.5256,-1.7104,0.4664,Energy,1
231,2010,5.3698,6.143,4.5284,5.2916,0.1302,5.145,-0.6717,-0.3464,Services,0
231,2011,4.9024,6.1137,5.003,4.998,0.0466,4.5232,-0.6913,0.0225,Services,0
231,2012,5.2561,6.385,4.5437,4.5027,0.0618,4.1463,-0.5095,-0.3345,Services,0
231,2013,5.5715,6.1989,4.8598,5.0666,-0.0826,4.6899,-0.6342,-0.0888,Services,0
231,2014,4.9898,6.0153,4.4182,4.5816,-0.0346,4.8477,-0.7573,-0.432,Services,0
231,2015,5.185,6.5397,4.4597,4.9904,0.0049,3.8314,-0.4058,-0.3997,Services,0
231,2016,4.7169,6.1715,4.5052,4.5573,0.0407,4.7881,-0.6526,-0.3644,Services,0
231,2017,5.0173,6.3154,4.4813,4.8066,0.1477,4.496,-0.5561,-0.383,Services,0
231,2018,4.8814,6.04,4.568,4.8273,-0.1136,4.6789,-0.7407,-0.3156,Services,0
231,2019,5.2214,6.2342,4.5018,4.746,-0.0988,4.4732,-0.6105,-0.367,Services,0
231,2020,4.807,6.2238,4.4853,4.8302,-0.079,4.1716,-0.6175,-0.3799,Services,0
231,2021,5.2722,5.7837,4.7819,5.1065,-0.109,3.7699,-0.9125,-0.1493,Services,0
232,2010,4.5374,7.9689,3.7785,4.6296,-0.0948,5.4543,0.5519,-0.9292,Manufacturing,0
232,2011,4.7155,7.8239,3.7373,4.8814,-0.0699,5.3668,0.4548,-0.9612,Manufacturing,0
232,2012,4.7798,7.4864,3.6735,4.5792,-0.0988,5.1764,0.2286,-1.0108,Manufacturing,0
232,2013,4.3577,7.3454,3.6088,4.7345,0.0008,4.9691,0.1341,-1.0611,Manufacturing,0
232,2014,4.8457,7.6353,3.5203,4.8371,0.1063,5.3461,0.3284,-1.1298,Manufacturing,0
232,2015,4.7109,7.5832,3.4519,4.5731,-0.0834,5.5302,0.2934,-1.183,Manufacturing,0
232,2016,4.5332,7.637,3.6493,4.51,-0.1317,3.9751,0.3295,-1.0296,Manufacturing,0
232,2017,4.9626,7.6041,3.4188,4.8707,-0.1368,3.6568,0.3075,-1.2087,Manufacturing,0
232,2018,4.6973,7.6671,3.4458,4.997,-0.0535,5.7262,0.3497,-1.1878,Manufacturing,0
232,2019,5.1137,7.8553,3.7678,4.7565,0.0172,4.3875,0.4758,-0.9375,Manufacturing,0
232,2020,5.2887,7.6794,3.88,4.6809,-0.1284,4.4606,0.358,-0.8503,Manufacturing,0
232,2021,4.5327,7.3559,3.6539,4.8035,-0.0554,4.6303,0.1411,-1.026,Manufacturing,0
233,2010,7.1219,9.6208,5.4088,9.2295,-0.003,5.6061,1.6589,0.3379,Energy,0
233,2011,6.6922,9.6764,5.206,9.267,-0.0281,6.2092,1.6962,0.1803,Energy,0
233,2012,6.4685,9.9787,5.0422,8.7128,0.0549,6.028,1.8988,0.053,Energy,0
233,2013,6.6385,9.1236,5.3347,9.0046,0.0017,6.0455,1.3257,0.2803,Energy,0
233,2014,6.3792,9.3969,5.3283,9.0494,0.1136,6.4368,1.5089,0.2753,Energy,0
233,2015,6.3909,8.9319,5.2536,9.2486,0.1254,5.8702,1.1972,0.2173,Energy,0
233,2016,6.993,9.4589,5.2065,9.2556,0.1214,6.0944,1.5504,0.1807,Energy,0
233,2017,6.6812,9.2386,5.3872,9.3457,0.1999,6.3645,1.4028,0.3211,Energy,0
233,2018,7.0755,9.733,5.095,9.27,0.1547,6.9171,1.7341,0.094,Energy,0
233,2019,6.7235,9.1934,5.1268,8.9583,0.0626,6.9362,1.3725,0.1187,Energy,0
233,2020,7.2592,9.0104,5.0916,9.5078,0.0937,5.9234,1.2499,0.0914,Energy,0
233,2021,6.9829,9.254,5.2556,9.4728,0.2661,7.1161,1.4131,0.2189,Energy,0
234,2010,5.0174,6.5063,2.9685,7.1872,-0.0976,4.582,-0.4282,-1.5588,Energy,0
234,2011,5.068,7.0516,3.029,7.5054,-0.0695,3.8185,-0.0628,-1.5117,Energy,0
234,2012,4.8244,6.4884,3.0258,7.3197,-0.0622,3.5213,-0.4402,-1.5142,Energy,0
234,2013,5.2661,6.9071,3.0926,7.4666,0.0429,4.0927,-0.1596,-1.4623,Energy,0
234,2014,4.9722,6.4858,2.9086,7.6495,-0.0045,4.8378,-0.4419,-1.6053,Energy,0
234,2015,5.0766,6.8373,3.1447,7.8648,0.1751,4.1114,-0.2064,-1.4218,Energy,0
234,2016,5.185,7.2301,3.3188,7.5891,-0.0709,3.6645,0.0568,-1.2865,Energy,0
234,2017,5.1266,6.9735,3.152,7.4978,-0.0567,4.3179,-0.1151,-1.4161,Energy,0
234,2018,4.7324,6.7287,3.3629,7.3709,-0.1317,3.3829,-0.2792,-1.2522,Energy,0
234,2019,4.7848,6.8951,3.3318,7.4753,-0.1039,3.9196,-0.1676,-1.2764,Energy,0
234,2020,5.4592,6.905,3.2483,7.7108,-0.1404,4.1335,-0.161,-1.3413,Energy,0
234,2021,5.511,6.9959,3.1429,7.4299,-0.1315,4.5156,-0.1001,-1.4232,Energy,0
235,2010,4.7672,5.8938,5.051,7.561,-0.0655,4.9743,-0.8386,0.0599,Manufacturing,0
235,2011,4.965,6.2857,5.1622,7.4143,-0.1135,5.0386,-0.576,0.1463,Manufacturing,0
235,2012,5.3566,5.6263,4.9889,7.8408,-0.0408,3.7202,-1.0179,0.0116,Manufacturing,0
235,2013,5.2068,6.0412,4.7653,7.7877,-0.1031,4.2643,-0.7399,-0.1622,Manufacturing,0
235,2014,5.3382,6.0695,5.1215,7.609,-0.0777,4.6094,-0.7209,0.1146,Manufacturing,0
235,2015,5.4699,6.2939,4.878,7.9434,-0.2086,4.4792,-0.5706,-0.0746,Manufacturing,0
235,2016,5.0286,6.1717,4.9033,7.6539,-0.1762,4.4222,-0.6524,-0.0549,Manufacturing,0
235,2017,5.179,5.8861,5.0477,7.7113,-0.0551,3.596,-0.8438,0.0573,Manufacturing,0
235,2018,5.1818,5.9702,5.0334,7.7349,0.0101,3.9188,-0.7875,0.0461,Manufacturing,0
235,2019,4.8337,6.2069,4.8358,7.668,0.0613,4.3528,-0.6288,-0.1074,Manufacturing,0
235,2020,5.2813,6.1514,5.0725,7.7854,-0.0429,3.0508,-0.666,0.0765,Manufacturing,0
235,2021,5.6159,6.0514,5.1926,7.9685,-0.1099,4.9038,-0.7331,0.1699,Manufacturing,0
236,2010,5.2727,9.7256,3.1233,4.9437,-0.1052,5.1134,1.7291,-1.4384,Services,0
236,2011,5.6969,9.961,3.4834,5.2699,-0.0825,6.3689,1.8869,-1.1585,Services,0
236,2012,5.4758,9.7182,3.0585,5.2066,0.0116,6.0761,1.7242,-1.4888,Services,0
236,2013,5.5463,9.8041,3.6101,5.2029,0.1123,5.7133,1.7818,-1.06,Services,0
236,2014,5.8734,10.2557,3.2309,5.3465,0.2245,6.5974,2.0844,-1.3548,Services,0
236,2015,5.2388,9.537,3.3144,5.182,0.0657,6.1344,1.6028,-1.2899,Services,0
236,2016,5.7315,9.4514,3.0087,5.2682,0.0028,5.4738,1.5454,-1.5275,Services,0
236,2017,5.7856,9.9785,3.2832,5.3153,-0.0718,5.7633,1.8986,-1.3141,Services,0
236,2018,5.1832,9.686,3.3268,5.0713,0.0578,6.3897,1.7026,-1.2802,Services,0
236,2019,6.0189,9.7581,3.2796,5.232,0.0036,5.9789,1.7509,-1.3169,Services,0
236,2020,5.4796,9.6655,3.2081,5.122,0.0349,6.3175,1.6889,-1.3725,Services,0
236,2021,5.2293,9.7698,3.1506,5.1456,0.1442,4.6356,1.7588,-1.4172,Services,0
237,2010,4.9236,5.1477,5.7231,6.4564,0.1731,4.34,-1.3387,0.5822,Manufacturing,0
237,2011,4.6748,4.9884,5.5581,6.6151,-0.0837,3.3729,-1.4454,0.454,Manufacturing,0
237,2012,4.0582,5.0004,5.7846,6.5372,0.0055,4.2227,-1.4373,0.63,Manufacturing,0
237,2013,4.2025,4.5447,5.4746,6.5998,0.025,4.2716,-1.7427,0.389,Manufacturing,0
237,2014,4.4441,4.5977,5.4883,6.5174,0.0881,4.8149,-1.7072,0.3997,Manufacturing,0
237,2015,3.5975,4.2602,5.6759,6.2,-0.058,3.3638,-1.9334,0.5455,Manufacturing,0
237,2016,4.3464,4.6661,5.3101,6.5271,-0.1178,3.6632,-1.6614,0.2612,Manufacturing,0
237,2017,4.4974,5.0193,5.3715,6.5336,-0.1531,4.0733,-1.4247,0.3089,Manufacturing,0
237,2018,4.1988,4.9314,5.7181,6.5694,-0.0278,3.6939,-1.4836,0.5784,Manufacturing,0
237,2019,4.4298,4.7837,5.3777,6.4021,-0.1142,4.4944,-1.5826,0.3138,Manufacturing,0
237,2020,4.2987,4.8235,5.2807,6.2818,-0.1671,3.9609,-1.5559,0.2383,Manufacturing,0
237,2021,4.1837,4.6902,5.8338,6.6458,-0.1552,4.1562,-1.6452,0.6682,Manufacturing,0
