hospital_id,year,log_output,log_labor,log_capital,log_supplies,teaching,accreditation,occupancy_rate,avg_stay
22,2019,6.6891,6.144,2.262,6.5245,0,1,0.705,7.6
23,2019,6.9835,6.3507,4.7359,5.9352,1,0,0.8167,3.61
24,2019,6.6707,5.857,3.3339,6.384,1,1,0.6186,5.05
25,2019,6.3139,6.0437,3.61,5.1551,1,1,0.8987,5.81
26,2019,6.91,6.1678,4.5176,5.4989,0,1,0.8443,1.5
27,2019,6.5363,5.6018,3.0291,6.1097,0,0,0.6137,6.73
28,2019,7.1344,6.308,2.5437,6.4077,0,0,0.8548,4.78
29,2019,7.1357,5.4705,5.0816,5.6774,0,1,0.8418,4.0
30,2019,6.7152,4.5289,5.2099,6.106,0,1,0.98,4.48
31,2019,6.7991,5.1712,3.3492,7.4418,0,0,0.8947,4.28
32,2019,6.6242,4.639,4.2074,6.8101,1,0,0.8695,5.89
33,2019,6.9039,6.0051,5.1786,6.7541,0,0,0.8137,5.6
34,2019,7.1595,5.9599,4.675,4.4408,0,1,0.6649,1.94
35,2019,5.8925,3.8134,4.8151,5.3516,0,1,0.98,1.7
36,2019,7.1887,7.009,3.8599,6.2614,0,1,0.6303,6.15
37,2019,7.7777,6.5205,5.4796,5.6473,0,1,0.7548,3.56
38,2019,7.2276,5.0535,6.0017,6.2727,0,1,0.7897,3.95
39,2019,6.7381,5.2995,4.2535,6.1745,0,0,0.98,7.21
40,2019,7.1843,5.2549,4.1455,7.579,0,0,0.9693,1.97
41,2019,7.5275,6.1838,4.9183,7.0076,0,0,0.7633,4.03
42,2019,6.6583,6.1784,4.4812,5.3936,1,1,0.8154,6.38
43,2019,7.6478,7.1465,4.4515,6.7909,0,0,0.9687,7.95
44,2019,5.9955,5.1037,3.799,5.3327,0,0,0.7137,1.5
45,2019,7.0517,4.8751,5.474,6.4341,1,0,0.98,1.5
46,2019,6.9518,6.1331,2.1052,6.0946,1,0,0.7377,7.83
47,2019,7.497,7.0104,4.7585,5.6426,0,1,0.5733,3.97
48,2019,5.638,3.8729,4.0339,6.6983,0,0,0.6648,4.67
49,2019,6.9015,5.4488,5.2665,5.2031,0,0,0.8029,8.03
50,2019,6.5677,4.9236,4.5724,7.1193,0,0,0.7783,6.3
51,2019,7.2096,6.6211,3.73,6.7679,0,0,0.7718,4.47
52,2019,7.0628,5.6867,5.1323,5.8715,0,1,0.7199,7.03
53,2019,6.8649,5.3106,4.4984,6.6427,1,1,0.9035,3.21
54,2019,7.0933,5.5623,4.5642,6.8043,0,1,0.7914,6.39
55,2019,6.2155,4.4306,3.4874,5.6707,0,0,0.7762,4.12
56,2019,7.3408,6.5968,3.7341,5.7905,1,1,0.7368,7.05
57,2019,7.3054,6.3571,3.9566,6.2547,0,1,0.8239,4.06
58,2019,6.6522,5.1133,4.9097,5.8866,0,1,0.7965,2.37
59,2019,7.4872,6.5753,4.4889,6.0633,0,1,0.8012,2.31
60,2019,7.6717,5.5377,5.2015,7.3244,0,1,0.8594,10.8
61,2019,6.5987,4.7733,4.8339,5.3321,0,0,0.8626,9.74
62,2019,7.2991,6.7666,4.5838,5.7327,0,0,0.8039,2.88
63,2019,7.2981,6.3185,3.9539,7.1857,0,1,0.5704,2.1
64,2019,5.9465,4.1626,4.175,7.0047,1,1,0.6655,6.58
65,2019,7.9347,7.0181,6.2681,6.1086,0,0,0.9416,4.76
66,2019,7.4044,5.6863,4.0579,6.3432,0,0,0.9122,1.86
67,2019,7.1797,6.6547,4.5832,5.8852,0,1,0.7428,6.63
68,2019,7.1261,6.6017,4.5327,5.9704,0,1,0.5747,5.36
69,2019,6.8053,5.892,4.3023,6.6,0,0,0.6985,2.63
70,2019,7.9071,7.0362,4.4811,6.8762,0,1,0.697,8.74
71,2019,7.5041,7.2173,4.3798,6.2907,0,1,0.9326,2.92
72,2019,7.3941,4.768,5.8986,6.5125,0,1,0.7534,8.02
73,2019,6.7159,4.1477,5.0992,6.3413,1,0,0.8102,3.28
74,2019,7.6754,5.8824,6.2792,7.0724,0,0,0.6876,6.06
75,2019,7.1426,5.851,4.4555,7.4337,0,1,0.8456,4.46
76,2019,6.8554,6.4822,3.6573,6.1739,0,1,0.6429,2.54
77,2019,6.7595,4.7826,3.9888,7.4501,0,0,0.8954,3.73
78,2019,7.7366,6.6199,4.328,7.4075,0,0,0.7572,1.5
79,2019,6.9592,5.7016,4.4167,7.1294,0,1,0.7907,5.88
80,2019,6.9697,4.6947,4.5486,5.8428,1,1,0.659,7.08
