school_id,year,log_output,log_teachers,log_budget,log_facilities,teacher_experience,class_size,ses_index,school_type
4,2019,6.5501,5.0755,8.8431,3.8434,14.8,23.4,0.4164,private
5,2019,6.1656,2.2968,8.3155,4.4525,8.6,26.7,0.4303,public
6,2019,7.0778,3.821,8.5282,4.7417,13.9,13.6,0.4626,charter
7,2019,6.1989,4.1018,8.6253,4.2963,18.9,36.6,0.7855,private
8,2019,6.6491,4.2799,8.6315,4.5934,9.9,22.8,0.8169,private
9,2019,7.0211,4.2521,7.9804,4.2019,8.9,28.9,0.3089,public
10,2019,6.4435,4.1511,8.649,3.7388,15.0,44.6,0.4266,public
11,2019,6.9712,3.5019,8.4951,4.4165,20.5,34.3,0.5698,public
12,2019,6.6315,4.4458,8.5461,4.9473,15.9,40.8,0.6846,charter
13,2019,6.7801,3.7923,9.3096,4.0387,14.2,23.3,0.7864,private
14,2019,6.842,2.9915,8.5441,4.3654,13.3,26.1,0.95,private
15,2019,6.4774,3.6616,8.5786,4.0113,22.2,26.6,0.4862,public
16,2019,4.6629,2.7123,9.3229,3.3269,16.4,22.6,0.3636,public
17,2019,6.1027,3.088,8.7088,3.8801,13.6,32.2,0.4887,public
18,2019,6.2023,3.8428,8.9456,3.0643,6.2,15.7,0.2318,public
19,2019,6.5055,2.9773,7.9107,4.5314,17.4,10.0,0.8837,private
20,2019,6.6216,3.5789,8.8107,3.5448,2.7,30.6,0.4288,private
21,2019,5.7886,3.5317,8.0789,5.0019,6.9,34.9,0.6386,private
22,2019,6.4613,3.595,9.2505,3.8929,10.1,24.3,0.4182,public
23,2019,6.3204,2.6127,8.4142,3.5941,20.6,25.0,0.4908,charter
24,2019,6.4479,3.2192,8.8673,4.0959,13.1,30.6,0.1782,charter
25,2019,6.4878,2.628,8.5144,4.1185,3.5,32.4,0.7365,private
26,2019,6.2063,3.9252,8.6187,2.5479,15.1,13.9,0.4338,public
27,2019,6.1418,3.9603,8.8044,4.4067,9.1,13.6,0.3717,public
28,2019,5.5919,3.4169,8.0355,3.9628,9.8,17.2,0.5539,public
29,2019,6.1071,3.1796,8.8395,4.4712,13.4,29.9,0.1995,public
30,2019,6.66,3.065,8.7959,3.8129,15.8,38.0,0.916,private
31,2019,5.8946,2.6644,8.6152,4.3691,10.1,31.1,0.95,private
32,2019,6.4298,3.2177,8.5767,3.3737,18.5,20.7,0.6746,charter
33,2019,6.591,4.1432,8.2192,3.7279,13.6,30.2,0.3195,public
34,2019,6.2107,3.8696,8.7815,3.3822,14.9,29.0,0.6464,public
35,2019,6.2779,1.973,8.756,5.0468,8.7,14.3,0.5193,public
36,2019,5.8572,2.8292,7.7589,3.4568,24.4,13.4,0.2781,public
37,2019,6.1778,2.6602,8.3657,3.7884,18.0,30.7,0.6718,public
38,2019,5.7388,3.4278,8.3029,3.8072,16.4,33.1,0.5487,public
39,2019,7.0642,4.9817,8.7098,4.6619,11.3,38.9,0.4461,public
40,2019,6.4821,4.409,8.3595,3.3683,12.7,23.3,0.7219,private
41,2019,6.0379,3.4312,9.0407,3.9167,11.7,21.5,0.6998,public
42,2019,6.6614,3.7332,8.5557,4.5334,18.0,28.9,0.8929,private
43,2019,7.0267,4.3873,7.8062,4.8498,17.8,24.8,0.5412,private
44,2019,6.3255,3.049,8.4595,2.94,23.9,24.7,0.543,public
45,2019,5.8658,4.6603,8.5583,3.1056,10.9,18.6,0.523,private
46,2019,6.6331,3.2256,8.3854,4.8152,8.9,32.9,0.743,private
47,2019,5.642,2.3552,9.4733,3.8189,17.4,10.0,0.39,public
48,2019,5.1826,2.8303,8.6537,4.0058,22.7,27.0,0.2848,public
49,2019,6.5581,3.512,8.0594,4.8388,4.4,22.0,0.8515,private
50,2019,6.8166,3.4103,8.5516,4.42,13.2,31.8,0.201,public
51,2019,6.2341,3.4321,8.3075,4.0005,10.4,26.1,0.6236,public
52,2019,6.6719,4.2349,8.3914,4.5017,21.2,18.8,0.5539,public
53,2019,6.161,3.0768,8.3754,4.7378,17.9,22.7,0.6987,private
54,2019,6.7638,3.9897,8.5208,3.6375,14.2,31.1,0.7036,private
55,2019,6.675,3.282,9.3633,3.8642,14.2,31.9,0.685,private
56,2019,7.0516,4.214,8.6267,4.761,8.9,20.8,0.8704,private
57,2019,6.8532,3.9286,8.7365,4.502,9.8,21.0,0.6721,public
58,2019,6.316,2.9894,8.6449,3.7715,15.2,32.4,0.226,public
59,2019,6.4353,4.1847,8.1812,3.9643,12.5,19.8,0.4077,public
60,2019,7.34,3.4727,9.8808,4.4013,16.0,10.0,0.4805,public
61,2019,6.35,2.7848,9.6688,4.1259,19.0,10.0,0.7845,private
62,2019,6.5482,4.3384,8.2969,4.0162,20.3,17.4,0.4111,public
63,2019,5.8958,3.1204,8.6848,4.7563,8.4,10.0,0.2123,public
64,2019,5.9006,3.2597,9.479,4.6106,12.9,16.4,0.8486,private
65,2019,6.0935,4.7648,8.8601,4.0329,16.9,34.8,0.7117,private
66,2019,6.5419,3.1612,8.539,4.1153,9.5,32.8,0.1942,public
67,2019,5.5982,3.6365,8.7358,3.9009,13.5,21.5,0.5523,public
68,2019,5.5824,3.4775,8.0951,3.8508,6.0,10.3,0.4569,public
69,2019,6.5894,3.401,9.1153,4.3487,17.2,18.6,0.2522,public
70,2019,5.8574,3.404,8.4082,4.4151,16.0,18.5,0.7106,public
71,2019,6.758,3.5138,9.3786,3.7336,19.8,18.3,0.5613,public
72,2019,6.9091,4.7704,9.2844,3.7736,22.7,17.0,0.2587,public
73,2019,6.1835,3.436,8.914,3.7852,10.8,26.1,0.2839,charter
74,2019,5.8387,2.617,9.4698,3.745,17.7,15.6,0.4768,public
75,2019,5.3901,3.3276,8.636,4.5704,13.7,13.8,0.4578,public
76,2019,6.2787,2.6159,8.257,3.8726,9.0,30.8,0.5626,public
77,2019,5.1774,3.4862,8.3807,3.4605,11.9,23.0,0.2305,public
78,2019,5.8001,3.4506,8.583,3.9872,6.1,16.9,0.9041,private
79,2019,5.8227,2.8908,9.2344,4.6684,1.0,26.6,0.3927,public
80,2019,6.9008,3.6306,9.2554,4.4551,9.6,26.6,0.6696,private
81,2019,6.2938,3.4401,8.7071,4.0131,18.0,36.4,0.7913,private
82,2019,6.4363,3.7022,9.2253,3.8476,22.2,24.9,0.332,public
83,2019,7.0579,4.1011,8.7462,4.6836,14.0,19.7,0.7194,private
84,2019,6.3937,3.5976,8.1457,5.3034,12.7,31.0,0.4117,public
85,2019,5.2388,2.958,8.2385,3.9638,17.7,27.0,0.4246,public
86,2019,7.0415,4.5841,8.3753,4.3643,11.4,23.0,0.3677,public
87,2019,5.9051,3.2674,8.3323,3.4655,13.8,24.8,0.5848,private
88,2019,7.3266,4.907,8.9872,4.6716,14.7,10.0,0.3939,public
89,2019,6.6207,3.5729,9.0295,3.6816,28.1,31.1,0.4245,public
90,2019,5.1869,2.5716,8.5849,3.3896,10.8,19.5,0.462,public
91,2019,6.3573,3.8035,8.9411,4.0638,16.2,26.8,0.5598,public
92,2019,6.6987,3.3908,7.7017,4.6259,18.7,28.0,0.8907,private
93,2019,6.2797,3.3866,8.1835,3.2725,6.8,36.3,0.2243,public
94,2019,6.5073,4.5047,8.6242,2.5775,17.5,33.4,0.335,public
95,2019,6.491,3.5214,8.5896,4.3026,14.1,16.3,0.3613,public
96,2019,6.4351,3.2952,7.9439,4.6746,11.8,23.7,0.6989,private
97,2019,6.4026,4.2014,8.143,4.7105,20.0,16.9,0.3443,public
98,2019,5.5904,3.7535,7.9361,2.9986,11.8,24.4,0.4878,public
99,2019,6.0139,3.7001,8.4937,3.6958,14.9,28.3,0.3787,public
100,2019,6.5959,3.1677,9.1258,3.8705,16.0,38.7,0.6679,charter
