firm_id,year,log_output,log_labor,log_capital,log_materials,sector,exporter
30,2019,6.4873,6.8579,4.6197,7.7493,metals,0
31,2019,8.2527,5.6528,5.3084,9.8227,metals,0
32,2019,9.0606,7.3442,8.3529,6.6516,electronics,1
33,2019,5.1635,4.7374,3.859,7.4414,textiles,0
34,2019,5.9531,5.8316,5.8635,6.7621,textiles,0
35,2019,7.6599,6.7315,10.4184,8.4857,chemicals,0
36,2019,7.4212,4.4778,10.3195,7.4323,food,0
37,2019,6.1868,3.4912,6.1673,6.7534,food,1
38,2019,8.4618,9.0482,5.3719,7.7679,chemicals,0
39,2019,6.9649,5.7918,5.7103,7.857,food,1
40,2019,8.1082,6.2289,9.2354,8.7986,metals,0
41,2019,5.8322,4.83,6.7945,7.915,textiles,0
42,2019,5.6333,4.0839,4.5909,7.2333,metals,0
43,2019,5.7086,5.0682,5.1074,8.0698,metals,1
44,2019,6.8452,5.0977,8.0311,6.7453,textiles,0
45,2019,7.0972,6.6368,8.0625,8.8213,metals,0
46,2019,7.5316,6.0851,8.7307,8.1679,metals,0
47,2019,7.0298,6.0577,6.7504,8.7958,textiles,0
48,2019,6.9158,8.1428,6.3795,7.4436,textiles,0
49,2019,7.5498,4.6808,6.8656,8.7077,metals,0
50,2019,6.8212,6.4659,8.6074,7.6848,food,0
51,2019,7.0297,6.0599,5.9782,7.6049,food,1
52,2019,8.3667,7.3391,8.323,5.9728,food,1
53,2019,7.767,3.8886,7.6558,8.4155,metals,0
54,2019,6.4468,6.2567,5.7433,7.533,metals,0
55,2019,6.8465,6.4689,6.0365,8.7574,metals,0
56,2019,6.7792,6.3245,6.2249,5.2667,metals,1
57,2019,8.2994,5.2082,10.3479,5.827,chemicals,0
58,2019,7.7413,6.8357,7.8457,8.3151,chemicals,1
59,2019,8.1891,6.7079,9.8435,8.2656,food,1
60,2019,9.124,8.515,7.3505,9.5498,food,1
61,2019,7.6968,6.4142,7.889,6.7356,metals,0
62,2019,8.8534,6.9564,9.3594,9.904,chemicals,1
63,2019,7.7921,7.2362,8.2846,6.3878,chemicals,0
64,2019,6.9675,5.3753,7.1376,9.027,metals,0
65,2019,6.9,3.2957,7.5931,8.5663,chemicals,0
66,2019,7.1995,4.5189,7.125,9.6762,chemicals,0
67,2019,8.1503,6.1027,7.8513,7.9959,chemicals,1
68,2019,7.5933,7.4596,8.616,6.0702,textiles,1
69,2019,8.1566,5.8842,8.7598,7.7789,food,0
70,2019,6.3242,3.1337,7.0112,6.725,textiles,1
71,2019,6.7279,6.1731,7.1045,6.8744,food,0
72,2019,7.2875,4.7429,7.3762,8.9378,textiles,0
73,2019,6.9737,5.1578,7.0954,7.0824,electronics,0
74,2019,7.5692,5.1291,7.5165,10.1416,food,1
75,2019,7.7934,5.6225,9.8894,8.6416,food,0
76,2019,7.2737,4.8106,7.2509,8.7649,textiles,0
77,2019,7.8429,5.2677,8.6389,9.2021,textiles,0
78,2019,9.1893,6.0591,9.4908,9.1415,metals,1
79,2019,7.9917,4.5197,6.8437,9.7765,chemicals,1
80,2019,6.5758,4.5703,7.5753,8.4114,metals,1
81,2019,6.7404,3.5541,9.0742,7.325,metals,1
82,2019,6.8666,5.5103,7.4145,9.0347,textiles,1
83,2019,7.3025,4.2882,7.9389,8.646,metals,0
84,2019,8.1077,6.8975,9.4941,5.7326,food,0
85,2019,7.2405,5.2963,5.3873,8.8809,food,1
86,2019,6.4506,5.6493,8.4038,6.9494,food,1
87,2019,8.1382,6.8045,10.6208,5.6835,metals,0
88,2019,7.0263,6.8561,5.8332,6.8102,chemicals,0
89,2019,6.9311,5.9736,7.8996,7.6224,food,1
90,2019,7.0108,5.5137,8.9047,6.6996,chemicals,0
91,2019,7.6538,7.0867,7.3396,7.3053,food,1
92,2019,6.3292,4.3867,6.1371,8.4148,metals,0
93,2019,7.4155,6.2752,8.4394,8.2839,textiles,0
94,2019,6.5639,5.4718,5.787,8.3269,textiles,1
95,2019,7.0078,6.1175,8.6808,7.3464,textiles,0
96,2019,7.032,5.1537,7.6223,6.2884,chemicals,0
97,2019,7.7088,6.6326,5.6715,8.481,textiles,0
98,2019,7.5774,7.3244,8.4389,8.7105,food,1
99,2019,6.4695,4.3838,6.0644,7.2764,food,0
100,2019,7.6168,5.0067,8.4539,8.1773,electronics,0
