bank_id,year,log_loans,log_labor,log_capital,log_deposits,log_assets,public_ownership,npl_ratio
76,2015,7.911437,5.270465,7.513668,7.504767,8.790388,0,4.9294
76,2016,8.898509,6.468882,8.216391,8.747862,9.810845,0,5.2697
76,2017,8.485477,6.034291,7.112791,8.623029,10.880602,0,4.8631
76,2018,8.477976,6.478264,8.064866,7.660173,9.749344,0,4.9427
76,2019,8.104624,5.407043,6.961133,8.061666,9.587598,0,3.9043
77,2010,6.974157,3.942771,5.567529,7.429059,8.613933,0,3.5234
77,2011,7.265264,5.456697,6.338373,6.810413,8.375581,0,3.2384
77,2012,6.936403,5.083134,5.656017,6.71815,6.612307,0,3.5642
77,2013,7.120479,4.492302,5.65553,7.545635,8.109721,0,1.6171
77,2014,7.07979,4.611128,6.529688,6.641688,8.100555,0,4.1094
77,2015,8.049264,5.7703,6.790383,8.215336,8.036128,0,2.9954
77,2016,6.719783,4.22137,5.823491,6.579714,7.285421,0,3.6193
77,2017,8.438331,6.049723,6.657279,8.85273,8.015455,0,2.5452
77,2018,7.996938,4.378291,5.650598,9.46963,9.235935,0,3.3716
77,2019,7.445454,5.508252,6.870517,7.059566,9.121049,0,2.5385
78,2010,7.931103,5.556918,7.067511,8.331216,9.970042,1,2.9908
78,2011,7.792189,5.903959,7.494682,7.555976,9.26172,1,4.2597
78,2012,8.373811,5.306382,7.565154,9.225601,9.26656,1,3.2073
78,2013,7.483386,5.643039,7.232459,6.867307,7.511423,1,3.4114
78,2014,8.661699,5.783494,7.965177,9.094583,8.779482,1,3.7377
78,2015,6.978427,5.086768,6.314352,6.689312,7.47629,1,3.5505
78,2016,8.438671,6.312421,8.195661,8.496971,9.0256,1,3.3779
78,2017,7.431731,5.566248,7.161618,7.006445,8.646309,1,3.4851
78,2018,8.568813,5.712441,7.387487,9.191414,9.145611,1,4.5044
78,2019,6.873339,5.21684,6.30404,6.778524,8.578931,1,3.2739
79,2010,7.548271,4.331236,6.485406,8.210618,8.782188,0,4.2813
79,2011,7.887796,5.834689,7.092709,7.77098,9.080266,0,4.7061
79,2012,8.60092,7.202978,7.593145,8.138521,9.698305,0,4.7335
79,2013,8.283347,6.233311,7.487857,8.307539,8.41901,0,4.7743
79,2014,7.864296,5.88133,7.802959,7.591871,9.397022,0,4.5001
79,2015,8.24363,5.670228,7.437242,8.424527,9.29401,0,3.6092
79,2016,9.057613,5.883305,7.638382,9.983743,9.845471,0,4.9975
79,2017,7.825003,6.306002,7.108902,7.082947,9.203444,0,3.6076
79,2018,8.05157,5.024342,6.723135,9.035686,9.915718,0,4.3321
79,2019,9.597269,6.744188,8.508811,10.314993,9.729306,0,3.8036
80,2010,6.888994,5.293581,5.92396,6.66517,8.091008,1,3.1425
80,2011,7.128741,5.266846,6.864653,6.608258,8.670868,1,3.339
80,2012,7.512795,5.151246,6.092523,7.840788,8.622323,1,3.3353
80,2013,6.973425,4.925097,6.140986,7.004631,8.896516,1,3.3856
80,2014,8.304469,5.16768,6.62013,9.737901,9.774325,1,3.9815
80,2015,7.718842,5.461666,6.824431,7.956954,10.057039,1,3.4014
80,2016,6.65195,4.768792,5.790618,6.554069,6.988328,1,3.0525
80,2017,6.683362,4.697223,5.814263,6.311587,7.842311,1,3.6567
80,2018,7.922861,5.173352,6.180572,8.614938,8.435737,1,3.7694
80,2019,7.562368,5.86438,6.639478,7.187437,9.034315,1,2.5608
81,2010,9.482138,6.48308,9.546293,9.264176,9.238155,0,3.0546
81,2011,9.850646,6.291918,9.11833,10.150274,10.78303,0,3.1065
81,2012,9.788879,7.402731,9.817011,8.602146,9.70777,0,2.6071
81,2013,10.028607,7.057007,10.197563,9.592412,10.13802,0,3.4437
81,2014,9.948475,7.353293,9.863004,9.418361,9.583236,0,2.6809
81,2015,10.161062,7.365287,9.695804,9.86314,10.235836,0,2.8187
81,2016,9.923488,7.208502,9.032407,9.637921,10.872687,0,2.6693
81,2017,9.648254,8.26012,8.929878,8.792401,9.710332,0,2.7637
81,2018,9.416338,6.307892,9.331853,9.28854,10.566785,0,2.2077
81,2019,9.388007,6.790881,9.323059,8.524568,10.857533,0,2.0359
82,2010,7.96244,5.85343,7.483953,6.901003,8.812242,0,2.1111
82,2011,8.199467,4.870872,7.352152,8.359903,8.956014,0,0.8903
82,2012,9.387298,5.945135,7.855308,10.388503,10.558208,0,0.8181
82,2013,8.937084,6.946411,8.418287,7.899532,9.081941,0,0.5
82,2014,8.193268,5.728283,7.651401,7.465001,8.778308,0,0.9943
82,2015,8.074429,6.127388,7.373099,7.381868,8.010297,0,0.6523
82,2016,8.644925,5.186496,7.657569,9.014827,10.12945,0,2.1348
82,2017,8.314337,5.533505,7.399296,8.440996,9.0183,0,1.8187
82,2018,8.61377,5.737589,7.793218,8.354846,9.520445,0,0.9698
82,2019,8.181433,5.926761,7.745391,7.377172,8.410285,0,2.44
83,2010,7.260491,5.329677,5.462222,7.238038,8.635235,0,1.5923
83,2011,6.517407,4.81376,5.45485,5.622496,7.247406,0,0.939
83,2012,6.808364,3.740302,5.13725,7.239275,7.997712,0,0.5
83,2013,7.556242,4.68132,5.465691,8.098643,9.09566,0,2.2469
83,2014,6.694204,4.760851,5.396383,6.001799,8.261192,0,0.5
83,2015,6.311813,5.142456,4.932738,5.299902,7.393364,0,0.5
83,2016,8.082753,5.380715,5.667333,8.838866,7.968765,0,1.6127
83,2017,6.739609,3.783587,5.537021,6.645151,9.808465,0,2.3213
83,2018,7.288091,4.06232,5.064317,8.357895,9.484566,0,1.7935
83,2019,6.658336,3.869085,5.042716,6.855979,8.288918,0,1.3834
84,2010,8.422205,5.940824,8.150822,8.521978,9.129379,1,6.7214
84,2011,8.510704,6.349117,7.598605,8.741571,9.442277,1,6.8507
84,2012,7.934244,6.628724,7.521912,7.328591,8.45209,1,6.8035
84,2013,8.34883,6.166152,7.731404,8.473526,10.171602,1,6.5646
84,2014,8.18079,5.847277,7.560332,7.881835,9.341458,1,6.4761
84,2015,7.869454,6.359556,7.51436,6.997051,8.167507,1,6.3927
84,2016,8.335695,5.609591,7.685207,8.817547,9.360627,1,6.047
84,2017,9.177176,7.409378,8.79705,8.671185,10.442549,1,6.2837
84,2018,7.949585,5.139623,7.378529,8.150947,10.259758,1,5.5776
84,2019,8.045605,6.331602,7.926685,7.156703,9.80434,1,6.3749
85,2010,8.714667,5.934481,6.911985,9.50593,9.927524,0,3.8496
85,2011,7.524746,4.698429,5.569108,8.088838,8.408879,0,3.7921
85,2012,7.649295,4.646605,5.817166,8.404183,6.8524,0,4.4339
85,2013,6.838748,4.520533,5.385214,6.851267,8.195519,0,5.0399
85,2014,6.333853,4.484185,5.260384,5.473987,7.445013,0,4.8031
85,2015,8.223489,5.513417,5.833473,9.276554,9.278049,0,3.5587
85,2016,6.527646,3.337649,5.072918,6.979664,8.028962,0,3.8491
85,2017,7.430658,5.815904,6.099965,6.869869,7.475569,0,4.8143
85,2018,7.331936,3.808733,6.251548,7.836045,8.873405,0,3.8527
85,2019,7.64305,4.732165,5.453148,8.605858,9.196787,0,4.2316
86,2010,8.499209,6.040125,7.744687,8.320978,9.75228,0,4.0589
86,2011,9.469558,6.76447,8.44074,9.796441,10.879774,0,3.2997
86,2012,8.753462,5.248533,7.781276,9.489447,10.098636,0,3.8366
86,2013,8.475497,6.616912,8.33514,7.594533,8.811508,0,3.1169
86,2014,9.411398,7.731127,9.248776,8.442408,9.870901,0,3.4832
86,2015,8.330769,5.428708,6.728882,8.921097,9.376431,0,3.9438
86,2016,7.210215,6.288696,6.963134,5.343699,7.890196,0,2.9874
86,2017,8.403025,5.763186,7.651142,8.205903,9.72366,0,4.0041
86,2018,8.543522,6.69518,8.807021,7.517695,9.889125,0,3.7741
86,2019,8.401625,6.21155,7.411756,7.718888,10.398899,0,4.0601
87,2010,8.233888,6.120612,7.119144,7.938301,10.086199,0,2.7478
87,2011,9.189142,6.899191,9.039311,8.513491,9.819157,0,3.3179
87,2012,9.523575,7.683862,9.096526,8.509967,7.69737,0,2.6984
87,2013,8.282606,6.530738,8.083791,7.451255,9.800132,0,2.4211
87,2014,10.202256,7.07682,8.410053,11.078266,10.281035,0,2.697
87,2015,9.290307,5.994659,8.045637,10.305895,9.726883,0,2.9075
87,2016,8.439907,5.993643,8.638438,7.482786,8.933489,0,2.6602
87,2017,9.679472,6.89848,8.550185,10.372892,9.975749,0,2.6561
87,2018,9.518114,7.51594,9.278581,8.767948,10.46337,0,2.2848
87,2019,8.835548,7.019123,7.573798,8.565046,8.278203,0,2.3044
88,2010,7.029422,4.663591,5.399427,7.009403,7.501684,0,0.9919
88,2011,7.032421,4.826083,5.465563,6.688502,8.309623,0,2.568
88,2012,7.571267,4.169491,5.555295,8.498241,8.994529,0,1.0712
88,2013,7.357821,5.066291,5.682764,7.429492,8.669124,0,1.3467
88,2014,7.602442,5.537508,6.495929,7.142319,8.154802,0,1.334
88,2015,6.557574,4.742456,5.172497,5.740962,7.014464,0,2.1406
88,2016,6.970581,4.672923,5.902723,6.559167,7.728774,0,1.5457
88,2017,7.184708,5.239093,6.348718,6.089358,8.304507,0,2.317
88,2018,7.739235,4.493692,6.54855,7.727359,9.767449,0,1.3564
88,2019,6.763762,4.849262,5.675615,6.296662,6.719792,0,1.8327
89,2010,9.376206,7.553341,8.863106,8.554539,9.558294,0,1.2081
89,2011,9.066124,6.310971,7.446324,9.419343,8.860683,0,2.6983
89,2012,8.903019,6.08702,7.419879,9.51991,8.771221,0,1.0319
89,2013,8.879049,6.114263,8.548336,8.514429,10.231587,0,1.7807
89,2014,9.210309,7.030607,8.55091,8.667957,10.153126,0,1.9426
89,2015,9.960141,6.427824,8.713032,11.048159,10.849856,0,1.8326
89,2016,8.879518,6.12579,7.957897,8.9985,10.089958,0,1.5331
89,2017,9.042627,7.201034,8.744418,8.432326,9.426511,0,1.5608
89,2018,9.110394,7.294115,9.385665,7.761074,9.311392,0,1.6477
89,2019,9.181985,6.311746,8.497541,9.137563,11.153021,0,1.5522
90,2010,8.403775,4.829514,7.31524,9.003009,9.171027,0,2.4829
90,2011,8.599997,6.492109,7.90884,7.888995,9.671284,0,3.1062
90,2012,8.019568,5.458934,6.948763,8.161673,9.047851,0,1.7222
90,2013,8.745197,6.203297,8.286945,8.448654,8.521938,0,1.3161
90,2014,7.792545,4.662355,6.727777,7.704367,7.580193,0,1.9568
90,2015,7.909471,6.698203,8.068161,6.118938,8.207372,0,3.2908
90,2016,7.70538,5.136754,6.673052,7.55193,9.474048,0,1.5991
90,2017,9.004735,6.468909,7.535383,9.365699,10.048623,0,2.8205
90,2018,8.447649,6.140811,8.10336,7.894572,9.890922,0,2.8398
90,2019,8.360809,5.353647,7.335576,8.24807,8.440558,0,1.7242
91,2010,8.122748,6.014103,8.627003,7.96424,10.359484,1,5.273
91,2011,8.601578,6.765437,8.380726,8.951111,9.094461,1,5.8027
91,2012,7.920802,6.344641,7.412958,8.058776,9.353287,1,4.7989
91,2013,8.255895,6.937342,8.669581,7.851188,9.428597,1,4.8867
91,2014,9.236733,7.338859,8.396734,9.945536,10.09156,1,4.6976
91,2015,8.503055,5.507182,8.169852,9.449539,10.623253,1,4.4811
91,2016,8.779386,7.312902,8.654511,8.292244,9.160215,1,4.6638
91,2017,8.359301,6.51966,7.611346,8.740558,8.593517,1,4.3765
91,2018,8.570604,5.904714,7.989682,9.020487,9.755442,1,5.0055
91,2019,8.871032,5.54835,8.564011,9.425809,9.700522,1,4.6035
92,2010,8.90536,7.116541,9.822541,7.52528,11.816284,0,3.9753
92,2011,10.020571,7.594314,9.7539,10.236444,10.959094,0,3.0804
92,2012,9.495697,7.230909,9.922716,8.925287,9.920673,0,4.0238
92,2013,9.701315,8.203622,10.008652,9.072795,9.865767,0,4.2751
92,2014,10.321121,6.480274,9.326041,11.906574,10.088755,0,2.8615
92,2015,9.44068,7.405672,9.074113,9.435611,9.449859,0,4.0454
92,2016,9.231283,6.61244,9.35354,8.862364,10.14188,0,4.4722
92,2017,9.287657,7.580102,10.029628,7.491497,10.514345,0,3.2536
92,2018,10.258883,7.811139,9.445576,10.604243,11.364797,0,4.6947
92,2019,9.103369,7.063435,10.018095,8.228726,10.024789,0,4.0679
93,2010,6.530142,3.835296,5.889347,6.382795,8.102859,0,3.2883
93,2011,7.765991,5.562153,6.626624,7.727197,8.914998,0,3.6129
93,2012,8.786269,5.557383,7.301872,9.765711,9.293106,0,3.92
93,2013,8.045354,5.586328,6.596523,8.57269,10.288422,0,3.6788
93,2014,8.224492,6.010159,7.289723,8.025683,9.044783,0,3.9102
93,2015,7.613221,4.853794,6.421173,8.154808,8.759826,0,3.1805
93,2016,7.762969,5.873822,6.999319,7.38456,7.330814,0,3.7255
93,2017,8.386208,6.328777,7.201686,8.174834,9.080526,0,2.9339
93,2018,7.42818,4.284166,6.493848,7.90766,9.288417,0,3.5852
93,2019,7.942701,5.613141,5.946865,8.450046,8.030847,0,3.1888
94,2010,7.185602,4.542274,5.28109,8.126022,8.263028,0,1.752
94,2011,7.866476,4.857373,6.433391,8.127246,9.313143,0,2.7378
94,2012,7.192614,5.048677,6.141956,7.036863,7.620895,0,2.6654
94,2013,7.501893,4.502004,5.896364,8.213618,9.516881,0,2.4243
94,2014,6.92491,4.584353,5.216603,7.106829,7.688325,0,1.5736
94,2015,6.760765,5.014242,5.689958,6.240484,7.773359,0,1.9615
94,2016,6.548551,4.197662,4.875629,6.67817,7.094485,0,2.7263
94,2017,7.252315,4.445687,5.862362,7.445316,8.476993,0,2.1906
94,2018,7.868719,5.506281,5.862352,8.235922,10.186538,0,3.2794
94,2019,6.866799,4.325791,5.263668,6.941583,8.564396,0,2.3164
95,2010,6.83345,5.107184,5.848522,6.206803,7.372433,0,4.9155
95,2011,7.485382,5.052398,6.084929,7.676203,9.246628,0,4.6649
95,2012,7.314982,3.617783,6.13077,7.601345,8.504118,0,4.8862
95,2013,6.998508,4.355901,5.113998,7.379646,9.021398,0,4.7432
95,2014,8.139633,5.280664,6.589193,8.91116,9.640898,0,5.1735
95,2015,7.684483,4.298383,6.079037,8.554527,7.24984,0,5.2978
95,2016,6.799557,4.384645,5.514585,6.788053,7.486916,0,4.4265
95,2017,7.252025,5.267016,6.140169,6.848291,8.595838,0,4.1538
95,2018,6.883576,5.296459,5.724326,6.429487,8.122922,0,3.9014
95,2019,7.639927,4.707347,6.004037,8.305562,8.248365,0,5.0735
96,2010,8.082374,4.344491,6.265123,9.167725,8.868485,0,3.3999
96,2011,7.713555,5.610389,6.56163,7.464177,7.599588,0,2.8751
96,2012,7.570475,5.990964,6.741392,7.333841,8.53569,0,4.1459
96,2013,8.032695,5.164305,5.923457,8.864338,10.382836,0,5.1981
96,2014,7.272713,5.024658,5.250814,7.568373,8.628858,0,3.9486
96,2015,7.129592,4.414614,5.574827,7.625824,9.777737,0,4.3708
96,2016,6.94239,4.266802,6.305828,6.474222,8.906181,0,3.9925
96,2017,7.306165,5.111748,5.401109,7.837386,8.972289,0,3.9021
96,2018,6.89417,5.344449,5.707891,6.342348,9.057773,0,4.4111
96,2019,7.391606,5.692179,6.387451,6.453825,8.353122,0,3.8065
97,2010,7.571192,5.705543,6.680886,7.42212,8.573777,0,3.3511
97,2011,6.978462,4.662492,6.298766,7.17574,8.973217,0,3.3783
97,2012,7.91847,6.135632,6.986845,7.70572,9.79277,0,2.8834
97,2013,6.648323,4.79798,6.064576,6.039813,7.732003,0,3.7134
97,2014,8.084595,5.301888,6.539795,8.683044,8.755649,0,3.1299
97,2015,8.541897,5.578153,7.290888,9.30703,9.51655,0,2.8395
97,2016,7.42277,6.858091,6.917457,6.057011,8.796457,0,3.4857
97,2017,8.894895,7.542697,7.209039,8.778512,9.946708,0,2.7682
97,2018,7.717683,6.007843,6.861122,7.222196,7.875731,0,3.2315
97,2019,8.363057,5.536857,7.145257,9.073241,10.657121,0,3.2129
98,2010,8.358089,6.303859,7.50803,8.08055,8.821949,0,3.9898
98,2011,8.292464,6.359599,7.401285,8.132188,9.117461,0,3.6842
98,2012,7.987683,5.536449,7.346234,7.942994,8.731827,0,3.4344
98,2013,8.927542,6.989111,7.361886,9.317472,11.159248,0,3.8558
98,2014,7.900332,6.233684,7.751998,7.158804,9.142176,0,4.142
98,2015,8.572816,6.104207,7.755056,8.790716,9.023596,0,3.7258
98,2016,8.736357,6.290445,7.427938,9.203506,10.115171,0,3.4521
98,2017,8.960966,6.241633,8.014144,9.377332,10.163004,0,2.791
98,2018,9.241394,6.465011,7.125154,10.294454,9.814212,0,2.9143
98,2019,8.198862,5.518455,7.777644,7.984218,9.631618,0,3.2943
99,2010,8.493333,5.526226,7.329608,9.157643,9.020379,1,3.7246
99,2011,7.778273,5.340933,7.132472,7.779219,8.545859,1,3.9358
99,2012,8.88136,6.072336,7.520004,9.556941,8.527757,1,4.0576
99,2013,8.273545,6.185977,7.388336,8.174712,8.351404,1,4.2942
99,2014,8.358738,5.948789,8.05274,8.092947,10.447255,1,3.9941
99,2015,8.986288,6.879515,7.418855,9.539996,10.565037,1,4.2726
99,2016,7.86491,5.976052,7.181943,7.646873,8.808254,1,4.0616
99,2017,8.1427,6.337783,8.025407,7.170737,10.009867,1,3.0416
99,2018,7.644133,5.253761,6.888205,7.545081,8.608706,1,3.5596
99,2019,8.546968,5.637835,7.713818,9.016756,9.582254,1,3.9573
100,2010,9.722662,6.552571,8.975545,10.242248,10.545996,1,2.5031
100,2011,8.672323,6.857401,8.034736,8.581133,9.528597,1,3.408
100,2012,9.34742,6.199462,8.325637,10.27532,10.319771,1,3.8734
100,2013,7.917859,6.106932,7.582985,7.005766,9.43227,1,3.7174
100,2014,8.467416,5.572725,8.183783,8.385557,9.541991,1,3.0013
100,2015,8.681475,6.187655,8.301346,8.501641,10.10572,1,3.8534
100,2016,9.075733,7.038654,8.554686,8.686964,10.410971,1,3.1823
100,2017,8.74959,6.595375,7.957308,8.592889,9.738527,1,2.9394
100,2018,8.634121,6.568282,7.538809,8.956658,9.101289,1,2.8013
100,2019,8.572436,6.439432,8.324104,8.043465,8.581673,1,2.9568
