firm_id,year,log_output,log_labor,log_capital,log_materials,sector,region,exporter,foreign_owned,firm_age,r_and_d
214,2015,0.756,3.9495,10.8315,4.9952,electronics,CO,0,1,18.9,0.0
215,2015,2.2018,4.0687,7.7577,7.4097,electronics,S,0,0,20.8,0.67
216,2015,3.4984,4.8445,8.4186,10.5113,electronics,NE,0,0,17.2,0.32
217,2015,2.9635,3.6088,9.8191,8.6286,food,SE,0,0,13.8,0.26
218,2015,0.8336,3.246,7.4778,7.444,food,NE,0,0,25.5,2.64
219,2015,3.6837,6.7365,8.7707,7.823,pharma,SE,0,0,11.8,1.89
220,2015,1.8659,4.4283,7.3833,8.6658,chemicals,CO,0,0,35.0,0.99
221,2015,2.6817,5.0444,7.9055,9.5825,textiles,SE,0,0,30.8,2.45
222,2015,3.1964,5.7391,6.9446,8.0512,metals,SE,0,0,37.2,2.17
223,2015,3.387,5.0908,9.0196,8.8543,machinery,N,1,0,37.6,0.21
224,2015,1.9596,5.6332,6.2178,8.5309,pharma,CO,0,0,39.0,0.13
225,2015,1.4092,6.8225,3.7737,10.3359,textiles,NE,0,0,24.4,2.13
226,2015,2.1891,5.4106,6.5781,7.5533,pharma,N,1,0,61.8,0.23
227,2015,2.5119,5.5765,8.2769,9.1266,food,NE,0,0,33.5,2.83
228,2015,2.889,5.9575,11.0399,7.718,metals,N,0,1,6.0,2.8
229,2015,2.2542,4.5806,5.923,10.1479,machinery,SE,1,0,15.0,2.88
230,2015,4.0576,6.3682,10.4876,7.5897,food,SE,0,0,6.0,0.8
231,2015,2.532,3.3294,7.3807,11.4839,food,SE,0,1,30.3,0.84
232,2015,1.2551,5.2605,6.6671,7.8837,chemicals,N,0,0,28.2,0.61
233,2015,3.4204,5.7105,10.4359,7.169,pharma,NE,0,0,23.0,0.19
234,2015,2.1529,4.6915,8.7987,6.1269,machinery,SE,0,0,60.2,0.64
235,2015,0.6261,4.6669,5.8339,6.0207,pharma,N,0,1,38.2,3.17
236,2015,1.5866,2.6872,8.4927,8.0533,electronics,S,0,0,40.9,3.1
237,2015,1.5345,3.0796,8.3296,7.1832,metals,NE,0,1,16.0,0.17
238,2015,2.9061,8.4132,5.6158,8.0115,electronics,SE,0,0,15.0,2.96
239,2015,1.1081,2.0979,5.8128,8.8692,food,SE,0,0,30.6,4.58
240,2015,2.15,5.767,5.2785,7.2362,food,SE,0,0,32.6,3.94
241,2015,1.457,4.9348,8.7478,5.5622,automotive,N,1,0,6.0,1.78
242,2015,2.7767,4.3398,10.2862,7.1885,electronics,NE,0,0,27.3,2.95
243,2015,0.5946,2.2378,4.6544,8.9078,textiles,S,0,0,30.2,2.15
244,2015,1.2571,4.5693,6.0099,7.9611,metals,N,0,1,26.8,2.05
245,2015,1.4213,3.5032,6.3282,6.6662,machinery,SE,0,0,17.8,1.25
246,2015,0.4003,0.684,7.7017,4.5146,automotive,SE,0,0,21.9,0.27
247,2015,3.3331,4.1061,8.2195,8.9721,machinery,SE,0,0,27.3,2.6
248,2015,0.7094,4.4703,3.9765,6.6855,chemicals,SE,0,0,31.4,0.12
249,2015,2.639,4.0424,5.919,11.1876,chemicals,S,1,0,39.1,2.59
250,2015,1.7275,3.0264,7.1502,8.0884,chemicals,S,1,0,46.2,8.71
251,2015,2.8252,4.9981,8.862,7.0342,machinery,SE,0,0,25.6,2.14
252,2015,3.0366,6.7265,7.3186,7.5788,automotive,SE,0,0,23.2,1.21
253,2015,2.2603,4.8976,8.7266,6.332,metals,NE,0,1,36.6,1.29
254,2015,0.908,5.191,3.8299,6.0347,textiles,SE,0,0,39.2,2.83
255,2015,0.0353,3.2893,6.2345,5.5342,textiles,S,0,0,23.5,0.14
256,2015,3.0868,5.7227,8.1086,7.8884,electronics,NE,1,0,41.9,1.52
257,2015,2.3519,3.9916,5.7576,8.1748,electronics,SE,1,0,44.7,3.35
258,2015,2.3246,6.4156,5.9228,6.4426,food,CO,1,1,49.4,1.41
259,2015,3.8416,4.3012,10.9635,8.761,food,N,0,1,56.7,1.33
260,2015,3.0984,6.5805,7.571,7.668,machinery,SE,1,1,17.0,0.32
261,2015,2.7958,5.6201,9.2114,8.6819,food,S,0,0,30.2,0.24
262,2015,1.2454,7.1761,4.5074,8.0246,automotive,NE,0,0,30.2,0.04
263,2015,1.4606,3.6414,7.2991,8.1281,textiles,N,0,0,28.5,0.64
264,2015,0.5653,6.6719,4.5194,6.0754,food,NE,1,0,20.3,1.66
265,2015,2.498,4.8065,9.1863,6.1814,pharma,CO,0,0,7.7,0.6
266,2015,1.0948,4.174,9.9838,4.6886,food,N,1,0,31.4,0.78
267,2015,1.4589,6.6024,5.801,6.9268,textiles,NE,0,1,18.5,3.12
268,2015,1.6087,5.9177,7.7009,7.4623,food,N,1,0,31.3,6.23
269,2015,1.142,4.8576,5.2384,8.8584,food,NE,0,0,18.1,1.13
270,2015,3.7484,5.6916,6.9545,9.7033,food,SE,0,0,13.5,1.18
271,2015,1.6128,5.6322,9.609,5.7413,food,NE,1,0,33.5,0.75
272,2015,2.0655,4.4564,6.5351,7.3448,food,SE,0,0,32.3,0.7
273,2015,2.0243,3.1814,8.5689,8.6806,food,SE,0,0,38.7,0.62
274,2015,2.2733,6.5853,7.0649,5.8146,machinery,S,0,1,62.8,8.27
275,2015,2.0745,3.2361,7.2,9.5557,machinery,N,0,0,34.2,1.86
276,2015,0.8884,5.2321,5.1661,5.308,chemicals,S,0,0,37.3,2.3
277,2015,1.8139,3.292,7.7584,8.61,textiles,SE,0,0,13.8,0.32
278,2015,1.4118,5.1696,7.4435,6.2644,metals,NE,0,0,10.7,2.59
279,2015,3.2469,4.3631,7.9619,9.5608,automotive,S,1,0,53.7,1.31
280,2015,-0.304,1.2146,5.473,5.0786,automotive,S,0,0,16.1,0.22
281,2015,2.7551,4.5979,10.7063,8.3502,food,NE,0,0,14.3,1.54
282,2015,1.8471,6.1222,6.3032,5.5732,food,CO,0,0,29.4,0.24
283,2015,1.0203,3.6244,5.121,8.3453,textiles,SE,0,0,28.6,0.91
284,2015,0.4995,2.8648,6.6285,5.7889,textiles,SE,0,0,16.5,0.2
285,2015,0.6056,5.4278,5.801,5.2473,metals,CO,1,0,25.4,1.77
286,2015,3.123,5.9214,7.8584,9.7827,chemicals,SE,1,0,48.4,0.51
287,2015,3.6619,6.7328,6.513,9.3543,food,S,0,0,17.9,0.36
288,2015,0.012,3.2106,4.8113,4.4992,chemicals,SE,0,0,9.1,0.24
289,2015,3.4622,4.1434,8.7802,10.2232,metals,S,0,1,44.1,0.11
290,2015,2.8559,4.149,8.1296,9.1104,food,SE,0,0,37.4,0.2
291,2015,1.0418,4.5094,3.9647,9.2343,automotive,NE,0,0,20.7,2.24
292,2015,1.2508,5.5459,4.6263,6.3157,food,SE,0,0,6.3,0.71
293,2015,2.1086,2.6604,8.6188,6.113,pharma,SE,0,0,18.8,2.68
294,2015,0.7308,3.2487,7.8454,6.2005,food,N,0,0,29.2,4.01
295,2015,0.308,0.5359,7.6816,6.8971,automotive,N,0,1,47.5,7.82
296,2015,2.5708,5.7681,5.7963,6.2535,automotive,SE,0,0,14.5,0.11
297,2015,1.6524,6.6703,6.952,5.5063,pharma,N,0,0,28.7,1.18
298,2015,1.6576,4.2714,6.6198,9.4501,electronics,NE,0,0,40.1,0.16
299,2015,1.3389,3.2926,7.6148,7.1521,electronics,S,1,0,6.0,4.78
300,2015,2.0178,4.8792,7.9955,8.431,machinery,S,0,0,45.5,2.28
301,2015,3.9295,5.8762,9.3316,8.8313,electronics,S,0,0,12.3,0.67
302,2015,2.5053,4.5927,5.278,9.961,food,SE,0,0,35.0,0.74
303,2015,2.5855,4.4307,7.5265,9.136,metals,CO,1,0,33.7,1.83
304,2015,-0.1672,4.5714,1.987,7.8174,metals,SE,0,0,46.3,1.76
305,2015,0.9071,3.5562,7.3384,8.6758,automotive,NE,1,0,38.3,4.18
306,2015,1.378,4.9872,5.9251,7.8603,metals,NE,1,0,6.0,0.26
307,2015,1.6094,4.0962,7.6758,6.5615,chemicals,S,0,0,18.2,1.24
308,2015,1.6662,3.191,8.6818,8.6244,machinery,NE,0,0,32.1,0.72
309,2015,0.6579,3.3001,3.7579,6.3856,textiles,SE,0,0,27.1,0.48
310,2015,1.5953,4.693,8.8017,5.7115,food,CO,1,0,37.2,2.77
311,2015,-0.415,1.683,6.2375,5.6818,metals,N,0,0,41.8,0.77
312,2015,1.5363,5.5915,7.8047,5.3909,chemicals,N,1,0,39.1,3.18
313,2015,3.4351,5.6886,12.0073,8.8755,textiles,CO,0,0,26.8,2.63
314,2015,1.7297,4.7924,6.0206,8.3866,chemicals,SE,0,0,6.0,0.71
315,2015,2.2161,3.8929,6.961,10.2823,chemicals,NE,0,0,23.2,0.03
316,2015,0.7611,5.7229,7.4155,4.6479,chemicals,CO,0,0,36.2,5.29
317,2015,1.5833,3.7303,6.4393,6.8531,chemicals,CO,0,0,13.6,1.83
318,2015,1.9893,3.5823,8.3411,8.4204,machinery,SE,0,0,39.5,3.41
319,2015,2.7113,3.4508,4.3084,11.6498,textiles,SE,1,0,43.6,0.21
320,2015,3.1439,6.8993,9.5457,4.9142,pharma,SE,1,0,31.9,0.31
321,2015,1.3307,3.0047,6.9906,8.9283,automotive,N,0,1,6.0,0.17
322,2015,3.0573,6.268,7.8517,7.3972,metals,SE,0,0,10.8,0.37
323,2015,1.0653,2.7538,7.5425,7.584,chemicals,SE,0,0,58.3,0.01
324,2015,1.8688,3.9303,4.794,8.5144,metals,S,1,0,21.8,4.72
325,2015,0.8691,3.3462,8.0992,5.5254,automotive,S,0,0,6.0,0.57
326,2015,2.15,4.2498,8.9395,6.867,machinery,N,1,0,48.5,3.6
327,2015,4.4654,6.6211,9.6981,9.6391,electronics,SE,0,0,30.2,2.68
328,2015,3.2953,5.7222,9.897,9.7053,metals,NE,0,0,46.6,2.66
329,2015,2.6307,5.6349,7.3515,7.8815,machinery,S,0,1,34.2,1.79
330,2015,-0.1839,3.4029,5.5318,4.5547,textiles,NE,0,0,36.9,5.28
331,2015,4.3902,5.628,9.5305,9.8808,electronics,SE,1,0,35.4,4.99
332,2015,2.8161,2.4982,9.096,10.1782,textiles,SE,0,1,40.5,8.62
333,2015,1.4454,1.5606,7.8391,8.5815,machinery,SE,0,0,64.2,1.33
334,2015,2.0485,5.9483,5.9728,5.7632,automotive,S,1,0,44.6,4.6
335,2015,1.64,6.7431,3.6634,8.5719,food,S,1,0,6.3,1.38
336,2015,0.3572,3.1129,2.9072,6.5591,machinery,SE,1,0,36.7,2.98
337,2015,0.8051,3.5015,8.1817,5.3999,food,S,0,0,47.1,1.8
338,2015,0.9587,7.6788,6.7981,2.528,electronics,CO,0,0,48.0,0.11
339,2015,1.2209,3.533,6.3242,6.3424,food,SE,1,0,23.6,0.51
340,2015,3.9715,5.8649,9.6174,7.2154,pharma,SE,0,0,47.5,2.32
341,2015,1.8437,4.6024,7.4841,7.1151,food,N,0,0,43.9,0.04
342,2015,2.7165,2.9242,9.4236,7.1477,pharma,S,1,0,68.6,3.3
343,2015,5.6886,7.5072,9.4516,7.9849,electronics,SE,0,0,18.7,1.32
344,2015,2.0663,5.3496,7.3863,6.5148,machinery,SE,0,1,22.4,12.7
345,2015,2.6882,5.828,5.1763,9.3974,electronics,NE,1,0,25.4,0.08
346,2015,2.9812,6.173,7.1497,7.4656,electronics,CO,0,0,22.6,1.09
347,2015,1.6304,5.6979,6.3725,4.2539,pharma,SE,0,0,16.6,4.77
348,2015,2.6732,5.4233,7.6687,9.4237,textiles,S,0,0,6.0,0.01
349,2015,1.8554,5.4659,7.4735,6.5684,machinery,NE,0,0,23.5,1.6
350,2015,2.6412,3.6453,6.7482,10.1228,food,CO,0,0,35.5,0.65
351,2015,2.0055,4.6392,4.2385,10.6738,machinery,NE,1,0,22.6,0.65
352,2015,0.6302,1.1563,7.2077,7.3683,food,NE,1,1,59.0,4.68
353,2015,2.2705,4.2003,8.3358,6.18,metals,S,0,0,30.2,0.94
354,2015,4.1931,6.5538,8.7114,9.506,metals,CO,0,0,49.4,1.28
355,2015,2.5947,1.9842,11.2088,11.5033,metals,NE,1,0,33.9,0.0
356,2015,1.5498,4.4523,6.6239,6.4266,metals,SE,0,1,42.4,2.11
357,2015,3.813,5.1087,10.9737,7.6702,electronics,S,0,0,34.2,0.12
358,2015,1.4858,2.9454,6.2987,8.3363,electronics,S,0,0,50.5,0.99
359,2015,0.3288,3.3766,4.0633,8.6297,metals,SE,0,0,30.8,0.13
360,2015,2.7415,6.051,8.9721,6.3977,machinery,SE,0,0,37.4,1.65
361,2015,2.2912,3.5449,10.0263,7.2274,pharma,S,0,0,35.5,0.28
362,2015,1.3081,2.6157,8.1409,5.8257,food,S,0,1,25.7,0.07
363,2015,3.7797,7.1054,11.3976,5.6193,food,S,0,1,36.1,4.61
364,2015,1.1061,6.27,2.7254,7.6924,food,SE,0,0,63.5,0.37
365,2015,0.6137,2.6226,6.0742,7.7749,machinery,NE,0,0,25.9,0.01
366,2015,2.551,6.0067,7.203,6.3486,chemicals,CO,0,1,36.3,3.23
367,2015,1.9929,6.1415,6.8639,5.9537,electronics,S,0,1,48.9,2.01
368,2015,1.6184,6.2662,5.5565,6.2136,machinery,S,0,0,47.1,1.42
369,2015,1.7342,4.0132,9.8012,5.2725,chemicals,NE,0,0,30.2,3.08
370,2015,2.3031,5.7607,6.7573,7.9562,automotive,NE,0,0,6.0,0.3
371,2015,2.0638,4.1437,6.1146,10.9766,electronics,S,0,0,37.8,0.42
372,2015,1.011,2.3912,10.9384,6.6735,textiles,N,1,0,6.0,3.09
373,2015,3.8088,4.8076,7.5003,11.6157,chemicals,CO,0,1,52.0,1.22
374,2015,1.4329,4.0881,6.584,7.7668,textiles,SE,1,1,32.5,1.01
375,2015,1.3545,4.526,4.4888,8.2751,food,S,1,1,45.0,5.78
376,2015,4.7208,7.3165,9.7217,9.0517,food,CO,0,0,16.5,0.65
377,2015,4.5649,6.2642,10.2446,9.0321,pharma,SE,0,0,6.7,0.63
378,2015,2.6231,5.3918,8.7493,7.4131,chemicals,SE,1,0,33.9,6.59
379,2015,-0.2202,2.7886,5.0033,5.0027,chemicals,SE,0,0,29.5,0.03
380,2015,3.4213,6.5554,7.0697,8.5693,electronics,SE,0,0,22.6,4.51
381,2015,5.0394,7.8711,9.841,8.2057,metals,SE,0,0,31.3,0.61
382,2015,2.2805,3.475,7.2443,8.0892,pharma,SE,0,0,71.5,4.91
383,2015,2.9689,7.7061,7.5162,8.3464,electronics,CO,0,0,42.5,0.21
384,2015,1.6651,4.4519,6.4912,8.8844,metals,SE,1,0,45.7,1.93
385,2015,4.0322,5.9654,10.6135,8.1963,chemicals,NE,1,0,42.7,3.02
386,2015,0.6177,1.5308,6.5542,5.8102,pharma,SE,0,0,52.2,2.09
387,2015,4.222,5.4891,9.1048,9.7781,electronics,SE,1,0,27.1,0.22
388,2015,2.8469,2.7904,13.0101,9.4389,pharma,NE,0,0,6.0,0.14
389,2015,0.2784,4.4497,3.2115,6.1668,food,NE,1,1,27.2,3.34
390,2015,2.9249,3.5862,12.0969,7.0187,automotive,S,0,0,42.2,0.14
391,2015,3.1888,5.4409,6.1548,9.8276,machinery,SE,1,0,15.5,3.62
392,2015,1.1752,4.2789,6.6019,7.0505,food,CO,1,0,27.4,4.23
393,2015,2.345,5.2479,7.67,7.6367,machinery,NE,0,0,19.6,0.23
394,2015,-0.079,5.2262,5.0517,8.0125,machinery,NE,0,0,52.5,2.2
395,2015,2.7419,5.3787,7.8318,9.3551,food,S,1,0,41.2,0.11
396,2015,1.1701,3.5911,9.2825,4.6449,metals,CO,0,0,39.8,4.71
397,2015,2.2635,5.9645,5.4919,7.6967,automotive,SE,0,0,39.3,1.11
398,2015,0.6168,3.1253,8.5777,4.4283,textiles,NE,1,0,29.4,2.96
399,2015,2.2695,5.8188,7.9373,8.4276,metals,NE,0,0,33.0,1.95
400,2015,2.1319,5.4898,7.2676,7.4503,chemicals,SE,0,0,12.2,1.61
401,2015,2.1135,3.8751,8.7286,8.1161,textiles,SE,0,0,6.0,1.34
402,2015,-0.6671,4.0057,-0.1326,10.284,automotive,NE,0,0,32.3,0.04
403,2015,1.2155,4.0556,5.3028,7.8107,electronics,N,1,0,34.9,4.52
404,2015,2.1558,4.8466,7.1356,9.3323,food,SE,0,0,48.1,1.38
405,2015,1.4684,5.6716,5.8676,5.9892,pharma,CO,0,0,53.6,0.43
406,2015,1.313,4.3908,6.6613,5.7075,automotive,SE,0,0,53.5,0.63
407,2015,0.5946,1.6741,3.9785,9.3678,textiles,SE,1,0,15.0,1.01
408,2015,2.7681,5.8284,10.4531,6.0889,automotive,NE,0,0,24.7,0.1
409,2015,2.1712,4.9054,5.4983,9.2369,food,NE,1,0,37.2,0.47
410,2015,4.1693,6.6667,7.0198,13.117,pharma,SE,1,1,68.0,0.07
411,2015,-0.183,2.969,3.9206,4.8717,machinery,S,1,0,52.2,2.01
412,2015,1.4114,5.4135,6.0593,7.4899,machinery,S,1,0,46.8,1.21
413,2015,1.6854,3.2975,7.8913,8.194,food,CO,1,1,24.2,11.03
414,2015,1.0182,3.9414,4.8832,8.9119,automotive,CO,1,0,16.8,0.61
415,2015,2.7046,2.6594,8.5659,11.3491,food,CO,0,0,41.8,1.29
416,2015,3.1411,3.3621,12.4653,9.7944,textiles,CO,1,0,13.5,0.16
417,2015,0.0018,3.0355,8.5429,5.08,food,N,0,0,26.4,0.54
418,2015,1.8083,4.6508,7.721,6.6647,electronics,NE,0,0,28.3,1.42
419,2015,3.3051,5.6358,7.7324,8.8312,food,SE,1,0,53.9,6.82
420,2015,0.4064,3.5818,3.756,3.9689,automotive,SE,1,1,24.7,11.28
421,2015,2.2477,2.9565,5.4077,10.36,machinery,NE,1,0,6.0,0.11
422,2015,1.1857,3.8346,7.8393,6.3851,food,S,0,0,37.6,1.46
423,2015,2.8438,6.2402,9.5386,6.3162,food,SE,0,0,19.5,0.38
424,2015,1.2207,3.0091,6.4659,5.2651,food,SE,0,0,30.6,3.14
425,2015,1.568,3.9129,5.7721,9.4478,machinery,NE,0,0,28.7,2.01
426,2015,1.4391,4.3738,7.0463,6.2426,electronics,NE,0,0,25.9,0.35
427,2015,-0.1024,3.6174,6.7263,4.7481,textiles,NE,0,0,41.9,0.74
428,2015,3.486,3.5593,11.5374,11.268,automotive,S,0,0,7.0,0.01
429,2015,-0.4514,5.97,5.8285,2.9441,food,SE,1,0,22.2,1.17
430,2015,1.3157,5.2931,6.7768,5.6313,electronics,S,0,0,40.3,1.18
431,2015,0.4425,3.9378,6.2662,4.7433,pharma,SE,1,0,20.8,1.45
432,2015,1.4952,5.8586,5.5349,6.9596,electronics,SE,0,0,6.0,1.95
433,2015,1.8381,3.802,8.1492,4.257,machinery,SE,0,0,40.0,0.22
434,2015,0.031,5.3554,0.3721,7.1306,automotive,S,0,0,46.8,2.64
435,2015,1.1734,6.1338,7.8829,5.4153,food,S,0,0,29.3,0.71
436,2015,2.9728,7.2232,7.582,8.4455,textiles,NE,1,0,6.0,1.11
437,2015,2.1654,5.3866,9.8793,7.8033,food,CO,0,0,40.6,0.53
438,2015,3.0643,6.6188,9.0005,7.7098,metals,NE,0,0,6.0,2.26
439,2015,1.1065,2.3883,7.1649,7.3623,electronics,CO,1,0,34.6,1.16
440,2015,3.1516,7.7466,6.4259,8.9117,machinery,NE,1,0,16.7,0.83
441,2015,2.1654,3.5313,7.502,8.3787,automotive,SE,0,0,12.6,1.51
442,2015,0.6302,0.5112,5.55,7.5882,food,S,0,0,23.4,1.52
443,2015,-0.4331,3.4554,7.0841,6.6221,electronics,NE,0,0,27.3,0.6
444,2015,1.9163,5.1599,6.2962,10.1584,food,SE,0,0,20.3,2.88
445,2015,1.6874,2.8232,6.6181,9.5312,textiles,SE,0,0,38.8,0.72
446,2015,3.795,4.7102,11.1122,8.2995,electronics,NE,0,1,23.3,3.51
447,2015,1.7354,5.7009,6.3002,5.4748,pharma,S,1,0,44.7,0.79
448,2015,1.0651,2.1479,7.4308,6.2756,machinery,S,0,1,34.2,4.11
449,2015,3.0905,6.5815,9.6661,9.4077,food,S,0,0,19.5,2.22
450,2015,0.1509,4.6878,4.8757,5.9329,machinery,SE,0,1,17.0,3.41
451,2015,1.7246,6.221,5.0186,7.7383,food,SE,1,1,6.0,5.51
452,2015,2.0551,3.6895,9.8324,7.4733,automotive,NE,0,0,34.4,1.28
453,2015,1.4014,2.996,7.2998,9.4723,electronics,NE,1,0,24.7,0.46
454,2015,1.5065,2.2071,7.1332,9.4935,food,NE,1,1,6.0,2.46
455,2015,0.0301,2.6023,6.0858,3.7332,food,CO,0,1,22.0,0.64
456,2015,3.6359,6.5723,10.2423,7.8562,food,CO,0,1,16.5,2.59
457,2015,4.3383,7.3662,8.09,9.741,pharma,S,0,0,53.6,0.18
458,2015,2.2147,4.5456,3.3892,11.7726,metals,SE,0,0,6.0,1.26
459,2015,1.9009,3.9445,4.1352,10.2455,electronics,SE,1,0,8.4,0.35
460,2015,2.0163,5.272,7.3283,6.2316,machinery,SE,0,0,46.6,1.33
461,2015,3.0658,5.6571,8.0938,7.4085,metals,SE,1,0,50.4,9.22
462,2015,-0.3984,2.5447,3.9377,7.3648,food,SE,0,0,18.8,1.72
463,2015,3.5101,5.4439,7.0536,8.3853,pharma,NE,0,0,20.5,0.55
464,2015,1.204,4.9846,5.8142,7.9978,textiles,NE,0,0,39.2,0.41
465,2015,2.9191,6.2023,8.3223,8.1278,metals,CO,0,0,6.0,0.81
466,2015,2.8871,6.5836,7.8489,6.8809,machinery,SE,0,0,6.0,1.07
467,2015,1.9393,5.3086,7.3855,6.3195,machinery,CO,0,0,25.8,1.39
468,2015,2.6024,4.3863,6.8311,8.2503,pharma,NE,0,0,53.2,0.44
469,2015,0.8894,3.4647,5.7228,9.1636,food,SE,1,0,23.5,2.26
470,2015,1.4078,4.5779,3.6296,9.8821,metals,NE,0,0,31.5,0.27
471,2015,3.6204,6.1005,10.154,7.9844,chemicals,NE,1,0,47.0,5.85
472,2015,0.8194,4.064,3.9728,7.9959,metals,N,0,1,61.6,3.54
473,2015,1.4401,3.092,9.4954,7.1897,food,NE,0,0,21.3,0.97
474,2015,2.717,3.1955,10.7505,9.7173,food,CO,0,0,29.7,1.72
475,2015,3.7222,8.1542,9.0556,7.9657,textiles,SE,0,0,57.3,0.25
476,2015,1.4721,5.4841,5.3135,4.6341,textiles,SE,0,0,7.2,2.93
477,2015,1.81,4.9391,4.1137,8.6384,chemicals,SE,0,0,45.4,3.47
478,2015,2.1871,5.8802,6.2079,5.7535,machinery,SE,1,1,14.7,0.74
479,2015,4.2244,4.803,10.0718,7.7549,machinery,SE,0,0,31.5,0.06
480,2015,2.7049,4.2264,8.4168,9.8823,chemicals,NE,0,0,26.4,0.66
481,2015,0.6695,4.2258,5.5329,5.2203,chemicals,CO,0,1,15.6,2.99
482,2015,2.6264,7.4877,7.8715,7.3111,textiles,S,0,0,15.3,5.37
483,2015,3.4477,4.3519,11.11,7.3248,machinery,S,0,1,34.1,1.1
484,2015,3.8233,6.4281,9.6566,7.4809,textiles,SE,0,0,44.9,0.6
485,2015,0.8638,3.1014,7.0126,7.6053,food,NE,0,0,28.1,0.19
486,2015,1.0687,8.0954,2.7829,5.3861,chemicals,CO,0,1,31.1,5.45
487,2015,0.8296,4.4907,4.3114,7.2598,metals,SE,1,0,38.6,7.01
488,2015,1.9785,7.5487,6.3975,7.8873,textiles,N,0,0,15.4,0.11
489,2015,1.202,3.2314,6.398,8.1128,metals,SE,1,1,41.1,0.33
490,2015,2.1165,2.7029,9.0511,8.4086,metals,S,0,0,42.3,0.46
491,2015,3.6549,5.3076,7.053,8.3185,electronics,SE,0,0,69.1,3.34
492,2015,1.2765,1.6865,8.2983,8.2717,machinery,S,1,0,24.4,10.82
493,2015,2.6762,6.348,6.946,5.4929,machinery,S,0,0,23.1,0.65
494,2015,1.6269,2.3404,10.9603,9.6853,textiles,NE,1,0,41.5,3.15
495,2015,0.1198,3.9755,5.296,2.699,electronics,CO,0,0,42.3,1.34
496,2015,0.5215,3.2881,6.652,6.5527,metals,SE,0,0,22.0,0.36
497,2015,1.048,2.198,4.344,10.1991,chemicals,SE,1,0,24.0,1.78
498,2015,2.469,7.1265,4.3922,9.2703,machinery,N,0,0,38.1,4.37
499,2015,0.7567,0.9979,6.6187,8.9356,chemicals,CO,0,0,17.6,2.15
500,2015,1.6974,6.3787,5.1773,9.0534,metals,SE,0,0,23.8,2.25
1,2016,2.4263,5.583,5.5037,9.053,electronics,S,0,0,15.6,1.63
2,2016,0.9231,5.5858,5.4003,5.9527,chemicals,CO,0,1,44.6,3.74
3,2016,1.8168,2.3609,8.8061,6.8366,automotive,CO,0,0,13.0,0.94
4,2016,-0.3966,5.8548,5.3157,5.2787,machinery,SE,0,0,26.7,0.45
5,2016,3.4357,3.3047,8.8408,11.1993,food,SE,0,0,22.2,0.89
6,2016,1.6222,4.9529,6.1229,7.3954,pharma,S,0,0,33.5,0.26
7,2016,1.6849,3.3596,4.1996,7.9577,electronics,SE,1,0,21.4,9.51
8,2016,1.4115,5.7131,4.9222,6.2552,electronics,S,0,0,26.9,0.84
9,2016,1.4581,3.2491,7.4199,6.0474,food,SE,1,0,27.5,0.74
10,2016,2.6024,5.417,7.7782,8.1014,metals,NE,0,0,20.0,0.68
11,2016,1.8394,5.4042,8.5225,6.316,chemicals,N,0,0,38.3,0.72
12,2016,1.1636,4.0413,6.7475,5.4707,pharma,S,0,0,34.6,1.06
13,2016,-0.3796,1.7712,6.2604,4.3827,machinery,N,0,0,29.7,1.07
14,2016,3.4922,4.771,7.6152,8.7048,automotive,SE,1,0,24.5,0.8
15,2016,3.1634,6.5487,9.6445,7.4987,chemicals,SE,0,1,42.9,1.95
16,2016,0.9683,2.675,8.131,9.7283,textiles,NE,0,0,27.5,6.13
17,2016,3.607,7.5046,9.2085,6.9481,metals,SE,0,0,26.4,0.2
18,2016,1.8157,2.4104,6.3592,6.2942,food,S,1,1,32.6,0.74
19,2016,1.7624,4.5336,7.1378,7.7253,automotive,N,0,0,56.4,5.39
20,2016,1.083,3.9629,5.4073,7.1498,machinery,S,0,0,10.9,2.59
21,2016,2.1181,2.5499,5.4963,10.6369,electronics,S,1,0,42.5,7.65
22,2016,1.8421,2.1137,7.59,8.1576,chemicals,SE,1,0,7.0,2.8
23,2016,0.3931,3.9556,5.7559,5.4563,pharma,NE,1,1,34.3,7.2
24,2016,2.4471,4.086,7.759,8.2355,automotive,SE,0,0,54.6,0.14
25,2016,2.4596,5.7279,7.0779,6.7069,electronics,NE,0,0,38.3,2.99
26,2016,3.1724,3.3487,8.0739,9.1369,food,SE,0,0,33.6,1.25
27,2016,-0.203,5.1939,3.3967,4.5187,metals,CO,1,0,22.6,4.88
28,2016,3.6303,5.2986,10.1895,7.6563,food,CO,0,0,31.5,1.42
29,2016,2.4358,4.0043,8.5648,8.9704,food,S,1,0,27.2,0.02
30,2016,4.1712,6.397,7.162,9.9581,machinery,SE,0,0,19.2,0.58
31,2016,1.9147,3.8159,8.6734,5.7365,electronics,S,0,0,26.7,0.35
32,2016,4.4011,5.3998,9.5411,9.1671,pharma,S,1,0,34.0,3.11
33,2016,3.2102,5.6547,8.412,8.8662,chemicals,SE,0,0,19.5,1.66
34,2016,1.0541,4.6145,6.3773,4.7096,chemicals,SE,1,0,18.9,0.82
35,2016,3.1402,5.9945,7.2449,12.6577,metals,N,0,0,10.6,0.81
36,2016,4.0624,6.4784,9.2256,8.747,food,NE,0,0,36.9,0.37
37,2016,3.8613,7.0056,9.6181,5.9975,food,SE,0,0,39.2,0.34
38,2016,3.0657,6.7487,7.4369,9.905,metals,NE,0,0,34.5,0.16
