id,year,age,experience,prior_wage,training,employed,education
244,2015,30,8,12.54,0,1,12
245,2010,25,4,21.21,1,1,16
245,2011,26,4,18.0,1,1,16
245,2012,27,5,18.13,1,1,16
245,2013,28,7,18.01,1,1,16
245,2014,29,7,19.98,1,1,16
245,2015,30,9,17.12,1,1,16
246,2010,25,3,14.83,1,1,12
246,2011,26,4,11.91,1,0,12
246,2012,27,5,16.73,1,1,12
246,2013,28,6,15.06,1,1,12
246,2014,29,8,15.93,1,1,12
246,2015,30,8,15.0,1,1,12
247,2010,25,5,17.98,1,1,16
247,2011,26,4,16.98,1,1,16
247,2012,27,5,16.86,1,1,16
247,2013,28,6,16.11,1,1,16
247,2014,29,7,18.26,1,1,16
247,2015,30,9,16.58,0,1,16
248,2010,25,3,21.12,1,1,16
248,2011,26,5,22.44,1,1,16
248,2012,27,5,22.65,1,1,16
248,2013,28,6,19.27,1,1,16
248,2014,29,7,23.81,1,1,16
248,2015,30,8,22.49,1,1,16
249,2010,25,3,17.98,1,1,10
249,2011,26,7,16.64,1,1,10
249,2012,27,6,17.38,1,1,10
249,2013,28,7,21.67,1,1,10
249,2014,29,7,16.22,1,1,10
249,2015,30,9,22.96,1,1,10
250,2010,25,3,11.02,0,1,14
250,2011,26,4,14.68,1,1,14
250,2012,27,6,12.02,1,1,14
250,2013,28,6,16.25,1,1,14
250,2014,29,8,14.86,1,1,14
250,2015,30,8,15.41,1,1,14
251,2010,25,4,14.52,1,1,10
251,2011,26,5,18.07,1,1,10
251,2012,27,6,22.91,1,1,10
251,2013,28,7,20.75,1,1,10
251,2014,29,7,19.75,1,1,10
251,2015,30,10,22.72,1,1,10
252,2010,25,3,20.15,1,1,14
252,2011,26,6,24.39,1,1,14
252,2012,27,5,22.18,1,1,14
252,2013,28,7,20.06,1,1,14
252,2014,29,7,22.1,1,1,14
252,2015,30,8,21.65,1,1,14
253,2010,25,4,22.34,1,1,16
253,2011,26,4,15.22,1,1,16
253,2012,27,6,22.16,1,1,16
253,2013,28,7,18.59,1,1,16
253,2014,29,8,19.03,1,1,16
253,2015,30,8,20.33,1,0,16
254,2010,25,3,12.92,1,1,10
254,2011,26,5,11.1,1,1,10
254,2012,27,6,13.96,0,1,10
254,2013,28,10,15.66,1,1,10
254,2014,29,10,16.31,0,1,10
254,2015,30,8,14.34,0,1,10
255,2010,25,3,19.64,1,1,14
255,2011,26,4,16.33,1,1,14
255,2012,27,6,17.99,1,1,14
255,2013,28,6,14.14,1,1,14
255,2014,29,8,16.87,0,1,14
255,2015,30,9,19.33,1,1,14
256,2010,25,4,19.42,1,1,12
256,2011,26,4,15.75,1,1,12
256,2012,27,6,21.79,1,1,12
256,2013,28,7,20.77,1,1,12
256,2014,29,7,22.18,1,1,12
256,2015,30,8,24.04,1,1,12
257,2010,25,5,15.41,0,1,14
257,2011,26,4,15.59,1,1,14
257,2012,27,5,14.71,1,1,14
257,2013,28,7,18.02,0,1,14
257,2014,29,9,19.6,1,1,14
257,2015,30,8,16.99,1,1,14
258,2010,25,4,14.92,1,0,10
258,2011,26,6,20.71,1,1,10
258,2012,27,5,18.21,1,1,10
258,2013,28,6,16.63,1,1,10
258,2014,29,7,17.68,1,1,10
258,2015,30,9,22.34,1,1,10
259,2010,25,4,18.01,0,1,12
259,2011,26,4,15.77,1,1,12
259,2012,27,5,19.23,1,1,12
259,2013,28,7,19.29,1,1,12
259,2014,29,7,20.64,1,1,12
259,2015,30,9,21.67,1,1,12
260,2010,25,3,14.74,1,1,14
260,2011,26,4,11.12,0,1,14
260,2012,27,5,15.91,1,1,14
260,2013,28,6,14.55,1,0,14
260,2014,29,7,17.09,1,1,14
260,2015,30,8,17.09,1,1,14
261,2010,25,5,15.97,0,0,14
261,2011,26,4,21.3,1,1,14
261,2012,27,5,17.31,1,1,14
261,2013,28,7,17.37,1,1,14
261,2014,29,8,18.3,1,1,14
261,2015,30,9,20.24,1,1,14
262,2010,25,3,11.97,0,1,14
262,2011,26,4,6.89,0,1,14
262,2012,27,5,9.12,0,1,14
262,2013,28,6,10.69,1,1,14
262,2014,29,8,15.52,1,1,14
262,2015,30,9,12.61,1,1,14
263,2010,25,3,13.93,1,1,14
263,2011,26,5,16.19,0,1,14
263,2012,27,5,13.29,0,0,14
263,2013,28,7,14.1,0,1,14
263,2014,29,8,17.32,1,1,14
263,2015,30,9,15.47,1,0,14
264,2010,25,4,18.35,0,1,14
264,2011,26,5,15.76,1,1,14
264,2012,27,6,15.91,1,1,14
264,2013,28,7,16.94,1,1,14
264,2014,29,7,19.55,1,1,14
264,2015,30,9,20.32,0,1,14
265,2010,25,3,16.31,1,1,12
265,2011,26,5,17.33,1,1,12
265,2012,27,5,10.67,0,1,12
265,2013,28,6,13.68,1,1,12
265,2014,29,8,14.58,1,1,12
265,2015,30,10,13.64,0,1,12
266,2010,25,3,18.15,1,0,16
266,2011,26,4,19.9,1,1,16
266,2012,27,5,24.81,1,1,16
266,2013,28,8,23.2,1,1,16
266,2014,29,7,22.28,1,1,16
266,2015,30,9,23.33,1,1,16
267,2010,25,4,10.91,1,0,12
267,2011,26,4,14.83,1,1,12
267,2012,27,5,16.81,1,1,12
267,2013,28,6,15.09,1,1,12
267,2014,29,8,12.52,1,1,12
267,2015,30,8,14.13,1,1,12
268,2010,25,3,17.38,1,1,12
268,2011,26,4,19.61,1,1,12
268,2012,27,5,18.07,0,1,12
268,2013,28,6,17.64,1,1,12
268,2014,29,9,17.05,1,1,12
268,2015,30,8,21.32,1,1,12
269,2010,25,3,16.96,1,1,12
269,2011,26,4,17.25,1,1,12
269,2012,27,6,19.47,1,1,12
269,2013,28,6,17.44,1,1,12
269,2014,29,9,21.05,1,1,12
269,2015,30,8,23.42,1,1,12
270,2010,25,3,19.32,1,1,16
270,2011,26,5,21.61,1,1,16
270,2012,27,7,18.26,1,1,16
270,2013,28,7,21.07,1,1,16
270,2014,29,7,19.81,1,1,16
270,2015,30,10,22.37,1,1,16
271,2010,25,3,13.14,0,1,10
271,2011,26,4,15.6,1,1,10
271,2012,27,8,14.62,1,1,10
271,2013,28,9,19.7,1,1,10
271,2014,29,7,14.22,0,1,10
271,2015,30,8,13.43,1,1,10
272,2010,25,3,15.05,1,1,16
272,2011,26,4,20.01,1,1,16
272,2012,27,5,20.61,1,1,16
272,2013,28,6,17.75,1,1,16
272,2014,29,7,19.33,1,1,16
272,2015,30,8,21.67,1,1,16
273,2010,25,3,15.46,1,1,12
273,2011,26,4,16.24,1,1,12
273,2012,27,5,15.79,1,1,12
273,2013,28,6,20.29,1,1,12
273,2014,29,7,18.82,1,1,12
273,2015,30,9,17.47,1,1,12
274,2010,25,3,16.59,1,1,14
274,2011,26,4,17.94,1,1,14
274,2012,27,6,15.08,1,1,14
274,2013,28,7,13.69,1,1,14
274,2014,29,7,20.36,1,1,14
274,2015,30,9,18.11,1,1,14
275,2010,25,4,17.47,1,1,14
275,2011,26,4,15.55,1,1,14
275,2012,27,5,17.57,1,1,14
275,2013,28,7,21.04,1,1,14
275,2014,29,8,21.42,1,1,14
275,2015,30,9,20.19,1,1,14
276,2010,25,4,19.83,1,1,12
276,2011,26,4,16.65,1,1,12
276,2012,27,5,18.53,1,1,12
276,2013,28,7,17.32,1,1,12
276,2014,29,7,19.32,1,1,12
276,2015,30,8,20.58,1,1,12
277,2010,25,4,14.62,0,1,14
277,2011,26,4,16.62,1,1,14
277,2012,27,5,15.37,1,1,14
277,2013,28,8,15.67,1,1,14
277,2014,29,7,22.61,1,1,14
277,2015,30,8,20.18,1,1,14
278,2010,25,4,16.45,1,1,12
278,2011,26,4,18.03,1,1,12
278,2012,27,5,18.0,1,1,12
278,2013,28,6,13.53,1,1,12
278,2014,29,7,21.96,1,1,12
278,2015,30,8,20.77,1,1,12
279,2010,25,3,14.63,0,1,14
279,2011,26,5,15.71,0,1,14
279,2012,27,5,15.86,1,1,14
279,2013,28,6,20.55,1,1,14
279,2014,29,8,18.54,1,1,14
279,2015,30,9,19.12,1,1,14
280,2010,25,4,15.52,1,1,16
280,2011,26,4,17.77,1,1,16
280,2012,27,5,17.47,1,1,16
280,2013,28,6,19.78,1,1,16
280,2014,29,9,17.48,1,1,16
280,2015,30,8,16.43,1,1,16
281,2010,25,4,19.62,1,1,10
281,2011,26,4,16.96,1,1,10
281,2012,27,5,13.62,1,1,10
281,2013,28,7,22.68,1,1,10
281,2014,29,7,23.79,1,1,10
281,2015,30,8,21.84,1,1,10
282,2010,25,3,19.76,1,1,10
282,2011,26,5,17.11,1,1,10
282,2012,27,5,22.8,1,1,10
282,2013,28,6,23.27,1,1,10
282,2014,29,8,20.5,1,1,10
282,2015,30,9,20.82,1,1,10
283,2010,25,4,13.53,1,1,16
283,2011,26,5,12.99,1,1,16
283,2012,27,5,14.51,1,1,16
283,2013,28,6,14.51,1,1,16
283,2014,29,7,17.06,1,1,16
283,2015,30,9,18.71,1,1,16
284,2010,25,3,19.3,1,1,16
284,2011,26,5,20.9,1,1,16
284,2012,27,5,21.14,1,1,16
284,2013,28,7,25.1,1,1,16
284,2014,29,7,22.6,1,1,16
284,2015,30,8,23.27,1,1,16
285,2010,25,4,16.63,0,1,12
285,2011,26,4,14.06,1,1,12
285,2012,27,5,11.86,1,0,12
285,2013,28,7,14.62,0,0,12
285,2014,29,8,16.05,0,1,12
285,2015,30,8,14.59,0,1,12
286,2010,25,3,15.78,1,1,12
286,2011,26,5,18.89,1,1,12
286,2012,27,5,16.05,1,1,12
286,2013,28,7,17.43,1,1,12
286,2014,29,8,17.17,1,1,12
286,2015,30,8,20.99,1,0,12
287,2010,25,4,23.1,1,1,12
287,2011,26,4,17.96,1,1,12
287,2012,27,6,18.61,1,1,12
287,2013,28,7,22.06,1,1,12
287,2014,29,7,19.78,1,1,12
287,2015,30,8,19.79,1,1,12
288,2010,25,3,15.83,0,1,14
288,2011,26,5,19.07,1,1,14
288,2012,27,5,21.64,1,1,14
288,2013,28,7,19.56,1,1,14
288,2014,29,7,16.81,1,1,14
288,2015,30,9,21.47,1,1,14
289,2010,25,3,16.85,1,1,12
289,2011,26,4,19.08,1,0,12
289,2012,27,5,17.02,1,1,12
289,2013,28,7,18.85,1,1,12
289,2014,29,9,20.8,1,1,12
289,2015,30,8,22.7,1,1,12
290,2010,25,4,17.24,1,1,16
290,2011,26,5,18.1,1,1,16
290,2012,27,6,17.99,1,1,16
290,2013,28,6,15.3,1,1,16
290,2014,29,7,18.52,1,0,16
290,2015,30,8,20.28,1,1,16
291,2010,25,3,19.0,1,1,10
291,2011,26,4,17.34,1,1,10
291,2012,27,5,14.18,0,1,10
291,2013,28,7,16.86,1,1,10
291,2014,29,7,19.44,1,1,10
291,2015,30,9,20.16,1,1,10
292,2010,25,3,11.12,0,1,14
292,2011,26,4,15.68,1,1,14
292,2012,27,5,16.01,1,1,14
292,2013,28,7,20.28,1,1,14
292,2014,29,8,14.86,1,1,14
292,2015,30,10,18.1,1,1,14
293,2010,25,4,19.37,1,1,12
293,2011,26,4,19.64,1,1,12
293,2012,27,5,21.7,1,0,12
293,2013,28,6,22.45,1,1,12
293,2014,29,8,19.95,1,1,12
293,2015,30,8,23.84,1,0,12
294,2010,25,3,18.24,1,1,14
294,2011,26,5,20.58,1,1,14
294,2012,27,5,15.88,1,1,14
294,2013,28,9,19.49,1,1,14
294,2014,29,8,23.76,1,1,14
294,2015,30,8,18.69,1,1,14
295,2010,25,4,13.98,1,1,14
295,2011,26,4,13.31,1,1,14
295,2012,27,5,14.38,1,1,14
295,2013,28,9,18.05,1,1,14
295,2014,29,8,18.58,1,1,14
295,2015,30,10,19.15,1,1,14
296,2010,25,3,21.53,1,1,12
296,2011,26,4,20.26,1,1,12
296,2012,27,6,18.77,1,1,12
296,2013,28,9,19.28,1,1,12
296,2014,29,7,19.64,1,1,12
296,2015,30,8,19.24,1,1,12
297,2010,25,3,17.53,1,1,14
297,2011,26,6,18.88,1,1,14
297,2012,27,6,16.3,1,1,14
297,2013,28,7,20.06,1,1,14
297,2014,29,8,17.03,1,1,14
297,2015,30,8,19.0,1,1,14
298,2010,25,5,19.98,1,1,10
298,2011,26,4,18.02,1,1,10
298,2012,27,6,20.69,1,1,10
298,2013,28,7,19.89,1,1,10
298,2014,29,7,20.55,1,1,10
298,2015,30,8,22.09,1,1,10
299,2010,25,3,16.28,1,1,16
299,2011,26,4,14.36,1,1,16
299,2012,27,5,18.71,1,1,16
299,2013,28,6,18.71,1,1,16
299,2014,29,7,20.63,1,1,16
299,2015,30,8,18.76,1,1,16
300,2010,25,3,19.32,1,1,16
300,2011,26,4,15.05,1,1,16
300,2012,27,6,17.04,1,1,16
300,2013,28,8,13.72,0,1,16
300,2014,29,7,18.12,1,1,16
300,2015,30,8,16.67,1,1,16
301,2010,25,3,15.89,1,0,10
301,2011,26,4,15.42,1,1,10
301,2012,27,5,17.45,1,1,10
301,2013,28,7,20.37,1,1,10
301,2014,29,7,18.85,1,1,10
301,2015,30,8,16.6,1,1,10
302,2010,25,3,16.77,1,1,14
302,2011,26,5,17.78,1,1,14
302,2012,27,5,18.95,0,1,14
302,2013,28,7,18.62,1,1,14
302,2014,29,7,21.6,1,1,14
302,2015,30,8,20.09,1,1,14
303,2010,25,3,18.12,1,1,12
303,2011,26,4,23.6,1,1,12
303,2012,27,5,19.66,1,1,12
303,2013,28,6,18.79,1,1,12
303,2014,29,8,19.35,1,1,12
303,2015,30,8,22.36,1,1,12
304,2010,25,3,16.55,1,1,14
304,2011,26,4,15.58,1,1,14
304,2012,27,5,19.4,1,1,14
304,2013,28,7,19.3,0,1,14
304,2014,29,8,16.7,1,1,14
304,2015,30,10,20.38,1,1,14
305,2010,25,3,17.54,1,1,10
305,2011,26,4,15.66,1,1,10
305,2012,27,5,15.94,1,1,10
305,2013,28,6,19.38,1,1,10
305,2014,29,7,22.84,1,1,10
305,2015,30,8,22.32,1,1,10
306,2010,25,3,19.0,1,1,14
306,2011,26,4,18.25,1,1,14
306,2012,27,6,20.69,1,1,14
306,2013,28,6,22.99,1,1,14
306,2014,29,7,21.37,1,1,14
306,2015,30,8,20.87,1,1,14
307,2010,25,3,16.18,1,1,16
307,2011,26,4,14.33,1,1,16
307,2012,27,5,15.43,1,1,16
307,2013,28,8,18.4,1,1,16
307,2014,29,7,22.47,1,1,16
307,2015,30,8,18.17,1,1,16
308,2010,25,3,14.75,1,1,14
308,2011,26,5,20.26,1,1,14
308,2012,27,5,19.79,1,1,14
308,2013,28,6,18.54,1,1,14
308,2014,29,7,21.83,1,1,14
308,2015,30,8,18.2,1,1,14
309,2010,25,3,15.6,1,1,10
309,2011,26,5,16.14,1,1,10
309,2012,27,5,17.98,1,1,10
309,2013,28,7,17.53,1,1,10
309,2014,29,8,18.02,1,1,10
309,2015,30,9,20.51,1,1,10
310,2010,25,6,20.7,1,1,16
310,2011,26,4,16.37,1,1,16
310,2012,27,5,16.29,1,0,16
310,2013,28,7,18.39,1,0,16
310,2014,29,7,15.83,0,0,16
310,2015,30,9,17.19,1,1,16
311,2010,25,5,22.61,1,1,14
311,2011,26,4,16.15,1,1,14
311,2012,27,5,17.82,1,1,14
311,2013,28,6,22.05,0,1,14
311,2014,29,7,19.21,1,1,14
311,2015,30,9,21.98,1,1,14
312,2010,25,5,18.28,1,1,14
312,2011,26,4,19.67,1,1,14
312,2012,27,5,20.95,1,1,14
312,2013,28,6,18.25,1,1,14
312,2014,29,7,18.09,1,1,14
312,2015,30,8,19.26,1,1,14
313,2010,25,4,21.56,1,1,16
313,2011,26,4,19.39,1,1,16
313,2012,27,6,19.6,1,1,16
313,2013,28,6,17.41,1,1,16
313,2014,29,8,22.74,1,1,16
313,2015,30,8,21.22,1,1,16
314,2010,25,3,18.16,1,1,12
314,2011,26,5,23.63,1,1,12
314,2012,27,6,24.27,1,1,12
314,2013,28,6,20.12,1,1,12
314,2014,29,8,17.76,1,1,12
314,2015,30,8,17.99,1,1,12
315,2010,25,3,15.62,1,1,16
315,2011,26,5,16.93,1,1,16
315,2012,27,8,17.7,1,1,16
315,2013,28,6,18.72,1,1,16
315,2014,29,7,17.02,1,1,16
315,2015,30,8,17.62,1,1,16
316,2010,25,3,19.92,1,1,12
316,2011,26,5,19.3,1,1,12
316,2012,27,6,21.43,1,1,12
316,2013,28,6,18.7,1,1,12
316,2014,29,7,20.76,1,1,12
316,2015,30,8,21.04,1,1,12
317,2010,25,3,14.98,0,1,10
317,2011,26,4,15.57,0,1,10
317,2012,27,5,17.33,1,1,10
317,2013,28,7,19.09,1,1,10
317,2014,29,7,17.76,1,1,10
317,2015,30,9,17.73,1,1,10
318,2010,25,3,17.42,0,1,10
318,2011,26,5,19.37,1,1,10
318,2012,27,5,17.48,1,1,10
318,2013,28,6,19.97,1,0,10
318,2014,29,9,21.64,1,1,10
318,2015,30,8,22.5,1,1,10
319,2010,25,3,18.48,1,1,16
319,2011,26,4,17.6,1,1,16
319,2012,27,5,16.11,0,1,16
319,2013,28,6,16.77,1,1,16
319,2014,29,7,21.53,1,1,16
319,2015,30,8,16.82,1,1,16
320,2010,25,3,17.43,1,1,16
320,2011,26,4,19.25,1,1,16
320,2012,27,5,19.31,0,1,16
320,2013,28,6,19.47,1,1,16
320,2014,29,7,17.74,1,1,16
320,2015,30,9,19.64,1,1,16
321,2010,25,3,15.29,1,1,10
321,2011,26,4,17.34,1,1,10
321,2012,27,5,19.81,1,1,10
321,2013,28,6,18.38,1,1,10
321,2014,29,9,20.91,1,1,10
321,2015,30,10,20.69,1,1,10
322,2010,25,3,16.56,1,1,12
322,2011,26,5,17.59,0,1,12
322,2012,27,5,14.2,1,1,12
322,2013,28,7,16.73,1,1,12
322,2014,29,7,18.55,1,1,12
322,2015,30,8,14.19,0,1,12
323,2010,25,4,21.94,1,1,10
323,2011,26,4,20.85,1,1,10
323,2012,27,5,21.44,1,1,10
323,2013,28,8,24.67,1,1,10
323,2014,29,7,21.37,1,1,10
323,2015,30,8,23.57,1,1,10
324,2010,25,4,14.8,1,1,16
324,2011,26,4,17.38,1,1,16
324,2012,27,5,13.99,1,1,16
324,2013,28,6,17.03,1,1,16
324,2014,29,7,14.01,1,1,16
324,2015,30,8,15.99,1,1,16
325,2010,25,4,17.33,0,0,10
325,2011,26,4,14.66,1,1,10
325,2012,27,5,16.24,1,1,10
325,2013,28,8,16.97,1,1,10
325,2014,29,7,15.86,1,1,10
325,2015,30,8,17.58,0,1,10
326,2010,25,3,21.2,1,1,16
326,2011,26,4,21.38,1,1,16
326,2012,27,5,23.78,1,1,16
326,2013,28,7,19.88,1,1,16
326,2014,29,8,20.41,1,1,16
326,2015,30,9,22.72,1,1,16
327,2010,25,3,18.74,1,1,16
327,2011,26,5,17.94,1,1,16
327,2012,27,6,18.33,1,1,16
327,2013,28,6,15.48,1,1,16
327,2014,29,9,18.14,1,1,16
327,2015,30,8,22.05,1,1,16
328,2010,25,4,18.71,1,1,10
328,2011,26,4,22.56,1,0,10
328,2012,27,5,17.99,1,1,10
328,2013,28,6,20.06,1,1,10
328,2014,29,7,18.06,1,1,10
328,2015,30,8,23.18,1,1,10
329,2010,25,3,19.77,1,1,12
329,2011,26,4,18.89,1,1,12
329,2012,27,5,18.43,1,1,12
329,2013,28,6,19.38,1,1,12
329,2014,29,7,18.31,1,1,12
329,2015,30,9,20.46,1,1,12
330,2010,25,3,18.07,1,1,14
330,2011,26,4,14.64,1,1,14
330,2012,27,6,20.25,0,1,14
330,2013,28,6,15.52,1,1,14
330,2014,29,10,18.62,1,1,14
330,2015,30,8,17.88,0,1,14
331,2010,25,3,14.55,1,1,10
331,2011,26,4,18.2,1,1,10
331,2012,27,6,15.93,1,1,10
331,2013,28,7,13.76,1,1,10
331,2014,29,7,18.95,1,1,10
331,2015,30,9,19.06,1,1,10
332,2010,25,4,17.42,1,1,14
332,2011,26,5,17.42,1,1,14
332,2012,27,6,17.39,1,1,14
332,2013,28,6,21.06,1,1,14
332,2014,29,7,17.33,1,1,14
332,2015,30,8,15.82,1,1,14
333,2010,25,3,11.38,1,1,10
333,2011,26,4,12.6,1,1,10
333,2012,27,5,15.68,1,1,10
333,2013,28,6,15.05,1,1,10
333,2014,29,7,18.32,1,1,10
333,2015,30,9,18.16,1,1,10
334,2010,25,3,19.81,1,0,14
334,2011,26,5,16.81,1,1,14
334,2012,27,5,20.22,1,1,14
334,2013,28,7,18.95,1,1,14
334,2014,29,8,20.35,1,1,14
334,2015,30,8,20.11,1,1,14
335,2010,25,4,17.82,1,1,12
335,2011,26,4,14.52,1,1,12
335,2012,27,7,21.25,1,1,12
335,2013,28,6,17.31,1,1,12
335,2014,29,8,20.25,1,1,12
335,2015,30,8,17.71,1,1,12
336,2010,25,4,18.98,1,1,12
336,2011,26,4,12.5,1,1,12
336,2012,27,6,15.92,1,1,12
336,2013,28,7,15.93,1,1,12
336,2014,29,7,18.99,1,1,12
336,2015,30,8,14.22,1,1,12
337,2010,25,3,15.32,1,1,10
337,2011,26,4,17.07,0,1,10
337,2012,27,6,17.25,0,1,10
337,2013,28,7,18.61,1,1,10
337,2014,29,7,14.68,1,1,10
337,2015,30,8,19.16,1,1,10
338,2010,25,4,20.07,1,0,16
338,2011,26,4,19.29,1,1,16
338,2012,27,6,18.08,1,1,16
338,2013,28,6,15.45,1,1,16
338,2014,29,9,19.12,1,1,16
338,2015,30,8,24.16,1,1,16
339,2010,25,3,17.82,1,1,14
339,2011,26,4,13.59,1,1,14
339,2012,27,7,17.54,1,1,14
339,2013,28,6,16.58,1,1,14
339,2014,29,8,16.16,1,1,14
339,2015,30,9,17.6,1,1,14
340,2010,25,3,12.71,1,1,16
340,2011,26,5,15.05,1,1,16
340,2012,27,5,17.5,1,1,16
340,2013,28,6,16.28,1,1,16
340,2014,29,8,17.86,1,0,16
340,2015,30,8,14.96,1,1,16
341,2010,25,3,15.29,1,1,16
341,2011,26,5,17.09,1,1,16
341,2012,27,5,17.1,1,1,16
341,2013,28,7,18.45,1,1,16
341,2014,29,7,21.19,1,1,16
341,2015,30,9,23.15,1,1,16
342,2010,25,4,15.22,1,1,16
342,2011,26,4,15.43,1,1,16
342,2012,27,5,18.44,1,1,16
342,2013,28,6,18.58,1,1,16
342,2014,29,9,18.95,1,1,16
342,2015,30,8,20.8,1,1,16
343,2010,25,4,13.46,0,0,12
343,2011,26,5,12.66,1,1,12
343,2012,27,5,11.53,1,1,12
343,2013,28,6,12.9,1,1,12
343,2014,29,9,19.43,1,1,12
343,2015,30,8,17.48,1,1,12
344,2010,25,4,16.91,1,1,10
344,2011,26,4,16.35,1,1,10
344,2012,27,5,18.19,1,1,10
344,2013,28,7,19.25,1,1,10
344,2014,29,7,18.77,1,1,10
344,2015,30,9,16.21,1,1,10
345,2010,25,4,16.33,1,1,10
345,2011,26,4,15.77,1,0,10
345,2012,27,5,16.63,1,1,10
345,2013,28,7,20.64,1,1,10
345,2014,29,8,19.81,1,1,10
345,2015,30,9,18.26,1,1,10
346,2010,25,4,12.27,0,1,12
346,2011,26,5,15.65,1,1,12
346,2012,27,6,13.23,1,1,12
346,2013,28,7,15.53,1,1,12
346,2014,29,8,13.84,1,1,12
346,2015,30,9,14.75,0,1,12
347,2010,25,3,13.93,1,0,12
347,2011,26,4,13.75,0,1,12
347,2012,27,7,16.6,1,1,12
347,2013,28,6,16.05,0,1,12
347,2014,29,7,15.24,0,1,12
347,2015,30,10,13.82,0,1,12
348,2010,25,4,15.14,1,0,10
348,2011,26,4,17.54,1,1,10
348,2012,27,5,16.98,1,1,10
348,2013,28,7,19.81,1,1,10
348,2014,29,8,18.75,1,1,10
348,2015,30,9,16.89,1,1,10
349,2010,25,5,18.42,0,0,16
349,2011,26,4,17.18,1,0,16
349,2012,27,6,14.82,0,1,16
349,2013,28,7,16.21,1,1,16
349,2014,29,7,16.68,1,0,16
349,2015,30,9,22.8,1,1,16
350,2010,25,3,14.88,1,1,14
350,2011,26,4,17.06,0,0,14
350,2012,27,7,18.87,1,1,14
350,2013,28,6,19.27,1,1,14
350,2014,29,8,17.55,1,1,14
350,2015,30,8,18.76,1,1,14
351,2010,25,4,17.44,1,1,14
351,2011,26,4,19.14,1,1,14
351,2012,27,5,20.79,1,1,14
351,2013,28,6,20.78,1,1,14
351,2014,29,8,19.76,1,1,14
351,2015,30,8,20.71,1,1,14
352,2010,25,3,19.37,1,1,14
352,2011,26,4,19.37,1,1,14
352,2012,27,6,17.24,1,1,14
352,2013,28,6,22.73,1,1,14
352,2014,29,9,23.45,1,1,14
352,2015,30,8,18.16,1,1,14
353,2010,25,4,15.01,1,1,16
353,2011,26,5,16.65,1,1,16
353,2012,27,5,20.09,1,1,16
353,2013,28,7,21.94,1,1,16
353,2014,29,7,18.18,1,1,16
353,2015,30,8,21.07,1,1,16
354,2010,25,4,14.16,1,1,10
354,2011,26,4,19.34,1,1,10
354,2012,27,5,18.5,1,1,10
354,2013,28,7,16.46,1,0,10
354,2014,29,8,16.99,1,1,10
354,2015,30,8,21.28,1,1,10
355,2010,25,3,13.89,1,0,12
355,2011,26,4,16.51,1,1,12
355,2012,27,5,14.65,1,1,12
355,2013,28,6,13.0,1,1,12
355,2014,29,8,18.05,1,1,12
355,2015,30,8,15.46,1,1,12
356,2010,25,3,16.07,1,1,10
356,2011,26,4,16.44,1,1,10
356,2012,27,6,16.22,0,1,10
356,2013,28,6,17.67,0,1,10
356,2014,29,9,20.47,1,1,10
356,2015,30,9,21.47,1,1,10
357,2010,25,4,17.5,0,1,16
357,2011,26,4,20.3,1,1,16
357,2012,27,5,14.82,1,1,16
357,2013,28,7,14.22,1,1,16
357,2014,29,8,19.29,1,1,16
357,2015,30,9,19.19,1,1,16
358,2010,25,3,17.21,1,1,12
358,2011,26,4,14.46,0,1,12
358,2012,27,5,19.37,1,1,12
358,2013,28,6,18.52,1,1,12
358,2014,29,7,19.58,1,1,12
358,2015,30,8,19.15,1,1,12
359,2010,25,4,17.32,1,1,16
359,2011,26,4,16.24,1,1,16
359,2012,27,5,13.33,1,1,16
359,2013,28,6,15.54,1,1,16
359,2014,29,7,16.53,1,1,16
359,2015,30,8,16.53,1,1,16
360,2010,25,3,20.34,1,1,14
360,2011,26,4,18.32,1,1,14
360,2012,27,5,15.49,1,1,14
360,2013,28,6,18.32,1,1,14
360,2014,29,7,19.78,0,1,14
360,2015,30,8,18.15,1,1,14
361,2010,25,4,18.52,1,1,14
361,2011,26,5,20.12,1,1,14
361,2012,27,5,18.08,1,1,14
361,2013,28,6,19.63,1,1,14
361,2014,29,7,23.69,1,1,14
361,2015,30,8,26.62,1,1,14
362,2010,25,3,17.44,1,1,16
362,2011,26,5,19.06,1,1,16
362,2012,27,5,18.9,1,1,16
362,2013,28,6,17.82,1,1,16
362,2014,29,11,17.54,1,1,16
362,2015,30,8,14.46,1,0,16
363,2010,25,3,19.85,1,1,12
363,2011,26,5,18.74,1,1,12
363,2012,27,6,18.72,1,1,12
363,2013,28,7,18.3,1,1,12
363,2014,29,9,19.35,1,1,12
363,2015,30,8,16.91,0,1,12
364,2010,25,3,18.27,1,1,12
364,2011,26,5,20.99,1,1,12
364,2012,27,5,20.77,1,1,12
364,2013,28,7,17.35,1,1,12
364,2014,29,7,17.9,1,1,12
364,2015,30,8,18.74,1,1,12
365,2010,25,3,15.34,1,1,10
365,2011,26,4,16.58,1,1,10
365,2012,27,5,15.26,1,1,10
365,2013,28,6,20.68,1,1,10
365,2014,29,7,14.49,1,1,10
365,2015,30,8,16.73,1,0,10
366,2010,25,5,16.58,0,1,14
366,2011,26,4,19.94,1,1,14
366,2012,27,5,18.22,1,1,14
366,2013,28,6,17.66,1,1,14
366,2014,29,7,15.18,1,1,14
366,2015,30,8,19.78,1,1,14
367,2010,25,3,20.5,1,1,10
367,2011,26,4,15.71,1,1,10
