id,year,rating,income,debt_ratio,age,size,profitability,sector
171,2019,2,10.3321,0.3299,7.0,6.3712,0.0607,5
172,2015,0,9.6456,0.5678,16.3,9.6573,0.0129,4
172,2016,1,9.5616,0.5075,17.3,9.8767,0.0516,4
172,2017,0,9.9111,0.5387,18.3,9.5638,0.092,4
172,2018,0,10.1191,0.5118,19.3,9.9769,0.0324,4
172,2019,3,9.6771,0.5488,20.3,9.726,0.0588,4
173,2015,3,10.0647,0.1345,13.8,7.6307,0.063,3
173,2016,1,10.2107,0.255,14.8,7.756,0.0428,3
173,2017,3,9.9939,0.2233,15.8,7.6479,0.1359,3
173,2018,0,9.8531,0.2378,16.8,7.8886,0.0148,3
173,2019,2,10.3069,0.2558,17.8,7.9338,0.104,3
174,2015,3,10.8648,0.5612,40.1,9.5735,0.0163,4
174,2016,3,11.0606,0.5352,41.1,9.5793,0.1326,4
174,2017,3,11.2074,0.5394,42.1,9.8025,0.1299,4
174,2018,1,10.668,0.5448,43.1,9.6068,0.0326,4
174,2019,3,10.7211,0.6209,44.1,9.8067,0.0423,4
175,2015,0,7.6748,0.8256,15.1,7.8237,0.0468,2
175,2016,0,7.6325,0.774,16.1,7.8162,-0.0051,2
175,2017,0,7.7097,0.7282,17.1,8.0661,-0.0049,2
175,2018,1,7.76,0.8163,18.1,7.8389,0.0329,2
175,2019,1,7.792,0.7594,19.1,7.7868,0.0208,2
176,2015,0,9.3941,0.143,20.1,7.4471,0.0713,4
176,2016,1,9.3677,0.1944,21.1,7.4378,0.093,4
176,2017,0,9.5579,0.1366,22.1,7.3631,0.1405,4
176,2018,3,9.3887,0.1568,23.1,7.5415,0.0298,4
176,2019,1,9.5323,0.221,24.1,7.5416,0.0367,4
177,2015,1,11.361,0.538,23.6,6.4848,0.0441,1
177,2016,3,11.0251,0.4693,24.6,6.415,0.0601,1
177,2017,3,10.9648,0.481,25.6,6.4904,0.0471,1
177,2018,2,11.2438,0.5675,26.6,6.275,0.0397,1
177,2019,3,11.3495,0.4893,27.6,6.6871,0.0898,1
178,2015,2,9.4116,0.1702,24.4,11.3444,0.1015,2
178,2016,2,9.3811,0.2094,25.4,11.6363,0.1029,2
178,2017,3,9.249,0.2021,26.4,11.5248,0.054,2
178,2018,3,9.3991,0.2216,27.4,11.531,0.0351,2
178,2019,2,9.4757,0.2651,28.4,11.6244,0.0119,2
179,2015,2,9.4302,0.5664,32.7,11.9967,0.0932,3
179,2016,1,9.3992,0.5155,33.7,12.1287,0.0899,3
179,2017,0,9.7736,0.4839,34.7,11.992,0.0425,3
179,2018,2,9.4565,0.5651,35.7,12.3118,0.0412,3
179,2019,2,9.7103,0.5329,36.7,12.2129,0.0428,3
180,2015,2,8.9496,0.4266,40.7,7.227,0.0191,1
180,2016,2,9.4421,0.3987,41.7,7.147,0.058,1
180,2017,0,9.0101,0.3831,42.7,7.1593,0.0122,1
180,2018,3,9.3614,0.4035,43.7,7.2207,0.0691,1
180,2019,3,9.4435,0.3366,44.7,7.4155,0.053,1
181,2015,3,10.0807,0.6017,8.7,5.2711,0.0576,2
181,2016,1,9.632,0.6098,9.7,5.2493,0.0214,2
181,2017,1,10.1244,0.5435,10.7,5.2928,-0.0157,2
181,2018,3,9.8655,0.588,11.7,5.3379,0.0089,2
181,2019,1,9.8971,0.685,12.7,5.328,0.0734,2
182,2015,1,9.0346,0.349,4.9,9.1796,0.08,3
182,2016,2,9.0748,0.2913,5.9,9.0764,0.011,3
182,2017,1,8.9931,0.2481,6.9,9.2579,0.0772,3
182,2018,0,9.1429,0.3827,7.9,9.0854,0.0268,3
182,2019,0,9.1113,0.4019,8.9,9.0091,0.1369,3
183,2015,2,10.4941,0.1354,44.0,9.5795,0.0352,1
183,2016,3,10.8365,0.2613,45.0,9.606,0.0785,1
183,2017,3,10.7023,0.2664,46.0,9.6297,0.0879,1
183,2018,1,10.7411,0.1973,47.0,9.5791,0.1144,1
183,2019,3,10.6967,0.234,48.0,9.6756,0.0372,1
184,2015,3,12.5003,0.6524,7.0,9.799,0.0901,1
184,2016,2,12.6877,0.6147,8.0,9.6425,0.0657,1
184,2017,0,12.3154,0.5207,9.0,10.0124,0.0712,1
184,2018,3,12.5217,0.5776,10.0,9.9348,0.0937,1
184,2019,1,12.4356,0.6312,11.0,9.9206,0.0873,1
185,2015,0,10.8978,0.5818,4.9,6.2481,0.0133,2
185,2016,0,11.3063,0.5611,5.9,6.6227,0.0645,2
185,2017,3,11.2649,0.5747,6.9,6.4956,0.0425,2
185,2018,3,11.0968,0.6076,7.9,6.5928,0.0811,2
185,2019,1,11.3416,0.5451,8.9,6.7554,0.087,2
186,2015,3,10.2426,0.3798,41.6,10.2856,0.0624,5
186,2016,2,10.3841,0.418,42.6,10.2385,0.0447,5
186,2017,1,10.3296,0.3724,43.6,10.1675,0.0759,5
186,2018,3,10.4394,0.303,44.6,10.2157,0.1171,5
186,2019,3,10.5363,0.4535,45.6,10.3044,0.0017,5
187,2015,1,9.5189,0.7031,11.0,5.2888,0.0266,1
187,2016,3,9.3755,0.7723,12.0,5.1686,0.0115,1
187,2017,1,9.3283,0.8072,13.0,5.3514,0.0546,1
187,2018,1,9.5646,0.7828,14.0,5.3463,0.0692,1
187,2019,3,9.6926,0.7118,15.0,5.2857,0.0139,1
188,2015,0,8.589,0.05,9.3,7.0415,0.0387,1
188,2016,0,8.2786,0.0587,10.3,6.9889,0.037,1
188,2017,0,8.3516,0.1135,11.3,6.9711,0.0484,1
188,2018,2,8.1913,0.2066,12.3,6.9383,0.026,1
188,2019,3,8.3503,0.1106,13.3,6.934,0.0767,1
189,2015,2,12.5828,0.3268,34.7,8.4236,0.1035,3
189,2016,1,12.3123,0.3526,35.7,8.4792,0.1114,3
189,2017,3,11.9442,0.3076,36.7,8.3612,0.0873,3
189,2018,0,12.3562,0.3708,37.7,8.44,0.0961,3
189,2019,3,12.409,0.4098,38.7,8.4403,0.0883,3
190,2015,1,10.8492,0.2762,13.9,7.9207,0.0528,4
190,2016,0,10.5625,0.2405,14.9,8.103,0.0665,4
190,2017,0,10.919,0.3324,15.9,8.1969,0.039,4
190,2018,0,11.0435,0.2883,16.9,8.1948,0.0094,4
190,2019,2,10.6791,0.186,17.9,8.2074,0.0761,4
191,2015,3,10.1492,0.3832,45.7,9.5258,0.0601,2
191,2016,1,10.2766,0.4563,46.7,9.7933,0.077,2
191,2017,0,10.3094,0.4265,47.7,9.7701,0.0203,2
191,2018,0,9.9324,0.5225,48.7,9.5343,0.1036,2
191,2019,3,10.0539,0.4675,49.7,9.7894,0.0457,2
192,2015,0,10.821,0.5958,25.8,9.0663,0.0782,2
192,2016,1,10.8365,0.6715,26.8,9.1321,0.0396,2
192,2017,2,10.893,0.67,27.8,9.2788,0.0495,2
192,2018,3,10.714,0.6902,28.8,9.2822,0.1146,2
192,2019,2,10.9837,0.675,29.8,9.2573,0.0633,2
193,2015,1,10.8125,0.2101,27.5,4.7973,0.128,5
193,2016,3,10.8034,0.2957,28.5,4.9112,0.098,5
193,2017,3,10.9223,0.2711,29.5,4.809,0.076,5
193,2018,1,10.7665,0.2862,30.5,4.8498,0.0939,5
193,2019,3,10.9237,0.3694,31.5,4.9658,0.0221,5
194,2015,0,9.9868,0.496,31.5,7.726,-0.0071,5
194,2016,0,9.558,0.6259,32.5,7.6187,0.033,5
194,2017,0,9.6464,0.6606,33.5,7.5377,0.0942,5
194,2018,1,9.5133,0.5371,34.5,7.5332,0.0482,5
194,2019,2,9.8006,0.6463,35.5,7.9163,0.0291,5
195,2015,2,9.6667,0.3406,5.8,5.7082,0.0108,2
195,2016,1,9.9583,0.3146,6.8,5.7089,0.0448,2
195,2017,2,9.7345,0.3793,7.8,5.6519,0.0587,2
195,2018,3,9.7931,0.3713,8.8,5.7959,0.1353,2
195,2019,1,9.7102,0.4052,9.8,5.7453,0.0332,2
196,2015,2,9.763,0.644,6.2,8.1284,0.0481,5
196,2016,0,9.8296,0.7144,7.2,8.0424,0.0754,5
196,2017,0,9.5473,0.6578,8.2,8.1526,0.0226,5
196,2018,0,9.9217,0.638,9.2,7.9288,0.0638,5
196,2019,0,9.5982,0.6488,10.2,7.8537,0.0421,5
197,2015,0,10.6957,0.3115,31.2,8.1512,0.0783,3
197,2016,1,10.6044,0.2937,32.2,8.2097,0.0498,3
197,2017,3,10.5814,0.3304,33.2,8.2505,0.0776,3
197,2018,1,11.0766,0.3174,34.2,8.3427,0.0639,3
197,2019,1,10.8334,0.3152,35.2,8.2576,0.0843,3
198,2015,2,8.6558,0.2391,9.7,6.9206,0.0423,2
198,2016,0,8.9033,0.3807,10.7,7.0234,-0.011,2
198,2017,0,8.6905,0.4275,11.7,6.8822,0.0932,2
198,2018,1,8.8876,0.436,12.7,7.0249,0.0734,2
198,2019,1,9.0008,0.4306,13.7,6.9852,0.0816,2
199,2015,1,10.3212,0.6602,30.6,10.051,0.0196,5
199,2016,3,9.9657,0.6491,31.6,9.8602,0.05,5
199,2017,0,10.4973,0.7172,32.6,9.9704,0.0722,5
199,2018,0,10.2696,0.7684,33.6,10.0916,0.0592,5
199,2019,0,10.2151,0.7729,34.6,10.013,0.0209,5
200,2015,3,12.4364,0.5753,4.4,7.9242,0.0789,2
200,2016,2,12.8198,0.6701,5.4,7.9545,0.1215,2
200,2017,0,12.1914,0.6182,6.4,7.9977,0.0827,2
200,2018,2,12.3788,0.6064,7.4,7.9147,0.0358,2
200,2019,2,12.4409,0.6469,8.4,7.9024,0.1019,2
201,2015,2,9.8427,0.425,17.6,9.3909,0.0447,4
201,2016,2,9.8158,0.4235,18.6,9.5003,0.0782,4
201,2017,3,10.0783,0.5122,19.6,9.5847,0.0813,4
201,2018,0,10.2946,0.4918,20.6,9.5361,0.0491,4
201,2019,2,10.0625,0.3289,21.6,9.6832,0.0578,4
202,2015,3,11.5834,0.3489,31.9,7.1592,0.06,1
202,2016,2,11.6964,0.4074,32.9,7.3354,0.0294,1
202,2017,3,11.6526,0.3411,33.9,7.2852,0.0735,1
202,2018,0,11.8778,0.2901,34.9,7.2409,0.1082,1
202,2019,3,11.7492,0.4147,35.9,7.0139,0.1103,1
203,2015,0,9.1274,0.5269,15.4,9.6735,0.0595,2
203,2016,2,9.3928,0.4035,16.4,9.6087,0.0422,2
203,2017,1,9.1406,0.4911,17.4,9.4022,0.0731,2
203,2018,0,9.3928,0.5332,18.4,9.6783,0.0713,2
203,2019,1,9.5205,0.5545,19.4,9.5217,0.0021,2
204,2015,3,11.1648,0.05,16.9,7.7363,0.0507,1
204,2016,1,10.9009,0.1006,17.9,7.8176,0.0577,1
204,2017,2,10.8639,0.1577,18.9,7.4308,0.0794,1
204,2018,3,11.2581,0.1415,19.9,7.3298,0.0561,1
204,2019,3,11.1395,0.0879,20.9,7.3896,0.0599,1
205,2015,2,11.9991,0.3246,8.1,10.6,0.0812,5
205,2016,0,11.8585,0.4485,9.1,10.6421,0.082,5
205,2017,1,12.1325,0.3386,10.1,10.7222,0.0629,5
205,2018,0,11.8519,0.5049,11.1,10.607,-0.0234,5
205,2019,2,12.0354,0.4475,12.1,10.6196,0.0639,5
206,2015,1,12.1307,0.3332,39.9,9.8461,0.0613,1
206,2016,2,12.2259,0.3585,40.9,10.0868,0.1008,1
206,2017,3,11.8707,0.3323,41.9,10.0674,0.0858,1
206,2018,2,12.3762,0.369,42.9,10.0312,0.0803,1
206,2019,1,12.2022,0.4444,43.9,10.0257,0.0588,1
207,2015,3,11.0177,0.2862,13.5,8.2735,0.1487,2
207,2016,2,10.8484,0.3679,14.5,8.4735,0.0925,2
207,2017,3,10.9993,0.3531,15.5,8.4826,0.1196,2
207,2018,3,11.0884,0.2962,16.5,8.583,0.0238,2
207,2019,3,11.0181,0.3805,17.5,8.7097,0.0647,2
208,2015,2,8.7125,0.2869,48.2,5.9012,0.1136,4
208,2016,3,8.8082,0.3238,49.2,6.0724,0.0502,4
208,2017,2,8.5116,0.4438,50.2,6.2475,0.0672,4
208,2018,1,8.5101,0.4642,51.2,6.0308,0.0342,4
208,2019,1,8.6008,0.3632,52.2,6.0039,0.0422,4
209,2015,0,9.9266,0.572,29.5,9.1675,0.0797,5
209,2016,2,10.3077,0.6211,30.5,9.1303,0.0495,5
209,2017,3,10.2846,0.538,31.5,9.1439,0.056,5
209,2018,0,10.0854,0.6181,32.5,9.1171,0.0455,5
209,2019,1,10.1288,0.4598,33.5,9.1318,0.0845,5
210,2015,3,12.9161,0.4415,21.0,9.5261,0.0847,2
210,2016,3,12.9428,0.4661,22.0,9.5641,0.1236,2
210,2017,3,12.8077,0.5726,23.0,9.3705,0.0788,2
210,2018,3,13.1156,0.4391,24.0,9.3249,0.0929,2
210,2019,3,12.9433,0.4608,25.0,9.5003,0.052,2
211,2015,1,9.9465,0.3058,24.3,7.3108,0.0424,5
211,2016,3,9.6835,0.2231,25.3,7.3473,0.0321,5
211,2017,0,10.0019,0.2816,26.3,7.2098,0.0533,5
211,2018,3,9.7965,0.3346,27.3,7.4085,0.0476,5
211,2019,1,9.8478,0.424,28.3,7.4252,0.0464,5
212,2015,3,11.7607,0.4132,28.3,12.3874,0.1133,3
212,2016,2,11.7329,0.467,29.3,12.3646,0.0995,3
212,2017,3,11.619,0.4155,30.3,12.3051,0.1152,3
212,2018,3,11.6323,0.4727,31.3,12.353,0.0576,3
212,2019,3,11.9723,0.5104,32.3,12.3669,0.0823,3
213,2015,3,11.5096,0.4238,18.9,6.7819,0.0908,1
213,2016,3,11.2315,0.2634,19.9,6.8311,0.0933,1
213,2017,1,11.7308,0.4139,20.9,6.9179,0.102,1
213,2018,3,11.4037,0.3945,21.9,6.8589,0.0875,1
213,2019,2,11.6,0.4492,22.9,6.871,0.055,1
214,2015,2,9.7048,0.4055,40.2,10.1646,0.0863,3
214,2016,3,9.6032,0.5274,41.2,9.9055,0.0812,3
214,2017,3,9.6733,0.3931,42.2,10.0754,0.0761,3
214,2018,2,9.6891,0.4428,43.2,10.1912,0.0542,3
214,2019,2,9.6615,0.4101,44.2,10.1744,0.0302,3
215,2015,1,9.844,0.0792,12.3,8.2954,0.0793,2
215,2016,2,9.8983,0.2782,13.3,8.4901,0.0678,2
215,2017,3,10.1409,0.1424,14.3,8.3802,0.0524,2
215,2018,3,10.184,0.1459,15.3,8.4573,0.0608,2
215,2019,1,10.134,0.1158,16.3,8.2414,0.107,2
216,2015,1,9.3815,0.3026,25.4,6.974,0.0689,4
216,2016,3,9.5301,0.2794,26.4,7.1797,0.0242,4
216,2017,2,9.7854,0.3018,27.4,7.2314,0.0636,4
216,2018,3,9.7483,0.297,28.4,7.2967,0.0559,4
216,2019,3,9.6786,0.3558,29.4,7.0788,0.0838,4
217,2015,1,8.8719,0.4873,3.3,8.3636,0.0591,5
217,2016,1,8.847,0.5069,4.3,8.1086,0.0949,5
217,2017,1,9.0463,0.5584,5.3,8.3775,0.0164,5
217,2018,0,9.0365,0.511,6.3,8.3259,0.0972,5
217,2019,1,9.4287,0.6199,7.3,8.5083,0.0393,5
218,2015,2,9.203,0.4315,18.1,4.5293,0.0449,1
218,2016,0,9.2437,0.344,19.1,4.293,0.0931,1
218,2017,1,9.2679,0.475,20.1,4.3265,0.0104,1
218,2018,0,9.0,0.4509,21.1,4.3879,0.0658,1
218,2019,1,9.2094,0.5422,22.1,4.6105,0.1028,1
219,2015,1,10.5862,0.5745,20.8,8.4772,0.0529,5
219,2016,0,10.4878,0.5685,21.8,8.6204,0.0673,5
219,2017,2,10.3284,0.5593,22.8,8.4819,0.0033,5
219,2018,0,10.4381,0.5463,23.8,8.4346,0.0379,5
219,2019,1,10.8491,0.437,24.8,8.5489,0.0302,5
220,2015,3,9.639,0.3733,41.2,9.8209,0.0704,2
220,2016,2,9.9036,0.4254,42.2,9.7092,0.0351,2
220,2017,3,9.7871,0.4766,43.2,9.7364,0.0826,2
220,2018,0,9.5684,0.3895,44.2,9.801,0.0708,2
220,2019,0,9.7151,0.4729,45.2,9.6995,0.0522,2
221,2015,2,9.9975,0.05,18.1,8.5971,0.0582,5
221,2016,3,10.0436,0.05,19.1,8.2829,0.1596,5
221,2017,3,10.3262,0.05,20.1,8.4264,0.0882,5
221,2018,3,10.4144,0.05,21.1,8.4905,0.1106,5
221,2019,3,10.3451,0.1218,22.1,8.3058,0.0673,5
222,2015,2,9.2959,0.2659,26.9,4.7209,0.0334,1
222,2016,0,9.1721,0.3204,27.9,4.9011,0.0882,1
222,2017,2,9.3688,0.3209,28.9,4.7652,0.0642,1
222,2018,0,9.6896,0.3494,29.9,4.8601,0.0862,1
222,2019,2,9.5551,0.2921,30.9,4.7324,0.021,1
223,2015,3,10.6029,0.3677,25.6,6.8361,0.1216,2
223,2016,1,10.7068,0.3669,26.6,6.7023,0.0617,2
223,2017,3,10.7448,0.4324,27.6,6.742,0.0869,2
223,2018,2,10.9156,0.2894,28.6,6.8754,0.088,2
223,2019,0,10.9419,0.4024,29.6,6.8837,0.0634,2
224,2015,1,10.8464,0.2617,13.4,10.4215,0.0919,5
224,2016,2,10.9673,0.2714,14.4,10.3439,0.0709,5
224,2017,3,11.3021,0.4094,15.4,10.2292,0.1198,5
224,2018,0,10.9768,0.3653,16.4,10.5481,0.0594,5
224,2019,2,11.1266,0.3638,17.4,10.3693,0.0762,5
225,2015,1,8.8594,0.6198,22.5,8.3792,0.058,4
225,2016,3,8.9134,0.5515,23.5,8.3272,0.0659,4
225,2017,0,8.7008,0.6273,24.5,8.4147,-0.0291,4
225,2018,1,8.7349,0.5913,25.5,8.4764,0.007,4
225,2019,1,8.9406,0.6386,26.5,8.3429,0.0836,4
226,2015,2,10.7745,0.3807,10.6,9.3713,0.0496,2
226,2016,3,10.7801,0.4267,11.6,9.3084,0.0697,2
226,2017,3,11.1389,0.3968,12.6,9.4643,0.0468,2
226,2018,3,10.7624,0.3734,13.6,9.2745,0.0712,2
226,2019,2,10.9669,0.454,14.6,9.4377,0.0505,2
227,2015,3,9.5813,0.3571,31.2,6.5393,-0.0012,2
227,2016,1,9.8292,0.2725,32.2,6.7751,0.0682,2
227,2017,0,9.7273,0.2531,33.2,6.8745,0.0939,2
227,2018,0,9.8642,0.3707,34.2,6.8759,0.0583,2
227,2019,0,9.7114,0.3281,35.2,6.8715,0.0933,2
228,2015,2,10.1467,0.2363,7.6,8.7948,0.078,4
228,2016,1,10.3263,0.2748,8.6,8.8838,0.05,4
228,2017,0,10.1494,0.2999,9.6,9.0613,0.0286,4
228,2018,1,10.3636,0.247,10.6,8.8723,-0.0142,4
228,2019,1,10.32,0.3801,11.6,8.9,0.0436,4
229,2015,0,10.2738,0.4734,34.3,9.2412,0.1103,3
229,2016,2,10.0863,0.354,35.3,9.2421,0.0236,3
229,2017,3,9.9926,0.4091,36.3,9.1687,0.0111,3
229,2018,0,10.1813,0.4071,37.3,9.3369,0.0256,3
229,2019,3,9.9165,0.4301,38.3,9.3095,0.0477,3
230,2015,2,8.3144,0.294,20.6,6.1153,0.0618,1
230,2016,0,8.5554,0.2968,21.6,5.9786,0.0406,1
230,2017,0,8.5308,0.2677,22.6,5.9729,0.0295,1
230,2018,0,8.467,0.3131,23.6,5.9509,0.0883,1
230,2019,1,8.7461,0.3368,24.6,6.0597,0.0734,1
231,2015,1,9.9776,0.3805,46.3,6.5072,0.088,3
231,2016,1,10.2068,0.4817,47.3,6.4288,0.1028,3
231,2017,1,10.1976,0.3281,48.3,6.548,0.0682,3
231,2018,2,10.1864,0.3337,49.3,6.7118,0.0988,3
231,2019,1,10.4011,0.4484,50.3,6.7316,0.0358,3
232,2015,0,9.7893,0.5909,33.8,10.1772,0.027,5
232,2016,2,9.7618,0.606,34.8,10.1411,0.0352,5
232,2017,1,10.0562,0.6753,35.8,9.9536,0.0523,5
232,2018,1,9.913,0.6811,36.8,9.9593,0.0476,5
232,2019,0,9.669,0.6184,37.8,10.0158,0.0184,5
233,2015,3,10.5693,0.2856,7.4,8.3544,0.081,4
233,2016,2,10.6666,0.3396,8.4,8.2965,0.0795,4
233,2017,2,10.397,0.2418,9.4,8.3288,0.0959,4
233,2018,3,10.5336,0.2776,10.4,8.515,0.0745,4
233,2019,0,10.787,0.2466,11.4,8.4864,0.0515,4
234,2015,1,9.6995,0.3261,13.8,7.5094,0.0541,3
234,2016,1,9.4216,0.3391,14.8,7.1301,0.023,3
234,2017,2,9.6018,0.3274,15.8,7.3838,0.1174,3
234,2018,1,9.4473,0.4652,16.8,7.4313,0.0046,3
234,2019,0,9.4223,0.3751,17.8,7.5937,0.0536,3
235,2015,2,10.6879,0.3123,3.9,5.8498,0.0553,2
235,2016,0,10.4552,0.3769,4.9,5.8048,0.0496,2
235,2017,3,10.6795,0.4144,5.9,5.8796,0.0427,2
235,2018,3,10.5778,0.4289,6.9,5.8777,0.0192,2
235,2019,3,10.7988,0.4004,7.9,5.9042,0.1223,2
236,2015,2,11.0697,0.28,27.1,7.2164,0.1059,5
236,2016,1,10.8455,0.2806,28.1,6.9366,0.0149,5
236,2017,2,10.8992,0.2714,29.1,7.1585,0.0764,5
236,2018,3,10.9331,0.3469,30.1,7.2178,0.0851,5
236,2019,2,11.0042,0.2696,31.1,7.1088,0.0281,5
237,2015,1,9.7542,0.1626,49.0,6.219,0.0116,5
237,2016,1,9.4291,0.1115,50.0,6.185,0.0383,5
237,2017,2,9.7222,0.2307,51.0,6.2656,0.0529,5
237,2018,3,9.6716,0.0922,52.0,6.3818,0.0666,5
237,2019,0,9.7536,0.1388,53.0,6.3139,0.0162,5
238,2015,3,13.0205,0.4449,29.0,6.6321,0.0996,3
238,2016,2,13.2529,0.5061,30.0,6.6736,0.1012,3
238,2017,3,13.089,0.4937,31.0,6.4761,0.0529,3
238,2018,2,13.2211,0.5979,32.0,6.6531,0.106,3
238,2019,3,13.2073,0.5428,33.0,6.9453,0.065,3
239,2015,2,10.7026,0.2992,40.0,6.9863,0.11,3
239,2016,3,10.5907,0.3184,41.0,6.9559,-0.0273,3
239,2017,3,10.9048,0.3397,42.0,6.7574,0.1129,3
239,2018,3,10.8888,0.3983,43.0,6.9684,0.0871,3
239,2019,2,10.8388,0.348,44.0,6.8788,0.1339,3
240,2015,1,10.9771,0.4022,26.6,11.2624,0.1216,4
240,2016,3,11.3307,0.4799,27.6,11.382,0.0457,4
240,2017,3,10.9906,0.5024,28.6,11.3838,0.0602,4
240,2018,3,11.0392,0.4012,29.6,11.3176,0.0208,4
240,2019,1,11.3223,0.5236,30.6,11.3023,0.0594,4
241,2015,3,10.471,0.5804,45.7,7.4815,0.0733,1
241,2016,1,10.8328,0.5934,46.7,7.4525,0.1071,1
241,2017,1,10.6435,0.6393,47.7,7.2075,0.05,1
241,2018,1,10.8022,0.6966,48.7,7.7188,0.0409,1
241,2019,3,10.6698,0.6454,49.7,7.5081,0.1326,1
242,2015,1,11.3553,0.3856,36.6,7.3866,0.1053,3
242,2016,2,11.5004,0.4859,37.6,7.3776,0.0547,3
242,2017,0,11.3499,0.3799,38.6,7.5461,0.025,3
242,2018,2,11.5386,0.5098,39.6,7.4588,0.0604,3
242,2019,2,11.6544,0.4686,40.6,7.7394,0.0549,3
243,2015,2,10.4647,0.1762,33.4,7.0802,0.0993,3
243,2016,3,10.2123,0.07,34.4,7.205,0.057,3
243,2017,1,10.1969,0.0744,35.4,7.0825,0.0231,3
243,2018,3,10.0786,0.2489,36.4,6.9894,0.0756,3
243,2019,3,10.0884,0.1334,37.4,7.1182,0.0907,3
244,2015,3,10.6361,0.167,23.5,6.6651,0.0651,2
244,2016,3,10.531,0.1636,24.5,6.7561,0.0788,2
244,2017,3,10.4111,0.18,25.5,6.8567,0.128,2
244,2018,2,10.6334,0.1281,26.5,6.695,0.0844,2
244,2019,2,10.4442,0.2188,27.5,6.8006,0.1155,2
245,2015,1,12.9498,0.6956,39.5,7.4791,0.0511,5
245,2016,1,13.085,0.5843,40.5,7.3889,0.1013,5
245,2017,3,13.1119,0.5661,41.5,7.5143,0.094,5
245,2018,1,13.1771,0.6458,42.5,7.628,0.0679,5
245,2019,1,12.976,0.645,43.5,7.5535,0.0636,5
246,2015,1,9.6213,0.4455,48.2,9.4799,0.0291,1
246,2016,3,9.5623,0.3901,49.2,9.2641,0.1033,1
246,2017,3,9.423,0.3253,50.2,9.284,0.0561,1
246,2018,1,9.6401,0.4743,51.2,9.2679,0.0714,1
246,2019,0,9.4895,0.5091,52.2,9.0239,0.0147,1
247,2015,3,13.0856,0.539,30.7,7.7163,0.0973,2
247,2016,1,13.11,0.5364,31.7,7.7305,0.1027,2
247,2017,0,13.0765,0.6729,32.7,7.7569,0.0651,2
247,2018,3,12.826,0.6369,33.7,7.7466,0.0678,2
247,2019,2,13.1439,0.6013,34.7,7.8417,0.1342,2
248,2015,1,10.201,0.1947,10.8,7.8493,0.0766,4
248,2016,2,10.199,0.1495,11.8,7.5666,0.0415,4
248,2017,1,10.4785,0.2246,12.8,7.699,0.0249,4
248,2018,3,10.1878,0.1455,13.8,7.721,0.1043,4
248,2019,2,10.3515,0.2754,14.8,7.5263,0.0892,4
249,2015,0,9.5849,0.276,10.8,7.1122,0.0577,4
249,2016,1,10.0001,0.2093,11.8,7.2137,0.129,4
249,2017,3,9.9712,0.3106,12.8,6.9238,0.0408,4
249,2018,3,10.0594,0.2677,13.8,7.0311,0.0376,4
249,2019,3,10.0089,0.3948,14.8,7.1721,0.0525,4
250,2015,0,8.1802,0.2362,23.4,10.9279,0.081,3
250,2016,3,8.4701,0.3104,24.4,10.76,0.0302,3
250,2017,1,8.5152,0.2471,25.4,10.847,0.0229,3
250,2018,0,8.1056,0.2765,26.4,10.8403,0.0775,3
250,2019,2,8.319,0.2507,27.4,10.8571,0.089,3
251,2015,0,10.1641,0.4248,8.5,9.8041,0.0533,3
251,2016,0,9.5111,0.4991,9.5,9.9156,0.0526,3
251,2017,3,10.1263,0.3689,10.5,9.8878,0.0642,3
251,2018,2,9.716,0.4319,11.5,10.0238,0.045,3
251,2019,3,10.3117,0.4285,12.5,10.049,0.0407,3
252,2015,0,10.11,0.7596,47.1,9.3253,0.0961,4
252,2016,0,10.1994,0.7857,48.1,9.4431,0.0384,4
252,2017,2,10.2081,0.7357,49.1,9.3253,0.0502,4
252,2018,3,10.4124,0.7141,50.1,9.4394,-0.0002,4
252,2019,3,10.2817,0.6628,51.1,9.3847,0.0218,4
253,2015,2,10.6219,0.1576,21.2,7.0353,0.1165,3
253,2016,3,10.3847,0.1581,22.2,6.9222,0.1535,3
253,2017,3,10.7044,0.2869,23.2,7.0829,0.0505,3
253,2018,3,10.2874,0.2453,24.2,6.9347,0.0772,3
253,2019,3,10.6565,0.2208,25.2,7.237,0.1041,3
254,2015,1,9.5442,0.3267,42.2,6.692,0.0484,1
254,2016,2,9.7523,0.4212,43.2,6.9765,0.0231,1
254,2017,0,9.3773,0.382,44.2,6.7949,0.0331,1
254,2018,2,9.6785,0.3453,45.2,7.0067,0.0938,1
254,2019,1,9.6202,0.5385,46.2,6.6763,0.0731,1
255,2015,2,10.183,0.211,33.9,8.49,0.0925,3
255,2016,3,10.2111,0.1091,34.9,8.611,0.1005,3
255,2017,2,10.4933,0.1401,35.9,8.2534,0.1123,3
255,2018,3,10.4547,0.2587,36.9,8.3936,0.0613,3
255,2019,0,10.419,0.2523,37.9,8.3047,0.1098,3
256,2015,1,13.023,0.2738,5.5,5.4888,0.1034,5
256,2016,3,13.007,0.4052,6.5,5.5301,0.1057,5
256,2017,2,12.996,0.3479,7.5,5.1968,0.0583,5
256,2018,3,13.0664,0.3857,8.5,5.6583,0.0481,5
256,2019,3,13.1497,0.4974,9.5,5.5482,0.1008,5
257,2015,3,10.6687,0.3211,4.9,10.1594,0.1033,3
257,2016,3,10.4854,0.3351,5.9,10.1846,0.0588,3
