worker_id,year,mode,prod_remote,commute,kids,age,educ,income,sector,firm_size,tech_job
975,2022,2,6.54,79.4,1,39.0,12.8,27523.65,1,1,1
975,2023,1,6.65,81.1,1,40.0,12.8,27477.05,1,1,1
976,2019,0,4.99,30.9,1,26.0,9.9,5765.87,2,2,0
976,2020,2,4.51,36.8,1,27.0,9.9,6708.57,2,2,0
976,2021,2,5.34,28.6,1,28.0,9.9,6959.99,2,2,0
976,2022,1,4.98,30.2,2,29.0,9.9,7204.73,2,2,0
976,2023,1,4.7,26.1,2,30.0,9.9,7113.02,2,2,0
977,2019,1,5.6,22.3,0,33.0,8.0,6427.59,4,3,0
977,2020,2,5.99,24.4,0,34.0,8.0,6090.67,4,3,0
977,2021,0,6.01,16.7,0,35.0,8.0,6247.83,4,3,0
977,2022,1,5.4,20.7,0,36.0,8.0,7006.49,4,3,0
977,2023,1,5.52,23.1,0,37.0,8.0,7046.79,4,3,0
978,2019,1,5.89,8.9,0,47.0,17.1,29456.11,3,2,0
978,2020,1,5.72,5.4,0,48.0,17.1,31576.02,3,2,0
978,2021,1,5.67,7.1,0,49.0,17.1,32785.65,3,2,0
978,2022,2,5.44,10.2,0,50.0,17.1,32993.14,3,2,0
978,2023,0,5.92,8.0,0,51.0,17.1,35256.56,3,2,0
979,2019,0,6.0,40.8,0,48.0,13.4,17487.05,1,2,1
979,2020,1,5.9,41.5,0,49.0,13.4,18109.84,1,2,1
979,2021,2,5.75,55.7,0,50.0,13.4,19652.22,1,2,1
979,2022,1,6.44,50.4,0,51.0,13.4,19916.39,1,2,1
979,2023,1,5.83,52.6,0,52.0,13.4,20935.64,1,2,1
980,2019,0,6.79,24.7,2,35.0,12.6,17407.64,2,1,0
980,2020,2,7.11,22.3,2,36.0,12.6,17383.06,2,1,0
980,2021,1,7.32,29.4,2,37.0,12.6,19028.2,2,1,0
980,2022,2,7.08,27.1,2,38.0,12.6,19393.46,2,1,0
980,2023,2,7.18,24.0,2,39.0,12.6,19971.16,2,1,0
981,2019,1,7.03,16.0,1,29.0,13.3,8827.19,5,3,0
981,2020,2,7.1,32.2,1,30.0,13.3,8349.39,5,3,0
981,2021,2,6.93,23.0,0,31.0,13.3,9782.69,5,3,0
981,2022,2,7.24,21.6,0,32.0,13.3,9353.97,5,3,0
981,2023,2,7.35,36.1,0,33.0,13.3,10277.5,5,3,0
982,2019,0,6.16,16.2,3,33.0,12.1,16151.77,5,3,0
982,2020,1,6.61,15.4,3,34.0,12.1,15142.07,5,3,0
982,2021,1,6.19,18.1,3,35.0,12.1,16550.61,5,3,0
982,2022,1,6.01,18.7,3,36.0,12.1,16382.1,5,3,0
982,2023,1,6.19,14.3,3,37.0,12.1,17156.04,5,3,0
983,2019,1,4.8,16.5,2,25.0,14.5,7786.72,2,1,0
983,2020,2,4.84,21.0,2,26.0,14.5,8195.41,2,1,0
983,2021,0,5.37,9.7,2,27.0,14.5,8559.35,2,1,0
983,2022,1,4.63,7.8,2,28.0,14.5,8836.88,2,1,0
983,2023,0,4.66,18.6,2,29.0,14.5,8929.05,2,1,0
984,2019,2,4.88,19.1,0,42.0,10.8,8645.96,4,3,0
984,2020,2,4.89,9.5,0,43.0,10.8,8536.73,4,3,0
984,2021,2,5.43,5.0,0,44.0,10.8,9188.2,4,3,0
984,2022,0,5.59,8.0,0,45.0,10.8,8751.6,4,3,0
984,2023,1,5.67,10.4,0,46.0,10.8,9389.88,4,3,0
985,2019,0,7.1,17.2,0,40.0,11.6,12093.83,1,3,1
985,2020,2,6.97,17.6,0,41.0,11.6,12518.41,1,3,1
985,2021,2,7.14,20.7,0,42.0,11.6,14128.4,1,3,1
985,2022,2,7.42,22.5,0,43.0,11.6,14180.56,1,3,1
985,2023,2,7.22,25.1,0,44.0,11.6,14316.91,1,3,1
986,2019,1,8.0,20.4,1,27.0,14.5,19967.8,1,3,1
986,2020,1,8.48,14.4,1,28.0,14.5,20080.94,1,3,1
986,2021,2,7.48,22.9,1,29.0,14.5,21185.66,1,3,1
986,2022,2,8.33,16.7,1,30.0,14.5,20422.09,1,3,1
986,2023,2,7.5,20.1,1,31.0,14.5,23944.46,1,3,1
987,2019,2,7.49,23.6,0,50.0,12.1,13127.99,3,2,0
987,2020,2,8.14,33.0,0,51.0,12.1,13537.31,3,2,0
987,2021,1,7.45,18.7,0,52.0,12.1,13696.18,3,2,0
987,2022,1,8.17,9.8,0,53.0,12.1,15755.03,3,2,0
987,2023,0,7.25,24.5,0,54.0,12.1,16428.4,3,2,0
988,2019,1,5.29,14.7,1,35.0,12.8,11632.52,4,1,0
988,2020,2,6.57,20.9,1,36.0,12.8,12940.44,4,1,0
988,2021,1,6.16,10.5,1,37.0,12.8,12977.23,4,1,0
988,2022,1,5.34,14.4,1,38.0,12.8,13622.06,4,1,0
988,2023,2,5.43,13.9,1,39.0,12.8,15809.3,4,1,0
989,2019,1,6.47,38.3,3,32.0,9.3,13025.56,1,2,1
989,2020,2,6.11,42.1,3,33.0,9.3,12758.99,1,2,1
989,2021,0,6.81,39.2,3,34.0,9.3,13445.25,1,2,1
989,2022,2,6.56,36.5,3,35.0,9.3,14410.89,1,2,1
989,2023,1,6.25,32.8,3,36.0,9.3,14671.32,1,2,1
990,2019,1,6.77,29.0,4,44.0,10.0,9293.88,1,2,1
990,2020,1,6.29,31.1,4,45.0,10.0,9304.86,1,2,1
990,2021,1,6.82,28.3,4,46.0,10.0,9267.66,1,2,1
990,2022,1,6.01,32.3,4,47.0,10.0,9014.66,1,2,1
990,2023,1,6.56,29.7,4,48.0,10.0,9894.29,1,2,1
991,2019,1,7.59,20.1,2,26.0,15.6,14224.79,1,1,1
991,2020,1,7.99,22.5,2,27.0,15.6,14829.32,1,1,1
991,2021,1,8.05,13.2,2,28.0,15.6,15037.71,1,1,1
991,2022,1,7.71,17.8,2,29.0,15.6,16029.73,1,1,1
991,2023,1,7.92,23.8,1,30.0,15.6,15835.34,1,1,1
992,2019,2,5.67,30.7,0,35.0,17.5,16627.71,4,2,0
992,2020,1,5.97,37.5,0,36.0,17.5,17501.68,4,2,0
992,2021,1,5.23,23.2,0,37.0,17.5,17310.04,4,2,0
992,2022,1,5.38,27.1,0,38.0,17.5,16621.13,4,2,0
992,2023,1,5.88,24.4,0,39.0,17.5,18990.17,4,2,0
993,2019,1,5.35,27.3,0,36.0,15.6,12872.53,3,2,0
993,2020,1,5.42,37.2,0,37.0,15.6,12885.8,3,2,0
993,2021,1,5.32,35.1,0,38.0,15.6,15215.32,3,2,0
993,2022,1,5.11,34.4,0,39.0,15.6,14679.25,3,2,0
993,2023,2,5.87,33.3,0,40.0,15.6,13510.58,3,2,0
994,2019,2,6.74,19.8,2,28.0,13.6,9968.1,4,1,0
994,2020,2,6.68,15.7,2,29.0,13.6,10861.73,4,1,0
994,2021,1,6.92,17.5,2,30.0,13.6,11230.24,4,1,0
994,2022,0,6.51,14.5,2,31.0,13.6,10992.01,4,1,0
994,2023,0,6.19,16.5,3,32.0,13.6,11259.61,4,1,0
995,2019,0,6.04,15.2,0,32.0,14.1,15686.27,1,3,1
995,2020,2,6.38,22.6,0,33.0,14.1,15049.28,1,3,1
995,2021,1,6.51,9.3,0,34.0,14.1,15295.78,1,3,1
995,2022,0,6.28,21.9,0,35.0,14.1,17877.62,1,3,1
995,2023,1,6.26,23.0,0,36.0,14.1,16880.96,1,3,1
996,2019,1,8.23,28.5,0,26.0,16.7,13710.11,2,3,0
996,2020,2,8.08,21.8,0,27.0,16.7,14300.61,2,3,0
996,2021,2,8.15,26.4,0,28.0,16.7,14955.69,2,3,0
996,2022,1,8.61,16.9,0,29.0,16.7,14384.52,2,3,0
996,2023,1,7.82,22.4,0,30.0,16.7,14342.25,2,3,0
997,2019,1,7.78,38.9,2,35.0,13.7,11214.25,1,3,1
997,2020,2,7.51,46.3,2,36.0,13.7,11148.47,1,3,1
997,2021,2,8.1,33.5,2,37.0,13.7,12065.06,1,3,1
997,2022,2,7.71,39.1,2,38.0,13.7,12941.8,1,3,1
997,2023,2,8.38,45.0,2,39.0,13.7,12867.5,1,3,1
998,2019,2,6.63,42.2,1,38.0,10.7,9104.19,5,2,0
998,2020,2,6.96,37.8,0,39.0,10.7,10096.49,5,2,0
998,2021,2,7.07,35.8,0,40.0,10.7,10846.98,5,2,0
998,2022,2,7.0,36.1,0,41.0,10.7,11500.87,5,2,0
998,2023,2,7.81,35.9,1,42.0,10.7,11599.76,5,2,0
999,2019,2,6.55,22.0,0,44.0,14.5,14223.25,1,3,1
999,2020,1,6.49,18.0,0,45.0,14.5,13936.83,1,3,1
999,2021,2,6.46,14.1,0,46.0,14.5,16592.25,1,3,1
999,2022,1,7.05,17.2,0,47.0,14.5,16745.24,1,3,1
999,2023,1,6.6,22.3,0,48.0,14.5,16221.87,1,3,1
1000,2019,1,6.48,18.9,0,37.0,18.8,16801.01,5,1,0
1000,2020,2,7.06,26.5,0,38.0,18.8,18037.51,5,1,0
1000,2021,2,6.99,18.9,0,39.0,18.8,21399.21,5,1,0
1000,2022,2,6.65,22.0,0,40.0,18.8,19920.86,5,1,0
1000,2023,2,7.01,14.5,0,41.0,18.8,20143.92,5,1,0
1001,2019,2,8.54,15.2,0,29.0,14.2,19406.03,1,3,1
1001,2020,2,8.4,6.9,0,30.0,14.2,21820.38,1,3,1
1001,2021,2,9.41,14.0,0,31.0,14.2,20597.42,1,3,1
1001,2022,2,8.21,21.3,0,32.0,14.2,21172.78,1,3,1
1001,2023,2,8.72,15.3,1,33.0,14.2,24423.37,1,3,1
1002,2019,2,7.44,5.0,1,36.0,16.8,9737.48,4,3,0
1002,2020,2,7.8,11.3,1,37.0,16.8,9401.17,4,3,0
1002,2021,2,8.14,5.0,1,38.0,16.8,10409.34,4,3,0
1002,2022,2,7.91,6.6,1,39.0,16.8,11090.11,4,3,0
1002,2023,2,7.71,11.2,1,40.0,16.8,10980.57,4,3,0
1003,2019,2,8.74,33.9,0,43.0,15.5,27083.42,1,2,1
1003,2020,2,9.98,34.7,0,44.0,15.5,28428.09,1,2,1
1003,2021,2,9.12,27.1,0,45.0,15.5,29337.72,1,2,1
1003,2022,0,9.91,27.9,0,46.0,15.5,30233.5,1,2,1
1003,2023,0,9.53,27.7,0,47.0,15.5,29000.4,1,2,1
1004,2019,1,6.4,41.8,0,33.0,12.9,9778.78,1,2,1
1004,2020,1,6.33,41.2,0,34.0,12.9,10848.84,1,2,1
1004,2021,2,6.69,55.5,0,35.0,12.9,10159.94,1,2,1
1004,2022,1,6.61,53.1,1,36.0,12.9,11869.08,1,2,1
1004,2023,1,6.55,47.9,1,37.0,12.9,11637.94,1,2,1
1005,2019,1,6.66,15.1,0,36.0,9.5,9384.39,1,2,1
1005,2020,1,6.52,15.7,0,37.0,9.5,10102.68,1,2,1
1005,2021,1,6.48,16.8,0,38.0,9.5,10803.28,1,2,1
1005,2022,1,6.9,14.6,0,39.0,9.5,9503.68,1,2,1
1005,2023,1,6.37,17.3,1,40.0,9.5,11237.67,1,2,1
1006,2019,1,7.68,14.1,0,48.0,15.4,10108.63,5,1,0
1006,2020,2,7.57,27.0,0,49.0,15.4,10720.03,5,1,0
1006,2021,2,7.83,27.0,0,50.0,15.4,10770.52,5,1,0
1006,2022,0,7.94,23.8,0,51.0,15.4,9836.33,5,1,0
1006,2023,0,7.11,22.7,0,52.0,15.4,11956.38,5,1,0
1007,2019,2,6.88,35.0,0,50.0,14.3,28025.79,1,3,1
1007,2020,0,6.94,37.0,0,51.0,14.3,24961.97,1,3,1
1007,2021,0,6.94,32.3,0,52.0,14.3,26662.63,1,3,1
1007,2022,1,6.97,45.4,0,53.0,14.3,30240.63,1,3,1
1007,2023,1,7.38,31.6,0,54.0,14.3,28108.22,1,3,1
1008,2019,2,6.83,42.8,0,46.0,17.5,31532.05,1,3,1
1008,2020,2,6.93,38.2,0,47.0,17.5,31429.07,1,3,1
1008,2021,2,7.1,41.2,0,48.0,17.5,31586.77,1,3,1
1008,2022,1,6.39,28.5,0,49.0,17.5,32345.79,1,3,1
1008,2023,2,6.47,37.5,0,50.0,17.5,34804.15,1,3,1
1009,2019,0,3.52,17.9,1,34.0,11.0,13387.14,5,2,0
1009,2020,2,3.73,30.3,1,35.0,11.0,13789.04,5,2,0
1009,2021,1,3.58,18.5,1,36.0,11.0,14904.01,5,2,0
1009,2022,1,3.53,38.5,1,37.0,11.0,13810.76,5,2,0
1009,2023,1,3.67,24.8,1,38.0,11.0,14732.53,5,2,0
1010,2019,1,7.66,11.7,1,40.0,12.4,15378.98,2,3,1
1010,2020,2,7.03,6.1,1,41.0,12.4,15789.63,2,3,1
1010,2021,1,7.64,24.0,1,42.0,12.4,15715.34,2,3,1
1010,2022,1,7.27,15.1,1,43.0,12.4,17539.98,2,3,1
1010,2023,2,6.74,14.6,1,44.0,12.4,19406.1,2,3,1
1011,2019,1,7.08,24.9,0,25.0,13.5,7754.64,3,3,0
1011,2020,1,7.7,22.7,0,26.0,13.5,8354.55,3,3,0
1011,2021,1,7.6,29.8,0,27.0,13.5,8738.63,3,3,0
1011,2022,1,7.5,27.0,0,28.0,13.5,8554.64,3,3,0
1011,2023,1,7.54,28.3,0,29.0,13.5,8809.31,3,3,0
1012,2019,1,7.53,35.2,0,34.0,16.2,17259.91,4,2,0
1012,2020,2,7.16,35.3,0,35.0,16.2,19429.39,4,2,0
1012,2021,2,8.07,39.4,0,36.0,16.2,17855.7,4,2,0
1012,2022,2,7.32,26.0,0,37.0,16.2,18473.76,4,2,0
1012,2023,2,7.37,29.6,0,38.0,16.2,18115.95,4,2,0
1013,2019,2,7.45,42.1,0,41.0,22.0,26039.43,3,3,0
1013,2020,2,8.13,50.3,0,42.0,22.0,26015.32,3,3,0
1013,2021,2,7.21,43.7,0,43.0,22.0,26395.57,3,3,0
1013,2022,2,7.63,50.3,0,44.0,22.0,29142.59,3,3,0
1013,2023,2,7.8,51.2,0,45.0,22.0,29817.45,3,3,0
1014,2019,0,7.58,31.9,0,30.0,15.1,43708.4,1,2,1
1014,2020,2,8.44,26.2,0,31.0,15.1,41890.55,1,2,1
1014,2021,2,7.93,24.1,0,32.0,15.1,51603.78,1,2,1
1014,2022,1,7.99,28.6,0,33.0,15.1,49224.22,1,2,1
1014,2023,1,7.92,10.4,0,34.0,15.1,50902.05,1,2,1
1015,2019,1,7.11,5.0,3,48.0,9.1,13553.93,1,1,1
1015,2020,2,7.05,10.7,3,49.0,9.1,13800.93,1,1,1
1015,2021,1,6.83,5.6,3,50.0,9.1,14166.61,1,1,1
1015,2022,2,6.47,9.6,3,51.0,9.1,14926.6,1,1,1
1015,2023,1,6.52,14.2,3,52.0,9.1,15256.56,1,1,1
1016,2019,0,4.71,36.4,1,39.0,8.6,6155.24,2,1,0
1016,2020,1,5.48,32.3,2,40.0,8.6,5866.01,2,1,0
1016,2021,0,5.2,27.8,2,41.0,8.6,6454.97,2,1,0
1016,2022,1,5.63,30.7,2,42.0,8.6,7070.34,2,1,0
1016,2023,2,4.75,32.2,1,43.0,8.6,6686.94,2,1,0
1017,2019,2,6.23,6.6,1,35.0,15.6,13225.58,4,3,0
1017,2020,0,6.83,16.3,1,36.0,15.6,12902.77,4,3,0
1017,2021,1,6.86,22.2,1,37.0,15.6,14088.3,4,3,0
1017,2022,1,7.26,34.5,1,38.0,15.6,13654.83,4,3,0
1017,2023,1,7.12,23.5,1,39.0,15.6,15399.36,4,3,0
1018,2019,2,8.97,26.6,0,31.0,20.1,20259.27,1,3,1
1018,2020,2,9.19,24.5,0,32.0,20.1,21881.65,1,3,1
1018,2021,2,9.27,39.9,0,33.0,20.1,20428.81,1,3,1
1018,2022,1,9.23,28.2,0,34.0,20.1,23346.15,1,3,1
1018,2023,2,9.35,26.7,0,35.0,20.1,22792.35,1,3,1
1019,2019,2,7.73,7.3,1,36.0,15.0,10584.18,4,2,0
1019,2020,2,7.95,18.8,1,37.0,15.0,11427.07,4,2,0
1019,2021,2,7.63,19.6,1,38.0,15.0,12302.52,4,2,0
1019,2022,1,7.69,24.5,1,39.0,15.0,12395.73,4,2,0
1019,2023,1,7.89,10.7,1,40.0,15.0,12844.5,4,2,0
1020,2019,1,6.98,29.0,1,39.0,11.4,9218.61,4,1,0
1020,2020,1,7.03,33.3,1,40.0,11.4,9095.07,4,1,0
1020,2021,2,6.58,34.1,1,41.0,11.4,9697.96,4,1,0
1020,2022,0,7.11,28.9,1,42.0,11.4,10199.22,4,1,0
1020,2023,1,6.95,20.1,1,43.0,11.4,9554.59,4,1,0
1021,2019,1,6.46,30.2,0,47.0,13.1,10011.94,5,3,0
1021,2020,1,6.34,31.0,0,48.0,13.1,9460.98,5,3,0
1021,2021,2,5.89,23.1,0,49.0,13.1,9917.2,5,3,0
1021,2022,2,6.55,18.0,0,50.0,13.1,10672.51,5,3,0
1021,2023,2,6.91,12.1,0,51.0,13.1,9934.68,5,3,0
1022,2019,0,6.46,35.8,1,34.0,11.0,8704.98,3,3,0
1022,2020,1,7.03,40.1,1,35.0,11.0,7327.78,3,3,0
1022,2021,1,7.34,35.2,1,36.0,11.0,8111.82,3,3,0
1022,2022,1,7.3,33.3,2,37.0,11.0,9526.54,3,3,0
1022,2023,1,6.72,38.7,2,38.0,11.0,9432.88,3,3,0
1023,2019,1,4.78,47.3,1,28.0,13.2,17447.14,3,2,0
1023,2020,0,4.76,57.2,1,29.0,13.2,19235.96,3,2,0
1023,2021,0,5.14,57.5,1,30.0,13.2,18123.85,3,2,0
1023,2022,0,4.72,58.9,1,31.0,13.2,18434.51,3,2,0
1023,2023,2,4.65,72.8,1,32.0,13.2,21137.86,3,2,0
1024,2019,2,7.78,22.0,1,31.0,11.3,13900.65,1,2,1
1024,2020,2,7.77,20.5,1,32.0,11.3,13312.19,1,2,1
1024,2021,2,7.68,15.6,1,33.0,11.3,13232.69,1,2,1
1024,2022,2,8.02,20.7,1,34.0,11.3,14384.91,1,2,1
1024,2023,1,8.26,26.4,1,35.0,11.3,14026.47,1,2,1
1025,2019,2,7.43,40.6,3,29.0,18.5,27629.11,1,1,1
1025,2020,2,7.56,43.3,3,30.0,18.5,27100.98,1,1,1
1025,2021,2,8.88,39.7,3,31.0,18.5,25799.98,1,1,1
1025,2022,2,8.15,44.0,2,32.0,18.5,28033.06,1,1,1
1025,2023,2,8.07,29.9,2,33.0,18.5,29029.29,1,1,1
1026,2019,0,7.25,24.8,0,54.0,20.4,23185.85,2,1,0
1026,2020,2,7.35,17.1,0,55.0,20.4,24635.39,2,1,0
1026,2021,2,7.25,18.1,0,56.0,20.4,24836.19,2,1,0
1026,2022,2,7.78,25.2,0,57.0,20.4,27467.17,2,1,0
1026,2023,0,7.86,22.4,0,58.0,20.4,26539.99,2,1,0
1027,2019,1,6.23,18.2,0,34.0,15.8,11803.39,4,1,0
1027,2020,1,5.85,24.0,0,35.0,15.8,14133.19,4,1,0
1027,2021,2,6.19,26.5,0,36.0,15.8,16166.83,4,1,0
1027,2022,2,6.58,28.6,0,37.0,15.8,15092.01,4,1,0
1027,2023,2,6.48,22.7,0,38.0,15.8,14740.17,4,1,0
1028,2019,0,4.26,21.8,1,44.0,13.8,8282.97,4,2,0
1028,2020,2,4.63,6.6,1,45.0,13.8,7540.01,4,2,0
1028,2021,1,5.46,11.0,1,46.0,13.8,7848.85,4,2,0
1028,2022,1,4.69,6.5,1,47.0,13.8,8122.64,4,2,0
1028,2023,1,5.02,16.1,1,48.0,13.8,7974.73,4,2,0
1029,2019,1,6.64,19.7,0,40.0,8.0,11279.24,3,1,0
1029,2020,1,5.79,24.5,0,41.0,8.0,10869.8,3,1,0
1029,2021,2,6.55,34.0,0,42.0,8.0,12528.3,3,1,0
1029,2022,0,6.22,27.1,0,43.0,8.0,12503.47,3,1,0
1029,2023,0,6.43,25.1,0,44.0,8.0,12826.74,3,1,0
1030,2019,0,4.63,8.0,0,39.0,9.0,8417.13,1,3,1
1030,2020,1,4.43,13.2,0,40.0,9.0,8183.69,1,3,1
1030,2021,1,5.32,9.6,0,41.0,9.0,8759.75,1,3,1
1030,2022,1,5.54,13.3,0,42.0,9.0,8153.3,1,3,1
1030,2023,1,5.02,14.4,0,43.0,9.0,9254.7,1,3,1
1031,2019,2,7.41,17.7,1,45.0,16.0,10532.27,5,2,0
1031,2020,2,8.1,19.7,1,46.0,16.0,10955.34,5,2,0
1031,2021,0,7.85,27.5,1,47.0,16.0,12077.74,5,2,0
1031,2022,2,7.32,11.0,1,48.0,16.0,12038.52,5,2,0
1031,2023,0,7.8,19.6,1,49.0,16.0,13144.46,5,2,0
1032,2019,1,5.37,49.4,1,32.0,17.2,21450.03,5,1,0
1032,2020,1,5.94,39.0,1,33.0,17.2,21980.4,5,1,0
1032,2021,1,5.86,49.0,1,34.0,17.2,21374.25,5,1,0
1032,2022,1,5.34,31.3,1,35.0,17.2,23652.28,5,1,0
1032,2023,1,5.3,46.0,1,36.0,17.2,23246.54,5,1,0
1033,2019,2,7.11,43.1,0,46.0,14.3,15214.64,3,1,0
1033,2020,2,7.14,52.3,0,47.0,14.3,15621.23,3,1,0
1033,2021,2,6.81,41.6,0,48.0,14.3,14933.74,3,1,0
1033,2022,1,6.55,31.9,0,49.0,14.3,16881.69,3,1,0
1033,2023,2,5.71,43.3,0,50.0,14.3,16723.55,3,1,0
1034,2019,0,4.73,27.0,0,46.0,13.6,10795.95,3,2,0
1034,2020,2,5.47,33.5,0,47.0,13.6,10855.48,3,2,0
1034,2021,2,5.79,44.3,0,48.0,13.6,12366.61,3,2,0
1034,2022,2,5.67,34.3,1,49.0,13.6,11849.56,3,2,0
1034,2023,2,5.84,32.6,2,50.0,13.6,13867.16,3,2,0
1035,2019,2,7.49,48.6,0,41.0,9.2,18470.62,1,1,1
1035,2020,2,7.19,45.8,0,42.0,9.2,18542.6,1,1,1
1035,2021,2,8.02,46.1,0,43.0,9.2,20231.79,1,1,1
1035,2022,1,8.05,48.2,0,44.0,9.2,21665.77,1,1,1
1035,2023,1,7.22,50.9,0,45.0,9.2,20601.52,1,1,1
1036,2019,2,7.84,32.9,0,50.0,13.7,9493.43,4,3,0
1036,2020,1,8.57,29.7,0,51.0,13.7,9492.61,4,3,0
1036,2021,2,8.06,27.9,0,52.0,13.7,9580.69,4,3,0
1036,2022,2,8.16,27.5,0,53.0,13.7,10183.13,4,3,0
1036,2023,2,7.47,24.9,0,54.0,13.7,9590.01,4,3,0
1037,2019,0,5.44,17.5,0,26.0,16.5,13004.47,3,1,0
1037,2020,2,5.29,17.6,0,27.0,16.5,13013.41,3,1,0
1037,2021,0,5.88,31.8,0,28.0,16.5,13928.5,3,1,0
1037,2022,0,5.56,10.9,0,29.0,16.5,12049.07,3,1,0
1037,2023,1,4.8,24.8,0,30.0,16.5,14287.35,3,1,0
1038,2019,0,3.95,48.7,2,52.0,9.5,9901.77,2,2,0
1038,2020,2,3.75,44.1,2,53.0,9.5,9663.29,2,2,0
1038,2021,1,4.67,49.5,2,54.0,9.5,9924.6,2,2,0
1038,2022,1,3.64,39.3,2,55.0,9.5,10713.05,2,2,0
1038,2023,0,4.64,45.9,2,56.0,9.5,9701.01,2,2,0
1039,2019,1,6.95,24.8,2,40.0,17.6,11065.99,4,3,0
1039,2020,2,6.12,28.2,2,41.0,17.6,11212.32,4,3,0
1039,2021,1,7.13,31.8,2,42.0,17.6,11574.57,4,3,0
1039,2022,1,6.82,28.3,2,43.0,17.6,11774.97,4,3,0
1039,2023,1,6.74,35.7,2,44.0,17.6,12264.84,4,3,0
1040,2019,0,6.48,18.2,1,51.0,17.3,28295.41,3,2,0
1040,2020,1,7.0,21.3,1,52.0,17.3,32205.38,3,2,0
1040,2021,1,7.11,17.8,2,53.0,17.3,29968.35,3,2,0
1040,2022,1,6.83,16.4,2,54.0,17.3,33702.29,3,2,0
1040,2023,0,6.77,9.4,2,55.0,17.3,35355.67,3,2,0
1041,2019,1,6.64,44.4,2,51.0,16.7,22810.59,2,2,0
1041,2020,1,5.99,35.1,2,52.0,16.7,20381.63,2,2,0
1041,2021,0,5.94,34.1,2,53.0,16.7,23839.97,2,2,0
1041,2022,1,5.51,36.7,2,54.0,16.7,24262.87,2,2,0
1041,2023,1,5.75,32.6,3,55.0,16.7,24765.79,2,2,0
1042,2019,2,5.52,35.0,1,34.0,9.6,6708.67,5,1,0
1042,2020,2,5.77,30.2,1,35.0,9.6,6652.97,5,1,0
1042,2021,2,5.29,23.3,1,36.0,9.6,7386.79,5,1,0
1042,2022,1,5.2,28.9,1,37.0,9.6,7711.28,5,1,0
1042,2023,1,5.33,24.8,1,38.0,9.6,8198.11,5,1,0
1043,2019,0,6.3,19.1,2,43.0,12.9,10085.0,3,3,0
1043,2020,2,6.0,17.8,2,44.0,12.9,10786.24,3,3,0
1043,2021,1,6.9,17.9,2,45.0,12.9,10950.46,3,3,0
1043,2022,2,6.06,13.7,2,46.0,12.9,11591.61,3,3,0
1043,2023,0,7.3,22.3,2,47.0,12.9,10208.03,3,3,0
1044,2019,1,6.45,26.9,3,27.0,16.8,16777.53,5,1,0
1044,2020,1,6.45,30.4,3,28.0,16.8,16894.29,5,1,0
1044,2021,1,7.13,29.3,4,29.0,16.8,17174.91,5,1,0
1044,2022,0,6.98,36.4,4,30.0,16.8,17682.98,5,1,0
1044,2023,1,6.93,41.3,4,31.0,16.8,17047.74,5,1,0
1045,2019,1,5.04,60.0,0,49.0,11.4,10476.79,5,1,0
1045,2020,1,5.32,58.6,0,50.0,11.4,9871.29,5,1,0
1045,2021,0,5.34,52.7,0,51.0,11.4,9882.19,5,1,0
1045,2022,1,5.43,48.7,0,52.0,11.4,10911.35,5,1,0
1045,2023,1,5.13,50.7,0,53.0,11.4,10588.89,5,1,0
1046,2019,2,6.21,32.4,1,49.0,14.0,25588.16,4,1,0
1046,2020,2,6.3,33.1,1,50.0,14.0,24508.89,4,1,0
1046,2021,2,6.8,31.7,1,51.0,14.0,27779.87,4,1,0
1046,2022,2,6.28,32.4,1,52.0,14.0,30614.76,4,1,0
1046,2023,2,6.13,32.6,1,53.0,14.0,28997.76,4,1,0
1047,2019,0,5.02,40.6,1,43.0,8.0,6316.98,5,2,0
1047,2020,2,4.97,44.9,1,44.0,8.0,5512.29,5,2,0
1047,2021,1,5.8,35.4,1,45.0,8.0,6473.07,5,2,0
1047,2022,0,5.36,48.6,1,46.0,8.0,6819.84,5,2,0
1047,2023,1,5.13,36.8,1,47.0,8.0,6689.6,5,2,0
1048,2019,0,6.19,41.8,3,33.0,12.5,8743.24,2,1,0
1048,2020,1,6.2,44.2,3,34.0,12.5,9383.41,2,1,0
1048,2021,1,6.57,38.1,3,35.0,12.5,9285.09,2,1,0
1048,2022,0,6.16,38.4,3,36.0,12.5,9753.65,2,1,0
1048,2023,1,6.48,33.4,3,37.0,12.5,8997.89,2,1,0
1049,2019,2,7.96,31.9,0,37.0,17.2,16720.55,3,1,0
1049,2020,2,7.97,31.5,0,38.0,17.2,19867.58,3,1,0
1049,2021,2,8.63,29.9,0,39.0,17.2,18597.93,3,1,0
1049,2022,1,8.49,26.6,0,40.0,17.2,18743.3,3,1,0
1049,2023,2,7.5,22.3,0,41.0,17.2,19769.27,3,1,0
1050,2019,0,5.38,5.0,3,26.0,16.1,10124.96,2,2,0
1050,2020,2,5.16,6.5,4,27.0,16.1,10240.32,2,2,0
1050,2021,2,6.24,8.8,4,28.0,16.1,9923.04,2,2,0
1050,2022,1,6.01,11.4,4,29.0,16.1,10968.8,2,2,0
1050,2023,1,5.51,20.7,4,30.0,16.1,11022.95,2,2,0
1051,2019,1,5.61,26.7,0,54.0,9.6,13847.13,3,3,0
1051,2020,2,4.93,27.6,0,55.0,9.6,14820.38,3,3,0
1051,2021,0,5.75,26.7,0,56.0,9.6,14237.63,3,3,0
