exporter,importer,year,trade_value,distance,contiguous,common_language,gdp_exporter,gdp_importer,trade_agreement
C46,C21,2013,271.96,1311.5,0,1,2601.27,1000.01,0
C07,C25,2013,899.05,460.03,1,0,520.8,2778.43,0
C35,C03,2013,55.17,2189.53,0,0,1176.24,1020.98,0
C02,C48,2013,49.04,1754.07,0,0,160.43,7112.09,0
C24,C28,2013,56.43,5029.91,0,0,465.04,1101.7,0
C49,C06,2013,1.75,26308.77,0,0,4373.03,105.88,0
C14,C35,2013,0.0,4994.9,0,0,287.52,1176.24,0
C48,C25,2013,1336.47,2065.06,0,0,7112.09,2778.43,0
C25,C46,2013,1321.38,1129.55,0,0,2778.43,2601.27,0
C39,C44,2013,0.0,1022.82,0,0,1831.41,170.45,1
C10,C41,2013,35.1,7434.7,0,1,2264.6,1196.22,0
C46,C47,2013,1896.43,240.56,0,0,2601.27,416.57,1
C06,C05,2013,0.0,910.87,0,1,105.88,546.48,0
C24,C29,2013,78.25,731.65,1,1,465.04,282.56,0
C05,C13,2013,0.0,6798.37,0,0,546.48,249.45,0
C11,C22,2013,994.98,501.75,0,0,1566.1,874.91,1
C31,C43,2013,10.47,6060.65,0,0,1181.01,1357.23,0
C30,C33,2013,9.93,7895.78,0,0,307.07,1289.74,0
C47,C43,2013,189.99,585.68,0,0,416.57,1357.23,1
C24,C35,2013,22.65,2483.99,0,0,465.04,1176.24,0
C48,C04,2013,0.0,3404.56,0,0,7112.09,2972.41,0
C05,C10,2013,492.05,767.16,1,0,546.48,2264.6,0
C17,C18,2013,0.0,3764.96,0,1,692.02,96.99,1
C16,C46,2013,12.38,3446.18,0,0,34.32,2601.27,0
C44,C46,2013,17.18,2898.36,0,0,170.45,2601.27,0
C46,C26,2013,47.44,1631.89,0,1,2601.27,449.1,0
C02,C43,2013,42.89,1544.94,0,0,160.43,1357.23,1
C16,C21,2013,0.0,4033.53,0,0,34.32,1000.01,0
C01,C31,2013,158.72,429.61,0,0,87.77,1181.01,0
C30,C06,2013,24.04,898.27,1,0,307.07,105.88,0
C24,C01,2013,43.2,1331.52,0,0,465.04,87.77,0
C08,C14,2013,0.0,3568.83,0,0,191.7,287.52,0
C21,C24,2013,0.0,1627.18,0,0,1000.01,465.04,0
C05,C50,2013,52.4,2919.86,0,0,546.48,759.88,0
C19,C40,2013,72.2,1173.96,0,0,3168.76,35.94,0
C46,C49,2013,90.82,7193.86,0,0,2601.27,4373.03,0
C09,C50,2013,0.0,168.55,0,0,115.77,759.88,0
C15,C46,2013,31.54,1415.27,0,0,127.45,2601.27,0
C44,C25,2013,3.7,13022.19,0,0,170.45,2778.43,0
C14,C10,2013,97.58,1078.35,0,0,287.52,2264.6,1
C47,C32,2013,0.0,7508.02,0,0,416.57,1298.25,0
C49,C42,2013,6.08,8470.75,0,0,4373.03,34.32,0
C44,C40,2013,5.29,888.1,0,0,170.45,35.94,0
C28,C49,2013,0.0,3112.8,0,0,1101.7,4373.03,0
C21,C16,2013,4.58,3581.59,0,0,1000.01,34.32,0
C46,C45,2013,125.03,783.64,1,0,2601.27,19.29,1
C02,C13,2013,0.0,2554.05,0,1,160.43,249.45,0
C14,C15,2013,5.6,2628.93,0,0,287.52,127.45,0
C37,C26,2013,1467.21,730.87,1,0,10432.91,449.1,0
C33,C47,2013,12.21,10254.29,0,0,1289.74,416.57,1
C28,C41,2013,267.2,1737.73,0,0,1101.7,1196.22,0
C28,C32,2013,47.21,1507.73,0,0,1101.7,1298.25,0
C31,C37,2013,8287.23,609.86,1,1,1181.01,10432.91,0
C06,C02,2013,8.76,727.7,0,0,105.88,160.43,0
C20,C34,2013,6.36,993.79,1,0,36.68,151.89,0
C43,C13,2013,327.78,252.67,0,0,1357.23,249.45,0
C24,C38,2013,258.38,265.2,1,1,465.04,181.05,0
C11,C17,2013,161.05,829.83,0,0,1566.1,692.02,0
C27,C22,2013,19.17,1406.73,0,0,215.22,874.91,0
C47,C40,2013,3.5,1203.22,0,0,416.57,35.94,0
C14,C44,2013,7.42,4961.33,0,0,287.52,170.45,1
C42,C18,2013,0.23,3520.85,0,0,34.32,96.99,0
C34,C28,2013,81.18,1577.16,0,0,151.89,1101.7,0
C39,C23,2013,4671.26,96.08,0,0,1831.41,1776.4,0
C32,C30,2013,0.0,299.43,0,0,1298.25,307.07,0
C08,C32,2013,114.64,1070.56,0,0,191.7,1298.25,0
C48,C05,2013,89.8,9826.46,0,0,7112.09,546.48,0
C48,C24,2013,232.86,2457.33,0,0,7112.09,465.04,0
C14,C29,2013,0.85,15170.44,0,0,287.52,282.56,0
C42,C25,2013,0.0,835.56,0,1,34.32,2778.43,0
C06,C45,2013,0.97,2325.46,0,0,105.88,19.29,0
C21,C32,2013,161.07,1175.93,0,0,1000.01,1298.25,1
C05,C15,2013,4.38,3269.32,0,1,546.48,127.45,0
C08,C16,2013,3.62,1281.56,0,1,191.7,34.32,0
C30,C12,2013,241.05,933.37,0,0,307.07,3482.54,0
C06,C24,2013,8.98,2548.03,0,1,105.88,465.04,0
C37,C47,2013,527.88,1545.79,0,0,10432.91,416.57,0
C16,C24,2013,0.0,192.4,1,0,34.32,465.04,1
C03,C29,2013,173.04,418.21,0,0,1020.98,282.56,0
C44,C24,2013,0.0,38682.4,0,0,170.45,465.04,1
C35,C30,2013,0.0,9916.27,0,0,1176.24,307.07,1
C06,C30,2013,50.14,517.35,1,0,105.88,307.07,1
C07,C34,2013,0.0,5461.31,0,1,520.8,151.89,0
C38,C16,2013,2.15,1670.68,0,0,181.05,34.32,0
C26,C17,2013,0.0,126.97,0,0,449.1,692.02,1
C18,C11,2013,0.0,3614.83,0,1,96.99,1566.1,1
C11,C19,2013,0.0,12385.61,0,0,1566.1,3168.76,0
C49,C19,2013,876.36,2278.85,0,0,4373.03,3168.76,0
C23,C09,2013,43.18,1200.44,0,0,1776.4,115.77,0
C02,C30,2013,19.27,1723.5,0,0,160.43,307.07,0
C37,C03,2013,0.0,2009.33,0,0,10432.91,1020.98,0
C43,C49,2013,1045.14,817.21,0,1,1357.23,4373.03,0
C04,C03,2013,0.0,4745.62,0,0,2972.41,1020.98,0
C11,C13,2013,13.59,3350.17,0,0,1566.1,249.45,0
C06,C50,2013,12.69,3659.31,0,0,105.88,759.88,0
C41,C14,2013,8.06,5427.3,0,0,1196.22,287.52,0
C32,C05,2013,5131.6,138.82,1,0,1298.25,546.48,0
C35,C24,2013,8.45,4823.04,0,0,1176.24,465.04,0
C04,C41,2013,108.04,3220.45,0,0,2972.41,1196.22,0
C33,C50,2013,0.0,4821.58,0,0,1289.74,759.88,1
C31,C47,2013,95.54,1544.27,0,1,1181.01,416.57,0
C09,C45,2013,2.23,1832.41,0,1,115.77,19.29,0
C19,C32,2013,954.15,804.45,1,0,3168.76,1298.25,0
C19,C35,2013,1467.49,697.04,1,0,3168.76,1176.24,0
C06,C15,2013,2.6,2004.47,0,0,105.88,127.45,0
C48,C26,2013,86.51,6135.43,0,0,7112.09,449.1,0
C16,C11,2013,0.0,14960.44,0,0,34.32,1566.1,0
C46,C10,2013,138.3,3634.06,0,0,2601.27,2264.6,0
C43,C40,2013,1.07,10937.8,0,0,1357.23,35.94,0
C07,C17,2013,74.57,619.52,0,0,520.8,692.02,0
C22,C29,2013,5.67,6341.98,0,1,874.91,282.56,0
C20,C21,2013,18.79,1190.94,0,1,36.68,1000.01,0
C42,C09,2013,0.28,2465.79,0,0,34.32,115.77,0
C42,C36,2013,1.28,4202.99,0,0,34.32,859.55,0
C49,C01,2013,0.0,1605.37,0,0,4373.03,87.77,0
C46,C11,2013,386.58,1301.64,0,0,2601.27,1566.1,0
C25,C50,2013,258.28,1533.97,0,1,2778.43,759.88,1
C17,C03,2013,0.0,4622.41,0,0,692.02,1020.98,0
C27,C18,2013,1.35,4131.77,0,0,215.22,96.99,0
C40,C19,2013,23.74,785.33,1,0,35.94,3168.76,0
C34,C42,2013,1.03,2099.0,0,0,151.89,34.32,1
C31,C28,2013,0.0,673.84,0,1,1181.01,1101.7,0
C14,C37,2013,373.37,1061.79,0,0,287.52,10432.91,0
C21,C35,2013,213.22,1539.25,0,1,1000.01,1176.24,0
C12,C23,2013,1244.78,629.94,0,1,3482.54,1776.4,0
C08,C29,2013,12.6,928.89,0,0,191.7,282.56,0
C49,C48,2013,577.56,4632.68,0,0,4373.03,7112.09,0
C29,C13,2013,54.67,395.06,0,0,282.56,249.45,0
C16,C47,2013,45.64,367.92,1,0,34.32,416.57,0
C15,C18,2013,38.56,126.24,1,0,127.45,96.99,1
C35,C08,2013,0.0,391.07,1,0,1176.24,191.7,1
C03,C31,2013,6.75,15754.65,0,0,1020.98,1181.01,0
C27,C06,2013,1.25,3738.92,0,0,215.22,105.88,0
C38,C14,2013,6.68,3134.19,0,0,181.05,287.52,0
C27,C25,2013,37.08,1259.79,0,0,215.22,2778.43,0
C35,C36,2013,31.06,5690.99,0,0,1176.24,859.55,1
C12,C33,2013,0.0,5492.53,0,1,3482.54,1289.74,0
C34,C46,2013,26.11,1385.14,0,0,151.89,2601.27,0
C47,C09,2013,2.58,6886.85,0,0,416.57,115.77,0
C19,C48,2013,1248.64,1815.19,0,0,3168.76,7112.09,0
C42,C08,2013,4.41,1149.68,0,0,34.32,191.7,1
C39,C29,2013,88.77,1172.35,0,0,1831.41,282.56,0
C01,C17,2013,0.48,26571.56,0,0,87.77,692.02,0
C49,C14,2013,396.27,843.17,1,0,4373.03,287.52,0
C19,C49,2013,327.42,3893.48,0,0,3168.76,4373.03,0
C15,C08,2013,70.86,428.3,0,0,127.45,191.7,1
C33,C06,2013,10.23,2805.27,0,0,1289.74,105.88,0
C30,C20,2013,13.44,1071.9,0,0,307.07,36.68,0
C16,C35,2013,20.3,801.97,0,0,34.32,1176.24,0
C05,C16,2013,0.0,3800.59,0,1,546.48,34.32,0
C41,C43,2013,376.32,717.94,0,0,1196.22,1357.23,0
C47,C06,2013,0.0,12880.87,0,0,416.57,105.88,0
C19,C09,2013,57.47,936.17,1,0,3168.76,115.77,0
C12,C22,2013,1841.95,465.24,1,0,3482.54,874.91,0
C33,C31,2013,0.0,319.69,0,0,1289.74,1181.01,0
C48,C19,2013,6321.03,882.09,1,1,7112.09,3168.76,0
C34,C33,2013,13.23,2677.19,0,1,151.89,1289.74,0
C47,C08,2013,14.2,3219.57,0,0,416.57,191.7,0
C29,C37,2013,35.19,8500.84,0,1,282.56,10432.91,0
C33,C42,2013,0.0,2951.43,0,0,1289.74,34.32,0
C12,C02,2013,1590.75,329.59,0,1,3482.54,160.43,1
C44,C30,2013,2.1,10943.35,0,0,170.45,307.07,0
C20,C49,2013,117.43,408.29,0,0,36.68,4373.03,0
C16,C41,2013,5.75,1803.65,0,0,34.32,1196.22,1
C03,C09,2013,4.12,8498.63,0,0,1020.98,115.77,1
C35,C34,2013,7.28,6200.64,0,0,1176.24,151.89,0
C40,C45,2013,0.03,19270.13,0,1,35.94,19.29,0
C01,C34,2013,1.01,3450.51,0,0,87.77,151.89,1
C15,C44,2013,17.57,346.25,0,0,127.45,170.45,0
C33,C25,2013,824.45,1536.57,0,0,1289.74,2778.43,1
C03,C27,2013,15.84,3445.27,0,0,1020.98,215.22,0
C42,C05,2013,4.7,1633.37,0,0,34.32,546.48,1
C04,C45,2013,0.0,4224.47,0,0,2972.41,19.29,1
C33,C17,2013,0.0,14389.73,0,0,1289.74,692.02,0
C20,C32,2013,367.2,86.85,1,0,36.68,1298.25,0
C49,C23,2013,2330.73,1396.01,0,0,4373.03,1776.4,0
C23,C21,2013,189.12,2943.14,0,0,1776.4,1000.01,0
C10,C42,2013,0.0,3599.08,0,0,2264.6,34.32,0
C35,C23,2013,0.0,1397.85,0,0,1176.24,1776.4,1
C23,C20,2013,2.25,4192.42,0,0,1776.4,36.68,0
C33,C34,2013,0.0,2075.83,0,0,1289.74,151.89,0
C23,C15,2013,0.0,4547.69,0,0,1776.4,127.45,1
C46,C22,2013,4495.12,220.16,1,0,2601.27,874.91,0
C01,C11,2013,0.0,878.23,0,0,87.77,1566.1,0
C45,C09,2013,1.49,1413.95,0,0,19.29,115.77,0
C30,C13,2013,10.15,2322.93,0,0,307.07,249.45,0
C49,C16,2013,0.0,364.18,0,1,4373.03,34.32,0
C16,C28,2013,0.97,7414.41,0,1,34.32,1101.7,0
C32,C02,2013,7.41,3766.98,0,0,1298.25,160.43,0
C31,C02,2013,36.89,1457.76,0,0,1181.01,160.43,0
C19,C01,2013,184.81,892.2,1,0,3168.76,87.77,0
C28,C25,2013,0.0,12687.73,0,0,1101.7,2778.43,0
C18,C39,2013,0.0,4633.89,0,0,96.99,1831.41,0
C47,C42,2013,3.63,1238.97,0,0,416.57,34.32,0
C36,C43,2013,84.23,2496.89,0,0,859.55,1357.23,0
C15,C11,2013,0.0,1290.77,0,1,127.45,1566.1,0
C14,C38,2013,0.0,2720.11,0,0,287.52,181.05,0
C38,C22,2013,0.0,8589.66,0,0,181.05,874.91,0
C45,C28,2013,0.88,8514.33,0,0,19.29,1101.7,1
C25,C24,2013,0.0,1403.28,0,1,2778.43,465.04,0
C45,C12,2013,17.42,2087.71,0,1,19.29,3482.54,0
C21,C50,2013,277.94,881.61,0,0,1000.01,759.88,0
C11,C09,2013,0.0,399.23,0,0,1566.1,115.77,0
C09,C06,2013,0.0,2363.46,0,0,115.77,105.88,0
C39,C10,2013,473.09,1701.83,0,0,1831.41,2264.6,0
C44,C33,2013,112.38,386.99,1,0,170.45,1289.74,0
C06,C48,2013,135.98,2488.58,0,0,105.88,7112.09,1
C39,C05,2013,154.49,880.78,0,0,1831.41,546.48,0
C26,C01,2013,4.45,1139.44,0,0,449.1,87.77,0
C21,C11,2013,1.35,33401.54,0,0,1000.01,1566.1,0
C20,C33,2013,36.1,1449.91,0,1,36.68,1289.74,1
C01,C24,2013,16.47,912.84,0,0,87.77,465.04,0
C17,C39,2013,39.86,6602.59,0,0,692.02,1831.41,1
C22,C07,2013,0.0,1490.63,0,0,874.91,520.8,0
C22,C38,2013,11.37,2107.12,0,0,874.91,181.05,0
C25,C16,2013,30.62,1271.97,0,1,2778.43,34.32,0
C19,C11,2013,474.15,2264.65,0,0,3168.76,1566.1,0
C49,C27,2013,667.33,1276.44,0,0,4373.03,215.22,0
C30,C41,2013,86.75,973.2,0,0,307.07,1196.22,0
C09,C14,2013,21.35,1187.21,0,0,115.77,287.52,0
C17,C42,2013,0.0,35341.58,0,0,692.02,34.32,0
C18,C50,2013,0.0,826.23,1,0,96.99,759.88,0
C13,C33,2013,616.25,353.13,1,1,249.45,1289.74,0
C03,C01,2013,0.0,4925.8,0,0,1020.98,87.77,0
C07,C16,2013,1.07,3404.97,0,0,520.8,34.32,0
C19,C10,2013,0.0,3178.56,0,0,3168.76,2264.6,0
C36,C11,2013,9819.08,51.28,0,0,859.55,1566.1,0
C05,C36,2013,0.0,1346.75,0,0,546.48,859.55,0
C40,C03,2013,4.05,2142.13,0,0,35.94,1020.98,0
C27,C16,2013,78.68,225.32,1,0,215.22,34.32,0
C13,C41,2013,0.0,1767.46,0,0,249.45,1196.22,0
C45,C30,2013,3.19,869.86,1,0,19.29,307.07,0
C11,C43,2013,0.0,1640.8,0,0,1566.1,1357.23,0
C31,C16,2013,0.0,1053.53,0,0,1181.01,34.32,0
C28,C47,2013,114.92,1807.17,0,0,1101.7,416.57,1
C17,C48,2013,314.37,2772.27,0,0,692.02,7112.09,0
C38,C04,2013,1478.77,370.21,1,0,181.05,2972.41,1
C44,C13,2013,13.47,1071.53,0,0,170.45,249.45,0
C35,C11,2013,1237.8,449.97,0,0,1176.24,1566.1,0
C07,C30,2013,557.54,336.25,1,0,520.8,307.07,0
C09,C07,2013,5.6,2990.01,0,0,115.77,520.8,0
C36,C49,2013,95.22,3414.37,0,0,859.55,4373.03,0
C20,C25,2013,0.08,53183.82,0,0,36.68,2778.43,0
C50,C13,2013,56.94,1262.98,0,0,759.88,249.45,1
C46,C39,2013,2756.18,943.87,1,1,2601.27,1831.41,0
C28,C40,2013,40.38,668.94,0,0,1101.7,35.94,0
C05,C42,2013,1.19,6353.61,0,0,546.48,34.32,0
C27,C33,2013,226.47,730.13,0,1,215.22,1289.74,0
C26,C30,2013,0.81,20845.28,0,0,449.1,307.07,0
C10,C35,2013,122.56,1594.6,0,0,2264.6,1176.24,0
C26,C28,2013,160.99,508.5,0,0,449.1,1101.7,0
C11,C45,2013,155.09,209.33,1,0,1566.1,19.29,0
C41,C30,2013,122.96,1348.38,0,1,1196.22,307.07,0
C43,C05,2013,23.51,5589.77,0,0,1357.23,546.48,0
C27,C24,2013,118.95,384.32,0,0,215.22,465.04,0
C34,C30,2013,186.1,221.75,1,0,151.89,307.07,1
C10,C29,2013,72.95,1919.18,0,0,2264.6,282.56,1
C28,C50,2013,13.1,6449.88,0,0,1101.7,759.88,0
C45,C50,2013,1.29,5107.32,0,1,19.29,759.88,0
C34,C45,2013,0.87,1711.88,0,1,151.89,19.29,0
C02,C06,2013,0.6,10957.48,0,1,160.43,105.88,1
C20,C36,2013,15.43,884.24,0,0,36.68,859.55,0
C02,C44,2013,0.35,30096.06,0,1,160.43,170.45,0
C43,C44,2013,14.33,10418.56,0,0,1357.23,170.45,0
C16,C42,2013,0.12,4770.5,0,0,34.32,34.32,0
C49,C28,2013,567.97,2178.39,0,1,4373.03,1101.7,0
C36,C25,2013,0.0,463.76,1,0,859.55,2778.43,0
C30,C46,2013,132.0,2218.45,0,1,307.07,2601.27,0
C31,C18,2013,0.0,279.82,0,0,1181.01,96.99,1
C25,C48,2013,494.09,3282.7,0,0,2778.43,7112.09,0
C47,C07,2013,5.51,13220.69,0,0,416.57,520.8,0
C42,C33,2013,2.13,7242.28,0,0,34.32,1289.74,0
C24,C36,2013,1.88,10851.5,0,0,465.04,859.55,0
C08,C17,2013,90.9,539.35,0,0,191.7,692.02,0
C26,C27,2013,12.1,3090.97,0,0,449.1,215.22,0
C18,C38,2013,19.72,1537.14,0,0,96.99,181.05,1
C19,C31,2013,810.47,1296.84,0,1,3168.76,1181.01,1
C21,C26,2013,25.2,1342.02,0,0,1000.01,449.1,0
C44,C37,2013,54.47,3645.48,0,0,170.45,10432.91,0
C45,C37,2013,0.0,442.87,0,0,19.29,10432.91,0
C38,C46,2013,0.0,945.02,0,0,181.05,2601.27,0
C20,C02,2013,1.31,2843.78,0,0,36.68,160.43,0
C19,C03,2013,556.33,1000.84,0,0,3168.76,1020.98,0
C48,C18,2013,73.72,2053.16,0,0,7112.09,96.99,0
C05,C20,2013,1.27,9904.13,0,0,546.48,36.68,0
C46,C17,2013,0.0,3818.4,0,0,2601.27,692.02,1
C46,C14,2013,201.63,964.53,0,0,2601.27,287.52,0
C43,C48,2013,0.0,3852.53,0,0,1357.23,7112.09,0
C37,C15,2013,2155.15,300.07,0,0,10432.91,127.45,0
C24,C30,2013,34.96,1914.49,0,1,465.04,307.07,0
C19,C39,2013,2052.99,593.14,1,0,3168.76,1831.41,0
C09,C27,2013,0.42,13449.27,0,0,115.77,215.22,0
C21,C39,2013,517.48,842.75,0,0,1000.01,1831.41,0
C14,C09,2013,0.0,2788.99,0,0,287.52,115.77,1
C44,C31,2013,13.88,2547.05,0,0,170.45,1181.01,0
C19,C05,2013,29.85,9199.59,0,0,3168.76,546.48,0
C47,C34,2013,53.28,328.73,0,0,416.57,151.89,0
C37,C36,2013,0.0,3184.07,0,0,10432.91,859.55,0
C47,C11,2013,94.1,2316.54,0,0,416.57,1566.1,0
C33,C21,2013,0.0,1534.23,0,0,1289.74,1000.01,0
C39,C03,2013,2625.16,282.56,1,1,1831.41,1020.98,0
C38,C28,2013,20.41,1354.3,0,0,181.05,1101.7,0
C10,C45,2013,8.33,3901.43,0,0,2264.6,19.29,0
C29,C06,2013,0.0,1277.46,0,0,282.56,105.88,0
C38,C42,2013,4.98,1737.75,0,1,181.05,34.32,1
C40,C50,2013,0.14,32012.47,0,0,35.94,759.88,0
C25,C37,2013,837.72,1922.07,0,0,2778.43,10432.91,0
C50,C25,2013,1217.07,959.3,0,1,759.88,2778.43,0
C08,C34,2013,0.0,1889.31,0,0,191.7,151.89,1
C41,C15,2013,36.25,1197.48,0,0,1196.22,127.45,0
C49,C17,2013,81.14,2734.16,0,0,4373.03,692.02,0
C44,C32,2013,0.0,409.08,0,1,170.45,1298.25,0
C30,C16,2013,12.63,704.7,0,1,307.07,34.32,0
C49,C43,2013,128.19,3557.48,0,1,4373.03,1357.23,0
C08,C15,2013,0.0,1234.94,0,0,191.7,127.45,1
C03,C40,2013,4.93,2748.1,0,1,1020.98,35.94,0
C31,C25,2013,704.96,1421.96,0,0,1181.01,2778.43,1
C09,C37,2013,8347.29,109.29,0,1,115.77,10432.91,1
C46,C18,2013,31.67,3247.51,0,0,2601.27,96.99,0
C23,C31,2013,126.72,1510.24,0,0,1776.4,1181.01,0
C46,C38,2013,99.99,1600.3,0,0,2601.27,181.05,1
C02,C36,2013,14.76,2077.04,0,0,160.43,859.55,0
C04,C25,2013,0.0,5026.1,0,0,2972.41,2778.43,0
C01,C30,2013,0.73,3992.33,0,0,87.77,307.07,0
C22,C12,2013,0.0,54490.66,0,0,874.91,3482.54,1
C07,C47,2013,0.79,105919.99,0,0,520.8,416.57,0
C44,C21,2013,178.6,789.24,0,0,170.45,1000.01,1
C39,C41,2013,0.0,7133.13,0,0,1831.41,1196.22,0
C30,C48,2013,0.0,1420.98,0,0,307.07,7112.09,0
C11,C20,2013,0.39,16792.39,0,0,1566.1,36.68,0
C29,C09,2013,4.43,1772.16,0,0,282.56,115.77,0
C13,C38,2013,3.91,1326.16,0,0,249.45,181.05,0
C10,C32,2013,74.36,2354.25,0,0,2264.6,1298.25,0
C08,C22,2013,0.0,3281.42,0,0,191.7,874.91,0
C37,C19,2013,0.0,15330.19,0,0,10432.91,3168.76,0
C50,C26,2013,219.13,1012.14,0,0,759.88,449.1,1
C08,C46,2013,175.97,665.29,0,0,191.7,2601.27,1
C50,C42,2013,1.96,3507.8,0,1,759.88,34.32,0
C04,C37,2013,5951.26,1242.94,0,0,2972.41,10432.91,0
C37,C29,2013,1587.0,710.71,1,1,10432.91,282.56,0
C15,C01,2013,0.0,467.95,0,1,127.45,87.77,0
C50,C33,2013,38.87,2004.9,0,0,759.88,1289.74,0
C01,C50,2013,66.68,766.61,1,0,87.77,759.88,1
C02,C12,2013,384.76,752.74,1,0,160.43,3482.54,0
C42,C35,2013,1.49,7848.47,0,0,34.32,1176.24,1
C47,C21,2013,0.0,13487.91,0,0,416.57,1000.01,0
C42,C02,2013,0.85,2358.8,0,0,34.32,160.43,0
C26,C39,2013,112.55,1308.25,0,0,449.1,1831.41,0
C17,C05,2013,817.86,234.47,1,0,692.02,546.48,0
C34,C41,2013,0.0,839.91,0,0,151.89,1196.22,0
C28,C45,2013,5.01,1490.74,0,0,1101.7,19.29,0
C40,C08,2013,13.43,403.89,0,0,35.94,191.7,0
C38,C41,2013,211.53,528.13,1,0,181.05,1196.22,0
C32,C29,2013,31.69,2342.42,0,1,1298.25,282.56,0
C46,C28,2013,450.67,1138.27,0,0,2601.27,1101.7,0
C01,C08,2013,15.37,422.13,0,0,87.77,191.7,0
C27,C31,2013,26.13,3487.86,0,1,215.22,1181.01,1
C34,C37,2013,33.49,11377.64,0,1,151.89,10432.91,0
C33,C29,2013,47.91,1195.67,0,1,1289.74,282.56,1
C35,C46,2013,224.87,2641.82,0,0,1176.24,2601.27,0
C42,C41,2013,0.0,3997.99,0,0,34.32,1196.22,1
C49,C37,2013,4925.57,1074.83,0,1,4373.03,10432.91,0
C26,C20,2013,1.26,8052.97,0,0,449.1,36.68,0
C40,C44,2013,0.24,6615.14,0,0,35.94,170.45,0
C22,C01,2013,0.0,6154.3,0,0,874.91,87.77,0
C41,C13,2013,1343.83,218.64,1,0,1196.22,249.45,1
C04,C38,2013,64.37,1869.05,0,0,2972.41,181.05,0
C46,C32,2013,320.64,1998.71,0,1,2601.27,1298.25,0
C19,C42,2013,4.16,5706.34,0,0,3168.76,34.32,0
C23,C10,2013,308.42,1889.75,0,0,1776.4,2264.6,0
C14,C31,2013,0.0,553.48,0,0,287.52,1181.01,0
C08,C27,2013,1.71,4750.04,0,0,191.7,215.22,0
C24,C04,2013,148.86,1504.04,0,0,465.04,2972.41,0
C47,C03,2013,50.11,1293.05,0,0,416.57,1020.98,0
C22,C08,2013,61.06,850.18,1,0,874.91,191.7,0
C36,C35,2013,6.52,17825.29,0,0,859.55,1176.24,0
C29,C12,2013,11.73,4875.15,0,0,282.56,3482.54,0
C07,C28,2013,60.37,3403.61,0,0,520.8,1101.7,1
C22,C41,2013,57.66,2999.42,0,0,874.91,1196.22,0
C37,C04,2013,0.0,3952.06,0,0,10432.91,2972.41,1
C28,C38,2013,10.86,2649.5,0,0,1101.7,181.05,0
C12,C50,2013,0.0,3118.14,0,0,3482.54,759.88,0
C10,C08,2013,56.7,3091.54,0,1,2264.6,191.7,0
C16,C22,2013,0.17,22902.44,0,0,34.32,874.91,0
C25,C09,2013,13.9,3726.83,0,0,2778.43,115.77,0
C50,C47,2013,27.16,3594.6,0,0,759.88,416.57,0
C48,C20,2013,17.73,3195.42,0,0,7112.09,36.68,0
C42,C06,2013,0.08,10190.67,0,0,34.32,105.88,0
C04,C01,2013,0.0,956.77,0,0,2972.41,87.77,0
C43,C34,2013,0.0,9486.31,0,0,1357.23,151.89,0
C45,C23,2013,1.3,4060.91,0,0,19.29,1776.4,0
C48,C33,2013,1254.19,1224.63,0,0,7112.09,1289.74,0
C13,C46,2013,3.39,7745.62,0,0,249.45,2601.27,0
C44,C26,2013,3.69,7486.66,0,0,170.45,449.1,0
C05,C30,2013,0.0,9736.86,0,0,546.48,307.07,0
C10,C34,2013,0.0,336.9,0,0,2264.6,151.89,0
C14,C11,2013,280.99,1145.72,0,0,287.52,1566.1,0
C36,C16,2013,26.5,824.73,1,0,859.55,34.32,0
C47,C24,2013,8.89,6287.18,0,0,416.57,465.04,0
C27,C43,2013,261.17,623.05,1,0,215.22,1357.23,0
C49,C02,2013,294.08,412.98,0,0,4373.03,160.43,1
C02,C40,2013,8.88,336.41,0,0,160.43,35.94,0
C26,C10,2013,0.0,3636.75,0,0,449.1,2264.6,0
C07,C04,2013,261.75,1059.22,0,1,520.8,2972.41,0
C31,C48,2013,403.24,2246.23,0,0,1181.01,7112.09,1
C41,C45,2013,1.58,5277.28,0,0,1196.22,19.29,0
C29,C39,2013,1516.19,315.33,0,1,282.56,1831.41,0
C17,C34,2013,154.56,567.62,0,0,692.02,151.89,0
C38,C15,2013,0.0,8518.35,0,1,181.05,127.45,1
C14,C28,2013,280.37,359.81,0,0,287.52,1101.7,0
C20,C17,2013,1.3,10367.17,0,1,36.68,692.02,0
C26,C18,2013,0.0,213.75,1,1,449.1,96.99,0
C02,C39,2013,0.94,18109.69,0,0,160.43,1831.41,0
C21,C37,2013,389.06,2079.43,0,0,1000.01,10432.91,0
C43,C41,2013,115.78,1582.35,0,0,1357.23,1196.22,1
C05,C26,2013,6.54,2522.12,0,0,546.48,449.1,0
C43,C02,2013,31.49,2621.53,0,0,1357.23,160.43,0
C43,C39,2013,4.95,22418.16,0,0,1357.23,1831.41,0
C18,C43,2013,4.97,8309.35,0,0,96.99,1357.23,0
C20,C15,2013,0.48,6718.47,0,1,36.68,127.45,1
C30,C45,2013,0.0,261.39,1,0,307.07,19.29,0
C29,C10,2013,59.05,1362.65,0,0,282.56,2264.6,0
C17,C29,2013,140.8,450.13,1,0,692.02,282.56,0
C31,C50,2013,247.56,1771.33,0,0,1181.01,759.88,0
C17,C23,2013,0.0,4260.04,0,1,692.02,1776.4,0
C17,C02,2013,0.74,20186.59,0,0,692.02,160.43,1
C15,C17,2013,137.44,121.28,0,0,127.45,692.02,0
