id,year,employed,age,educ,kids,married,exper,husbinc
919,2008,0,35.0,15.4,4,1,10.0,11.74
919,2009,0,36.0,15.4,1,1,10.8,9.51
920,2000,0,35.0,11.2,1,0,19.8,0.0
920,2001,0,36.0,11.2,1,0,20.6,0.0
920,2002,0,37.0,11.2,2,0,21.4,0.0
920,2003,0,38.0,11.2,0,0,22.2,0.0
920,2004,0,39.0,11.2,1,0,23.0,0.0
920,2005,0,40.0,11.2,0,0,23.8,0.0
920,2006,1,41.0,11.2,1,0,24.6,0.0
920,2007,0,42.0,11.2,3,0,25.4,0.0
920,2008,1,43.0,11.2,1,0,26.2,0.0
920,2009,1,44.0,11.2,0,0,27.0,0.0
921,2000,1,26.0,11.4,0,1,6.6,20.85
921,2001,0,27.0,11.4,1,1,7.4,21.82
921,2002,0,28.0,11.4,1,0,8.2,0.0
921,2003,0,29.0,11.4,3,1,9.0,22.86
921,2004,0,30.0,11.4,1,1,9.8,21.36
921,2005,0,31.0,11.4,0,1,10.6,22.56
921,2006,0,32.0,11.4,3,1,11.4,21.29
921,2007,1,33.0,11.4,0,0,12.2,0.0
921,2008,1,34.0,11.4,1,1,13.0,22.83
921,2009,1,35.0,11.4,1,1,13.8,25.24
922,2000,0,40.0,14.6,0,1,20.4,40.01
922,2001,0,41.0,14.6,0,1,21.2,37.95
922,2002,0,42.0,14.6,1,1,22.0,39.37
922,2003,0,43.0,14.6,0,1,22.8,40.21
922,2004,0,44.0,14.6,1,1,23.6,39.9
922,2005,0,45.0,14.6,0,1,24.4,42.05
922,2006,1,46.0,14.6,0,1,25.2,42.96
922,2007,0,47.0,14.6,1,1,26.0,45.07
922,2008,0,48.0,14.6,1,1,26.8,46.45
922,2009,1,49.0,14.6,0,0,27.6,0.0
923,2000,0,23.0,12.6,0,0,7.4,0.0
923,2001,0,24.0,12.6,2,0,8.2,0.0
923,2002,0,25.0,12.6,3,0,9.0,0.0
923,2003,0,26.0,12.6,1,0,9.8,0.0
923,2004,0,27.0,12.6,0,0,10.6,0.0
923,2005,1,28.0,12.6,0,0,11.4,0.0
923,2006,1,29.0,12.6,1,0,12.2,0.0
923,2007,1,30.0,12.6,0,0,13.0,0.0
923,2008,1,31.0,12.6,2,0,13.8,0.0
923,2009,0,32.0,12.6,0,0,14.6,0.0
924,2000,0,27.0,12.8,1,0,9.2,0.0
924,2001,0,28.0,12.8,1,0,10.0,0.0
924,2002,1,29.0,12.8,0,0,10.8,0.0
924,2003,1,30.0,12.8,0,0,11.6,0.0
924,2004,0,31.0,12.8,2,0,12.4,0.0
924,2005,1,32.0,12.8,0,0,13.2,0.0
924,2006,0,33.0,12.8,1,0,14.0,0.0
924,2007,0,34.0,12.8,1,0,14.8,0.0
924,2008,0,35.0,12.8,0,0,15.6,0.0
924,2009,0,36.0,12.8,1,0,16.4,0.0
925,2000,1,30.0,16.3,1,1,6.7,46.48
925,2001,1,31.0,16.3,1,1,7.5,43.79
925,2002,1,32.0,16.3,0,0,8.3,0.0
925,2003,1,33.0,16.3,1,1,9.1,47.53
925,2004,1,34.0,16.3,1,1,9.9,46.8
925,2005,1,35.0,16.3,0,1,10.7,50.29
925,2006,0,36.0,16.3,1,1,11.5,53.46
925,2007,1,37.0,16.3,0,1,12.3,53.86
925,2008,1,38.0,16.3,2,1,13.1,50.83
925,2009,1,39.0,16.3,1,1,13.9,52.34
926,2000,0,34.0,14.8,1,1,13.2,6.8
926,2001,0,35.0,14.8,0,1,14.0,5.63
926,2002,0,36.0,14.8,0,1,14.8,4.97
926,2003,0,37.0,14.8,1,1,15.6,6.95
926,2004,0,38.0,14.8,0,1,16.4,7.94
926,2005,0,39.0,14.8,1,0,17.2,0.0
926,2006,0,40.0,14.8,0,1,18.0,6.79
926,2007,0,41.0,14.8,3,1,18.8,4.12
926,2008,0,42.0,14.8,0,1,19.6,7.0
926,2009,0,43.0,14.8,0,1,20.4,6.49
927,2000,0,41.0,13.9,0,0,22.1,0.0
927,2001,1,42.0,13.9,0,0,22.9,0.0
927,2002,1,43.0,13.9,0,0,23.7,0.0
927,2003,0,44.0,13.9,2,0,24.5,0.0
927,2004,0,45.0,13.9,0,0,25.3,0.0
927,2005,0,46.0,13.9,1,0,26.1,0.0
927,2006,0,47.0,13.9,2,0,26.9,0.0
927,2007,0,48.0,13.9,3,1,27.7,0.0
927,2008,1,49.0,13.9,0,0,28.5,0.0
927,2009,1,50.0,13.9,3,0,29.3,0.0
928,2000,0,32.0,15.2,1,0,12.8,0.0
928,2001,1,33.0,15.2,1,0,13.6,0.0
928,2002,1,34.0,15.2,0,0,14.4,0.0
928,2003,1,35.0,15.2,2,0,15.2,0.0
928,2004,1,36.0,15.2,1,0,16.0,0.0
928,2005,1,37.0,15.2,2,0,16.8,0.0
928,2006,1,38.0,15.2,0,0,17.6,0.0
928,2007,0,39.0,15.2,1,0,18.4,0.0
928,2008,0,40.0,15.2,3,0,19.2,0.0
928,2009,0,41.0,15.2,3,0,20.0,0.0
929,2000,1,32.0,14.0,1,0,13.0,0.0
929,2001,1,33.0,14.0,1,0,13.8,0.0
929,2002,1,34.0,14.0,0,0,14.6,0.0
929,2003,1,35.0,14.0,0,0,15.4,0.0
929,2004,1,36.0,14.0,0,1,16.2,0.0
929,2005,1,37.0,14.0,0,0,17.0,0.0
929,2006,1,38.0,14.0,2,0,17.8,0.0
929,2007,1,39.0,14.0,3,0,18.6,0.0
929,2008,0,40.0,14.0,0,0,19.4,0.0
929,2009,1,41.0,14.0,2,0,20.2,0.0
930,2000,1,32.0,14.2,1,0,13.8,0.0
930,2001,0,33.0,14.2,3,0,14.6,0.0
930,2002,0,34.0,14.2,0,0,15.4,0.0
930,2003,0,35.0,14.2,1,1,16.2,0.0
930,2004,1,36.0,14.2,1,1,17.0,0.22
930,2005,0,37.0,14.2,2,0,17.8,0.0
930,2006,1,38.0,14.2,1,0,18.6,0.0
930,2007,0,39.0,14.2,0,0,19.4,0.0
930,2008,0,40.0,14.2,2,0,20.2,0.0
930,2009,1,41.0,14.2,3,0,21.0,0.0
931,2000,0,27.0,8.7,1,0,13.3,0.0
931,2001,0,28.0,8.7,0,1,14.1,2.08
931,2002,0,29.0,8.7,0,0,14.9,0.0
931,2003,1,30.0,8.7,0,0,15.7,0.0
931,2004,0,31.0,8.7,0,0,16.5,0.0
931,2005,1,32.0,8.7,0,0,17.3,0.0
931,2006,0,33.0,8.7,1,0,18.1,0.0
931,2007,0,34.0,8.7,1,0,18.9,0.0
931,2008,0,35.0,8.7,1,0,19.7,0.0
931,2009,0,36.0,8.7,1,0,20.5,0.0
932,2000,1,31.0,12.5,0,0,14.5,0.0
932,2001,1,32.0,12.5,0,0,15.3,0.0
932,2002,1,33.0,12.5,0,0,16.1,0.0
932,2003,1,34.0,12.5,0,0,16.9,0.0
932,2004,1,35.0,12.5,1,1,17.7,0.39
932,2005,1,36.0,12.5,2,0,18.5,0.0
932,2006,1,37.0,12.5,1,0,19.3,0.0
932,2007,1,38.0,12.5,1,0,20.1,0.0
932,2008,1,39.0,12.5,0,0,20.9,0.0
932,2009,1,40.0,12.5,2,0,21.7,0.0
933,2000,0,37.0,12.0,1,0,21.0,0.0
933,2001,0,38.0,12.0,0,1,21.8,21.73
933,2002,0,39.0,12.0,2,1,22.6,23.98
933,2003,0,40.0,12.0,1,0,23.4,0.0
933,2004,1,41.0,12.0,1,1,24.2,24.32
933,2005,0,42.0,12.0,2,1,25.0,23.58
933,2006,0,43.0,12.0,1,1,25.8,27.43
933,2007,1,44.0,12.0,0,1,26.6,22.69
933,2008,0,45.0,12.0,0,1,27.4,25.99
933,2009,0,46.0,12.0,0,1,28.2,27.3
934,2000,0,25.0,15.9,0,0,4.1,0.0
934,2001,0,26.0,15.9,2,0,4.9,0.0
934,2002,0,27.0,15.9,2,0,5.7,0.0
934,2003,0,28.0,15.9,1,0,6.5,0.0
934,2004,0,29.0,15.9,2,0,7.3,0.0
934,2005,0,30.0,15.9,3,0,8.1,0.0
934,2006,0,31.0,15.9,2,1,8.9,0.0
934,2007,0,32.0,15.9,2,0,9.7,0.0
934,2008,0,33.0,15.9,1,0,10.5,0.0
934,2009,0,34.0,15.9,3,0,11.3,0.0
935,2000,0,26.0,10.1,0,1,7.9,27.42
935,2001,0,27.0,10.1,0,1,8.7,26.28
935,2002,0,28.0,10.1,3,1,9.5,26.62
935,2003,0,29.0,10.1,0,1,10.3,26.93
935,2004,0,30.0,10.1,0,1,11.1,27.44
935,2005,0,31.0,10.1,0,1,11.9,28.04
935,2006,0,32.0,10.1,2,1,12.7,28.04
935,2007,0,33.0,10.1,1,1,13.5,28.69
935,2008,0,34.0,10.1,2,1,14.3,32.74
935,2009,0,35.0,10.1,2,1,15.1,31.05
936,2000,0,40.0,13.6,0,1,19.4,51.24
936,2001,0,41.0,13.6,0,1,20.2,52.12
936,2002,0,42.0,13.6,0,1,21.0,54.48
936,2003,0,43.0,13.6,1,1,21.8,54.46
936,2004,0,44.0,13.6,0,1,22.6,54.95
936,2005,0,45.0,13.6,0,1,23.4,55.85
936,2006,0,46.0,13.6,1,0,24.2,0.0
936,2007,0,47.0,13.6,1,1,25.0,58.31
936,2008,0,48.0,13.6,3,1,25.8,60.29
936,2009,0,49.0,13.6,2,1,26.6,60.19
937,2000,1,38.0,14.7,0,0,15.3,0.0
937,2001,0,39.0,14.7,0,0,16.1,0.0
937,2002,0,40.0,14.7,0,0,16.9,0.0
937,2003,1,41.0,14.7,0,0,17.7,0.0
937,2004,1,42.0,14.7,1,0,18.5,0.0
937,2005,0,43.0,14.7,2,0,19.3,0.0
937,2006,0,44.0,14.7,0,0,20.1,0.0
937,2007,0,45.0,14.7,1,0,20.9,0.0
937,2008,0,46.0,14.7,2,0,21.7,0.0
937,2009,0,47.0,14.7,0,0,22.5,0.0
938,2000,0,29.0,15.7,3,1,9.3,5.72
938,2001,0,30.0,15.7,0,1,10.1,5.81
938,2002,0,31.0,15.7,1,1,10.9,9.4
938,2003,1,32.0,15.7,0,1,11.7,6.94
938,2004,0,33.0,15.7,0,1,12.5,4.92
938,2005,1,34.0,15.7,0,1,13.3,6.99
938,2006,1,35.0,15.7,1,1,14.1,6.61
938,2007,1,36.0,15.7,0,1,14.9,7.21
938,2008,1,37.0,15.7,1,1,15.7,7.99
938,2009,0,38.0,15.7,3,1,16.5,7.22
939,2000,1,29.0,14.2,0,1,7.8,10.93
939,2001,0,30.0,14.2,1,1,8.6,9.27
939,2002,1,31.0,14.2,0,1,9.4,8.68
939,2003,1,32.0,14.2,0,1,10.2,9.79
939,2004,1,33.0,14.2,0,0,11.0,0.0
939,2005,0,34.0,14.2,2,1,11.8,8.54
939,2006,0,35.0,14.2,1,1,12.6,10.43
939,2007,1,36.0,14.2,1,1,13.4,9.24
939,2008,0,37.0,14.2,1,1,14.2,10.41
939,2009,0,38.0,14.2,0,1,15.0,10.8
940,2000,0,24.0,13.7,2,0,6.3,0.0
940,2001,0,25.0,13.7,2,0,7.1,0.0
940,2002,0,26.0,13.7,1,0,7.9,0.0
940,2003,0,27.0,13.7,2,0,8.7,0.0
940,2004,0,28.0,13.7,2,0,9.5,0.0
940,2005,0,29.0,13.7,2,0,10.3,0.0
940,2006,0,30.0,13.7,0,0,11.1,0.0
940,2007,1,31.0,13.7,1,0,11.9,0.0
940,2008,1,32.0,13.7,0,0,12.7,0.0
940,2009,1,33.0,13.7,0,0,13.5,0.0
941,2000,0,25.0,8.0,2,1,12.0,18.5
941,2001,0,26.0,8.0,1,1,12.8,18.88
941,2002,0,27.0,8.0,0,1,13.6,19.67
941,2003,0,28.0,8.0,1,1,14.4,19.19
941,2004,0,29.0,8.0,0,1,15.2,20.54
941,2005,0,30.0,8.0,1,1,16.0,22.08
941,2006,0,31.0,8.0,2,1,16.8,18.81
941,2007,0,32.0,8.0,0,0,17.6,0.0
941,2008,0,33.0,8.0,0,1,18.4,21.23
941,2009,0,34.0,8.0,1,1,19.2,20.67
942,2000,0,37.0,8.6,0,1,22.4,36.58
942,2001,0,38.0,8.6,0,1,23.2,36.56
942,2002,1,39.0,8.6,1,1,24.0,36.67
942,2003,0,40.0,8.6,0,1,24.8,35.86
942,2004,0,41.0,8.6,2,1,25.6,36.54
942,2005,1,42.0,8.6,1,1,26.4,39.54
942,2006,1,43.0,8.6,1,1,27.2,38.78
942,2007,1,44.0,8.6,1,1,28.0,41.0
942,2008,1,45.0,8.6,0,1,28.8,40.64
942,2009,1,46.0,8.6,0,1,29.6,42.9
943,2000,1,39.0,11.3,0,1,20.7,25.99
943,2001,1,40.0,11.3,0,1,21.5,29.12
943,2002,1,41.0,11.3,1,1,22.3,28.2
943,2003,1,42.0,11.3,3,1,23.1,25.72
943,2004,0,43.0,11.3,2,1,23.9,28.87
943,2005,0,44.0,11.3,0,1,24.7,27.22
943,2006,0,45.0,11.3,2,1,25.5,30.46
943,2007,0,46.0,11.3,2,1,26.3,29.11
943,2008,1,47.0,11.3,0,0,27.1,0.0
943,2009,1,48.0,11.3,0,0,27.9,0.0
944,2000,0,39.0,12.6,0,1,22.4,9.83
944,2001,0,40.0,12.6,1,1,23.2,10.98
944,2002,0,41.0,12.6,2,1,24.0,9.41
944,2003,0,42.0,12.6,0,1,24.8,8.14
944,2004,1,43.0,12.6,1,1,25.6,10.38
944,2005,1,44.0,12.6,0,1,26.4,9.77
944,2006,0,45.0,12.6,3,1,27.2,9.4
944,2007,0,46.0,12.6,0,1,28.0,9.74
944,2008,0,47.0,12.6,1,1,28.8,11.8
944,2009,0,48.0,12.6,2,1,29.6,12.4
945,2000,1,40.0,10.7,0,1,22.3,27.8
945,2001,1,41.0,10.7,0,1,23.1,31.64
945,2002,1,42.0,10.7,2,1,23.9,34.75
945,2003,1,43.0,10.7,1,1,24.7,32.55
945,2004,1,44.0,10.7,0,0,25.5,0.0
945,2005,0,45.0,10.7,1,1,26.3,33.27
945,2006,0,46.0,10.7,0,1,27.1,34.94
945,2007,0,47.0,10.7,2,1,27.9,35.08
945,2008,1,48.0,10.7,1,1,28.7,36.25
945,2009,1,49.0,10.7,1,1,29.5,34.24
946,2000,0,36.0,9.0,0,1,19.0,18.4
946,2001,0,37.0,9.0,1,1,19.8,17.43
946,2002,0,38.0,9.0,2,1,20.6,19.11
946,2003,0,39.0,9.0,3,1,21.4,23.36
946,2004,0,40.0,9.0,1,1,22.2,18.95
946,2005,0,41.0,9.0,1,1,23.0,20.49
946,2006,0,42.0,9.0,0,0,23.8,0.0
946,2007,0,43.0,9.0,0,1,24.6,19.35
946,2008,0,44.0,9.0,0,1,25.4,21.65
946,2009,0,45.0,9.0,0,1,26.2,20.27
947,2000,0,26.0,16.4,1,1,1.6,22.5
947,2001,0,27.0,16.4,2,1,2.4,21.38
947,2002,1,28.0,16.4,2,1,3.2,25.86
947,2003,1,29.0,16.4,0,0,4.0,0.0
947,2004,0,30.0,16.4,0,1,4.8,22.87
947,2005,0,31.0,16.4,0,1,5.6,24.76
947,2006,0,32.0,16.4,2,0,6.4,0.0
947,2007,0,33.0,16.4,1,1,7.2,25.73
947,2008,0,34.0,16.4,2,1,8.0,28.4
947,2009,0,35.0,16.4,1,1,8.8,27.61
948,2000,0,23.0,10.0,2,1,7.0,0.0
948,2001,0,24.0,10.0,1,0,7.8,0.0
948,2002,0,25.0,10.0,2,0,8.6,0.0
948,2003,1,26.0,10.0,2,0,9.4,0.0
948,2004,0,27.0,10.0,3,0,10.2,0.0
948,2005,0,28.0,10.0,1,0,11.0,0.0
948,2006,0,29.0,10.0,1,0,11.8,0.0
948,2007,0,30.0,10.0,2,0,12.6,0.0
948,2008,0,31.0,10.0,1,0,13.4,0.0
948,2009,0,32.0,10.0,2,0,14.2,0.0
949,2000,0,41.0,8.0,0,1,28.0,61.18
949,2001,0,42.0,8.0,0,1,28.8,64.6
949,2002,0,43.0,8.0,2,0,29.6,0.0
949,2003,0,44.0,8.0,1,1,30.4,65.94
949,2004,0,45.0,8.0,2,1,31.2,68.5
949,2005,0,46.0,8.0,0,1,32.0,70.29
949,2006,0,47.0,8.0,0,1,32.8,67.44
949,2007,0,48.0,8.0,0,0,33.6,0.0
949,2008,0,49.0,8.0,1,1,34.4,72.37
949,2009,0,50.0,8.0,0,1,35.2,70.78
950,2000,1,22.0,16.1,0,0,0.0,0.0
950,2001,1,23.0,16.1,1,0,0.8,0.0
950,2002,1,24.0,16.1,1,1,1.6,1.08
950,2003,1,25.0,16.1,0,0,2.4,0.0
950,2004,0,26.0,16.1,0,0,3.2,0.0
950,2005,1,27.0,16.1,1,0,4.0,0.0
950,2006,0,28.0,16.1,0,0,4.8,0.0
950,2007,0,29.0,16.1,2,0,5.6,0.0
950,2008,0,30.0,16.1,0,0,6.4,0.0
950,2009,0,31.0,16.1,3,0,7.2,0.0
951,2000,1,30.0,13.8,2,1,8.2,23.07
951,2001,0,31.0,13.8,4,1,9.0,21.76
951,2002,0,32.0,13.8,0,1,9.8,25.98
951,2003,1,33.0,13.8,0,1,10.6,24.84
951,2004,0,34.0,13.8,0,1,11.4,22.31
951,2005,0,35.0,13.8,2,1,12.2,23.08
951,2006,0,36.0,13.8,0,1,13.0,25.84
951,2007,0,37.0,13.8,0,1,13.8,26.23
951,2008,1,38.0,13.8,1,1,14.6,24.27
951,2009,0,39.0,13.8,1,1,15.4,27.48
952,2000,1,36.0,10.7,0,0,22.3,0.0
952,2001,1,37.0,10.7,0,0,23.1,0.0
952,2002,1,38.0,10.7,1,0,23.9,0.0
952,2003,0,39.0,10.7,2,0,24.7,0.0
952,2004,0,40.0,10.7,0,0,25.5,0.0
952,2005,1,41.0,10.7,0,0,26.3,0.0
952,2006,0,42.0,10.7,1,0,27.1,0.0
952,2007,0,43.0,10.7,1,0,27.9,0.0
952,2008,0,44.0,10.7,0,0,28.7,0.0
952,2009,0,45.0,10.7,1,0,29.5,0.0
953,2000,0,32.0,15.4,0,1,8.6,17.42
953,2001,0,33.0,15.4,0,1,9.4,16.95
953,2002,0,34.0,15.4,0,1,10.2,18.97
953,2003,0,35.0,15.4,0,1,11.0,15.37
953,2004,1,36.0,15.4,1,1,11.8,17.51
953,2005,0,37.0,15.4,0,1,12.6,16.62
953,2006,0,38.0,15.4,3,1,13.4,19.92
953,2007,0,39.0,15.4,3,1,14.2,19.15
953,2008,1,40.0,15.4,1,1,15.0,20.4
953,2009,0,41.0,15.4,2,1,15.8,20.65
954,2000,1,40.0,13.6,0,0,18.4,0.0
954,2001,1,41.0,13.6,1,0,19.2,0.0
954,2002,1,42.0,13.6,0,0,20.0,0.0
954,2003,1,43.0,13.6,2,0,20.8,0.0
954,2004,1,44.0,13.6,0,0,21.6,0.0
954,2005,1,45.0,13.6,0,0,22.4,0.0
954,2006,1,46.0,13.6,0,1,23.2,3.17
954,2007,1,47.0,13.6,1,0,24.0,0.0
954,2008,0,48.0,13.6,3,0,24.8,0.0
954,2009,1,49.0,13.6,0,0,25.6,0.0
955,2000,1,39.0,14.2,0,1,19.8,5.85
955,2001,1,40.0,14.2,0,0,20.6,0.0
955,2002,0,41.0,14.2,1,0,21.4,0.0
955,2003,1,42.0,14.2,2,1,22.2,3.31
955,2004,0,43.0,14.2,4,1,23.0,6.15
955,2005,0,44.0,14.2,1,1,23.8,5.18
955,2006,0,45.0,14.2,1,1,24.6,5.92
955,2007,0,46.0,14.2,1,1,25.4,7.0
955,2008,0,47.0,14.2,2,1,26.2,5.95
955,2009,0,48.0,14.2,2,1,27.0,6.76
956,2000,1,24.0,10.0,0,1,6.0,24.1
956,2001,1,25.0,10.0,1,1,6.8,27.71
956,2002,1,26.0,10.0,2,1,7.6,27.89
956,2003,1,27.0,10.0,3,1,8.4,26.29
956,2004,1,28.0,10.0,1,1,9.2,29.04
956,2005,1,29.0,10.0,3,1,10.0,30.61
956,2006,0,30.0,10.0,1,1,10.8,30.87
956,2007,1,31.0,10.0,0,0,11.6,0.0
956,2008,0,32.0,10.0,1,1,12.4,28.99
956,2009,0,33.0,10.0,1,1,13.2,29.92
957,2000,0,33.0,12.1,1,1,17.9,39.83
957,2001,0,34.0,12.1,0,1,18.7,43.72
957,2002,1,35.0,12.1,0,1,19.5,41.26
957,2003,0,36.0,12.1,0,1,20.3,42.91
957,2004,0,37.0,12.1,1,1,21.1,43.55
957,2005,0,38.0,12.1,2,1,21.9,47.66
957,2006,1,39.0,12.1,0,1,22.7,44.11
957,2007,0,40.0,12.1,1,1,23.5,45.75
957,2008,0,41.0,12.1,2,1,24.3,49.64
957,2009,1,42.0,12.1,1,0,25.1,0.0
958,2000,1,40.0,11.4,0,1,20.6,24.52
958,2001,1,41.0,11.4,0,0,21.4,0.0
958,2002,0,42.0,11.4,0,1,22.2,28.65
958,2003,1,43.0,11.4,1,0,23.0,0.0
958,2004,1,44.0,11.4,0,0,23.8,0.0
958,2005,1,45.0,11.4,2,1,24.6,27.28
958,2006,0,46.0,11.4,0,1,25.4,28.14
958,2007,0,47.0,11.4,1,1,26.2,30.6
958,2008,0,48.0,11.4,1,0,27.0,0.0
958,2009,0,49.0,11.4,1,1,27.8,33.52
959,2000,1,22.0,10.5,0,1,5.5,7.31
959,2001,1,23.0,10.5,2,1,6.3,6.97
959,2002,0,24.0,10.5,1,1,7.1,9.93
959,2003,1,25.0,10.5,0,1,7.9,6.03
959,2004,0,26.0,10.5,2,1,8.7,5.81
959,2005,1,27.0,10.5,2,1,9.5,9.36
959,2006,0,28.0,10.5,0,1,10.3,8.39
959,2007,1,29.0,10.5,2,1,11.1,11.74
959,2008,1,30.0,10.5,3,1,11.9,9.31
959,2009,0,31.0,10.5,2,1,12.7,9.48
960,2000,1,41.0,15.1,0,0,20.9,0.0
960,2001,1,42.0,15.1,0,0,21.7,0.0
960,2002,1,43.0,15.1,0,0,22.5,0.0
960,2003,1,44.0,15.1,1,0,23.3,0.0
960,2004,1,45.0,15.1,2,0,24.1,0.0
960,2005,1,46.0,15.1,0,0,24.9,0.0
960,2006,1,47.0,15.1,0,1,25.7,0.0
960,2007,0,48.0,15.1,1,0,26.5,0.0
960,2008,0,49.0,15.1,2,0,27.3,0.0
960,2009,1,50.0,15.1,2,0,28.1,0.0
961,2000,0,34.0,11.7,0,0,17.3,0.0
961,2001,0,35.0,11.7,1,1,18.1,21.25
961,2002,0,36.0,11.7,0,1,18.9,20.39
961,2003,0,37.0,11.7,1,0,19.7,0.0
961,2004,0,38.0,11.7,1,1,20.5,22.72
961,2005,1,39.0,11.7,0,1,21.3,25.64
961,2006,1,40.0,11.7,0,1,22.1,23.58
961,2007,0,41.0,11.7,0,1,22.9,24.18
961,2008,0,42.0,11.7,2,1,23.7,25.0
961,2009,0,43.0,11.7,0,1,24.5,22.63
962,2000,1,33.0,9.6,1,1,18.4,19.87
962,2001,1,34.0,9.6,0,1,19.2,15.88
962,2002,1,35.0,9.6,0,1,20.0,13.3
962,2003,1,36.0,9.6,0,1,20.8,13.75
962,2004,1,37.0,9.6,1,1,21.6,19.34
962,2005,1,38.0,9.6,1,1,22.4,14.41
962,2006,1,39.0,9.6,1,1,23.2,15.72
962,2007,0,40.0,9.6,0,0,24.0,0.0
962,2008,1,41.0,9.6,0,1,24.8,13.34
962,2009,1,42.0,9.6,2,1,25.6,16.5
963,2000,1,30.0,13.6,1,1,10.4,11.63
963,2001,0,31.0,13.6,0,1,11.2,14.67
963,2002,1,32.0,13.6,0,1,12.0,13.31
963,2003,0,33.0,13.6,1,1,12.8,17.98
963,2004,0,34.0,13.6,0,1,13.6,11.94
963,2005,0,35.0,13.6,0,1,14.4,14.35
963,2006,1,36.0,13.6,2,1,15.2,13.56
963,2007,0,37.0,13.6,0,1,16.0,16.8
963,2008,0,38.0,13.6,0,1,16.8,17.96
963,2009,1,39.0,13.6,0,1,17.6,16.0
964,2000,1,35.0,17.4,0,1,14.6,7.71
964,2001,1,36.0,17.4,0,1,15.4,6.79
964,2002,1,37.0,17.4,0,0,16.2,0.0
964,2003,1,38.0,17.4,0,1,17.0,5.28
964,2004,0,39.0,17.4,1,1,17.8,7.63
964,2005,0,40.0,17.4,2,1,18.6,9.15
964,2006,1,41.0,17.4,0,1,19.4,4.5
964,2007,1,42.0,17.4,0,1,20.2,8.45
964,2008,1,43.0,17.4,1,0,21.0,0.0
964,2009,1,44.0,17.4,2,1,21.8,3.8
965,2000,0,39.0,15.3,2,1,20.7,8.44
965,2001,1,40.0,15.3,0,1,21.5,9.38
965,2002,1,41.0,15.3,1,1,22.3,7.14
965,2003,1,42.0,15.3,2,1,23.1,11.65
965,2004,1,43.0,15.3,0,1,23.9,9.1
965,2005,0,44.0,15.3,1,1,24.7,10.01
965,2006,1,45.0,15.3,0,1,25.5,10.31
965,2007,1,46.0,15.3,0,1,26.3,13.05
965,2008,0,47.0,15.3,0,1,27.1,8.01
965,2009,1,48.0,15.3,1,1,27.9,15.03
966,2000,1,38.0,8.1,1,1,23.9,9.49
966,2001,0,39.0,8.1,2,1,24.7,8.19
966,2002,0,40.0,8.1,0,1,25.5,9.28
966,2003,1,41.0,8.1,1,0,26.3,0.0
966,2004,1,42.0,8.1,3,1,27.1,11.39
966,2005,1,43.0,8.1,2,1,27.9,10.77
966,2006,1,44.0,8.1,1,1,28.7,9.1
966,2007,1,45.0,8.1,1,1,29.5,6.65
966,2008,1,46.0,8.1,0,1,30.3,9.46
966,2009,0,47.0,8.1,0,1,31.1,11.19
967,2000,0,35.0,12.9,2,0,16.1,0.0
967,2001,1,36.0,12.9,0,0,16.9,0.0
967,2002,0,37.0,12.9,0,0,17.7,0.0
967,2003,1,38.0,12.9,0,0,18.5,0.0
967,2004,1,39.0,12.9,0,0,19.3,0.0
967,2005,0,40.0,12.9,0,0,20.1,0.0
967,2006,0,41.0,12.9,0,0,20.9,0.0
967,2007,0,42.0,12.9,1,0,21.7,0.0
967,2008,0,43.0,12.9,0,0,22.5,0.0
967,2009,0,44.0,12.9,0,1,23.3,1.94
968,2000,1,35.0,12.3,0,0,16.7,0.0
968,2001,1,36.0,12.3,0,0,17.5,0.0
968,2002,1,37.0,12.3,0,0,18.3,0.0
968,2003,1,38.0,12.3,4,0,19.1,0.0
968,2004,1,39.0,12.3,1,0,19.9,0.0
968,2005,1,40.0,12.3,0,0,20.7,0.0
968,2006,1,41.0,12.3,1,0,21.5,0.0
968,2007,1,42.0,12.3,0,0,22.3,0.0
968,2008,1,43.0,12.3,0,0,23.1,0.0
968,2009,1,44.0,12.3,0,0,23.9,0.0
969,2000,0,33.0,9.5,2,1,20.5,5.11
969,2001,1,34.0,9.5,0,1,21.3,2.47
969,2002,0,35.0,9.5,1,1,22.1,5.38
969,2003,1,36.0,9.5,0,1,22.9,6.37
969,2004,0,37.0,9.5,2,1,23.7,7.29
969,2005,1,38.0,9.5,1,0,24.5,0.0
969,2006,1,39.0,9.5,1,1,25.3,3.8
969,2007,1,40.0,9.5,1,1,26.1,7.12
969,2008,1,41.0,9.5,1,1,26.9,5.06
969,2009,1,42.0,9.5,0,1,27.7,5.65
970,2000,0,25.0,12.1,0,0,7.9,0.0
970,2001,0,26.0,12.1,1,0,8.7,0.0
970,2002,0,27.0,12.1,1,0,9.5,0.0
970,2003,0,28.0,12.1,2,0,10.3,0.0
970,2004,0,29.0,12.1,2,0,11.1,0.0
970,2005,0,30.0,12.1,1,0,11.9,0.0
970,2006,0,31.0,12.1,1,0,12.7,0.0
970,2007,0,32.0,12.1,2,0,13.5,0.0
970,2008,0,33.0,12.1,2,0,14.3,0.0
970,2009,0,34.0,12.1,2,0,15.1,0.0
971,2000,1,22.0,11.6,0,0,5.4,0.0
971,2001,1,23.0,11.6,3,0,6.2,0.0
971,2002,0,24.0,11.6,0,0,7.0,0.0
971,2003,0,25.0,11.6,2,0,7.8,0.0
971,2004,1,26.0,11.6,0,0,8.6,0.0
