id,year,career,educ,exper,age,female,income,urban
207,4,2,11.1,18.9,33.0,1,6176.84,0
207,5,1,11.6,19.9,34.0,1,7497.07,0
208,1,1,12.6,10.4,28.0,1,9004.92,0
208,2,1,12.6,11.4,29.0,1,5524.43,0
208,3,1,12.6,12.4,30.0,1,9232.09,0
208,4,0,12.6,13.4,31.0,1,8452.02,0
208,5,2,12.6,14.4,32.0,1,7510.2,0
209,1,1,16.9,21.1,44.0,1,9039.32,0
209,2,2,16.9,22.1,45.0,1,10767.54,0
209,3,2,16.9,23.1,46.0,1,9691.48,0
209,4,2,16.9,24.1,47.0,1,10325.27,0
209,5,1,16.9,25.1,48.0,1,10145.37,0
210,1,1,16.5,10.5,34.0,0,10641.0,0
210,2,2,16.5,11.5,35.0,0,9032.03,0
210,3,2,16.5,12.5,36.0,0,8626.11,0
210,4,2,16.5,13.5,37.0,0,10497.55,0
210,5,2,16.5,14.5,38.0,0,8154.22,0
211,1,2,7.0,34.0,45.0,0,8665.64,0
211,2,0,7.0,35.0,46.0,0,8640.55,0
211,3,2,7.0,36.0,47.0,0,9964.26,0
211,4,0,7.0,37.0,48.0,0,11078.87,0
211,5,2,7.0,38.0,49.0,0,11302.32,0
212,1,0,13.4,25.6,44.0,0,9430.28,1
212,2,2,13.4,26.6,45.0,0,10194.73,1
212,3,2,13.4,27.6,46.0,0,11793.78,1
212,4,2,13.4,28.6,47.0,0,13885.6,1
212,5,2,13.4,29.6,48.0,0,9915.29,1
213,1,2,10.4,16.6,34.0,0,7053.68,0
213,2,1,10.4,17.6,35.0,0,7507.76,0
213,3,1,10.4,18.6,36.0,0,7865.46,0
213,4,2,10.4,19.6,37.0,0,6900.93,0
213,5,1,10.4,20.6,38.0,0,11995.65,0
214,1,2,13.1,2.9,22.0,0,7316.09,1
214,2,0,13.1,3.9,23.0,0,6185.75,1
214,3,1,13.1,4.9,24.0,0,7268.22,1
214,4,2,13.6,5.9,25.0,0,6823.26,1
214,5,1,13.1,6.9,26.0,0,5853.08,1
215,1,1,12.6,15.4,36.0,0,8040.42,1
215,2,2,12.6,16.4,37.0,0,6817.01,1
215,3,2,12.6,17.4,38.0,0,9875.71,1
215,4,2,13.1,18.4,39.0,0,9162.92,1
215,5,2,12.6,19.4,40.0,0,7564.48,1
216,1,2,14.9,20.1,39.0,1,8721.68,1
216,2,1,14.9,21.1,40.0,1,9013.14,1
216,3,2,14.9,22.1,41.0,1,9909.6,1
216,4,2,14.9,23.1,42.0,1,15223.61,1
216,5,2,14.9,24.1,43.0,1,10242.9,1
217,1,0,6.0,20.0,31.0,0,7182.36,0
217,2,1,6.0,21.0,32.0,0,6760.69,0
217,3,0,6.0,22.0,33.0,0,7991.05,0
217,4,0,6.0,23.0,34.0,0,7005.28,0
217,5,0,6.0,24.0,35.0,0,8085.95,0
218,1,1,10.8,8.2,25.0,1,9301.95,0
218,2,0,10.8,9.2,26.0,1,11358.72,0
218,3,1,10.8,10.2,27.0,1,6460.26,0
218,4,2,10.8,11.2,28.0,1,6989.25,0
218,5,0,10.8,12.2,29.0,1,5995.56,0
219,1,1,10.2,23.8,37.0,0,6532.73,1
219,2,0,10.2,24.8,38.0,0,8806.2,1
219,3,1,10.2,25.8,39.0,0,9857.96,1
219,4,2,10.2,26.8,40.0,0,10391.46,1
219,5,1,10.7,27.8,41.0,0,16692.32,1
220,1,0,10.8,22.2,38.0,1,9951.93,0
220,2,0,10.8,23.2,39.0,1,9690.29,0
220,3,1,10.8,24.2,40.0,1,7137.34,0
220,4,0,10.8,25.2,41.0,1,7995.0,0
220,5,1,10.8,26.2,42.0,1,8229.37,0
221,1,2,16.8,2.2,22.0,0,6924.84,0
221,2,2,16.8,3.2,23.0,0,8062.62,0
221,3,2,16.8,4.2,24.0,0,7152.48,0
221,4,0,16.8,5.2,25.0,0,8378.22,0
221,5,2,16.8,6.2,26.0,0,9884.74,0
222,1,2,17.1,16.9,41.0,1,11699.73,1
222,2,1,17.1,17.9,42.0,1,9534.24,1
222,3,2,17.1,18.9,43.0,1,10914.56,1
222,4,2,17.1,19.9,44.0,1,11564.03,1
222,5,0,17.1,20.9,45.0,1,12620.48,1
223,1,0,10.1,6.9,22.0,1,7522.28,1
223,2,0,10.1,7.9,23.0,1,6001.19,1
223,3,1,10.1,8.9,24.0,1,6040.45,1
223,4,1,10.1,9.9,25.0,1,6133.72,1
223,5,2,10.1,10.9,26.0,1,8890.7,1
224,1,2,9.8,33.2,46.0,0,7777.22,1
224,2,2,9.8,34.2,47.0,0,9368.84,1
224,3,0,9.8,35.2,48.0,0,13529.8,1
224,4,2,9.8,36.2,49.0,0,12506.21,1
224,5,2,9.8,37.2,50.0,0,9912.39,1
225,1,1,16.1,25.9,45.0,1,11501.63,1
225,2,1,16.1,26.9,46.0,1,13814.75,1
225,3,0,16.1,27.9,47.0,1,11517.38,1
225,4,2,16.1,28.9,48.0,1,12369.55,1
225,5,1,16.1,29.9,49.0,1,9291.56,1
226,1,1,16.8,23.2,48.0,0,9384.3,0
226,2,2,16.8,24.2,49.0,0,11876.78,0
226,3,0,16.8,25.2,50.0,0,11499.17,0
226,4,2,16.8,26.2,51.0,0,11659.96,0
226,5,2,16.8,27.2,52.0,0,8679.44,0
227,1,1,11.4,31.6,48.0,1,12595.4,1
227,2,1,11.4,32.6,49.0,1,9522.47,1
227,3,1,11.4,33.6,50.0,1,11568.42,1
227,4,2,11.4,34.6,51.0,1,9991.1,1
227,5,2,11.4,35.6,52.0,1,11454.39,1
228,1,1,8.4,26.6,43.0,0,7556.76,0
228,2,1,8.4,27.6,44.0,0,7511.33,0
228,3,0,8.4,28.6,45.0,0,9089.72,0
228,4,0,8.4,29.6,46.0,0,13925.9,0
228,5,1,8.4,30.6,47.0,0,8488.58,0
229,1,2,15.6,15.4,34.0,0,7821.85,0
229,2,1,15.6,16.4,35.0,0,9204.38,0
229,3,0,15.6,17.4,36.0,0,10776.78,0
229,4,0,15.6,18.4,37.0,0,6615.73,0
229,5,1,15.6,19.4,38.0,0,9571.47,0
230,1,2,15.6,16.4,37.0,0,9388.33,1
230,2,2,15.6,17.4,38.0,0,9916.04,1
230,3,2,15.6,18.4,39.0,0,9012.16,1
230,4,2,16.1,19.4,40.0,0,8937.14,1
230,5,1,15.6,20.4,41.0,0,7033.99,1
231,1,1,14.2,6.8,27.0,1,7969.75,1
231,2,2,14.2,7.8,28.0,1,5799.0,1
231,3,2,14.2,8.8,29.0,1,6441.28,1
231,4,1,14.2,9.8,30.0,1,8702.64,1
231,5,0,14.7,10.8,31.0,1,7989.99,1
232,1,2,12.1,14.9,31.0,1,9608.97,0
232,2,0,12.1,15.9,32.0,1,7563.05,0
232,3,2,12.1,16.9,33.0,1,8231.59,0
232,4,0,12.1,17.9,34.0,1,9079.39,0
232,5,1,12.1,18.9,35.0,1,10350.24,0
233,1,1,14.2,7.8,27.0,0,7272.04,0
233,2,1,14.2,8.8,28.0,0,4939.29,0
233,3,1,14.2,9.8,29.0,0,7504.19,0
233,4,0,14.2,10.8,30.0,0,6748.17,0
233,5,1,14.2,11.8,31.0,0,6743.62,0
234,1,0,7.6,12.4,26.0,0,6152.49,1
234,2,0,7.6,13.4,27.0,0,4602.16,1
234,3,0,7.6,14.4,28.0,0,8283.64,1
234,4,0,7.6,15.4,29.0,0,5935.11,1
234,5,0,7.6,16.4,30.0,0,7427.14,1
235,1,0,12.6,30.4,47.0,0,13378.27,1
235,2,2,12.6,31.4,48.0,0,13754.8,1
235,3,2,12.6,32.4,49.0,0,12034.65,1
235,4,2,12.6,33.4,50.0,0,6561.32,1
235,5,2,12.6,34.4,51.0,0,11100.88,1
236,1,1,8.2,12.8,28.0,0,5231.49,1
236,2,2,8.2,13.8,29.0,0,7156.49,1
236,3,1,8.2,14.8,30.0,0,8725.61,1
236,4,0,8.2,15.8,31.0,0,8925.6,1
236,5,2,8.2,16.8,32.0,0,7672.05,1
237,1,2,10.6,34.4,49.0,0,5808.44,0
237,2,2,10.6,35.4,50.0,0,7461.57,0
237,3,0,10.6,36.4,51.0,0,8899.42,0
237,4,0,10.6,37.4,52.0,0,13726.88,0
237,5,0,10.6,38.4,53.0,0,13035.62,0
238,1,0,8.6,7.4,24.0,1,4931.45,1
238,2,2,8.6,8.4,25.0,1,6679.71,1
238,3,1,8.6,9.4,26.0,1,5903.13,1
238,4,1,8.6,10.4,27.0,1,9816.59,1
238,5,1,8.6,11.4,28.0,1,8023.26,1
239,1,0,12.7,8.3,27.0,1,6832.1,1
239,2,0,12.7,9.3,28.0,1,8478.75,1
239,3,1,12.7,10.3,29.0,1,10516.24,1
239,4,0,12.7,11.3,30.0,1,7688.52,1
239,5,1,12.7,12.3,31.0,1,7607.42,1
240,1,2,11.0,23.0,41.0,0,12707.58,1
240,2,2,11.0,24.0,42.0,0,7882.62,1
240,3,2,11.0,25.0,43.0,0,10321.61,1
240,4,2,11.0,26.0,44.0,0,11924.1,1
240,5,2,11.0,27.0,45.0,0,7996.62,1
241,1,1,10.8,19.2,35.0,0,8896.98,1
241,2,1,10.8,20.2,36.0,0,6347.67,1
241,3,1,10.8,21.2,37.0,0,7603.01,1
241,4,1,10.8,22.2,38.0,0,12585.54,1
241,5,0,10.8,23.2,39.0,0,8670.63,1
242,1,0,13.2,28.8,45.0,0,11422.73,0
242,2,2,13.2,29.8,46.0,0,9572.3,0
242,3,2,13.2,30.8,47.0,0,15196.6,0
242,4,2,13.2,31.8,48.0,0,10804.63,0
242,5,2,13.2,32.8,49.0,0,11052.24,0
243,1,2,12.0,18.0,38.0,1,7744.56,0
243,2,1,12.0,19.0,39.0,1,7880.18,0
243,3,1,12.0,20.0,40.0,1,8896.17,0
243,4,2,12.0,21.0,41.0,1,11196.18,0
243,5,2,12.0,22.0,42.0,1,7862.04,0
244,1,2,13.0,28.0,47.0,1,7852.39,1
244,2,2,13.0,29.0,48.0,1,9749.38,1
244,3,2,13.0,30.0,49.0,1,11610.86,1
244,4,2,13.0,31.0,50.0,1,8453.37,1
244,5,0,13.0,32.0,51.0,1,10509.52,1
245,1,1,13.0,17.0,37.0,0,11365.08,1
245,2,0,13.0,18.0,38.0,0,9034.78,1
245,3,0,13.0,19.0,39.0,0,9047.31,1
245,4,0,13.0,20.0,40.0,0,12603.14,1
245,5,2,13.0,21.0,41.0,0,9320.99,1
246,1,2,17.4,3.6,27.0,1,9008.09,1
246,2,0,17.4,4.6,28.0,1,10904.23,1
246,3,2,17.4,5.6,29.0,1,8792.13,1
246,4,2,17.4,6.6,30.0,1,8335.21,1
246,5,2,17.9,7.6,31.0,1,7347.01,1
247,1,1,6.3,34.7,49.0,0,8864.8,0
247,2,0,6.3,35.7,50.0,0,7931.88,0
247,3,0,6.3,36.7,51.0,0,8567.19,0
247,4,2,6.3,37.7,52.0,0,8602.72,0
247,5,0,6.3,38.7,53.0,0,7558.09,0
248,1,1,8.4,5.6,22.0,0,6885.21,1
248,2,0,8.4,6.6,23.0,0,3969.37,1
248,3,0,8.4,7.6,24.0,0,7509.56,1
248,4,1,8.4,8.6,25.0,0,7244.38,1
248,5,0,8.4,9.6,26.0,0,4304.04,1
249,1,1,17.5,5.5,26.0,0,9341.41,1
249,2,1,17.5,6.5,27.0,0,6151.13,1
249,3,2,17.5,7.5,28.0,0,7376.33,1
249,4,2,17.5,8.5,29.0,0,11161.3,1
249,5,1,17.5,9.5,30.0,0,8708.17,1
250,1,2,15.9,7.1,28.0,1,5714.52,0
250,2,2,15.9,8.1,29.0,1,8987.82,0
250,3,1,15.9,9.1,30.0,1,13525.17,0
250,4,2,15.9,10.1,31.0,1,7698.43,0
250,5,0,16.4,11.1,32.0,1,10091.66,0
251,1,2,13.7,12.3,33.0,0,7412.31,1
251,2,2,13.7,13.3,34.0,0,9484.44,1
251,3,0,13.7,14.3,35.0,0,9780.94,1
251,4,2,13.7,15.3,36.0,0,9423.03,1
251,5,1,13.7,16.3,37.0,0,5306.48,1
252,1,1,8.7,28.3,45.0,0,8827.72,0
252,2,1,8.7,29.3,46.0,0,8811.55,0
252,3,2,8.7,30.3,47.0,0,11434.48,0
252,4,2,8.7,31.3,48.0,0,5117.1,0
252,5,2,8.7,32.3,49.0,0,7602.6,0
253,1,2,18.4,10.6,35.0,0,8752.19,1
253,2,2,18.4,11.6,36.0,0,8901.51,1
253,3,2,18.4,12.6,37.0,0,12145.21,1
253,4,2,18.9,13.6,38.0,0,13672.39,1
253,5,2,18.4,14.6,39.0,0,12233.96,1
254,1,1,6.5,19.5,32.0,0,6967.29,1
254,2,0,6.5,20.5,33.0,0,8924.75,1
254,3,2,6.5,21.5,34.0,0,5422.29,1
254,4,0,6.5,22.5,35.0,0,5385.75,1
254,5,2,6.5,23.5,36.0,0,9766.62,1
255,1,1,9.9,20.1,33.0,0,7788.83,0
255,2,2,9.9,21.1,34.0,0,9419.69,0
255,3,0,9.9,22.1,35.0,0,9653.63,0
255,4,2,9.9,23.1,36.0,0,9798.29,0
255,5,0,9.9,24.1,37.0,0,9005.13,0
256,1,1,11.9,34.1,49.0,0,7895.77,1
256,2,1,11.9,35.1,50.0,0,10191.66,1
256,3,2,11.9,36.1,51.0,0,11986.19,1
256,4,2,11.9,37.1,52.0,0,9392.24,1
256,5,2,11.9,38.1,53.0,0,10064.87,1
257,1,1,14.0,12.0,34.0,1,6814.95,0
257,2,2,14.0,13.0,35.0,1,7666.37,0
257,3,2,14.0,14.0,36.0,1,7310.66,0
257,4,2,14.0,15.0,37.0,1,10194.6,0
257,5,1,14.0,16.0,38.0,1,10874.46,0
258,1,1,13.2,13.8,30.0,1,7665.89,1
258,2,2,13.2,14.8,31.0,1,7998.42,1
258,3,0,13.2,15.8,32.0,1,10150.75,1
258,4,2,13.2,16.8,33.0,1,9366.17,1
258,5,2,13.2,17.8,34.0,1,10192.19,1
259,1,1,10.5,8.5,24.0,0,3826.19,0
259,2,0,10.5,9.5,25.0,0,7426.04,0
259,3,1,10.5,10.5,26.0,0,8393.86,0
259,4,2,10.5,11.5,27.0,0,6580.02,0
259,5,0,10.5,12.5,28.0,0,5977.5,0
260,1,2,6.9,25.1,37.0,0,9532.2,0
260,2,0,6.9,26.1,38.0,0,7122.12,0
260,3,1,6.9,27.1,39.0,0,7833.86,0
260,4,2,6.9,28.1,40.0,0,9099.44,0
260,5,2,7.4,29.1,41.0,0,8444.24,0
261,1,1,10.6,18.4,35.0,0,7622.23,1
261,2,1,10.6,19.4,36.0,0,6651.44,1
261,3,1,10.6,20.4,37.0,0,10647.16,1
261,4,2,10.6,21.4,38.0,0,10162.25,1
261,5,2,10.6,22.4,39.0,0,10233.9,1
262,1,0,8.3,20.7,36.0,0,5757.98,1
262,2,1,8.3,21.7,37.0,0,8185.17,1
262,3,0,8.3,22.7,38.0,0,10350.12,1
262,4,0,8.3,23.7,39.0,0,10187.67,1
262,5,1,8.3,24.7,40.0,0,8967.73,1
263,1,0,15.2,25.8,46.0,0,11365.93,0
263,2,0,15.2,26.8,47.0,0,11450.16,0
263,3,2,15.2,27.8,48.0,0,10178.95,0
263,4,2,15.2,28.8,49.0,0,8401.74,0
263,5,0,15.2,29.8,50.0,0,8154.28,0
264,1,2,9.0,33.0,46.0,1,9644.28,0
264,2,1,9.0,34.0,47.0,1,9756.52,0
264,3,2,9.0,35.0,48.0,1,11268.76,0
264,4,0,9.0,36.0,49.0,1,9911.38,0
264,5,0,9.0,37.0,50.0,1,10308.19,0
265,1,2,14.5,15.5,34.0,0,8800.4,1
265,2,1,14.5,16.5,35.0,0,7988.47,1
265,3,1,14.5,17.5,36.0,0,13380.26,1
265,4,2,15.0,18.5,37.0,0,8671.63,1
265,5,2,14.5,19.5,38.0,0,9446.93,1
266,1,1,13.2,14.8,32.0,0,9671.93,0
266,2,1,13.2,15.8,33.0,0,10071.85,0
266,3,2,13.2,16.8,34.0,0,8182.1,0
266,4,2,13.2,17.8,35.0,0,7767.77,0
266,5,2,13.2,18.8,36.0,0,6739.97,0
267,1,1,6.0,19.0,28.0,0,5993.05,1
267,2,2,6.0,20.0,29.0,0,10239.38,1
267,3,2,6.0,21.0,30.0,0,10147.85,1
267,4,1,6.0,22.0,31.0,0,5925.42,1
267,5,2,6.0,23.0,32.0,0,8479.56,1
268,1,0,12.8,28.2,46.0,0,15908.73,1
268,2,2,12.8,29.2,47.0,0,10167.33,1
268,3,1,12.8,30.2,48.0,0,8938.96,1
268,4,2,12.8,31.2,49.0,0,9609.81,1
268,5,2,12.8,32.2,50.0,0,14101.51,1
269,1,2,14.1,20.9,38.0,0,10489.52,1
269,2,1,14.1,21.9,39.0,0,10022.15,1
269,3,2,14.1,22.9,40.0,0,9323.22,1
269,4,2,14.1,23.9,41.0,0,8742.59,1
269,5,2,14.1,24.9,42.0,0,12694.94,1
270,1,2,12.5,9.5,28.0,0,7282.28,1
270,2,1,12.5,10.5,29.0,0,7453.82,1
270,3,1,12.5,11.5,30.0,0,6454.94,1
270,4,1,13.0,12.5,31.0,0,9459.37,1
270,5,1,12.5,13.5,32.0,0,10361.16,1
271,1,2,11.4,12.6,31.0,1,7456.91,1
271,2,0,11.4,13.6,32.0,1,7279.89,1
271,3,1,11.4,14.6,33.0,1,16057.46,1
271,4,2,11.4,15.6,34.0,1,6037.1,1
271,5,1,11.4,16.6,35.0,1,7962.0,1
272,1,2,9.2,25.8,39.0,0,10575.26,1
272,2,2,9.2,26.8,40.0,0,10069.65,1
272,3,2,9.2,27.8,41.0,0,8657.58,1
272,4,2,9.7,28.8,42.0,0,6609.48,1
272,5,0,9.2,29.8,43.0,0,7402.43,1
273,1,1,6.0,13.0,23.0,1,6121.91,0
273,2,1,6.0,14.0,24.0,1,7319.3,0
273,3,2,6.0,15.0,25.0,1,6161.44,0
273,4,0,6.0,16.0,26.0,1,8356.85,0
273,5,2,6.0,17.0,27.0,1,7245.79,0
274,1,1,9.6,19.4,34.0,0,7347.52,0
274,2,0,9.6,20.4,35.0,0,8546.13,0
274,3,2,9.6,21.4,36.0,0,7413.39,0
274,4,0,9.6,22.4,37.0,0,7300.66,0
274,5,2,9.6,23.4,38.0,0,9850.62,0
275,1,0,7.7,20.3,31.0,0,7827.1,0
275,2,1,7.7,21.3,32.0,0,7550.91,0
275,3,1,7.7,22.3,33.0,0,7270.98,0
275,4,0,7.7,23.3,34.0,0,7228.15,0
275,5,1,7.7,24.3,35.0,0,7634.99,0
276,1,2,11.2,34.8,49.0,0,11146.2,1
276,2,2,11.2,35.8,50.0,0,17157.6,1
276,3,0,11.2,36.8,51.0,0,10065.12,1
276,4,0,11.2,37.8,52.0,0,10241.21,1
276,5,2,11.2,38.8,53.0,0,11877.18,1
277,1,0,18.1,0.0,22.0,1,7131.77,1
277,2,2,18.1,1.0,23.0,1,5878.84,1
277,3,1,18.1,2.0,24.0,1,9581.23,1
277,4,1,18.1,3.0,25.0,1,7589.2,1
277,5,1,18.1,4.0,26.0,1,10770.13,1
278,1,2,14.8,4.2,22.0,1,10053.64,1
278,2,0,14.8,5.2,23.0,1,7018.59,1
278,3,2,14.8,6.2,24.0,1,7802.52,1
278,4,2,15.3,7.2,25.0,1,9446.09,1
278,5,0,14.8,8.2,26.0,1,5732.35,1
279,1,1,6.0,14.0,23.0,0,6926.94,1
279,2,0,6.0,15.0,24.0,0,6968.57,1
279,3,1,6.0,16.0,25.0,0,7368.82,1
279,4,1,6.0,17.0,26.0,0,6070.57,1
279,5,0,6.0,18.0,27.0,0,5615.96,1
280,1,1,9.8,26.2,43.0,1,9151.14,1
280,2,1,9.8,27.2,44.0,1,8638.55,1
280,3,1,9.8,28.2,45.0,1,9200.54,1
280,4,1,9.8,29.2,46.0,1,8434.33,1
280,5,2,9.8,30.2,47.0,1,9116.28,1
281,1,0,12.5,11.5,29.0,1,8024.64,1
281,2,1,12.5,12.5,30.0,1,8651.38,1
281,3,0,12.5,13.5,31.0,1,9264.42,1
281,4,1,12.5,14.5,32.0,1,9363.88,1
281,5,1,12.5,15.5,33.0,1,6330.13,1
282,1,0,8.6,17.4,30.0,1,11149.7,1
282,2,1,8.6,18.4,31.0,1,6271.55,1
282,3,1,8.6,19.4,32.0,1,7983.52,1
282,4,1,8.6,20.4,33.0,1,8556.85,1
282,5,1,8.6,21.4,34.0,1,9595.66,1
283,1,0,11.4,8.6,24.0,1,6723.94,1
283,2,1,11.4,9.6,25.0,1,7349.29,1
283,3,1,11.4,10.6,26.0,1,7401.49,1
283,4,1,11.9,11.6,27.0,1,9024.33,1
283,5,1,11.4,12.6,28.0,1,11246.36,1
284,1,2,14.5,7.5,30.0,0,7732.49,0
284,2,2,14.5,8.5,31.0,0,8315.68,0
284,3,0,14.5,9.5,32.0,0,5206.02,0
284,4,2,14.5,10.5,33.0,0,9497.53,0
284,5,1,14.5,11.5,34.0,0,7718.56,0
285,1,2,12.0,25.0,42.0,1,8146.4,1
285,2,2,12.0,26.0,43.0,1,9858.22,1
285,3,2,12.0,27.0,44.0,1,14812.6,1
285,4,2,12.0,28.0,45.0,1,8730.56,1
285,5,1,12.0,29.0,46.0,1,8452.45,1
286,1,2,15.4,18.6,40.0,0,10393.6,0
286,2,2,15.4,19.6,41.0,0,10971.92,0
286,3,2,15.4,20.6,42.0,0,7826.37,0
286,4,2,15.4,21.6,43.0,0,12819.78,0
286,5,2,15.4,22.6,44.0,0,10125.8,0
287,1,2,19.4,14.6,37.0,0,8039.39,0
287,2,2,19.4,15.6,38.0,0,10087.16,0
287,3,1,19.4,16.6,39.0,0,7283.95,0
287,4,2,19.4,17.6,40.0,0,8075.04,0
287,5,2,19.4,18.6,41.0,0,9009.19,0
288,1,1,12.9,6.1,23.0,0,6481.22,0
288,2,0,12.9,7.1,24.0,0,5959.84,0
288,3,1,12.9,8.1,25.0,0,8093.8,0
288,4,1,12.9,9.1,26.0,0,8099.15,0
288,5,0,12.9,10.1,27.0,0,5784.09,0
289,1,1,13.7,25.3,42.0,1,10726.44,0
289,2,0,13.7,26.3,43.0,1,9569.05,0
289,3,0,13.7,27.3,44.0,1,10869.48,0
289,4,2,13.7,28.3,45.0,1,9764.13,0
289,5,2,13.7,29.3,46.0,1,13375.39,0
290,1,2,11.7,14.3,32.0,0,7855.94,1
290,2,0,11.7,15.3,33.0,0,5704.88,1
290,3,0,11.7,16.3,34.0,0,10699.86,1
290,4,1,11.7,17.3,35.0,0,7371.86,1
290,5,0,11.7,18.3,36.0,0,11658.08,1
291,1,2,11.0,23.0,38.0,0,7321.16,1
291,2,0,11.0,24.0,39.0,0,8945.55,1
291,3,2,11.0,25.0,40.0,0,9770.35,1
291,4,1,11.0,26.0,41.0,0,7160.93,1
291,5,1,11.0,27.0,42.0,0,13072.25,1
292,1,0,13.5,22.5,41.0,0,7224.03,1
292,2,2,13.5,23.5,42.0,0,9584.32,1
292,3,2,13.5,24.5,43.0,0,9481.58,1
292,4,1,13.5,25.5,44.0,0,15833.46,1
292,5,2,13.5,26.5,45.0,0,8864.91,1
293,1,2,16.1,10.9,30.0,1,8369.19,0
293,2,2,16.1,11.9,31.0,1,7731.12,0
293,3,1,16.1,12.9,32.0,1,5685.66,0
293,4,0,16.1,13.9,33.0,1,7971.86,0
293,5,2,16.1,14.9,34.0,1,8516.02,0
294,1,2,12.1,28.9,45.0,1,6633.01,1
294,2,0,12.1,29.9,46.0,1,8077.25,1
294,3,0,12.1,30.9,47.0,1,11642.81,1
294,4,2,12.1,31.9,48.0,1,9567.75,1
294,5,1,12.1,32.9,49.0,1,11353.86,1
295,1,1,11.8,18.2,36.0,1,6264.14,1
295,2,1,11.8,19.2,37.0,1,11647.33,1
295,3,1,11.8,20.2,38.0,1,7686.49,1
295,4,0,11.8,21.2,39.0,1,8031.42,1
295,5,1,11.8,22.2,40.0,1,9685.97,1
296,1,1,9.0,27.0,39.0,1,11908.79,1
296,2,0,9.0,28.0,40.0,1,9505.15,1
296,3,1,9.0,29.0,41.0,1,6679.53,1
296,4,2,9.0,30.0,42.0,1,9641.54,1
296,5,0,9.0,31.0,43.0,1,9396.71,1
297,1,1,10.6,6.4,24.0,1,5369.95,0
297,2,1,10.6,7.4,25.0,1,5449.68,0
297,3,2,10.6,8.4,26.0,1,6268.26,0
297,4,1,10.6,9.4,27.0,1,5620.3,0
297,5,1,10.6,10.4,28.0,1,7403.35,0
298,1,1,15.2,3.8,25.0,1,6958.19,1
298,2,0,15.2,4.8,26.0,1,4818.79,1
298,3,2,15.2,5.8,27.0,1,6741.35,1
298,4,2,15.2,6.8,28.0,1,5814.15,1
298,5,2,15.2,7.8,29.0,1,7339.7,1
299,1,1,13.4,3.6,23.0,0,7805.35,0
299,2,2,13.4,4.6,24.0,0,6966.35,0
299,3,1,13.4,5.6,25.0,0,7974.23,0
299,4,1,13.4,6.6,26.0,0,8897.18,0
299,5,1,13.4,7.6,27.0,0,6748.25,0
300,1,1,11.6,11.4,30.0,0,8118.27,1
300,2,2,11.6,12.4,31.0,0,10796.04,1
300,3,2,11.6,13.4,32.0,0,5583.5,1
300,4,2,11.6,14.4,33.0,0,8203.2,1
300,5,2,11.6,15.4,34.0,0,6584.46,1
301,1,1,7.4,7.6,22.0,0,5253.92,1
301,2,0,7.4,8.6,23.0,0,7485.81,1
301,3,0,7.4,9.6,24.0,0,5312.35,1
301,4,1,7.4,10.6,25.0,0,9539.32,1
301,5,2,7.4,11.6,26.0,0,6562.02,1
302,1,0,8.7,26.3,39.0,1,8615.49,1
302,2,0,8.7,27.3,40.0,1,11746.8,1
302,3,1,8.7,28.3,41.0,1,10413.13,1
302,4,1,8.7,29.3,42.0,1,7711.93,1
302,5,1,8.7,30.3,43.0,1,10069.39,1
303,1,1,16.2,5.8,27.0,0,7380.99,1
303,2,1,16.2,6.8,28.0,0,6524.01,1
303,3,2,16.2,7.8,29.0,0,11093.97,1
303,4,2,16.2,8.8,30.0,0,9145.77,1
303,5,1,16.2,9.8,31.0,0,8895.82,1
304,1,1,15.2,7.8,27.0,0,7017.3,0
304,2,2,15.2,8.8,28.0,0,6435.39,0
304,3,2,15.2,9.8,29.0,0,7264.22,0
304,4,2,15.2,10.8,30.0,0,6330.65,0
304,5,0,15.2,11.8,31.0,0,6034.6,0
305,1,1,11.0,15.0,34.0,1,8064.82,1
305,2,2,11.0,16.0,35.0,1,6635.51,1
305,3,0,11.0,17.0,36.0,1,11958.76,1
305,4,2,11.0,18.0,37.0,1,9829.91,1
305,5,0,11.0,19.0,38.0,1,11419.86,1
306,1,2,6.0,15.0,25.0,0,5773.91,1
306,2,1,6.0,16.0,26.0,0,8986.09,1
306,3,1,6.0,17.0,27.0,0,6808.66,1
306,4,1,6.0,18.0,28.0,0,8249.02,1
306,5,1,6.0,19.0,29.0,0,5958.45,1
307,1,1,12.3,7.7,28.0,0,12377.5,1
307,2,0,12.3,8.7,29.0,0,7412.35,1
307,3,0,12.3,9.7,30.0,0,9583.85,1
307,4,0,12.3,10.7,31.0,0,8804.91,1
307,5,1,12.3,11.7,32.0,0,9635.54,1
308,1,0,9.6,31.4,46.0,1,10486.64,1
308,2,2,9.6,32.4,47.0,1,14215.46,1
308,3,2,9.6,33.4,48.0,1,7074.27,1
308,4,0,9.6,34.4,49.0,1,13001.26,1
308,5,0,9.6,35.4,50.0,1,8778.59,1
309,1,2,11.8,23.2,40.0,0,9111.88,1
309,2,0,11.8,24.2,41.0,0,10998.76,1
309,3,2,11.8,25.2,42.0,0,9306.63,1
309,4,2,12.3,26.2,43.0,0,7233.21,1
309,5,0,11.8,27.2,44.0,0,9160.44,1
310,1,0,10.0,32.0,46.0,0,9186.98,0
310,2,0,10.0,33.0,47.0,0,9661.08,0
310,3,2,10.0,34.0,48.0,0,8527.48,0
310,4,0,10.0,35.0,49.0,0,9722.52,0
310,5,2,10.0,36.0,50.0,0,13747.53,0
