id,year,mode,choice,cost,time,reliability,comfort,income,distance
451,1,bike,0,0.5,25.9,3.9,1.0,66731.01,7.7
451,2,car,1,11.65,21.0,3.3,4.3,66731.01,7.7
451,2,bus,0,4.01,43.8,3.3,2.9,66731.01,7.7
451,2,metro,0,5.39,24.6,5.0,2.3,66731.01,7.7
451,2,bike,0,0.5,26.4,3.2,1.7,66731.01,7.7
451,3,car,1,10.4,17.2,4.0,4.6,66731.01,7.7
451,3,bus,0,4.5,41.7,3.4,2.8,66731.01,7.7
451,3,metro,0,5.39,29.8,4.5,3.9,66731.01,7.7
451,3,bike,0,0.5,36.6,3.9,4.2,66731.01,7.7
451,4,car,1,11.98,22.8,4.5,4.3,66731.01,7.7
451,4,bus,0,4.45,45.9,1.4,2.8,66731.01,7.7
451,4,metro,0,5.36,19.8,3.4,3.4,66731.01,7.7
451,4,bike,0,0.5,32.8,3.3,3.0,66731.01,7.7
451,5,car,0,8.71,20.6,3.2,3.7,66731.01,7.7
451,5,bus,1,4.41,39.5,3.8,2.3,66731.01,7.7
451,5,metro,0,4.72,20.5,4.2,3.9,66731.01,7.7
451,5,bike,0,0.5,24.3,4.9,1.6,66731.01,7.7
452,1,car,1,32.18,47.9,4.4,4.1,100889.87,23.8
452,1,bus,0,4.67,62.4,2.4,2.2,100889.87,23.8
452,1,metro,0,6.2,55.1,4.2,4.4,100889.87,23.8
452,1,bike,0,1.61,101.1,1.4,2.2,100889.87,23.8
452,2,car,0,37.01,63.8,2.9,3.7,100889.87,23.8
452,2,bus,0,3.73,106.7,1.4,3.0,100889.87,23.8
452,2,metro,0,5.75,50.3,4.3,3.6,100889.87,23.8
452,2,bike,1,0.51,76.3,1.2,1.9,100889.87,23.8
452,3,car,0,23.47,63.6,4.4,4.0,100889.87,23.8
452,3,bus,0,3.4,87.7,2.2,2.8,100889.87,23.8
452,3,metro,1,5.78,59.4,4.1,3.8,100889.87,23.8
452,3,bike,0,0.69,90.5,2.3,1.0,100889.87,23.8
452,4,car,1,26.92,39.0,3.6,4.3,100889.87,23.8
452,4,bus,0,4.63,86.1,2.8,2.0,100889.87,23.8
452,4,metro,0,6.84,36.0,3.7,3.2,100889.87,23.8
452,4,bike,0,1.13,71.2,2.7,1.6,100889.87,23.8
452,5,car,1,26.14,44.5,2.7,4.0,100889.87,23.8
452,5,bus,0,3.37,108.4,3.1,3.5,100889.87,23.8
452,5,metro,0,5.5,63.6,4.4,2.7,100889.87,23.8
452,5,bike,0,1.56,86.6,4.0,2.1,100889.87,23.8
453,1,car,0,26.03,45.8,4.6,4.3,55362.2,16.1
453,1,bus,1,3.92,84.9,2.6,2.5,55362.2,16.1
453,1,metro,0,5.4,29.2,3.9,4.0,55362.2,16.1
453,1,bike,0,0.95,71.3,3.5,1.0,55362.2,16.1
453,2,car,0,21.35,33.9,3.3,3.6,55362.2,16.1
453,2,bus,0,5.28,52.4,2.1,2.1,55362.2,16.1
453,2,metro,1,5.87,32.5,4.4,4.6,55362.2,16.1
453,2,bike,0,0.66,74.1,2.2,1.9,55362.2,16.1
453,3,car,1,19.15,42.8,2.9,4.5,55362.2,16.1
453,3,bus,0,3.56,86.4,2.1,2.0,55362.2,16.1
453,3,metro,0,5.25,32.6,4.0,4.2,55362.2,16.1
453,3,bike,0,0.5,70.8,3.4,2.4,55362.2,16.1
453,4,car,0,22.45,43.1,3.7,4.0,55362.2,16.1
453,4,bus,1,5.25,77.6,3.2,2.7,55362.2,16.1
453,4,metro,0,5.93,28.6,4.3,3.1,55362.2,16.1
453,4,bike,0,0.64,82.3,3.1,1.4,55362.2,16.1
453,5,car,1,21.2,32.9,2.4,4.6,55362.2,16.1
453,5,bus,0,4.11,72.4,2.7,2.7,55362.2,16.1
453,5,metro,0,5.62,34.1,3.7,2.6,55362.2,16.1
453,5,bike,0,0.57,55.1,3.1,1.2,55362.2,16.1
454,1,car,0,54.84,85.6,3.7,4.8,47066.01,35.5
454,1,bus,0,4.82,133.8,3.3,2.3,47066.01,35.5
454,1,metro,1,7.54,77.1,3.7,3.0,47066.01,35.5
454,1,bike,0,1.87,166.9,4.1,1.9,47066.01,35.5
454,2,car,0,56.32,85.0,3.6,4.1,47066.01,35.5
454,2,bus,0,4.96,143.9,1.6,2.3,47066.01,35.5
454,2,metro,1,6.19,91.2,4.5,3.1,47066.01,35.5
454,2,bike,0,2.31,146.8,3.3,2.7,47066.01,35.5
454,3,car,0,44.98,88.5,4.3,5.0,47066.01,35.5
454,3,bus,1,4.56,130.0,3.1,3.5,47066.01,35.5
454,3,metro,0,6.45,58.3,4.8,2.7,47066.01,35.5
454,3,bike,0,1.82,119.8,3.3,2.1,47066.01,35.5
454,4,car,0,41.77,60.4,4.0,4.6,47066.01,35.5
454,4,bus,0,3.41,137.4,2.5,1.7,47066.01,35.5
454,4,metro,1,4.93,62.3,4.6,3.7,47066.01,35.5
454,4,bike,0,1.81,118.1,2.5,1.6,47066.01,35.5
454,5,car,1,45.59,63.3,4.3,4.7,47066.01,35.5
454,5,bus,0,4.03,146.0,2.7,1.4,47066.01,35.5
454,5,metro,0,6.38,63.1,3.0,2.7,47066.01,35.5
454,5,bike,0,2.15,138.2,1.1,2.4,47066.01,35.5
455,1,car,0,30.69,52.3,4.1,4.1,91870.69,21.2
455,1,bus,0,4.37,82.5,4.5,1.5,91870.69,21.2
455,1,metro,1,5.84,56.0,4.6,4.1,91870.69,21.2
455,1,bike,0,1.26,87.3,3.3,2.5,91870.69,21.2
455,2,car,1,30.16,67.8,4.4,3.7,91870.69,21.2
455,2,bus,0,4.77,86.5,1.0,3.0,91870.69,21.2
455,2,metro,0,5.23,45.0,4.0,2.7,91870.69,21.2
455,2,bike,0,0.97,78.6,4.2,1.2,91870.69,21.2
455,3,car,0,33.98,71.3,3.4,4.5,91870.69,21.2
455,3,bus,0,4.14,94.8,5.0,3.3,91870.69,21.2
455,3,metro,1,5.86,52.0,4.1,3.7,91870.69,21.2
455,3,bike,0,1.5,90.6,1.9,2.2,91870.69,21.2
455,4,car,1,28.14,50.5,3.3,4.4,91870.69,21.2
455,4,bus,0,4.74,58.6,3.4,2.2,91870.69,21.2
455,4,metro,0,5.97,34.8,3.9,2.9,91870.69,21.2
455,4,bike,0,0.64,80.7,2.9,2.9,91870.69,21.2
455,5,car,1,26.43,54.7,2.4,4.7,91870.69,21.2
455,5,bus,0,4.63,61.8,2.0,2.7,91870.69,21.2
455,5,metro,0,6.39,34.2,4.0,3.2,91870.69,21.2
455,5,bike,0,1.6,93.0,2.6,2.0,91870.69,21.2
456,1,car,1,61.06,80.1,3.5,4.7,24393.95,38.9
456,1,bus,0,4.0,115.0,2.8,2.8,24393.95,38.9
456,1,metro,0,7.36,90.6,4.2,2.7,24393.95,38.9
456,1,bike,0,0.91,155.9,2.2,2.3,24393.95,38.9
456,2,car,0,45.94,96.7,3.9,3.4,24393.95,38.9
456,2,bus,0,5.04,133.2,1.2,2.1,24393.95,38.9
456,2,metro,1,5.69,88.2,3.8,3.5,24393.95,38.9
456,2,bike,0,2.36,150.3,4.1,1.1,24393.95,38.9
456,3,car,1,39.73,108.0,3.3,4.0,24393.95,38.9
456,3,bus,0,4.96,134.4,3.1,2.5,24393.95,38.9
456,3,metro,0,6.02,79.5,3.4,3.6,24393.95,38.9
456,3,bike,0,2.31,182.9,1.0,2.3,24393.95,38.9
456,4,car,0,43.45,118.1,2.5,4.2,24393.95,38.9
456,4,bus,0,3.67,169.0,2.0,2.9,24393.95,38.9
456,4,metro,1,7.83,59.3,3.7,4.0,24393.95,38.9
456,4,bike,0,2.65,122.8,1.3,2.1,24393.95,38.9
456,5,car,1,35.41,93.4,3.9,4.3,24393.95,38.9
456,5,bus,0,4.28,120.0,1.9,3.5,24393.95,38.9
456,5,metro,0,6.32,69.7,4.2,3.3,24393.95,38.9
456,5,bike,0,2.84,153.0,2.0,1.1,24393.95,38.9
457,1,car,0,23.2,48.3,3.5,4.6,94641.21,17.7
457,1,bus,0,4.6,93.8,3.2,1.6,94641.21,17.7
457,1,metro,1,5.38,46.6,4.2,4.0,94641.21,17.7
457,1,bike,0,0.59,62.7,2.8,2.9,94641.21,17.7
457,2,car,1,21.15,49.7,4.1,3.3,94641.21,17.7
457,2,bus,0,4.35,88.6,4.8,2.0,94641.21,17.7
457,2,metro,0,5.35,38.4,4.1,2.7,94641.21,17.7
457,2,bike,0,1.22,74.1,1.3,2.7,94641.21,17.7
457,3,car,1,32.37,55.7,2.7,3.9,94641.21,17.7
457,3,bus,0,4.66,96.6,3.0,3.1,94641.21,17.7
457,3,metro,0,5.51,39.2,2.4,2.0,94641.21,17.7
457,3,bike,0,0.71,67.2,5.0,1.2,94641.21,17.7
457,4,car,0,25.33,45.4,3.2,4.4,94641.21,17.7
457,4,bus,0,4.19,83.5,2.0,2.8,94641.21,17.7
457,4,metro,1,5.39,29.4,4.3,3.8,94641.21,17.7
457,4,bike,0,0.82,52.7,4.3,1.8,94641.21,17.7
457,5,car,0,20.4,37.8,3.3,4.7,94641.21,17.7
457,5,bus,1,3.9,88.7,3.0,1.6,94641.21,17.7
457,5,metro,0,5.4,40.3,4.3,2.5,94641.21,17.7
457,5,bike,0,1.28,77.0,1.6,1.7,94641.21,17.7
458,1,car,1,24.67,52.9,4.0,3.3,28432.17,16.8
458,1,bus,0,3.93,68.4,1.2,1.9,28432.17,16.8
458,1,metro,0,4.68,48.4,3.3,2.3,28432.17,16.8
458,1,bike,0,0.5,66.7,3.5,3.7,28432.17,16.8
458,2,car,0,21.86,31.9,2.9,5.0,28432.17,16.8
458,2,bus,1,4.61,61.5,3.6,2.7,28432.17,16.8
458,2,metro,0,5.37,32.1,4.2,4.4,28432.17,16.8
458,2,bike,0,0.5,76.2,2.9,2.5,28432.17,16.8
458,3,car,0,27.17,43.2,3.2,4.3,28432.17,16.8
458,3,bus,0,3.85,84.4,2.3,1.5,28432.17,16.8
458,3,metro,1,5.94,27.3,4.2,2.5,28432.17,16.8
458,3,bike,0,0.76,68.1,1.9,1.0,28432.17,16.8
458,4,car,0,24.66,46.1,4.7,4.6,28432.17,16.8
458,4,bus,0,4.11,65.3,2.9,2.7,28432.17,16.8
458,4,metro,0,6.18,48.4,3.2,3.4,28432.17,16.8
458,4,bike,1,1.2,57.4,1.6,2.2,28432.17,16.8
458,5,car,0,29.96,42.6,3.9,3.5,28432.17,16.8
458,5,bus,0,4.79,87.1,3.2,3.4,28432.17,16.8
458,5,metro,1,5.44,52.4,4.7,3.3,28432.17,16.8
458,5,bike,0,0.59,66.8,2.2,2.2,28432.17,16.8
459,1,car,1,27.31,51.3,3.1,3.3,73521.88,19.4
459,1,bus,0,4.24,91.6,1.2,1.8,73521.88,19.4
459,1,metro,0,6.26,36.1,4.3,3.0,73521.88,19.4
459,1,bike,0,0.78,83.8,3.6,2.9,73521.88,19.4
459,2,car,1,31.71,43.6,3.4,4.1,73521.88,19.4
459,2,bus,0,4.23,80.1,2.4,2.3,73521.88,19.4
459,2,metro,0,5.37,37.2,3.3,4.3,73521.88,19.4
459,2,bike,0,1.2,79.3,3.3,3.3,73521.88,19.4
459,3,car,0,22.04,56.2,3.2,3.6,73521.88,19.4
459,3,bus,0,4.48,79.5,2.4,2.8,73521.88,19.4
459,3,metro,1,4.84,45.4,4.2,3.5,73521.88,19.4
459,3,bike,0,0.5,75.6,4.4,1.0,73521.88,19.4
459,4,car,0,26.85,44.7,2.5,4.0,73521.88,19.4
459,4,bus,0,4.45,79.4,2.8,3.6,73521.88,19.4
459,4,metro,1,4.89,46.5,4.3,2.5,73521.88,19.4
459,4,bike,0,1.54,71.1,2.0,2.3,73521.88,19.4
459,5,car,0,25.75,53.0,4.6,4.4,73521.88,19.4
459,5,bus,0,4.94,100.7,2.6,2.2,73521.88,19.4
459,5,metro,1,5.63,32.1,4.3,3.0,73521.88,19.4
459,5,bike,0,0.58,60.9,2.3,2.1,73521.88,19.4
460,1,car,0,20.84,38.8,2.9,3.8,20989.2,11.3
460,1,bus,0,4.49,65.6,3.2,2.8,20989.2,11.3
460,1,metro,0,5.99,32.8,3.8,3.3,20989.2,11.3
460,1,bike,1,0.51,41.9,3.6,3.3,20989.2,11.3
460,2,car,0,13.96,22.3,3.5,4.2,20989.2,11.3
460,2,bus,0,4.67,49.8,2.8,1.5,20989.2,11.3
460,2,metro,0,5.59,20.7,4.4,4.0,20989.2,11.3
460,2,bike,1,0.8,47.5,4.8,1.0,20989.2,11.3
460,3,car,1,13.49,37.5,1.9,3.2,20989.2,11.3
460,3,bus,0,5.28,50.6,3.6,1.7,20989.2,11.3
460,3,metro,0,5.39,34.6,4.1,2.2,20989.2,11.3
460,3,bike,0,0.68,40.8,2.8,3.2,20989.2,11.3
460,4,car,0,18.95,36.2,3.0,3.7,20989.2,11.3
460,4,bus,1,4.66,42.0,3.3,1.0,20989.2,11.3
460,4,metro,0,5.91,24.6,3.9,3.5,20989.2,11.3
460,4,bike,0,0.78,41.0,4.4,3.4,20989.2,11.3
460,5,car,0,20.6,34.8,4.9,4.7,20989.2,11.3
460,5,bus,0,3.81,54.4,2.4,3.5,20989.2,11.3
460,5,metro,1,4.78,29.0,5.0,4.2,20989.2,11.3
460,5,bike,0,0.56,39.6,1.1,2.1,20989.2,11.3
461,1,car,0,42.83,89.4,2.8,4.4,43025.74,30.4
461,1,bus,0,4.52,88.7,2.8,3.2,43025.74,30.4
461,1,metro,1,7.41,70.6,4.4,3.5,43025.74,30.4
461,1,bike,0,1.47,112.5,2.3,2.9,43025.74,30.4
461,2,car,0,33.25,58.6,4.2,5.0,43025.74,30.4
461,2,bus,0,3.0,87.0,3.7,2.3,43025.74,30.4
461,2,metro,1,5.81,57.1,3.6,3.0,43025.74,30.4
461,2,bike,0,1.2,104.3,1.0,3.0,43025.74,30.4
461,3,car,0,38.51,79.6,2.5,4.5,43025.74,30.4
461,3,bus,0,4.85,134.2,4.1,2.9,43025.74,30.4
461,3,metro,1,6.27,49.3,5.0,3.4,43025.74,30.4
461,3,bike,0,0.61,144.4,4.3,2.1,43025.74,30.4
461,4,car,0,49.71,70.0,3.0,3.8,43025.74,30.4
461,4,bus,0,4.0,108.7,2.6,2.7,43025.74,30.4
461,4,metro,1,6.51,74.1,2.7,3.1,43025.74,30.4
461,4,bike,0,0.66,102.3,3.7,3.8,43025.74,30.4
461,5,car,1,34.9,52.1,5.0,4.1,43025.74,30.4
461,5,bus,0,3.94,96.8,2.5,2.8,43025.74,30.4
461,5,metro,0,6.7,54.3,3.9,3.1,43025.74,30.4
461,5,bike,0,1.12,117.0,4.0,1.6,43025.74,30.4
462,1,car,0,21.13,35.0,3.8,4.6,36185.14,11.3
462,1,bus,0,4.71,48.0,1.6,3.4,36185.14,11.3
462,1,metro,1,5.35,30.5,4.1,2.4,36185.14,11.3
462,1,bike,0,0.61,35.5,4.3,2.1,36185.14,11.3
462,2,car,1,10.65,30.8,4.3,3.3,36185.14,11.3
462,2,bus,0,4.39,49.3,3.7,2.6,36185.14,11.3
462,2,metro,0,4.0,35.3,3.5,3.5,36185.14,11.3
462,2,bike,0,0.58,38.9,3.4,1.7,36185.14,11.3
462,3,car,1,11.5,23.5,3.1,3.8,36185.14,11.3
462,3,bus,0,3.85,49.2,2.8,1.8,36185.14,11.3
462,3,metro,0,4.98,25.5,2.8,4.0,36185.14,11.3
462,3,bike,0,0.5,46.3,2.4,2.5,36185.14,11.3
462,4,car,0,20.21,26.3,3.9,4.5,36185.14,11.3
462,4,bus,0,5.27,42.8,1.6,2.0,36185.14,11.3
462,4,metro,0,6.08,24.1,5.0,2.4,36185.14,11.3
462,4,bike,1,0.5,38.4,2.6,1.9,36185.14,11.3
462,5,car,1,15.14,23.3,4.1,5.0,36185.14,11.3
462,5,bus,0,5.16,55.1,2.6,2.7,36185.14,11.3
462,5,metro,0,5.8,26.6,4.2,3.9,36185.14,11.3
462,5,bike,0,0.5,54.3,1.4,1.0,36185.14,11.3
463,1,car,1,29.88,48.7,3.4,4.0,26056.51,15.1
463,1,bus,0,4.71,74.8,1.6,3.0,26056.51,15.1
463,1,metro,0,5.13,35.7,4.3,2.4,26056.51,15.1
463,1,bike,0,0.5,49.9,1.9,1.0,26056.51,15.1
463,2,car,0,26.99,46.6,4.2,3.4,26056.51,15.1
463,2,bus,0,4.86,63.4,2.7,1.0,26056.51,15.1
463,2,metro,0,5.28,28.3,3.6,2.8,26056.51,15.1
463,2,bike,1,0.84,69.0,3.0,3.2,26056.51,15.1
463,3,car,1,22.53,49.5,3.4,4.0,26056.51,15.1
463,3,bus,0,4.08,74.1,3.1,2.4,26056.51,15.1
463,3,metro,0,5.1,36.7,4.0,4.8,26056.51,15.1
463,3,bike,0,0.95,69.4,2.8,2.7,26056.51,15.1
463,4,car,0,17.88,45.9,2.7,4.1,26056.51,15.1
463,4,bus,1,4.35,68.4,3.5,2.8,26056.51,15.1
463,4,metro,0,5.47,44.1,3.2,3.4,26056.51,15.1
463,4,bike,0,0.75,52.2,2.6,1.0,26056.51,15.1
463,5,car,0,22.24,47.6,4.7,3.8,26056.51,15.1
463,5,bus,0,4.4,69.5,2.0,1.6,26056.51,15.1
463,5,metro,0,5.56,29.1,4.7,3.3,26056.51,15.1
463,5,bike,1,0.5,59.5,2.7,2.1,26056.51,15.1
464,1,car,0,46.61,83.1,3.4,3.1,56478.13,27.1
464,1,bus,0,4.18,106.4,2.9,1.8,56478.13,27.1
464,1,metro,1,6.34,55.1,4.0,3.3,56478.13,27.1
464,1,bike,0,0.6,96.2,1.8,2.1,56478.13,27.1
464,2,car,0,32.54,85.7,3.0,4.6,56478.13,27.1
464,2,bus,0,3.84,123.6,3.5,2.8,56478.13,27.1
464,2,metro,1,6.27,66.1,3.9,4.3,56478.13,27.1
464,2,bike,0,0.88,85.3,5.0,1.6,56478.13,27.1
464,3,car,0,35.13,78.3,4.6,3.2,56478.13,27.1
464,3,bus,0,4.25,90.7,2.7,2.4,56478.13,27.1
464,3,metro,1,5.67,62.9,3.8,3.5,56478.13,27.1
464,3,bike,0,0.7,86.1,3.2,3.6,56478.13,27.1
464,4,car,0,29.63,71.7,3.1,4.0,56478.13,27.1
464,4,bus,0,4.97,117.9,2.1,3.2,56478.13,27.1
464,4,metro,1,5.68,54.8,3.6,4.5,56478.13,27.1
464,4,bike,0,1.14,130.2,5.0,2.6,56478.13,27.1
464,5,car,0,35.41,80.0,2.6,3.8,56478.13,27.1
464,5,bus,0,3.47,90.0,3.8,2.9,56478.13,27.1
464,5,metro,1,6.56,46.9,5.0,3.3,56478.13,27.1
464,5,bike,0,2.05,118.5,2.3,2.0,56478.13,27.1
465,1,car,1,10.24,14.0,3.8,4.6,24930.37,3.6
465,1,bus,0,4.22,17.8,1.6,1.2,24930.37,3.6
465,1,metro,0,4.96,10.9,3.5,2.3,24930.37,3.6
465,1,bike,0,0.5,18.7,3.8,1.5,24930.37,3.6
465,2,car,0,10.97,20.9,3.3,4.2,24930.37,3.6
465,2,bus,1,4.64,18.2,2.8,3.2,24930.37,3.6
465,2,metro,0,5.58,14.9,4.4,2.5,24930.37,3.6
465,2,bike,0,0.5,14.5,3.9,2.2,24930.37,3.6
465,3,car,1,6.18,7.5,3.3,3.9,24930.37,3.6
465,3,bus,0,4.42,19.5,2.1,2.6,24930.37,3.6
465,3,metro,0,5.47,8.0,4.0,4.5,24930.37,3.6
465,3,bike,0,0.5,13.2,4.1,2.2,24930.37,3.6
465,4,car,1,7.78,14.6,2.5,4.2,24930.37,3.6
465,4,bus,0,4.9,31.7,2.7,2.8,24930.37,3.6
465,4,metro,0,4.94,16.8,4.5,4.3,24930.37,3.6
465,4,bike,0,0.5,17.0,3.8,2.5,24930.37,3.6
465,5,car,1,9.03,18.2,3.5,4.9,24930.37,3.6
465,5,bus,0,3.22,10.9,1.3,1.0,24930.37,3.6
465,5,metro,0,5.36,16.5,4.2,3.0,24930.37,3.6
465,5,bike,0,0.5,21.9,2.7,3.1,24930.37,3.6
466,1,car,1,30.18,60.0,3.0,4.5,73436.66,28.9
466,1,bus,0,3.76,72.0,2.9,2.9,73436.66,28.9
466,1,metro,0,6.13,47.1,3.8,2.6,73436.66,28.9
466,1,bike,0,2.1,102.1,3.8,1.8,73436.66,28.9
466,2,car,1,38.87,81.0,3.8,4.1,73436.66,28.9
466,2,bus,0,4.66,132.9,2.3,2.1,73436.66,28.9
466,2,metro,0,6.34,70.1,4.1,2.8,73436.66,28.9
466,2,bike,0,1.04,90.9,2.5,2.5,73436.66,28.9
466,3,car,1,38.03,82.0,2.7,4.1,73436.66,28.9
466,3,bus,0,4.8,132.0,3.4,2.2,73436.66,28.9
466,3,metro,0,6.9,47.3,2.9,3.1,73436.66,28.9
466,3,bike,0,0.6,97.6,3.5,1.0,73436.66,28.9
466,4,car,0,44.32,78.9,4.0,4.2,73436.66,28.9
466,4,bus,0,4.24,107.0,2.0,1.7,73436.66,28.9
466,4,metro,1,5.83,50.9,3.6,4.6,73436.66,28.9
466,4,bike,0,1.05,126.4,3.2,1.3,73436.66,28.9
466,5,car,1,33.84,93.0,4.9,4.8,73436.66,28.9
466,5,bus,0,4.05,91.7,2.9,3.4,73436.66,28.9
466,5,metro,0,6.48,69.6,3.6,3.8,73436.66,28.9
466,5,bike,0,1.78,111.6,3.4,2.4,73436.66,28.9
467,1,car,0,34.34,84.4,4.3,4.8,27693.79,33.3
467,1,bus,1,3.52,140.5,3.0,1.9,27693.79,33.3
467,1,metro,0,6.72,77.0,3.4,2.8,27693.79,33.3
467,1,bike,0,2.59,148.4,3.5,2.6,27693.79,33.3
467,2,car,0,52.3,101.9,3.8,4.1,27693.79,33.3
467,2,bus,0,4.42,111.0,2.2,3.2,27693.79,33.3
467,2,metro,1,6.58,46.1,4.0,3.6,27693.79,33.3
467,2,bike,0,1.67,125.5,2.4,1.0,27693.79,33.3
467,3,car,0,50.12,63.4,3.9,3.4,27693.79,33.3
467,3,bus,0,5.04,145.5,2.1,2.0,27693.79,33.3
467,3,metro,1,6.68,63.0,3.0,3.3,27693.79,33.3
467,3,bike,0,0.7,134.3,2.6,1.0,27693.79,33.3
467,4,car,1,37.67,98.0,4.9,3.9,27693.79,33.3
467,4,bus,0,4.48,153.6,3.4,2.6,27693.79,33.3
467,4,metro,0,7.09,59.1,4.1,3.4,27693.79,33.3
467,4,bike,0,1.57,140.1,3.9,1.0,27693.79,33.3
467,5,car,0,37.95,86.9,3.2,4.3,27693.79,33.3
467,5,bus,0,5.43,123.5,1.8,1.0,27693.79,33.3
467,5,metro,1,5.63,68.8,5.0,3.1,27693.79,33.3
467,5,bike,0,2.59,143.9,4.6,3.6,27693.79,33.3
468,1,car,0,50.12,73.4,3.2,4.6,43803.21,34.1
468,1,bus,0,3.88,111.7,3.6,2.5,43803.21,34.1
468,1,metro,1,6.84,83.0,3.5,4.2,43803.21,34.1
468,1,bike,0,2.13,128.8,2.9,1.9,43803.21,34.1
468,2,car,1,34.18,84.5,3.3,5.0,43803.21,34.1
468,2,bus,0,4.63,114.6,3.0,2.5,43803.21,34.1
468,2,metro,0,7.27,83.3,3.7,2.9,43803.21,34.1
468,2,bike,0,1.9,158.5,3.1,1.9,43803.21,34.1
468,3,car,1,33.78,97.9,3.9,4.2,43803.21,34.1
468,3,bus,0,3.17,121.5,3.0,2.2,43803.21,34.1
468,3,metro,0,6.87,68.2,4.6,2.4,43803.21,34.1
468,3,bike,0,2.4,150.5,4.2,2.7,43803.21,34.1
468,4,car,1,44.27,70.9,2.5,3.7,43803.21,34.1
468,4,bus,0,3.93,119.0,1.7,2.1,43803.21,34.1
468,4,metro,0,6.54,85.7,2.4,3.1,43803.21,34.1
468,4,bike,0,0.99,146.4,3.4,1.5,43803.21,34.1
468,5,car,1,45.1,56.3,4.7,4.2,43803.21,34.1
468,5,bus,0,4.46,139.1,2.4,2.7,43803.21,34.1
468,5,metro,0,5.72,65.0,4.6,3.2,43803.21,34.1
468,5,bike,0,2.01,119.1,3.7,1.0,43803.21,34.1
469,1,car,1,10.96,16.1,3.5,5.0,59585.85,4.3
469,1,bus,0,4.27,14.9,2.3,1.5,59585.85,4.3
469,1,metro,0,5.44,18.7,4.5,3.0,59585.85,4.3
469,1,bike,0,0.5,19.0,3.3,1.4,59585.85,4.3
469,2,car,0,8.84,14.7,4.1,4.3,59585.85,4.3
469,2,bus,0,4.4,24.4,1.7,3.5,59585.85,4.3
469,2,metro,0,4.81,17.8,3.1,2.1,59585.85,4.3
469,2,bike,1,0.5,13.2,2.8,2.1,59585.85,4.3
469,3,car,0,12.07,20.7,3.8,5.0,59585.85,4.3
469,3,bus,0,4.57,23.3,3.1,3.3,59585.85,4.3
469,3,metro,0,5.64,20.2,5.0,2.4,59585.85,4.3
469,3,bike,1,0.5,11.8,3.0,1.1,59585.85,4.3
469,4,car,0,6.03,11.2,3.1,5.0,59585.85,4.3
469,4,bus,0,4.83,30.5,2.7,2.3,59585.85,4.3
469,4,metro,0,4.93,14.8,4.7,3.4,59585.85,4.3
469,4,bike,1,0.5,17.5,3.1,3.1,59585.85,4.3
469,5,car,1,8.44,16.0,2.3,4.4,59585.85,4.3
469,5,bus,0,4.45,24.6,2.6,2.5,59585.85,4.3
469,5,metro,0,5.33,10.9,4.5,3.3,59585.85,4.3
469,5,bike,0,0.5,24.0,3.7,1.6,59585.85,4.3
470,1,car,1,13.99,34.2,4.7,4.3,103313.06,9.7
470,1,bus,0,3.92,50.6,2.1,2.9,103313.06,9.7
470,1,metro,0,5.76,23.8,5.0,4.2,103313.06,9.7
470,1,bike,0,0.52,36.2,3.6,1.0,103313.06,9.7
470,2,car,1,11.68,21.7,4.9,4.3,103313.06,9.7
470,2,bus,0,3.7,48.6,2.7,2.4,103313.06,9.7
470,2,metro,0,5.79,33.4,4.1,3.4,103313.06,9.7
470,2,bike,0,0.68,38.6,3.6,2.5,103313.06,9.7
470,3,car,1,20.37,28.7,3.6,4.3,103313.06,9.7
470,3,bus,0,4.43,31.6,1.9,2.7,103313.06,9.7
470,3,metro,0,4.87,31.1,5.0,3.5,103313.06,9.7
470,3,bike,0,0.5,40.9,3.1,1.3,103313.06,9.7
470,4,car,1,16.78,37.2,2.7,4.0,103313.06,9.7
470,4,bus,0,3.5,18.2,2.6,2.2,103313.06,9.7
470,4,metro,0,4.55,21.0,3.7,2.8,103313.06,9.7
470,4,bike,0,0.5,35.0,5.0,1.0,103313.06,9.7
470,5,car,1,15.66,28.7,4.2,4.9,103313.06,9.7
470,5,bus,0,3.15,41.7,2.7,2.2,103313.06,9.7
470,5,metro,0,5.82,24.4,4.6,4.1,103313.06,9.7
470,5,bike,0,0.53,41.3,3.7,1.4,103313.06,9.7
471,1,car,0,35.33,82.6,3.2,4.1,49620.24,26.5
471,1,bus,0,5.07,110.0,3.6,3.2,49620.24,26.5
471,1,metro,1,6.59,69.1,4.3,2.1,49620.24,26.5
471,1,bike,0,1.91,125.0,3.6,2.0,49620.24,26.5
471,2,car,0,31.56,50.1,5.0,3.9,49620.24,26.5
471,2,bus,0,4.25,115.7,3.4,2.6,49620.24,26.5
471,2,metro,1,6.78,47.2,4.3,3.7,49620.24,26.5
471,2,bike,0,1.82,83.3,3.5,2.8,49620.24,26.5
471,3,car,1,38.2,47.4,4.5,4.8,49620.24,26.5
471,3,bus,0,4.83,80.0,3.1,2.0,49620.24,26.5
471,3,metro,0,5.98,62.7,3.6,3.6,49620.24,26.5
471,3,bike,0,2.12,99.8,4.9,2.2,49620.24,26.5
471,4,car,0,31.31,49.1,4.7,3.8,49620.24,26.5
471,4,bus,0,4.91,96.9,2.6,3.8,49620.24,26.5
471,4,metro,1,5.7,70.5,4.5,4.5,49620.24,26.5
471,4,bike,0,0.73,129.5,3.2,2.4,49620.24,26.5
471,5,car,0,25.3,76.2,2.8,4.8,49620.24,26.5
