pair_id,year,log_exports,log_gdp_i,log_gdp_j,log_distance,tariff,border,language
PAIR_0163,2016,10.6098,13.3678,13.6362,9.6059,0.0788,0,0
PAIR_0163,2017,7.1113,10.4184,12.246,9.6059,0.0161,0,0
PAIR_0163,2018,8.1591,12.4015,10.5037,9.6059,0.0246,0,0
PAIR_0163,2019,7.1237,11.1753,11.3402,9.6059,0.0416,0,0
PAIR_0164,2005,8.9281,9.6211,12.8187,7.9162,0.0455,0,0
PAIR_0164,2006,8.0279,11.8321,9.212,7.9162,0.0311,0,0
PAIR_0164,2007,9.8613,11.3405,12.2585,7.9162,0.0738,0,0
PAIR_0164,2008,12.4882,14.2025,12.2178,7.9162,0.028,0,0
PAIR_0164,2009,8.3794,9.7507,12.3812,7.9162,0.0375,0,0
PAIR_0164,2010,9.6511,11.9139,11.1718,7.9162,0.0,0,0
PAIR_0164,2011,8.6252,10.0717,11.8037,7.9162,0.0342,0,0
PAIR_0164,2012,6.7236,8.2314,10.1537,7.9162,0.0392,0,0
PAIR_0164,2013,9.1419,11.8682,10.9999,7.9162,0.0602,0,0
PAIR_0164,2014,10.4083,12.3289,11.758,7.9162,0.0642,0,0
PAIR_0164,2015,7.7312,10.9813,9.4469,7.9162,0.0,0,0
PAIR_0164,2016,9.4741,11.6423,11.7609,7.9162,0.0356,0,0
PAIR_0164,2017,9.5351,11.5833,11.725,7.9162,0.0,0,0
PAIR_0164,2018,11.2379,12.3471,12.8085,7.9162,0.0,0,0
PAIR_0164,2019,7.971,10.8583,10.4614,7.9162,0.0793,0,0
PAIR_0165,2005,9.8061,10.9545,10.7159,7.6849,0.0197,0,0
PAIR_0165,2006,12.4117,12.6247,12.4742,7.6849,0.0593,0,0
PAIR_0165,2007,11.9363,10.9699,13.9904,7.6849,0.121,0,0
PAIR_0165,2008,8.7518,11.5906,8.7917,7.6849,0.0449,0,0
PAIR_0165,2009,13.7738,13.4384,13.6229,7.6849,0.004,0,0
PAIR_0165,2010,13.0333,11.855,13.8323,7.6849,0.0756,0,0
PAIR_0165,2011,12.4164,11.3721,13.595,7.6849,0.0,0,0
PAIR_0165,2012,13.0765,11.7192,14.101,7.6849,0.0188,0,0
PAIR_0165,2013,13.4124,14.7677,11.5257,7.6849,0.047,0,0
PAIR_0165,2014,9.643,10.732,10.9613,7.6849,0.0475,0,0
PAIR_0165,2015,10.704,11.9815,10.5538,7.6849,0.0613,0,0
PAIR_0165,2016,9.348,10.0629,11.0712,7.6849,0.0091,0,0
PAIR_0165,2017,11.3549,12.8992,10.7243,7.6849,0.0083,0,0
PAIR_0165,2018,8.9274,12.4007,8.704,7.6849,0.0352,0,0
PAIR_0165,2019,10.9401,11.7575,10.8783,7.6849,0.0,0,0
PAIR_0166,2005,9.2243,11.3196,11.0979,8.3226,0.0196,0,0
PAIR_0166,2006,9.1552,11.0786,10.5315,8.3226,0.0309,0,0
PAIR_0166,2007,9.6488,12.7021,11.0308,8.3226,0.0,0,0
PAIR_0166,2008,9.3569,11.6897,11.1239,8.3226,0.0094,0,0
PAIR_0166,2009,7.7015,10.463,10.6182,8.3226,0.0368,0,0
PAIR_0166,2010,6.0613,9.5215,9.5685,8.3226,0.0278,0,0
PAIR_0166,2011,12.9305,14.9053,13.0202,8.3226,0.0596,0,0
PAIR_0166,2012,7.4527,10.3676,9.5158,8.3226,0.0912,0,0
PAIR_0166,2013,10.5536,12.6685,11.4784,8.3226,0.0224,0,0
PAIR_0166,2014,12.1592,14.0766,12.6442,8.3226,0.0,0,0
PAIR_0166,2015,9.9029,12.402,10.4045,8.3226,0.0159,0,0
PAIR_0166,2016,7.9226,11.2488,9.3566,8.3226,0.1146,0,0
PAIR_0166,2017,9.6849,11.6445,11.7291,8.3226,0.0,0,0
PAIR_0166,2018,9.1129,10.6438,11.9066,8.3226,0.0728,0,0
PAIR_0166,2019,11.2898,14.8255,9.6857,8.3226,0.0,0,0
PAIR_0167,2005,9.1838,11.398,13.0218,9.8435,0.0101,0,0
PAIR_0167,2006,8.3914,12.6743,10.2719,9.8435,0.0463,0,0
PAIR_0167,2007,7.9555,12.3329,10.8083,9.8435,0.0179,0,0
PAIR_0167,2008,8.3178,11.4587,12.2384,9.8435,0.0416,0,0
PAIR_0167,2009,8.3978,12.3646,11.3934,9.8435,0.0147,0,0
PAIR_0167,2010,7.9452,11.1486,11.0135,9.8435,0.0289,0,0
PAIR_0167,2011,9.1491,12.2212,11.9655,9.8435,0.022,0,0
PAIR_0167,2012,9.2279,10.9177,14.4857,9.8435,0.0816,0,0
PAIR_0167,2013,9.0384,10.2792,14.0596,9.8435,0.0272,0,0
PAIR_0167,2014,5.1008,11.0398,7.5193,9.8435,0.0,0,0
PAIR_0167,2015,7.6587,11.6295,11.242,9.8435,0.0288,0,0
PAIR_0167,2016,5.0482,9.6871,8.8006,9.8435,0.0307,0,0
PAIR_0167,2017,10.5957,13.0907,13.3664,9.8435,0.0,0,0
PAIR_0167,2018,9.3818,12.4795,11.8085,9.8435,0.0123,0,0
PAIR_0167,2019,8.7929,14.5338,9.2914,9.8435,0.0668,0,0
PAIR_0168,2005,10.9484,9.4926,13.5042,6.6047,0.0858,0,0
PAIR_0168,2006,10.3121,10.5934,11.607,6.6047,0.0,0,0
PAIR_0168,2007,11.4659,11.0907,12.4634,6.6047,0.0404,0,0
PAIR_0168,2008,12.4517,10.3182,15.2178,6.6047,0.0118,0,0
PAIR_0168,2009,11.0237,10.7165,12.3568,6.6047,0.0452,0,0
PAIR_0168,2010,12.8658,11.8885,13.2635,6.6047,0.0461,0,0
PAIR_0168,2011,11.1617,11.8558,10.5013,6.6047,0.0515,0,0
PAIR_0168,2012,14.1406,13.6683,12.2845,6.6047,0.0364,0,0
PAIR_0168,2013,10.9749,11.8405,10.9338,6.6047,0.0133,0,0
PAIR_0168,2014,13.4949,10.9251,14.5698,6.6047,0.0093,0,0
PAIR_0168,2015,12.5089,11.392,13.2629,6.6047,0.0,0,0
PAIR_0168,2016,9.9673,9.2959,11.7532,6.6047,0.0516,0,0
PAIR_0168,2017,11.1159,11.7331,11.2024,6.6047,0.0286,0,0
PAIR_0168,2018,11.0091,10.8999,11.1477,6.6047,0.0308,0,0
PAIR_0168,2019,12.7909,13.7284,11.302,6.6047,0.0,0,0
PAIR_0169,2005,8.9625,11.1737,12.2023,8.4477,0.0905,0,0
PAIR_0169,2006,7.4998,9.7482,11.6163,8.4477,0.0464,0,0
PAIR_0169,2007,10.8626,11.8291,14.6919,8.4477,0.0632,0,0
PAIR_0169,2008,7.4059,11.7189,9.2244,8.4477,0.0597,0,0
PAIR_0169,2009,7.7193,9.6819,11.1606,8.4477,0.0397,0,0
PAIR_0169,2010,7.1454,9.2311,11.7977,8.4477,0.0456,0,0
PAIR_0169,2011,7.4477,11.1405,10.1163,8.4477,0.0496,0,0
PAIR_0169,2012,9.5538,10.7668,12.8747,8.4477,0.0582,0,0
PAIR_0169,2013,10.1013,10.8609,14.1338,8.4477,0.004,0,0
PAIR_0169,2014,5.0621,8.7911,9.6584,8.4477,0.0705,0,0
PAIR_0169,2015,6.9316,12.3141,9.0463,8.4477,0.0262,0,0
PAIR_0169,2016,8.8765,10.5142,12.4817,8.4477,0.0547,0,0
PAIR_0169,2017,11.2352,14.5971,11.3182,8.4477,0.0358,0,0
PAIR_0169,2018,11.6084,13.4586,12.3745,8.4477,0.0272,0,0
PAIR_0169,2019,8.6212,10.5514,12.9239,8.4477,0.0232,0,0
PAIR_0170,2005,8.4664,11.7039,9.7656,7.9309,0.0976,0,0
PAIR_0170,2006,7.9701,10.3605,9.8324,7.9309,0.0169,0,0
PAIR_0170,2007,10.3511,12.4564,10.6596,7.9309,0.0629,0,0
PAIR_0170,2008,7.7951,11.0666,9.2893,7.9309,0.0894,0,0
PAIR_0170,2009,7.2298,8.2649,10.9964,7.9309,0.0595,0,0
PAIR_0170,2010,6.9705,9.8945,8.8269,7.9309,0.0492,0,0
PAIR_0170,2011,12.2838,13.2969,13.1248,7.9309,0.0424,0,0
PAIR_0170,2012,9.7523,10.9161,11.2756,7.9309,0.0085,0,0
PAIR_0170,2013,10.647,13.2018,9.5661,7.9309,0.0243,0,0
PAIR_0170,2014,12.2975,13.4243,11.9623,7.9309,0.0649,0,0
PAIR_0170,2015,9.22,11.8419,9.6646,7.9309,0.0558,0,0
PAIR_0170,2016,8.964,10.2114,12.1108,7.9309,0.0043,0,0
PAIR_0170,2017,12.2007,12.071,13.9182,7.9309,0.0356,0,0
PAIR_0170,2018,9.2717,9.7611,12.7024,7.9309,0.0074,0,0
PAIR_0170,2019,9.896,13.1033,9.9566,7.9309,0.0156,0,0
PAIR_0171,2005,14.8853,13.5199,13.9033,6.0196,0.0463,0,1
PAIR_0171,2006,14.5556,13.2136,13.4517,6.0196,0.0725,0,1
PAIR_0171,2007,9.5161,9.9894,10.4393,6.0196,0.1054,0,1
PAIR_0171,2008,13.2983,11.537,13.6546,6.0196,0.0247,0,1
PAIR_0171,2009,13.2409,14.483,10.7529,6.0196,0.0006,0,1
PAIR_0171,2010,10.396,10.9503,10.4464,6.0196,0.0517,0,1
PAIR_0171,2011,13.8707,14.3071,11.5409,6.0196,0.0492,0,1
PAIR_0171,2012,12.2645,12.7016,10.4943,6.0196,0.0246,0,1
PAIR_0171,2013,14.307,12.7809,13.2256,6.0196,0.0238,0,1
PAIR_0171,2014,11.0498,10.8312,10.8659,6.0196,0.0303,0,1
PAIR_0171,2015,9.5422,10.7703,9.7895,6.0196,0.0699,0,1
PAIR_0171,2016,13.1352,13.462,10.7177,6.0196,0.0222,0,1
PAIR_0171,2017,15.3433,13.7984,14.0189,6.0196,0.0139,0,1
PAIR_0171,2018,13.8575,12.5489,12.8465,6.0196,0.0262,0,1
PAIR_0171,2019,12.735,10.014,13.5314,6.0196,0.0297,0,1
PAIR_0172,2005,11.5775,12.1339,12.6329,7.8153,0.0115,1,0
PAIR_0172,2006,9.7766,10.5507,11.5497,7.8153,0.0404,1,0
PAIR_0172,2007,7.9087,11.2446,8.038,7.8153,0.0588,1,0
PAIR_0172,2008,11.4183,12.9867,10.8462,7.8153,0.0328,1,0
PAIR_0172,2009,12.9009,12.606,13.306,7.8153,0.0408,1,0
PAIR_0172,2010,10.6478,11.6496,11.1592,7.8153,0.0,1,0
PAIR_0172,2011,10.512,10.254,12.9261,7.8153,0.012,1,0
PAIR_0172,2012,10.6052,10.4071,12.4399,7.8153,0.0269,1,0
PAIR_0172,2013,10.0577,7.6547,14.6512,7.8153,0.0037,1,0
PAIR_0172,2014,12.2055,12.4299,12.7475,7.8153,0.0075,1,0
PAIR_0172,2015,11.6537,12.2976,11.7059,7.8153,0.0027,1,0
PAIR_0172,2016,13.3156,15.1456,11.0874,7.8153,0.0426,1,0
PAIR_0172,2017,11.202,11.1838,12.9494,7.8153,0.0498,1,0
PAIR_0172,2018,12.8165,13.9095,11.776,7.8153,0.0563,1,0
PAIR_0172,2019,10.7491,11.8394,11.7675,7.8153,0.0423,1,0
PAIR_0173,2005,13.3206,15.8304,12.3833,9.2103,0.0292,0,0
PAIR_0173,2006,8.7206,10.7322,11.5382,9.2103,0.0031,0,0
PAIR_0173,2007,7.7186,9.4902,12.0325,9.2103,0.0353,0,0
PAIR_0173,2008,8.1776,12.2901,9.6975,9.2103,0.0776,0,0
PAIR_0173,2009,9.5166,13.5427,9.9599,9.2103,0.0468,0,0
PAIR_0173,2010,12.2227,13.383,13.6919,9.2103,0.0747,0,0
PAIR_0173,2011,8.2053,10.6261,11.7102,9.2103,0.0762,0,0
PAIR_0173,2012,6.5581,11.4879,8.0511,9.2103,0.0033,0,0
PAIR_0173,2013,10.6245,11.8326,12.3863,9.2103,0.0,0,0
PAIR_0173,2014,8.3198,11.3073,11.259,9.2103,0.0008,0,0
PAIR_0173,2015,10.9926,13.1393,12.3992,9.2103,0.0334,0,0
PAIR_0173,2016,10.4638,12.1696,12.4918,9.2103,0.0105,0,0
PAIR_0173,2017,7.5458,11.6319,9.7687,9.2103,0.0416,0,0
PAIR_0173,2018,8.7033,10.0172,13.1321,9.2103,0.0014,0,0
PAIR_0173,2019,7.7056,10.9176,10.4797,9.2103,0.093,0,0
PAIR_0174,2005,10.2349,12.1804,10.0114,8.2327,0.0716,0,1
PAIR_0174,2006,10.8473,11.2938,12.4432,8.2327,0.0653,0,1
PAIR_0174,2007,11.1939,13.4765,10.342,8.2327,0.0198,0,1
PAIR_0174,2008,6.3635,11.0,7.1928,8.2327,0.0221,0,1
PAIR_0174,2009,10.8986,11.0991,12.6499,8.2327,0.0436,0,1
PAIR_0174,2010,10.2921,11.3667,11.9175,8.2327,0.1247,0,1
PAIR_0174,2011,9.7977,11.6001,10.3232,8.2327,0.0,0,1
PAIR_0174,2012,14.3273,13.3376,15.1201,8.2327,0.0304,0,1
PAIR_0174,2013,13.8215,13.0633,14.2283,8.2327,0.0,0,1
PAIR_0174,2014,12.8993,14.4218,11.3066,8.2327,0.0,0,1
PAIR_0174,2015,10.0674,9.6817,13.4855,8.2327,0.0897,0,1
PAIR_0174,2016,13.11,14.2071,12.6669,8.2327,0.0696,0,1
PAIR_0174,2017,11.7136,12.6751,12.1033,8.2327,0.0024,0,1
PAIR_0174,2018,9.9787,12.6242,10.0726,8.2327,0.0,0,1
PAIR_0174,2019,10.6211,10.6165,12.2094,8.2327,0.0068,0,1
PAIR_0175,2005,7.8371,11.0692,10.2626,8.3723,0.1545,0,0
PAIR_0175,2006,10.0177,10.6084,13.1337,8.3723,0.044,0,0
PAIR_0175,2007,11.0653,12.1568,13.3905,8.3723,0.0598,0,0
PAIR_0175,2008,10.0109,10.7016,12.6864,8.3723,0.0289,0,0
PAIR_0175,2009,9.111,12.3614,9.9859,8.3723,0.0514,0,0
PAIR_0175,2010,6.87,9.4015,10.2123,8.3723,0.0399,0,0
PAIR_0175,2011,9.3039,12.2062,10.6763,8.3723,0.0988,0,0
PAIR_0175,2012,10.2008,13.0026,10.8867,8.3723,0.0565,0,0
PAIR_0175,2013,12.3533,15.7129,10.2536,8.3723,0.0265,0,0
PAIR_0175,2014,9.2036,10.1031,13.1409,8.3723,0.1089,0,0
PAIR_0175,2015,10.0828,11.9544,11.9376,8.3723,0.0,0,0
PAIR_0175,2016,7.0435,8.1821,11.4896,8.3723,0.0335,0,0
PAIR_0175,2017,12.011,12.8732,13.4328,8.3723,0.0233,0,0
PAIR_0175,2018,12.5625,12.675,14.8281,8.3723,0.0,0,0
PAIR_0175,2019,7.4341,10.0854,9.9672,8.3723,0.0,0,0
PAIR_0176,2005,8.1192,11.9899,10.9802,9.115,0.0646,0,0
PAIR_0176,2006,6.6492,10.444,10.6999,9.115,0.0109,0,0
PAIR_0176,2007,10.2103,12.9355,12.8944,9.115,0.0407,0,0
PAIR_0176,2008,7.7269,10.0098,12.154,9.115,0.0025,0,0
PAIR_0176,2009,8.3482,12.208,11.1822,9.115,0.0551,0,0
PAIR_0176,2010,8.8156,11.883,11.9223,9.115,0.075,0,0
PAIR_0176,2011,10.1498,13.193,12.2097,9.115,0.0363,0,0
PAIR_0176,2012,8.3047,12.1574,11.0982,9.115,0.0,0,0
PAIR_0176,2013,8.0963,10.8655,12.4929,9.115,0.032,0,0
PAIR_0176,2014,8.3838,11.4331,11.1991,9.115,0.0044,0,0
PAIR_0176,2015,7.4882,11.4207,10.5123,9.115,0.0,0,0
PAIR_0176,2016,8.0924,12.4972,10.7426,9.115,0.0322,0,0
PAIR_0176,2017,9.2092,11.396,13.367,9.115,0.019,0,0
PAIR_0176,2018,10.1476,13.7733,12.0567,9.115,0.0089,0,0
PAIR_0176,2019,7.6162,10.0567,12.4202,9.115,0.045,0,0
PAIR_0177,2005,7.7529,11.6474,11.103,9.721,0.0844,0,0
PAIR_0177,2006,9.1498,12.1276,12.5876,9.721,0.0,0,0
PAIR_0177,2007,7.783,10.1437,12.8039,9.721,0.0221,0,0
PAIR_0177,2008,8.4018,12.5925,11.6773,9.721,0.0109,0,0
PAIR_0177,2009,9.8324,13.3453,12.908,9.721,0.0128,0,0
PAIR_0177,2010,9.1628,10.4784,14.6353,9.721,0.0717,0,0
PAIR_0177,2011,8.073,10.7166,13.6989,9.721,0.0423,0,0
PAIR_0177,2012,6.3384,8.2832,13.8848,9.721,0.0073,0,0
PAIR_0177,2013,10.5762,13.8375,13.9463,9.721,0.0462,0,0
PAIR_0177,2014,6.0687,9.9483,10.8467,9.721,0.0792,0,0
PAIR_0177,2015,7.3995,10.2627,13.0394,9.721,0.0181,0,0
PAIR_0177,2016,9.9136,12.401,13.8292,9.721,0.0007,0,0
PAIR_0177,2017,6.4793,10.4839,10.9011,9.721,0.0236,0,0
PAIR_0177,2018,6.4633,11.8117,10.4155,9.721,0.0515,0,0
PAIR_0177,2019,6.0176,10.2174,10.5054,9.721,0.0,0,0
PAIR_0178,2005,9.5782,10.1414,10.7093,6.7324,0.0211,0,0
PAIR_0178,2006,11.4788,13.0615,11.0888,6.7324,0.0557,0,0
PAIR_0178,2007,12.9734,11.6623,13.7537,6.7324,0.0489,0,0
PAIR_0178,2008,12.9286,11.9883,13.912,6.7324,0.0846,0,0
PAIR_0178,2009,14.3412,13.3839,13.6441,6.7324,0.0,0,0
PAIR_0178,2010,8.9117,12.3883,7.3994,6.7324,0.0196,0,0
PAIR_0178,2011,11.8818,10.6523,13.1869,6.7324,0.0363,0,0
PAIR_0178,2012,14.0972,11.7742,15.3422,6.7324,0.0659,0,0
PAIR_0178,2013,10.1485,11.264,10.6152,6.7324,0.0048,0,0
PAIR_0178,2014,11.5805,13.1531,10.3375,6.7324,0.0513,0,0
PAIR_0178,2015,11.1211,10.5734,11.2046,6.7324,0.0838,0,0
PAIR_0178,2016,10.667,11.1703,11.0327,6.7324,0.0567,0,0
PAIR_0178,2017,11.2467,10.76,12.4762,6.7324,0.049,0,0
PAIR_0178,2018,13.0996,11.4419,14.3325,6.7324,0.0,0,0
PAIR_0178,2019,13.221,11.0862,14.3286,6.7324,0.0,0,0
PAIR_0179,2005,6.6987,8.9179,11.1857,8.8786,0.0985,0,1
PAIR_0179,2006,11.7223,10.9976,15.8711,8.8786,0.07,0,1
PAIR_0179,2007,7.2555,9.8058,10.6026,8.8786,0.0,0,1
PAIR_0179,2008,11.6866,13.1721,12.6773,8.8786,0.029,0,1
PAIR_0179,2009,10.4069,12.4436,12.3309,8.8786,0.0514,0,1
PAIR_0179,2010,9.8229,12.3962,10.851,8.8786,0.0355,0,1
PAIR_0179,2011,10.3631,13.54,10.8501,8.8786,0.0463,0,1
PAIR_0179,2012,8.1996,8.657,13.5403,8.8786,0.0489,0,1
PAIR_0179,2013,11.1284,12.1962,13.1737,8.8786,0.0117,0,1
PAIR_0179,2014,8.7251,11.9861,9.9063,8.8786,0.0138,0,1
PAIR_0179,2015,10.1381,11.9077,11.7501,8.8786,0.066,0,1
PAIR_0179,2016,8.6762,12.182,10.2684,8.8786,0.0459,0,1
PAIR_0179,2017,8.2364,10.3979,10.933,8.8786,0.0049,0,1
PAIR_0179,2018,9.0396,12.4762,9.9602,8.8786,0.0404,0,1
PAIR_0179,2019,10.0623,9.3991,15.0903,8.8786,0.0164,0,1
PAIR_0180,2005,7.7723,11.1318,9.5804,8.4966,0.0597,1,0
PAIR_0180,2006,8.801,10.7189,11.1948,8.4966,0.0566,1,0
PAIR_0180,2007,10.6279,12.1298,12.6182,8.4966,0.042,1,0
PAIR_0180,2008,6.5871,9.1581,10.4157,8.4966,0.0507,1,0
PAIR_0180,2009,10.4069,13.1907,10.0037,8.4966,0.0386,1,0
PAIR_0180,2010,8.6425,11.3266,9.9619,8.4966,0.0,1,0
PAIR_0180,2011,10.6495,12.0853,12.4841,8.4966,0.0414,1,0
PAIR_0180,2012,8.027,10.4604,11.7026,8.4966,0.0657,1,0
PAIR_0180,2013,10.9481,13.068,11.2243,8.4966,0.029,1,0
PAIR_0180,2014,9.955,11.4238,12.0187,8.4966,0.0,1,0
PAIR_0180,2015,10.2417,12.4596,11.1125,8.4966,0.0201,1,0
PAIR_0180,2016,12.5042,12.3666,14.0025,8.4966,0.0412,1,0
PAIR_0180,2017,7.2234,11.5945,8.1872,8.4966,0.0132,1,0
PAIR_0180,2018,9.4483,11.6654,11.2782,8.4966,0.0319,1,0
PAIR_0180,2019,10.318,12.1035,12.3346,8.4966,0.0231,1,0
PAIR_0181,2005,8.0453,11.4164,10.779,8.8479,0.1,0,0
PAIR_0181,2006,7.5463,10.6471,10.8148,8.8479,0.0,0,0
PAIR_0181,2007,9.0408,11.9789,11.0276,8.8479,0.0153,0,0
PAIR_0181,2008,10.9027,11.5507,14.5114,8.8479,0.0237,0,0
PAIR_0181,2009,7.9943,11.2481,10.82,8.8479,0.0662,0,0
PAIR_0181,2010,9.5478,11.8394,11.6884,8.8479,0.0658,0,0
PAIR_0181,2011,7.9564,10.4741,11.4417,8.8479,0.0512,0,0
PAIR_0181,2012,9.6938,12.9506,10.813,8.8479,0.0315,0,0
PAIR_0181,2013,9.2096,10.887,11.8928,8.8479,0.0079,0,0
PAIR_0181,2014,10.7299,11.9126,13.6091,8.8479,0.0332,0,0
PAIR_0181,2015,10.2637,12.1697,13.1038,8.8479,0.0549,0,0
PAIR_0181,2016,9.3639,11.2759,12.9629,8.8479,0.084,0,0
PAIR_0181,2017,7.1522,10.8351,9.9713,8.8479,0.0431,0,0
PAIR_0181,2018,9.5495,11.8191,12.2423,8.8479,0.0357,0,0
PAIR_0181,2019,10.5687,12.5869,12.8809,8.8479,0.0436,0,0
PAIR_0182,2005,12.8362,12.5826,13.3101,7.0922,0.0643,0,0
PAIR_0182,2006,10.6022,11.7743,10.6468,7.0922,0.0428,0,0
PAIR_0182,2007,9.3708,9.4006,12.2095,7.0922,0.0036,0,0
PAIR_0182,2008,10.8142,12.5408,10.2939,7.0922,0.0143,0,0
PAIR_0182,2009,10.2062,10.6929,11.9271,7.0922,0.0472,0,0
PAIR_0182,2010,8.6611,9.0336,11.2957,7.0922,0.073,0,0
PAIR_0182,2011,11.8834,11.0986,14.2155,7.0922,0.0606,0,0
PAIR_0182,2012,10.9567,11.2215,11.9746,7.0922,0.004,0,0
PAIR_0182,2013,11.4142,11.6919,11.3244,7.0922,0.0,0,0
PAIR_0182,2014,10.4902,12.0802,10.3912,7.0922,0.0583,0,0
PAIR_0182,2015,12.0035,13.1876,11.5436,7.0922,0.0,0,0
PAIR_0182,2016,14.1447,13.4316,13.2691,7.0922,0.0,0,0
PAIR_0182,2017,11.1599,13.2787,10.7887,7.0922,0.0237,0,0
PAIR_0182,2018,10.1688,10.7089,11.4428,7.0922,0.0333,0,0
PAIR_0182,2019,10.9545,11.9881,10.3277,7.0922,0.0317,0,0
PAIR_0183,2005,8.1359,9.7894,11.0202,8.1466,0.0244,0,1
PAIR_0183,2006,10.4952,11.3421,12.5962,8.1466,0.0451,0,1
PAIR_0183,2007,9.9057,12.7274,10.3548,8.1466,0.0,0,1
PAIR_0183,2008,9.3479,10.8603,12.0477,8.1466,0.0568,0,1
PAIR_0183,2009,10.9565,12.5384,12.5194,8.1466,0.0086,0,1
PAIR_0183,2010,9.467,12.4279,10.3809,8.1466,0.0832,0,1
PAIR_0183,2011,9.7463,12.8824,10.6006,8.1466,0.0199,0,1
PAIR_0183,2012,8.5897,10.992,10.4439,8.1466,0.0,0,1
PAIR_0183,2013,11.289,13.6965,10.5521,8.1466,0.0267,0,1
PAIR_0183,2014,9.8697,12.2595,11.0025,8.1466,0.0,0,1
PAIR_0183,2015,8.0231,10.3838,10.5912,8.1466,0.0183,0,1
PAIR_0183,2016,7.7255,9.165,11.5404,8.1466,0.0113,0,1
PAIR_0183,2017,9.4272,11.7334,10.8879,8.1466,0.0331,0,1
PAIR_0183,2018,9.7419,11.4911,11.2704,8.1466,0.0,0,1
PAIR_0183,2019,10.2803,13.0849,10.8268,8.1466,0.0329,0,1
PAIR_0184,2005,10.5989,10.5314,12.7946,6.2006,0.022,0,0
PAIR_0184,2006,8.0145,8.8243,10.7095,6.2006,0.0238,0,0
PAIR_0184,2007,11.6528,13.0145,10.4427,6.2006,0.0,0,0
PAIR_0184,2008,13.1812,13.5641,12.2348,6.2006,0.0239,0,0
PAIR_0184,2009,9.0585,10.375,10.1226,6.2006,0.0361,0,0
PAIR_0184,2010,12.8791,11.2958,14.1075,6.2006,0.0413,0,0
PAIR_0184,2011,13.5331,14.9678,10.9097,6.2006,0.0425,0,0
PAIR_0184,2012,11.2243,11.8231,11.2243,6.2006,0.1063,0,0
PAIR_0184,2013,10.3496,8.5075,13.696,6.2006,0.082,0,0
PAIR_0184,2014,13.8678,12.806,14.0064,6.2006,0.0585,0,0
PAIR_0184,2015,10.5795,11.9012,10.0926,6.2006,0.0,0,0
PAIR_0184,2016,11.8595,12.8526,11.6559,6.2006,0.0023,0,0
PAIR_0184,2017,11.4805,11.1967,12.7928,6.2006,0.0932,0,0
PAIR_0184,2018,12.9959,12.1916,13.4489,6.2006,0.0221,0,0
PAIR_0184,2019,13.3839,13.013,13.433,6.2006,0.0236,0,0
PAIR_0185,2005,13.1047,14.0936,11.9984,7.0437,0.1107,0,0
PAIR_0185,2006,11.2614,10.2057,13.024,7.0437,0.0698,0,0
PAIR_0185,2007,13.0536,11.4014,14.9815,7.0437,0.0863,0,0
PAIR_0185,2008,11.1931,11.0604,11.4911,7.0437,0.0729,0,0
PAIR_0185,2009,13.5481,13.3417,12.1278,7.0437,0.0503,0,0
PAIR_0185,2010,10.7986,10.8134,12.3051,7.0437,0.0911,0,0
PAIR_0185,2011,9.8434,12.2973,8.2641,7.0437,0.0616,0,0
PAIR_0185,2012,12.3217,13.0469,10.4657,7.0437,0.0227,0,0
PAIR_0185,2013,11.8538,13.5393,10.1097,7.0437,0.0212,0,0
PAIR_0185,2014,13.2758,13.0761,12.3121,7.0437,0.0522,0,0
PAIR_0185,2015,8.0662,8.4902,10.5925,7.0437,0.025,0,0
PAIR_0185,2016,10.5316,8.5465,13.2194,7.0437,0.0039,0,0
PAIR_0185,2017,13.1633,13.8289,10.9415,7.0437,0.0244,0,0
PAIR_0185,2018,11.1601,11.3201,12.0649,7.0437,0.0488,0,0
PAIR_0185,2019,14.4842,14.4316,12.3669,7.0437,0.0304,0,0
PAIR_0186,2005,10.3193,12.1969,9.9803,8.5384,0.0123,0,0
PAIR_0186,2006,11.4539,12.0387,12.1909,8.5384,0.0802,0,0
PAIR_0186,2007,12.0002,12.6227,12.4939,8.5384,0.0502,0,0
PAIR_0186,2008,10.6474,12.9341,10.1524,8.5384,0.0125,0,0
PAIR_0186,2009,11.1996,11.8037,12.6667,8.5384,0.0353,0,0
PAIR_0186,2010,12.1919,12.5026,13.6199,8.5384,0.051,0,0
PAIR_0186,2011,8.2502,12.0333,8.7229,8.5384,0.0368,0,0
PAIR_0186,2012,10.9642,10.9948,12.4066,8.5384,0.0274,0,0
PAIR_0186,2013,9.8517,11.9886,9.9745,8.5384,0.061,0,0
PAIR_0186,2014,12.5977,13.5907,12.7446,8.5384,0.0461,0,0
PAIR_0186,2015,12.1267,12.9198,11.4803,8.5384,0.0542,0,0
PAIR_0186,2016,12.3357,13.5301,12.1476,8.5384,0.0302,0,0
PAIR_0186,2017,8.1406,8.2555,11.8097,8.5384,0.0106,0,0
PAIR_0186,2018,10.3708,10.9856,12.0916,8.5384,0.0614,0,0
PAIR_0186,2019,8.8287,10.1508,10.5338,8.5384,0.0427,0,0
PAIR_0187,2005,9.6326,11.5461,10.1363,7.9455,0.0606,1,0
PAIR_0187,2006,11.8478,12.9782,11.5894,7.9455,0.0285,1,0
PAIR_0187,2007,10.724,12.2041,10.4631,7.9455,0.0682,1,0
PAIR_0187,2008,10.6763,13.7491,9.365,7.9455,0.0792,1,0
