state,year,unemployment_rate,log_unemployment
SD,1990,0.0571,-2.8628
SD,1991,0.0573,-2.8588
SD,1992,0.0551,-2.8978
SD,1993,0.0561,-2.8803
SD,1994,0.0468,-3.0614
SD,1995,0.0414,-3.1842
SD,1996,0.0366,-3.3068
SD,1997,0.0394,-3.2342
SD,1998,0.0496,-3.0036
SD,1999,0.0605,-2.8053
SD,2000,0.0615,-2.7894
SD,2001,0.0616,-2.7876
SD,2002,0.0501,-2.9928
SD,2003,0.0471,-3.0563
SD,2004,0.0433,-3.1396
SD,2005,0.0411,-3.1929
SD,2006,0.0415,-3.1829
SD,2007,0.0403,-3.2117
SD,2008,0.0556,-2.8891
SD,2009,0.0747,-2.5937
SD,2010,0.1161,-2.1532
SD,2011,0.0913,-2.3937
SD,2012,0.0821,-2.4995
SD,2013,0.0815,-2.5067
SD,2014,0.0853,-2.4611
SD,2015,0.0725,-2.6238
SD,2016,0.0706,-2.6503
SD,2017,0.0643,-2.7447
SD,2018,0.0608,-2.7995
SD,2019,0.0718,-2.6342
SD,2020,0.0787,-2.5415
SD,2021,0.128,-2.0554
SD,2022,0.1142,-2.1696
TN,1976,0.0577,-2.8531
TN,1977,0.0547,-2.9061
TN,1978,0.0599,-2.8142
TN,1979,0.0593,-2.8257
TN,1980,0.0535,-2.9287
TN,1981,0.0545,-2.9093
TN,1982,0.0574,-2.8578
TN,1983,0.0591,-2.829
TN,1984,0.0644,-2.7426
TN,1985,0.0563,-2.8771
TN,1986,0.0527,-2.9434
TN,1987,0.0571,-2.8622
TN,1988,0.054,-2.9194
TN,1989,0.0562,-2.879
TN,1990,0.0447,-3.1075
TN,1991,0.061,-2.7969
TN,1992,0.0594,-2.8235
TN,1993,0.0654,-2.7271
TN,1994,0.0627,-2.7698
TN,1995,0.0642,-2.7458
TN,1996,0.0708,-2.6475
TN,1997,0.0746,-2.5953
TN,1998,0.0709,-2.6467
TN,1999,0.0682,-2.6858
TN,2000,0.0716,-2.6362
TN,2001,0.0811,-2.5118
TN,2002,0.0782,-2.5487
TN,2003,0.0846,-2.4698
TN,2004,0.0789,-2.54
TN,2005,0.0801,-2.524
TN,2006,0.0819,-2.5019
TN,2007,0.0758,-2.5792
TN,2008,0.1011,-2.2912
TN,2009,0.1138,-2.173
TN,2010,0.1245,-2.0835
TN,2011,0.117,-2.1455
TN,2012,0.1092,-2.2147
TN,2013,0.1038,-2.2655
TN,2014,0.0979,-2.324
TN,2015,0.088,-2.4307
TN,2016,0.0863,-2.4497
TN,2017,0.0874,-2.4373
TN,2018,0.0853,-2.4618
TN,2019,0.0829,-2.4904
TN,2020,0.1044,-2.2597
TN,2021,0.1197,-2.1224
TN,2022,0.1006,-2.2962
TX,1976,0.0265,-3.6287
TX,1977,0.0258,-3.6588
TX,1978,0.0172,-4.063
TX,1979,0.0208,-3.873
TX,1980,0.0226,-3.7877
TX,1981,0.0201,-3.9092
TX,1982,0.0253,-3.6753
TX,1983,0.031,-3.4734
TX,1984,0.0229,-3.7775
TX,1985,0.0205,-3.8865
TX,1986,0.0186,-3.9862
TX,1987,0.0161,-4.1264
TX,1988,0.023,-3.7714
TX,1989,0.0235,-3.7518
TX,1990,0.0235,-3.7512
TX,1991,0.015,-4.1997
TX,1992,0.0211,-3.8573
TX,1993,0.0167,-4.0915
TX,1994,0.0196,-3.9304
TX,1995,0.0231,-3.7683
TX,1996,0.0313,-3.464
TX,1997,0.0246,-3.7046
TX,1998,0.015,-4.1997
TX,1999,0.0189,-3.9703
TX,2000,0.0301,-3.5038
TX,2001,0.0364,-3.3143
TX,2002,0.0363,-3.316
TX,2003,0.0327,-3.4192
TX,2004,0.0364,-3.3145
TX,2005,0.0304,-3.4942
TX,2006,0.0328,-3.4179
TX,2007,0.0349,-3.3559
TX,2008,0.0884,-2.4253
TX,2009,0.1088,-2.2181
TX,2010,0.1148,-2.1643
TX,2011,0.0953,-2.3505
TX,2012,0.081,-2.5138
TX,2013,0.0687,-2.6773
TX,2014,0.0622,-2.7767
TX,2015,0.0521,-2.9546
TX,2016,0.0536,-2.9262
TX,2017,0.0492,-3.0116
TX,2018,0.0456,-3.0876
TX,2019,0.0411,-3.1917
TX,2020,0.0863,-2.4497
TX,2021,0.0951,-2.3531
TX,2022,0.0813,-2.5098
UT,1976,0.0307,-3.483
UT,1977,0.0362,-3.32
UT,1978,0.0327,-3.4193
UT,1979,0.0321,-3.4392
UT,1980,0.037,-3.2964
UT,1981,0.0357,-3.332
UT,1982,0.0394,-3.2331
UT,1983,0.0388,-3.2502
UT,1984,0.0484,-3.0286
UT,1985,0.0552,-2.8962
UT,1986,0.0471,-3.0558
UT,1987,0.0488,-3.0201
UT,1988,0.0437,-3.1308
UT,1989,0.044,-3.1238
UT,1990,0.0437,-3.1314
UT,1991,0.0377,-3.2774
UT,1992,0.0428,-3.1511
UT,1993,0.0432,-3.1411
UT,1994,0.0412,-3.1896
UT,1995,0.0385,-3.2563
UT,1996,0.039,-3.2453
UT,1997,0.0407,-3.2018
UT,1998,0.0396,-3.2281
UT,1999,0.0251,-3.6843
UT,2000,0.0259,-3.653
UT,2001,0.0194,-3.9445
UT,2002,0.0195,-3.9399
UT,2003,0.015,-4.1997
UT,2004,0.015,-4.1997
UT,2005,0.0226,-3.7883
UT,2006,0.0219,-3.8199
UT,2007,0.0209,-3.8683
UT,2008,0.0549,-2.9024
UT,2009,0.1031,-2.2722
UT,2010,0.1366,-1.9909
UT,2011,0.1371,-1.9871
UT,2012,0.1259,-2.0726
UT,2013,0.1171,-2.145
UT,2014,0.1174,-2.1423
UT,2015,0.1154,-2.1597
UT,2016,0.1148,-2.1645
UT,2017,0.1021,-2.2821
UT,2018,0.1049,-2.2551
UT,2019,0.0959,-2.3444
UT,2020,0.1345,-2.0061
UT,2021,0.1425,-1.9481
UT,2022,0.1259,-2.0723
VT,1976,0.0556,-2.8888
VT,1977,0.0508,-2.9807
VT,1978,0.0384,-3.2598
VT,1979,0.0388,-3.249
VT,1980,0.0522,-2.9523
VT,1981,0.0565,-2.8738
VT,1982,0.0564,-2.8751
VT,1983,0.0551,-2.8982
VT,1984,0.0554,-2.8939
VT,1985,0.0582,-2.8439
VT,1986,0.0522,-2.9528
VT,1987,0.0581,-2.8455
VT,1988,0.0616,-2.7874
VT,1989,0.0648,-2.7362
VT,1990,0.0664,-2.7119
VT,1991,0.0658,-2.7213
VT,1992,0.0685,-2.6812
VT,1993,0.0706,-2.6512
VT,1994,0.0678,-2.6917
VT,1995,0.0641,-2.7476
VT,1996,0.064,-2.7482
VT,1997,0.0712,-2.6416
VT,1998,0.064,-2.7493
VT,1999,0.0561,-2.8807
VT,2000,0.057,-2.8652
VT,2001,0.0572,-2.861
VT,2002,0.058,-2.8465
VT,2003,0.0592,-2.8273
VT,2004,0.0579,-2.8494
VT,2005,0.0652,-2.7296
VT,2006,0.0566,-2.8716
VT,2007,0.0525,-2.9473
VT,2008,0.0736,-2.6097
VT,2009,0.1089,-2.2178
VT,2010,0.1363,-1.9927
VT,2011,0.1241,-2.0868
VT,2012,0.116,-2.1544
VT,2013,0.1097,-2.2102
VT,2014,0.1041,-2.262
VT,2015,0.107,-2.2348
VT,2016,0.1061,-2.2438
VT,2017,0.0968,-2.335
VT,2018,0.0951,-2.3533
VT,2019,0.0947,-2.3571
VT,2020,0.1626,-1.8167
VT,2021,0.1703,-1.7701
VT,2022,0.1555,-1.8608
VA,1976,0.0538,-2.9221
VA,1977,0.0552,-2.8973
VA,1978,0.0578,-2.8509
VA,1979,0.0515,-2.9656
VA,1980,0.0507,-2.9809
VA,1981,0.051,-2.9753
VA,1982,0.054,-2.9185
VA,1983,0.0537,-2.9242
VA,1984,0.0453,-3.0947
VA,1985,0.0434,-3.1363
VA,1986,0.0456,-3.0877
VA,1987,0.0506,-2.9843
VA,1988,0.0476,-3.0448
VA,1989,0.059,-2.8294
VA,1990,0.0486,-3.0242
VA,1991,0.0462,-3.0758
VA,1992,0.0464,-3.0698
VA,1993,0.0461,-3.0774
VA,1994,0.0406,-3.2035
VA,1995,0.0443,-3.1175
VA,1996,0.0471,-3.0564
VA,1997,0.0479,-3.0392
VA,1998,0.05,-2.9957
VA,1999,0.0481,-3.035
VA,2000,0.0404,-3.2082
VA,2001,0.0383,-3.2629
VA,2002,0.0408,-3.1997
VA,2003,0.043,-3.1471
VA,2004,0.0443,-3.1171
VA,2005,0.048,-3.0374
VA,2006,0.0455,-3.0898
VA,2007,0.0464,-3.07
VA,2008,0.0824,-2.4965
VA,2009,0.0911,-2.3954
VA,2010,0.1313,-2.0305
VA,2011,0.1268,-2.065
VA,2012,0.1182,-2.1352
VA,2013,0.1036,-2.2676
VA,2014,0.0968,-2.3352
VA,2015,0.0987,-2.3153
VA,2016,0.0957,-2.3465
VA,2017,0.0889,-2.4198
VA,2018,0.0872,-2.4391
VA,2019,0.0763,-2.5736
VA,2020,0.0937,-2.3675
VA,2021,0.1412,-1.9575
VA,2022,0.1288,-2.0493
WA,1976,0.0524,-2.9488
WA,1977,0.0491,-3.0136
WA,1978,0.0459,-3.081
WA,1979,0.0419,-3.1727
WA,1980,0.0456,-3.0875
WA,1981,0.044,-3.1239
WA,1982,0.0403,-3.2106
WA,1983,0.0472,-3.0524
WA,1984,0.0533,-2.9318
WA,1985,0.0481,-3.0351
WA,1986,0.0375,-3.2826
WA,1987,0.0434,-3.1368
WA,1988,0.0397,-3.2263
WA,1989,0.0441,-3.1216
WA,1990,0.0338,-3.387
WA,1991,0.0399,-3.2225
WA,1992,0.0342,-3.3755
WA,1993,0.0394,-3.2349
WA,1994,0.0399,-3.2206
WA,1995,0.0355,-3.3369
WA,1996,0.0348,-3.3594
WA,1997,0.0396,-3.2293
WA,1998,0.0406,-3.2047
WA,1999,0.0438,-3.1292
WA,2000,0.0533,-2.9323
WA,2001,0.0432,-3.1412
WA,2002,0.0511,-2.9748
WA,2003,0.0498,-3.0
WA,2004,0.0438,-3.1292
WA,2005,0.0367,-3.3039
WA,2006,0.0368,-3.3021
WA,2007,0.0424,-3.1604
WA,2008,0.0786,-2.5435
WA,2009,0.0868,-2.4436
WA,2010,0.0973,-2.3295
WA,2011,0.0909,-2.3976
WA,2012,0.0792,-2.5353
WA,2013,0.0589,-2.8316
WA,2014,0.0566,-2.872
WA,2015,0.0559,-2.8843
WA,2016,0.0552,-2.8971
WA,2017,0.0588,-2.8343
WA,2018,0.0501,-2.9935
WA,2019,0.0519,-2.9583
WA,2020,0.1049,-2.2547
WA,2021,0.1365,-1.9918
WA,2022,0.1176,-2.1409
WV,1976,0.0578,-2.8511
WV,1977,0.0617,-2.7852
WV,1978,0.0486,-3.0236
WV,1979,0.0473,-3.0516
WV,1980,0.0448,-3.1065
WV,1981,0.0427,-3.1536
WV,1982,0.0425,-3.1593
WV,1983,0.0521,-2.9547
WV,1984,0.0578,-2.8504
WV,1985,0.057,-2.864
WV,1986,0.0633,-2.7592
WV,1987,0.0574,-2.8576
WV,1988,0.052,-2.9569
WV,1989,0.0579,-2.8483
WV,1990,0.0613,-2.792
WV,1991,0.0588,-2.834
WV,1992,0.0534,-2.9302
WV,1993,0.0621,-2.7798
WV,1994,0.0531,-2.9359
WV,1995,0.0515,-2.9658
WV,1996,0.0544,-2.9114
WV,1997,0.0646,-2.7399
WV,1998,0.0656,-2.7239
WV,1999,0.0669,-2.704
WV,2000,0.0627,-2.7686
WV,2001,0.0651,-2.7321
WV,2002,0.0646,-2.739
WV,2003,0.0558,-2.8858
WV,2004,0.0607,-2.8025
WV,2005,0.0654,-2.7269
WV,2006,0.0684,-2.6825
WV,2007,0.0669,-2.7042
WV,2008,0.0745,-2.5973
WV,2009,0.1086,-2.22
WV,2010,0.143,-1.9452
WV,2011,0.126,-2.0711
WV,2012,0.1183,-2.1344
WV,2013,0.1113,-2.1954
WV,2014,0.099,-2.3128
WV,2015,0.0946,-2.358
WV,2016,0.0851,-2.4645
WV,2017,0.0828,-2.4915
WV,2018,0.0718,-2.6342
WV,2019,0.0634,-2.759
WV,2020,0.1286,-2.0512
WV,2021,0.168,-1.7837
WV,2022,0.1345,-2.0062
WI,1976,0.0574,-2.8585
WI,1977,0.061,-2.7971
WI,1978,0.0583,-2.8426
WI,1979,0.0571,-2.8622
WI,1980,0.049,-3.0164
WI,1981,0.0481,-3.0354
WI,1982,0.0535,-2.9276
WI,1983,0.0565,-2.8741
WI,1984,0.0585,-2.8385
WI,1985,0.0579,-2.8482
WI,1986,0.0573,-2.86
WI,1987,0.0534,-2.9305
WI,1988,0.057,-2.8655
WI,1989,0.0585,-2.8384
WI,1990,0.0602,-2.8107
WI,1991,0.0564,-2.8747
WI,1992,0.0452,-3.0963
WI,1993,0.0522,-2.9523
WI,1994,0.0501,-2.9934
WI,1995,0.0465,-3.0691
WI,1996,0.0512,-2.9714
WI,1997,0.0497,-3.001
WI,1998,0.0558,-2.8866
WI,1999,0.0585,-2.8384
WI,2000,0.0611,-2.7949
WI,2001,0.053,-2.9371
WI,2002,0.0592,-2.8263
WI,2003,0.0596,-2.8202
WI,2004,0.0567,-2.8692
WI,2005,0.057,-2.8654
WI,2006,0.0475,-3.0463
WI,2007,0.0507,-2.982
WI,2008,0.0642,-2.7458
WI,2009,0.0827,-2.4923
WI,2010,0.109,-2.2161
WI,2011,0.0967,-2.3364
WI,2012,0.0806,-2.518
WI,2013,0.0703,-2.6543
WI,2014,0.0736,-2.6086
WI,2015,0.0694,-2.6681
WI,2016,0.0639,-2.7501
WI,2017,0.063,-2.7653
WI,2018,0.0639,-2.7508
WI,2019,0.0677,-2.6926
WI,2020,0.1324,-2.0216
WI,2021,0.1301,-2.0397
WI,2022,0.118,-2.1371
WY,1976,0.0358,-3.331
WY,1977,0.0298,-3.5145
WY,1978,0.0316,-3.4543
WY,1979,0.0404,-3.2093
WY,1980,0.0373,-3.2877
WY,1981,0.0346,-3.3651
WY,1982,0.0439,-3.1264
WY,1983,0.0379,-3.2732
WY,1984,0.0299,-3.5087
WY,1985,0.0272,-3.6035
WY,1986,0.0257,-3.6607
WY,1987,0.019,-3.9643
WY,1988,0.0213,-3.8511
WY,1989,0.0286,-3.5541
WY,1990,0.0238,-3.7385
WY,1991,0.0265,-3.6309
WY,1992,0.0304,-3.4942
WY,1993,0.0313,-3.4631
WY,1994,0.0335,-3.3961
WY,1995,0.0354,-3.3398
WY,1996,0.0321,-3.4399
WY,1997,0.0407,-3.2013
WY,1998,0.0469,-3.0592
WY,1999,0.052,-2.9563
WY,2000,0.0555,-2.8908
WY,2001,0.0456,-3.0872
WY,2002,0.0496,-3.0043
WY,2003,0.0516,-2.9637
WY,2004,0.0424,-3.1595
WY,2005,0.0411,-3.1914
WY,2006,0.0424,-3.1601
WY,2007,0.0505,-2.986
WY,2008,0.0821,-2.5002
WY,2009,0.1236,-2.0905
WY,2010,0.1382,-1.979
WY,2011,0.1169,-2.1466
WY,2012,0.106,-2.2442
WY,2013,0.0996,-2.3061
WY,2014,0.0897,-2.411
WY,2015,0.0852,-2.463
WY,2016,0.0748,-2.5926
WY,2017,0.0695,-2.6666
WY,2018,0.0672,-2.7007
WY,2019,0.0645,-2.741
WY,2020,0.067,-2.7036
WY,2021,0.1345,-2.0064
WY,2022,0.1219,-2.1049
