countrycode,year,rgdpna,rkna,emp,labsh,pop,hc
IRL,2008,5104.49,10180.02,11.3,0.4956,38.28,3.116
IRL,2009,5087.92,10324.52,11.22,0.5365,38.64,3.126
IRL,2010,4918.81,10872.41,11.46,0.547,38.56,3.142
IRL,2011,4931.51,10816.76,11.63,0.5502,38.9,3.154
IRL,2012,4942.16,10503.5,11.66,0.5296,39.5,3.161
IRL,2013,5131.14,10942.41,11.65,0.5382,39.75,3.176
IRL,2014,5413.96,11883.4,11.51,0.5411,40.31,3.197
IRL,2015,5667.46,12222.74,11.66,0.5255,40.56,3.217
IRL,2016,5672.6,12740.0,11.72,0.5186,40.41,3.233
IRL,2017,5749.28,12345.1,11.93,0.5342,40.77,3.246
IRL,2018,5985.21,13223.28,11.91,0.5441,41.44,3.257
IRL,2019,6537.48,13704.06,12.05,0.5272,41.72,3.272
ISL,1970,1579.92,3575.85,7.54,0.5746,15.69,2.636
ISL,1971,1602.26,3609.31,7.46,0.6046,15.98,2.648
ISL,1972,1663.14,3758.86,7.58,0.6223,16.04,2.66
ISL,1973,1635.07,3947.23,7.72,0.5889,16.38,2.678
ISL,1974,1658.76,4151.68,7.65,0.574,16.41,2.694
ISL,1975,1669.82,4352.06,7.76,0.6115,16.59,2.711
ISL,1976,1648.67,4649.89,7.76,0.6368,16.8,2.728
ISL,1977,1612.62,4670.66,7.9,0.6246,16.92,2.747
ISL,1978,1698.93,4845.97,7.92,0.6317,17.03,2.765
ISL,1979,1733.19,5138.35,7.95,0.6043,17.09,2.775
ISL,1980,1767.38,5470.76,7.93,0.5872,17.25,2.788
ISL,1981,1728.51,5599.92,7.95,0.5928,17.43,2.797
ISL,1982,1845.69,5799.35,8.01,0.5819,17.57,2.814
ISL,1983,1930.82,5696.09,8.0,0.5897,17.69,2.835
ISL,1984,1936.6,5786.96,8.0,0.5832,17.76,2.853
ISL,1985,1924.11,6028.43,7.91,0.5789,17.85,2.877
ISL,1986,1962.91,5848.73,7.79,0.5948,18.0,2.894
ISL,1987,2032.85,6215.07,7.79,0.561,18.22,2.904
ISL,1988,1969.44,6352.47,7.82,0.5712,18.38,2.914
ISL,1989,2015.42,6281.61,7.97,0.5674,18.5,2.937
ISL,1990,1990.54,6274.36,7.92,0.5831,18.64,2.956
ISL,1991,2236.88,6079.4,8.01,0.5737,18.74,2.968
ISL,1992,2234.71,6552.13,8.12,0.6059,18.89,2.975
ISL,1993,2201.09,6360.83,8.1,0.6035,19.06,2.991
ISL,1994,2162.28,6693.89,8.16,0.5619,19.28,3.008
ISL,1995,2140.43,6819.23,8.25,0.5536,19.45,3.023
ISL,1996,2094.49,7244.01,8.27,0.5543,19.71,3.035
ISL,1997,2103.6,7638.38,8.25,0.5576,19.94,3.04
ISL,1998,2126.83,7618.52,8.3,0.5861,19.98,3.055
ISL,1999,2179.26,7985.55,8.42,0.5722,20.14,3.061
ISL,2000,2195.09,8086.81,8.47,0.5916,20.26,3.073
ISL,2001,2258.77,8598.39,8.54,0.5793,20.42,3.085
ISL,2002,2262.93,8725.4,8.65,0.5558,20.56,3.109
ISL,2003,2358.86,8649.23,8.66,0.6005,20.74,3.118
ISL,2004,2514.25,9250.17,8.65,0.5769,20.87,3.132
ISL,2005,2589.86,9696.78,8.78,0.5418,20.96,3.147
ISL,2006,2697.92,10052.75,8.8,0.5868,21.15,3.164
ISL,2007,2748.04,10212.51,8.83,0.5844,21.49,3.179
ISL,2008,2789.03,10833.62,9.05,0.588,21.71,3.194
ISL,2009,2654.48,11382.99,9.11,0.5747,21.93,3.207
ISL,2010,2701.03,12050.03,9.12,0.5882,22.34,3.216
ISL,2011,2775.02,12191.46,8.96,0.6031,22.7,3.233
ISL,2012,2879.77,12093.19,8.97,0.5784,22.98,3.236
ISL,2013,2949.31,12405.12,9.02,0.5949,23.25,3.252
ISL,2014,3169.69,12259.6,9.11,0.569,23.51,3.259
ISL,2015,3190.3,12400.19,9.23,0.5584,23.63,3.271
ISL,2016,3420.36,12773.43,9.26,0.594,23.8,3.283
ISL,2017,3691.83,13228.39,9.29,0.572,24.3,3.296
ISL,2018,3656.11,13977.39,9.5,0.6022,24.7,3.31
ISL,2019,3728.83,13756.66,9.74,0.589,24.95,3.331
ISR,1970,2205.09,4131.7,28.53,0.5965,93.66,2.528
ISR,1971,2417.35,4227.4,28.54,0.5855,94.57,2.544
ISR,1972,2343.88,4294.0,28.55,0.626,94.8,2.553
ISR,1973,2381.12,4257.66,28.78,0.6315,94.95,2.579
ISR,1974,2342.7,4488.82,28.81,0.6624,96.44,2.592
ISR,1975,2246.34,4694.02,29.02,0.6334,97.46,2.603
ISR,1976,2385.07,4815.78,28.75,0.6297,98.58,2.616
ISR,1977,2577.26,4801.89,28.85,0.6189,99.75,2.624
ISR,1978,2637.44,4817.77,29.24,0.6117,100.63,2.634
ISR,1979,2657.25,5041.38,29.16,0.586,101.42,2.643
ISR,1980,2692.33,5149.26,29.89,0.5858,102.01,2.652
ISR,1981,2801.4,5295.41,30.5,0.5936,103.4,2.665
ISR,1982,2870.46,5362.13,30.94,0.5862,104.66,2.672
ISR,1983,3070.42,5545.21,31.0,0.5884,105.79,2.694
ISR,1984,2901.83,5566.46,31.66,0.6239,106.94,2.703
ISR,1985,3074.08,5832.27,31.28,0.6111,107.64,2.71
ISR,1986,3094.54,6085.02,31.32,0.6094,108.63,2.725
ISR,1987,3064.97,6307.5,30.98,0.6308,109.51,2.738
ISR,1988,3033.5,6551.39,31.19,0.6189,110.8,2.741
ISR,1989,3228.29,7088.43,31.75,0.6188,109.73,2.753
ISR,1990,3152.88,7228.9,31.86,0.6109,110.9,2.763
ISR,1991,3139.55,7181.85,31.47,0.5999,111.02,2.785
ISR,1992,3131.53,7130.9,31.26,0.6201,111.93,2.81
ISR,1993,3222.85,7276.02,31.25,0.6232,112.62,2.823
ISR,1994,3261.3,7386.89,31.22,0.5724,113.48,2.841
ISR,1995,3631.3,7380.39,31.49,0.6029,114.88,2.855
ISR,1996,3453.42,7559.76,31.69,0.5959,115.6,2.87
ISR,1997,3566.16,7755.86,31.78,0.588,116.76,2.889
ISR,1998,3547.23,7897.62,31.42,0.5995,117.48,2.898
ISR,1999,3570.25,7458.69,31.15,0.5982,117.77,2.915
ISR,2000,3630.07,7490.6,31.19,0.5996,119.14,2.928
ISR,2001,3885.44,8075.13,30.96,0.6581,120.41,2.945
ISR,2002,3977.32,8190.61,31.27,0.6123,121.84,2.96
ISR,2003,3719.25,8269.07,31.14,0.5721,123.02,2.972
ISR,2004,3933.21,8230.65,30.71,0.5653,124.17,2.986
ISR,2005,3900.42,8879.52,30.38,0.5644,126.95,3.002
ISR,2006,3891.22,8854.31,30.3,0.5435,128.36,3.019
ISR,2007,3652.26,9071.24,30.71,0.5706,128.57,3.034
ISR,2008,3958.09,8980.16,31.74,0.5694,128.06,3.041
ISR,2009,4331.41,9051.76,31.85,0.575,129.38,3.053
ISR,2010,4212.75,9243.97,32.13,0.6173,130.87,3.057
ISR,2011,4287.11,9738.37,32.25,0.5829,130.39,3.073
ISR,2012,4423.36,10098.64,32.16,0.5657,131.61,3.09
ISR,2013,4523.25,10007.68,32.83,0.5697,131.54,3.101
ISR,2014,4949.69,10354.56,32.78,0.6126,132.41,3.111
ISR,2015,4724.98,10613.88,33.05,0.6188,133.92,3.135
ISR,2016,4518.95,10396.92,33.43,0.5806,134.25,3.159
ISR,2017,4338.58,10451.34,33.58,0.5456,136.21,3.176
ISR,2018,4282.96,10823.2,33.44,0.5405,138.39,3.179
ISR,2019,4244.89,10909.63,33.98,0.5301,138.63,3.199
ITA,1970,439.46,836.22,7.35,0.4859,21.42,2.579
ITA,1971,439.4,851.38,7.21,0.509,21.74,2.587
ITA,1972,434.68,882.24,7.2,0.4665,21.83,2.6
ITA,1973,438.91,902.87,7.13,0.491,21.84,2.62
ITA,1974,433.61,928.41,7.17,0.4978,22.13,2.623
ITA,1975,438.45,954.4,7.14,0.5004,22.27,2.623
ITA,1976,456.77,956.33,7.21,0.5309,22.44,2.64
ITA,1977,461.33,958.36,7.31,0.54,22.4,2.65
ITA,1978,477.42,973.71,7.39,0.4984,22.59,2.66
ITA,1979,489.46,989.37,7.52,0.485,22.82,2.671
ITA,1980,497.21,973.26,7.68,0.5195,23.06,2.678
ITA,1981,514.63,1015.92,7.62,0.5192,23.33,2.686
ITA,1982,526.21,1041.28,7.61,0.4855,23.66,2.693
ITA,1983,534.98,1056.08,7.6,0.506,23.94,2.713
ITA,1984,541.65,1079.18,7.6,0.4934,24.38,2.738
ITA,1985,549.87,1074.69,7.74,0.5179,24.6,2.759
ITA,1986,561.03,1081.22,7.86,0.5317,24.79,2.763
ITA,1987,573.49,1087.12,8.03,0.5324,25.07,2.781
ITA,1988,572.61,1125.8,8.23,0.56,25.32,2.793
ITA,1989,573.68,1142.03,8.31,0.5582,25.47,2.81
ITA,1990,572.91,1165.75,8.42,0.5693,25.7,2.818
ITA,1991,586.04,1164.01,8.37,0.5351,25.83,2.831
ITA,1992,592.9,1193.12,8.39,0.5528,25.83,2.841
ITA,1993,601.42,1216.75,8.45,0.552,26.18,2.852
ITA,1994,632.79,1236.76,8.48,0.5469,26.52,2.869
ITA,1995,669.27,1249.43,8.49,0.5597,26.74,2.877
ITA,1996,658.27,1257.1,8.4,0.5573,26.9,2.887
ITA,1997,653.23,1275.69,8.51,0.562,26.89,2.906
ITA,1998,673.95,1314.12,8.74,0.5511,27.06,2.919
ITA,1999,684.68,1359.28,8.67,0.5687,27.16,2.939
ITA,2000,691.52,1393.59,8.74,0.5551,27.58,2.959
ITA,2001,733.57,1424.0,8.79,0.5367,27.9,2.986
ITA,2002,747.63,1438.62,8.76,0.5485,28.28,2.999
ITA,2003,766.96,1430.15,8.82,0.5736,28.57,3.01
ITA,2004,763.42,1433.15,8.75,0.5879,29.0,3.027
ITA,2005,791.58,1455.58,8.78,0.5608,29.18,3.034
ITA,2006,808.15,1475.0,8.89,0.5448,29.43,3.045
ITA,2007,822.55,1509.94,8.84,0.5415,29.68,3.056
ITA,2008,828.33,1535.51,8.78,0.5166,29.97,3.076
ITA,2009,874.99,1539.42,8.87,0.5379,30.1,3.085
ITA,2010,896.79,1543.11,8.9,0.5484,30.19,3.096
ITA,2011,920.28,1557.51,8.93,0.5241,30.45,3.112
ITA,2012,959.67,1563.17,9.08,0.506,30.93,3.12
ITA,2013,980.98,1573.58,9.3,0.4937,31.18,3.129
ITA,2014,1015.83,1583.56,9.35,0.4913,31.58,3.144
ITA,2015,1033.2,1619.92,9.45,0.5007,31.8,3.157
ITA,2016,1026.21,1647.92,9.68,0.4905,31.91,3.167
ITA,2017,1056.64,1680.6,9.72,0.5007,32.02,3.175
ITA,2018,1077.81,1723.4,9.64,0.5375,32.03,3.186
ITA,2019,1117.44,1743.81,9.68,0.514,32.36,3.202
JPN,1970,4399.52,8207.61,5.89,0.5822,30.59,2.833
JPN,1971,4405.24,8363.26,5.98,0.5747,30.94,2.838
JPN,1972,4357.44,8350.68,5.98,0.5407,31.13,2.858
JPN,1973,4347.6,8361.13,6.01,0.5875,31.54,2.876
JPN,1974,4542.26,8388.79,6.18,0.5691,31.49,2.894
JPN,1975,4507.33,8447.65,6.14,0.5947,31.7,2.909
JPN,1976,4556.27,8294.04,6.2,0.5502,32.08,2.924
JPN,1977,4655.08,8559.35,6.19,0.544,32.2,2.945
JPN,1978,4822.15,8721.1,6.28,0.5645,32.07,2.955
JPN,1979,5054.2,8766.71,6.26,0.5763,32.42,2.968
JPN,1980,5179.27,8992.35,6.31,0.5814,32.62,2.99
JPN,1981,5172.18,9065.66,6.35,0.5388,32.7,3.01
JPN,1982,5082.07,9191.51,6.43,0.5374,33.01,3.02
JPN,1983,5206.04,9248.66,6.48,0.5471,33.3,3.031
JPN,1984,5481.21,9469.86,6.49,0.5354,33.61,3.044
JPN,1985,5804.56,9556.05,6.52,0.5219,33.8,3.062
JPN,1986,5917.24,9854.9,6.61,0.5149,34.23,3.08
JPN,1987,6094.02,9911.98,6.62,0.5417,34.25,3.098
JPN,1988,6354.51,10072.19,6.68,0.5321,34.7,3.109
JPN,1989,6399.39,10219.04,6.66,0.558,34.86,3.123
JPN,1990,6553.1,10341.02,6.65,0.561,35.19,3.142
JPN,1991,6819.68,10445.41,6.74,0.6021,35.28,3.153
JPN,1992,7027.5,10496.92,6.76,0.5731,35.84,3.179
JPN,1993,7160.78,10834.26,6.82,0.5405,36.21,3.192
JPN,1994,7440.11,10992.92,6.87,0.5356,36.22,3.212
JPN,1995,7426.59,11308.27,6.91,0.5372,36.47,3.225
JPN,1996,7519.77,11664.74,6.92,0.55,37.1,3.237
JPN,1997,7785.8,11984.89,6.84,0.5506,37.2,3.244
JPN,1998,8208.6,12345.49,6.87,0.5413,37.44,3.249
JPN,1999,8135.29,12895.85,7.02,0.565,37.63,3.267
JPN,2000,8376.48,12902.85,6.93,0.5239,38.16,3.281
JPN,2001,8487.74,13072.19,6.98,0.5425,38.33,3.297
JPN,2002,8951.06,13086.02,7.02,0.5426,38.72,3.305
JPN,2003,9312.28,13395.31,6.97,0.5818,39.12,3.32
JPN,2004,9492.91,13932.24,6.93,0.5946,39.78,3.33
JPN,2005,9573.61,14103.27,6.84,0.5666,40.15,3.347
JPN,2006,9558.5,14546.58,6.93,0.5717,40.33,3.362
JPN,2007,9981.9,14628.68,6.95,0.569,40.52,3.38
JPN,2008,10070.46,14839.11,7.05,0.5761,41.13,3.394
JPN,2009,10229.25,15231.43,7.1,0.5826,41.11,3.405
JPN,2010,10193.68,15191.79,7.13,0.5292,41.24,3.418
JPN,2011,10312.05,15453.13,7.12,0.5487,41.95,3.43
JPN,2012,10504.49,16040.66,7.22,0.5326,41.99,3.442
JPN,2013,10635.95,16222.73,7.26,0.5588,42.48,3.455
JPN,2014,10563.11,16312.61,7.26,0.5819,42.56,3.464
JPN,2015,10880.55,16267.31,7.34,0.6055,42.87,3.473
JPN,2016,10995.67,16499.96,7.37,0.5852,43.14,3.487
JPN,2017,10844.59,17034.11,7.62,0.5549,43.55,3.497
JPN,2018,11170.93,17447.67,7.64,0.5151,44.07,3.515
JPN,2019,11437.77,17554.44,7.56,0.5566,44.45,3.529
KOR,1970,1591.8,4025.07,5.45,0.6086,20.0,2.863
KOR,1971,1663.43,4069.86,5.55,0.5815,20.21,2.885
KOR,1972,1760.95,4215.61,5.54,0.5899,20.34,2.896
KOR,1973,1871.36,4298.95,5.42,0.586,20.54,2.911
KOR,1974,1883.42,4445.82,5.5,0.5833,20.73,2.926
KOR,1975,1915.34,4443.82,5.56,0.6191,20.94,2.947
KOR,1976,1912.02,4596.93,5.54,0.603,21.19,2.957
KOR,1977,1958.28,4416.46,5.47,0.6037,21.34,2.97
KOR,1978,1909.65,4413.03,5.52,0.6022,21.57,2.991
KOR,1979,1962.36,4416.18,5.53,0.5994,21.59,3.011
KOR,1980,2032.16,4624.9,5.54,0.5956,21.91,3.034
KOR,1981,2065.69,4772.82,5.65,0.6013,22.07,3.055
KOR,1982,2093.84,4718.64,5.8,0.604,22.19,3.076
KOR,1983,2096.08,4696.07,5.85,0.597,22.17,3.092
KOR,1984,2117.43,4620.95,5.97,0.6265,22.36,3.106
KOR,1985,2105.0,4724.76,5.99,0.6479,22.41,3.118
KOR,1986,2040.4,4940.35,5.99,0.5982,22.52,3.141
KOR,1987,2007.02,5028.87,6.07,0.5975,22.75,3.148
KOR,1988,1999.61,5133.0,6.06,0.6118,22.95,3.168
KOR,1989,1970.62,5466.72,6.13,0.63,23.14,3.195
KOR,1990,1931.38,5531.38,6.02,0.6283,23.35,3.209
KOR,1991,1932.79,5384.95,6.07,0.6079,23.71,3.227
KOR,1992,1888.25,5527.87,6.08,0.5903,23.81,3.24
KOR,1993,1942.58,5466.13,6.09,0.5712,23.99,3.264
KOR,1994,1934.44,5479.06,6.06,0.5909,24.4,3.274
KOR,1995,2029.0,5594.05,6.1,0.5786,24.56,3.291
KOR,1996,2037.48,5910.05,6.06,0.5827,24.94,3.307
KOR,1997,2122.17,5928.95,6.14,0.5735,24.81,3.318
KOR,1998,2091.96,6000.39,6.19,0.5862,25.09,3.329
KOR,1999,2152.81,6116.41,6.28,0.5909,25.39,3.34
KOR,2000,2156.6,6146.42,6.29,0.6079,25.63,3.354
KOR,2001,2199.19,6267.8,6.29,0.5704,25.72,3.366
KOR,2002,2270.14,6278.18,6.31,0.5896,25.99,3.376
KOR,2003,2376.33,6536.81,6.27,0.6165,26.09,3.39
KOR,2004,2284.91,6451.84,6.29,0.6033,26.14,3.405
KOR,2005,2421.92,6519.16,6.39,0.6309,26.54,3.421
KOR,2006,2345.11,6692.69,6.49,0.6565,26.75,3.441
KOR,2007,2428.2,6962.37,6.54,0.6295,26.63,3.462
KOR,2008,2424.67,7044.99,6.5,0.6543,27.08,3.472
KOR,2009,2483.33,7060.0,6.58,0.6542,27.37,3.489
KOR,2010,2738.29,7023.25,6.5,0.6065,27.53,3.497
KOR,2011,2721.24,7002.33,6.47,0.5944,27.83,3.511
KOR,2012,2843.59,7004.52,6.48,0.5572,28.1,3.514
KOR,2013,2929.02,7195.72,6.65,0.5864,28.35,3.528
KOR,2014,3013.44,7578.21,6.55,0.6331,28.64,3.544
KOR,2015,3213.6,7602.6,6.58,0.5788,28.87,3.553
KOR,2016,3187.28,7864.85,6.67,0.6016,29.15,3.567
KOR,2017,3359.64,7997.37,6.7,0.6148,29.35,3.58
KOR,2018,3520.65,7938.21,6.66,0.6085,29.68,3.593
KOR,2019,3681.37,7967.46,6.68,0.6367,30.13,3.616
LUX,1970,906.45,1439.94,2.3,0.5265,4.56,2.376
LUX,1971,952.6,1419.26,2.3,0.534,4.59,2.396
LUX,1972,962.55,1445.37,2.38,0.578,4.63,2.413
LUX,1973,971.22,1458.42,2.39,0.5562,4.64,2.426
LUX,1974,995.4,1527.37,2.39,0.5257,4.68,2.446
LUX,1975,983.48,1575.75,2.4,0.5309,4.72,2.455
LUX,1976,980.3,1626.57,2.41,0.5494,4.75,2.47
LUX,1977,985.45,1719.36,2.44,0.5432,4.79,2.49
LUX,1978,990.88,1731.06,2.5,0.5338,4.83,2.505
LUX,1979,1026.76,1781.27,2.54,0.5616,4.84,2.519
LUX,1980,1049.43,1848.77,2.57,0.5223,4.89,2.534
LUX,1981,1055.78,1904.89,2.6,0.5212,4.92,2.557
LUX,1982,1065.87,1908.83,2.6,0.5165,4.94,2.576
LUX,1983,1045.34,1921.52,2.61,0.5643,4.99,2.599
LUX,1984,1036.61,1905.52,2.62,0.54,5.01,2.614
LUX,1985,1063.09,1919.41,2.62,0.5387,5.03,2.631
LUX,1986,1064.67,1939.01,2.62,0.5515,5.07,2.657
LUX,1987,1099.06,1994.52,2.63,0.5444,5.09,2.668
LUX,1988,1131.01,1985.35,2.66,0.5646,5.13,2.679
LUX,1989,1136.9,2012.49,2.66,0.58,5.19,2.704
LUX,1990,1151.52,1954.2,2.66,0.5892,5.24,2.721
LUX,1991,1166.49,2043.25,2.65,0.5597,5.27,2.736
LUX,1992,1227.72,2079.24,2.66,0.555,5.27,2.756
LUX,1993,1249.69,2110.4,2.7,0.5832,5.3,2.765
LUX,1994,1294.01,2204.39,2.74,0.5644,5.3,2.779
LUX,1995,1348.26,2204.53,2.73,0.5474,5.3,2.787
LUX,1996,1420.19,2226.82,2.76,0.5522,5.34,2.8
LUX,1997,1473.74,2275.84,2.77,0.5468,5.37,2.817
LUX,1998,1514.55,2324.89,2.77,0.5421,5.46,2.832
LUX,1999,1544.92,2439.4,2.77,0.5507,5.5,2.844
LUX,2000,1584.78,2575.18,2.8,0.54,5.55,2.867
LUX,2001,1681.12,2658.86,2.83,0.5547,5.58,2.878
LUX,2002,1686.49,2652.98,2.85,0.5472,5.59,2.893
LUX,2003,1759.0,2682.52,2.9,0.5305,5.66,2.914
LUX,2004,1792.57,2715.52,2.91,0.5319,5.71,2.924
LUX,2005,1811.53,2774.67,2.92,0.5423,5.77,2.94
LUX,2006,1876.49,2888.63,2.97,0.5659,5.85,2.965
LUX,2007,1938.6,2959.61,3.06,0.5607,5.82,2.986
LUX,2008,2023.03,3133.23,3.08,0.5548,5.86,3.003
LUX,2009,2136.36,3272.19,3.09,0.545,5.91,3.015
LUX,2010,2232.81,3415.72,3.08,0.5455,5.96,3.035
LUX,2011,2273.63,3386.37,3.13,0.5468,6.0,3.052
LUX,2012,2347.14,3476.21,3.09,0.5134,6.07,3.071
LUX,2013,2457.53,3474.55,3.12,0.5193,6.15,3.089
LUX,2014,2396.44,3600.35,3.14,0.5521,6.19,3.113
LUX,2015,2481.12,3758.63,3.1,0.5527,6.26,3.124
LUX,2016,2458.39,3867.12,3.15,0.5793,6.35,3.135
LUX,2017,2583.8,4024.62,3.15,0.5557,6.41,3.157
LUX,2018,2580.53,4136.15,3.15,0.5204,6.42,3.171
LUX,2019,2589.34,4221.16,3.22,0.5731,6.48,3.181
MEX,1970,6485.23,14127.68,6.11,0.5003,13.22,2.476
MEX,1971,6162.16,14442.14,6.08,0.5382,13.34,2.486
MEX,1972,6431.08,14511.54,6.22,0.5216,13.42,2.505
MEX,1973,6442.82,14451.68,6.22,0.5537,13.53,2.51
MEX,1974,6536.41,14861.24,6.26,0.5478,13.73,2.524
MEX,1975,6735.72,15107.7,6.27,0.5321,13.87,2.536
MEX,1976,6732.0,15785.34,6.1,0.5349,14.01,2.543
MEX,1977,6884.54,16179.82,6.17,0.5634,13.94,2.554
MEX,1978,7113.81,16680.7,6.14,0.5484,14.1,2.559
MEX,1979,7448.45,16636.04,6.12,0.551,14.18,2.573
MEX,1980,7668.15,16387.88,6.11,0.5854,14.29,2.588
MEX,1981,8011.54,16637.52,6.11,0.5681,14.38,2.606
MEX,1982,8437.23,17010.05,6.21,0.5511,14.43,2.617
MEX,1983,8632.04,17119.64,6.29,0.5483,14.48,2.636
MEX,1984,8275.32,18190.83,6.3,0.5487,14.45,2.651
MEX,1985,8375.94,18856.87,6.38,0.5548,14.58,2.665
MEX,1986,8919.95,18518.89,6.42,0.5663,14.71,2.676
MEX,1987,8628.14,18849.71,6.47,0.5327,14.93,2.697
MEX,1988,9339.39,18963.34,6.42,0.5349,15.02,2.715
MEX,1989,9323.97,19901.73,6.38,0.5582,15.01,2.718
MEX,1990,9408.13,21612.87,6.41,0.5513,15.05,2.733
MEX,1991,9588.69,22243.56,6.38,0.5525,15.3,2.752
MEX,1992,9564.63,23207.39,6.39,0.5298,15.44,2.762
MEX,1993,9890.81,23313.69,6.37,0.5465,15.52,2.773
MEX,1994,10005.67,23656.65,6.28,0.551,15.53,2.785
MEX,1995,10452.71,24509.75,6.36,0.5457,15.8,2.803
MEX,1996,10441.0,26232.46,6.52,0.5515,15.92,2.825
MEX,1997,10555.27,26230.09,6.61,0.5514,16.06,2.836
MEX,1998,10222.69,26745.03,6.7,0.5764,16.17,2.847
MEX,1999,10082.21,27089.68,6.73,0.5497,16.36,2.869
MEX,2000,10800.76,27455.64,6.85,0.568,16.41,2.889
MEX,2001,11227.12,27840.9,6.68,0.5468,16.48,2.899
MEX,2002,11436.7,27983.51,6.66,0.5301,16.53,2.92
MEX,2003,11403.85,28067.85,6.66,0.5419,16.69,2.92
MEX,2004,11907.15,29380.29,6.63,0.532,16.74,2.931
MEX,2005,12164.98,28560.2,6.59,0.5156,17.01,2.952
MEX,2006,12473.73,27846.49,6.66,0.5135,17.13,2.968
MEX,2007,12832.74,28687.52,6.77,0.4936,17.31,2.981
MEX,2008,14124.73,29564.88,6.97,0.5121,17.57,2.998
MEX,2009,14330.92,28871.17,7.01,0.5082,17.82,3.015
MEX,2010,14898.33,28709.18,7.01,0.501,17.87,3.023
MEX,2011,14764.34,30040.49,6.98,0.5023,18.02,3.044
MEX,2012,15544.54,31053.92,7.04,0.4895,18.15,3.069
MEX,2013,15465.66,31961.08,7.15,0.5251,18.24,3.088
MEX,2014,16471.18,32089.41,7.09,0.5334,18.34,3.103
MEX,2015,16554.16,31219.18,7.16,0.5444,18.67,3.121
MEX,2016,17083.71,31944.31,7.27,0.5365,18.86,3.132
MEX,2017,17239.42,32627.04,7.28,0.546,19.04,3.151
MEX,2018,18141.63,33152.66,7.22,0.5448,19.16,3.157
MEX,2019,19147.34,33734.23,7.28,0.5305,19.45,3.175
NLD,1970,1620.22,3328.74,21.09,0.5661,41.73,1.85
NLD,1971,1607.11,3152.46,21.3,0.5534,41.69,1.862
NLD,1972,1568.51,3178.53,21.11,0.5373,42.06,1.877
NLD,1973,1658.16,3307.38,21.2,0.5537,42.19,1.889
NLD,1974,1701.87,3235.66,21.48,0.6062,42.54,1.91
NLD,1975,1766.68,3292.33,21.43,0.5942,43.08,1.931
NLD,1976,1824.8,3394.28,21.67,0.57,43.23,1.941
NLD,1977,1922.99,3384.36,21.6,0.5684,43.69,1.954
NLD,1978,1934.13,3261.46,21.5,0.5615,44.31,1.959
NLD,1979,1913.28,3358.46,21.68,0.5537,44.6,1.967
NLD,1980,1974.95,3499.4,22.07,0.5894,44.71,1.982
NLD,1981,2017.4,3651.27,22.06,0.6011,44.58,1.999
NLD,1982,2036.5,3784.32,22.35,0.5957,44.6,2.002
NLD,1983,2071.03,3827.02,22.58,0.583,44.72,2.001
NLD,1984,2151.09,3897.47,22.71,0.5905,44.74,2.025
NLD,1985,2183.83,4042.25,22.63,0.5572,45.08,2.044
NLD,1986,2240.98,4003.31,22.56,0.583,45.46,2.066
NLD,1987,2279.08,3950.55,22.72,0.5501,46.23,2.076
NLD,1988,2371.94,4047.38,22.71,0.5791,46.66,2.091
NLD,1989,2408.84,4191.4,22.77,0.6203,47.3,2.101
NLD,1990,2367.5,4317.32,22.59,0.5677,47.37,2.114
NLD,1991,2416.15,4350.48,23.02,0.6104,48.07,2.13
NLD,1992,2560.38,4474.23,23.18,0.5565,48.34,2.148
NLD,1993,2710.98,4397.75,23.3,0.5568,48.97,2.169
NLD,1994,2758.29,4430.68,23.71,0.5497,49.13,2.179
NLD,1995,2721.2,4539.21,23.7,0.5246,49.65,2.189
NLD,1996,2785.63,4804.05,23.91,0.5119,49.9,2.2
NLD,1997,2843.59,4625.93,23.74,0.5276,50.12,2.215
NLD,1998,2852.54,4780.71,23.89,0.5566,50.43,2.233
NLD,1999,2788.29,4875.49,24.23,0.5715,51.1,2.247
NLD,2000,2888.12,5076.32,24.38,0.5695,51.57,2.255
NLD,2001,2937.3,5095.17,24.33,0.5922,52.36,2.262
NLD,2002,2904.81,5153.84,24.3,0.5641,52.86,2.281
NLD,2003,2966.72,5216.14,24.42,0.5287,53.18,2.296
NLD,2004,3004.45,5199.79,24.81,0.5933,53.78,2.316
NLD,2005,3012.79,5189.72,24.81,0.592,54.03,2.323
NLD,2006,3144.21,5308.74,25.07,0.5938,54.16,2.344
NLD,2007,3132.45,5300.8,25.38,0.5854,54.33,2.367
NLD,2008,3119.76,5620.44,25.42,0.5963,54.46,2.382
NLD,2009,3193.62,5628.57,25.57,0.5962,54.33,2.404
NLD,2010,3094.91,5687.3,25.48,0.5508,54.36,2.413
NLD,2011,3143.86,5971.68,25.22,0.5644,54.87,2.436
NLD,2012,3275.06,6190.22,25.52,0.5581,55.06,2.457
NLD,2013,3146.86,6212.41,25.31,0.5567,55.57,2.475
NLD,2014,3210.69,6103.14,25.06,0.5487,56.01,2.487
NLD,2015,3383.74,6346.89,25.64,0.5457,56.37,2.504
NLD,2016,3405.2,6393.95,25.72,0.5705,57.3,2.523
NLD,2017,3664.31,6672.91,25.56,0.5941,58.01,2.542
NLD,2018,3730.03,6903.08,25.68,0.5757,58.19,2.56
NLD,2019,3714.95,6905.76,26.0,0.589,58.7,2.569
NOR,1970,606.92,998.53,10.53,0.5657,54.26,2.52
NOR,1971,640.54,1026.69,10.54,0.5658,54.69,2.526
