id,approved,income,age,debt_ratio,credit_score,employment_length
1315,1,49846.83,67,0.189,813,4.3
1316,1,47772.92,42,0.039,663,5.3
1317,1,37527.66,59,0.327,670,4.4
1318,1,21463.53,93,0.264,596,12.0
1319,1,45999.96,77,0.071,820,6.3
1320,1,30100.54,42,0.387,745,10.6
1321,1,26021.55,52,0.512,724,6.3
1322,1,35766.28,50,0.242,723,2.6
1323,1,15433.79,45,0.165,794,5.6
1324,1,31615.27,64,0.187,568,6.5
1325,1,50660.96,77,0.461,628,3.2
1326,1,9744.95,37,0.358,712,2.7
1327,1,38299.5,56,0.159,784,9.0
1328,1,37376.42,79,0.287,714,4.1
1329,1,35431.56,44,0.276,690,14.4
1330,1,20088.02,95,0.188,766,3.8
1331,1,42249.54,52,0.061,731,6.0
1332,1,51976.59,70,0.081,697,4.9
1333,1,67379.58,47,0.424,576,5.2
1334,1,29056.28,81,0.121,641,4.7
1335,1,69663.23,74,0.185,697,16.0
1336,1,26174.16,58,0.242,545,5.5
1337,1,22239.96,88,0.2,628,1.7
1338,1,51379.14,69,0.253,719,7.3
1339,1,70124.43,50,0.285,718,2.9
1340,1,50740.29,84,0.144,698,6.9
1341,1,46159.79,57,0.499,624,15.6
1342,0,20929.28,64,0.1,615,6.4
1343,1,15752.6,41,0.207,718,4.7
1344,1,42242.45,49,0.102,664,10.8
1345,1,59066.9,103,0.089,685,3.4
1346,1,18311.57,73,0.411,759,9.2
1347,1,44166.58,64,0.185,636,1.0
1348,1,111397.25,34,0.323,704,12.5
1349,1,68279.9,36,0.053,682,7.3
1350,1,114757.46,68,0.183,803,5.7
1351,1,44466.36,116,0.414,606,3.7
1352,1,20796.7,60,0.143,731,6.1
1353,1,16337.83,66,0.134,563,3.6
1354,1,19527.54,52,0.173,768,1.8
1355,1,29379.07,86,0.66,731,3.0
1356,1,35595.05,48,0.197,657,16.7
1357,1,32339.22,54,0.227,667,4.8
1358,0,21801.46,30,0.344,618,10.3
1359,1,38225.68,81,0.513,690,6.7
1360,1,225037.32,48,0.199,698,1.6
1361,1,15019.33,50,0.105,653,2.3
1362,1,50132.0,56,0.102,671,6.2
1363,1,22436.02,79,0.356,842,0.9
1364,1,16693.37,49,0.508,650,12.5
1365,1,21026.34,44,0.171,584,8.5
1366,1,27111.23,47,0.24,600,20.9
1367,1,51845.95,79,0.264,695,10.1
1368,1,17104.16,57,0.047,745,3.3
1369,1,120070.14,48,0.795,749,5.0
1370,1,16447.78,37,0.659,850,12.9
1371,1,20769.96,62,0.151,793,1.5
1372,1,28595.67,57,0.182,614,8.1
1373,1,52534.31,53,0.288,683,3.5
1374,1,74563.68,91,0.072,647,4.7
1375,1,44146.21,62,0.177,835,11.5
1376,1,197280.44,83,0.416,695,17.1
1377,1,89068.4,69,0.73,612,5.0
1378,1,52663.6,64,0.186,715,3.2
1379,1,31075.1,51,0.165,785,4.4
1380,1,13154.59,55,0.265,635,5.0
1381,1,20235.79,62,0.403,639,11.2
1382,1,38390.02,49,0.038,850,3.0
1383,1,12538.71,90,0.026,727,10.2
1384,1,163621.7,52,0.134,644,10.3
1385,1,74657.22,49,0.159,639,4.3
1386,0,48646.61,56,0.474,574,5.6
1387,0,5616.18,65,0.553,688,2.2
1388,1,19075.3,47,0.417,816,6.6
1389,1,113723.18,35,0.393,662,13.4
1390,1,24490.26,64,0.131,713,4.4
1391,1,55514.47,53,0.074,621,7.7
1392,1,7560.75,88,0.201,812,4.3
1393,1,29656.2,51,0.291,763,7.8
1394,1,11335.71,74,0.369,757,6.4
1395,1,26398.46,85,0.492,718,1.2
1396,1,14203.25,53,0.339,593,13.0
1397,1,21195.65,49,0.413,773,3.7
1398,1,67818.1,75,0.074,534,7.7
1399,1,30260.6,60,0.056,619,6.3
1400,1,96305.21,60,0.174,770,13.2
1401,1,37942.42,89,0.152,850,6.4
1402,1,13868.08,41,0.288,667,2.5
1403,1,45124.92,64,0.422,628,4.0
1404,1,131869.43,46,0.09,576,7.2
1405,1,15081.79,42,0.372,675,6.4
1406,1,30734.18,78,0.166,728,4.0
1407,1,34576.04,47,0.159,770,2.7
1408,1,75790.16,67,0.252,742,6.2
1409,1,39277.14,70,0.057,481,9.0
1410,1,97657.28,55,0.166,579,7.0
1411,1,18739.78,78,0.135,745,3.9
1412,1,28298.91,61,0.431,624,4.6
1413,1,19218.51,40,0.047,634,4.9
1414,1,51006.32,45,0.114,692,6.5
1415,1,55797.54,51,0.062,736,3.9
1416,1,30247.18,40,0.434,598,4.8
1417,1,27166.05,57,0.204,765,11.4
1418,1,32399.57,84,0.157,819,4.8
1419,1,57881.99,50,0.201,772,9.9
1420,1,42072.66,72,0.118,555,4.7
1421,1,55081.96,67,0.14,672,1.5
1422,1,19116.3,44,0.073,740,4.9
1423,1,18731.81,30,0.223,642,3.3
1424,1,30255.34,79,0.648,720,9.1
1425,1,37763.41,84,0.315,637,5.2
1426,1,35093.28,42,0.346,648,8.4
1427,1,31048.69,84,0.195,728,3.9
1428,1,45088.77,45,0.22,671,5.7
1429,1,87513.29,55,0.417,787,4.7
1430,1,160948.33,44,0.339,633,1.8
1431,1,39016.23,39,0.26,627,14.0
1432,1,66480.38,56,0.063,725,6.0
1433,1,21361.52,60,0.438,814,8.0
1434,1,50445.96,60,0.44,670,7.8
1435,1,54700.84,49,0.079,719,16.6
1436,1,9322.4,61,0.31,648,5.2
1437,0,22477.46,66,0.541,677,9.0
1438,1,41428.79,75,0.047,585,4.4
1439,0,14039.88,38,0.458,679,3.4
1440,1,7175.38,27,0.402,646,3.0
1441,1,10860.08,54,0.215,616,4.8
1442,1,39452.33,41,0.333,735,4.1
1443,1,44728.81,45,0.167,621,6.0
1444,1,20785.5,70,0.171,745,12.8
1445,1,63890.54,50,0.136,657,3.1
1446,1,60367.91,75,0.106,650,10.1
1447,1,37498.33,72,0.304,693,5.1
1448,1,70020.01,74,0.246,678,13.4
1449,1,13781.56,46,0.398,702,3.5
1450,1,70098.11,53,0.347,716,3.6
1451,1,102266.77,46,0.619,659,11.3
1452,1,42998.67,32,0.055,647,10.7
1453,1,32193.8,70,0.169,783,13.9
1454,1,21334.82,47,0.393,670,6.5
1455,1,156577.69,52,0.614,689,3.9
1456,1,25680.31,73,0.354,808,1.6
1457,1,18049.49,47,0.131,575,2.2
1458,1,52402.2,69,0.158,536,7.3
1459,0,24851.74,62,0.213,751,3.3
1460,1,38234.47,52,0.184,722,18.8
1461,1,21629.92,55,0.113,696,10.8
1462,1,17500.97,66,0.193,579,4.2
1463,1,84960.98,39,0.515,594,6.8
1464,1,37053.78,76,0.447,576,4.0
1465,1,46800.08,41,0.019,632,10.0
1466,1,11617.56,38,0.587,752,7.0
1467,1,54447.53,41,0.197,564,12.2
1468,1,45054.96,58,0.194,531,7.1
1469,1,34713.1,57,0.105,654,3.8
1470,1,46304.42,80,0.155,738,4.0
1471,1,145036.34,61,0.224,658,9.9
1472,1,56610.09,64,0.443,798,3.6
1473,1,15927.69,84,0.851,739,7.4
1474,1,150540.47,45,0.289,645,5.2
1475,1,41327.14,71,0.166,815,14.2
1476,1,13846.95,60,0.365,515,3.5
1477,1,99939.52,61,0.192,696,15.7
1478,1,26062.01,76,0.25,573,6.6
1479,1,99669.85,83,0.253,599,7.1
1480,1,29502.57,47,0.32,728,6.8
1481,1,109719.68,55,0.383,647,0.8
1482,1,34107.65,67,0.348,675,5.2
1483,1,41851.34,76,0.464,726,8.3
1484,1,29811.41,70,0.47,731,9.8
1485,1,69480.09,93,0.5,723,3.3
1486,1,77455.03,59,0.555,778,2.6
1487,0,23660.79,65,0.41,599,0.8
1488,1,76701.27,53,0.425,691,3.4
1489,1,102374.63,63,0.41,559,8.1
1490,1,26191.36,48,0.45,772,2.6
1491,1,64735.75,74,0.272,584,6.0
1492,1,64547.41,51,0.128,563,3.0
1493,1,101286.73,49,0.36,711,3.8
1494,1,36741.52,54,0.227,586,6.1
1495,0,16704.36,63,0.621,649,2.3
1496,1,23230.51,65,0.287,639,2.7
1497,1,17700.14,61,0.112,654,4.4
1498,1,69291.06,33,0.318,642,7.1
1499,1,199710.88,44,0.089,739,3.9
1500,1,11969.19,53,0.409,719,6.6
1501,1,51981.86,70,0.465,672,6.7
1502,1,10003.83,68,0.164,555,6.6
1503,1,34493.79,66,0.396,689,7.3
1504,1,51132.39,62,0.27,799,4.1
1505,1,53002.04,39,0.705,668,3.2
1506,1,43277.95,54,0.208,642,12.8
1507,1,25474.14,61,0.566,776,4.5
1508,1,25707.38,38,0.04,796,6.1
1509,1,35227.09,67,0.206,661,4.3
1510,1,21004.35,61,0.165,728,5.4
1511,1,34225.96,91,0.464,808,7.1
1512,1,196481.44,57,0.325,725,8.9
1513,1,33364.54,49,0.388,735,1.6
1514,1,28341.3,36,0.126,619,6.7
1515,1,87057.99,62,0.154,725,4.7
1516,1,84552.62,53,0.409,627,2.8
1517,1,93553.89,60,0.593,627,9.8
1518,1,9390.98,64,0.045,621,10.0
1519,1,21912.02,36,0.21,850,5.4
1520,1,12185.15,57,0.592,656,5.9
1521,1,25712.65,81,0.532,717,2.3
1522,1,30800.72,53,0.271,711,2.8
1523,1,64370.86,70,0.195,836,0.8
1524,1,270540.94,50,0.305,658,4.2
1525,1,36928.55,69,0.264,768,5.6
1526,1,51939.29,52,0.055,757,6.8
1527,1,177050.78,57,0.11,660,3.0
1528,1,14355.55,81,0.055,708,5.5
1529,1,23488.33,85,0.542,684,5.8
1530,1,70149.69,37,0.374,723,7.8
1531,1,163316.16,40,0.301,655,2.5
1532,1,48362.71,40,0.469,708,5.8
1533,1,5496.04,45,0.158,600,9.4
1534,1,30574.68,36,0.185,750,12.8
1535,1,39446.48,103,0.119,666,3.7
1536,1,39926.04,62,0.423,707,7.9
1537,1,39989.37,84,0.375,819,11.7
1538,1,60775.06,63,0.333,581,11.4
1539,0,15031.88,49,0.401,615,7.6
1540,1,24762.94,43,0.338,682,13.1
1541,1,28831.96,60,0.086,721,6.0
1542,1,12354.15,57,0.164,684,6.7
1543,1,73968.61,78,0.377,669,4.9
1544,1,18266.38,45,0.32,650,11.3
1545,1,90885.6,71,0.406,679,1.8
1546,1,41765.99,49,0.053,649,5.5
1547,1,36761.11,34,0.177,576,2.3
1548,1,81330.57,86,0.272,549,3.6
1549,1,30487.29,45,0.073,675,1.9
1550,1,244308.27,43,0.059,684,2.6
1551,1,60959.56,63,0.166,693,6.0
1552,1,46548.93,55,0.511,729,6.9
1553,1,14360.98,81,0.159,850,5.6
1554,1,22573.55,63,0.104,842,6.5
1555,1,59830.94,51,0.255,740,15.5
1556,1,35062.14,72,0.284,758,11.6
1557,1,24142.29,68,0.268,610,5.7
1558,1,29442.32,65,0.164,754,7.4
1559,1,109895.29,71,0.165,684,2.5
1560,1,37411.83,77,0.404,580,6.6
1561,1,88209.62,54,0.398,807,16.8
1562,1,36757.45,43,0.152,627,4.7
1563,1,59723.66,56,0.408,686,15.0
1564,1,16456.91,57,0.375,839,3.3
1565,1,100701.5,48,0.206,650,4.4
1566,1,28990.9,46,0.37,693,3.6
1567,0,9915.59,32,0.398,685,1.6
1568,1,79767.92,87,0.169,629,7.0
1569,1,13187.05,51,0.35,657,3.9
1570,1,20510.72,47,0.646,701,2.3
1571,1,24322.61,43,0.134,805,8.3
1572,1,56680.46,52,0.395,581,6.4
1573,1,42540.81,46,0.3,619,10.7
1574,1,20597.31,50,0.31,750,10.2
1575,1,31708.19,74,0.253,703,6.8
1576,1,115801.31,61,0.137,562,4.9
1577,1,59230.64,70,0.149,781,4.0
1578,1,25619.62,43,0.346,658,3.2
1579,1,25913.74,62,0.148,684,3.9
1580,1,35859.8,80,0.084,612,5.1
1581,1,14499.64,66,0.236,622,8.3
1582,1,64038.65,50,0.109,681,5.0
1583,1,51915.12,70,0.413,583,2.8
1584,1,36598.93,90,0.581,635,11.7
1585,1,39684.41,61,0.336,773,5.2
1586,1,160615.6,45,0.212,582,2.3
1587,1,35798.69,51,0.254,535,4.8
1588,0,18635.12,82,0.642,636,3.7
1589,1,16270.96,58,0.515,712,5.6
1590,1,60727.59,62,0.126,609,6.0
1591,1,86427.69,76,0.279,761,3.0
1592,1,54026.81,80,0.17,691,8.3
1593,1,8135.31,39,0.101,688,4.3
1594,1,26618.65,65,0.269,611,2.3
1595,1,29586.62,58,0.339,589,3.1
1596,0,36351.86,67,0.575,745,6.6
1597,1,9340.81,50,0.411,574,7.6
1598,1,23147.25,59,0.53,720,11.6
1599,1,81504.44,51,0.302,725,8.2
1600,1,25563.12,46,0.098,635,15.1
1601,1,16311.43,67,0.334,792,4.2
1602,1,34666.5,56,0.183,674,7.0
1603,1,35066.73,79,0.098,596,3.1
1604,1,27661.4,52,0.378,798,1.7
1605,1,23697.41,45,0.32,656,5.0
1606,1,54304.42,82,0.228,681,5.5
1607,1,17320.37,33,0.294,676,2.1
1608,1,73479.12,36,0.019,632,7.0
1609,1,23780.83,39,0.252,726,3.9
1610,1,35234.58,90,0.271,708,5.3
1611,1,40007.92,43,0.207,683,2.2
1612,1,17015.04,55,0.072,670,4.9
1613,1,10521.88,61,0.262,692,12.3
1614,1,17338.2,44,0.069,711,3.6
1615,1,21249.66,73,0.069,512,1.5
1616,1,91887.59,52,0.252,680,9.9
1617,1,54119.8,42,0.427,692,5.0
1618,0,13930.57,58,0.198,587,2.6
1619,1,27013.5,63,0.298,664,5.3
1620,1,33125.42,51,0.164,645,5.3
1621,1,94608.58,56,0.522,714,5.0
1622,1,24094.33,65,0.22,652,8.6
1623,1,38881.74,61,0.479,788,7.1
1624,1,41253.06,54,0.133,753,3.9
1625,1,26328.03,68,0.281,697,13.5
1626,1,7302.97,71,0.094,588,5.0
1627,1,22630.93,43,0.15,677,4.1
1628,1,50690.81,53,0.322,825,7.3
1629,1,26201.94,86,0.19,535,7.7
1630,1,13437.8,43,0.043,683,8.4
1631,1,29318.18,68,0.178,633,8.1
1632,1,45671.48,52,0.389,823,5.7
1633,1,40764.12,102,0.308,682,1.6
1634,1,18456.2,50,0.118,581,4.5
1635,1,68949.58,105,0.417,827,3.8
1636,1,33330.36,81,0.104,627,9.5
1637,1,79897.59,42,0.658,725,10.6
1638,1,18523.46,42,0.545,674,5.4
1639,1,29879.74,59,0.219,739,6.0
1640,1,110447.97,70,0.396,684,8.1
1641,1,27592.58,59,0.571,639,13.0
1642,1,125073.66,54,0.342,785,13.9
1643,1,44811.35,64,0.292,583,4.5
1644,1,94778.74,46,0.36,700,15.6
1645,1,17462.94,62,0.126,692,4.5
1646,1,42159.65,53,0.334,645,7.0
1647,1,117866.67,57,0.715,684,3.6
1648,1,106926.88,52,0.184,718,3.4
1649,1,38898.29,53,0.325,695,3.7
1650,1,22107.71,52,0.347,706,1.8
1651,1,19504.98,73,0.097,573,5.5
1652,1,14116.19,69,0.161,686,6.3
1653,1,54762.4,47,0.161,545,2.1
1654,1,53593.63,85,0.266,767,3.2
1655,1,60593.24,44,0.617,781,4.1
1656,1,96948.91,61,0.404,655,8.1
1657,1,30774.25,72,0.448,661,7.1
1658,1,53490.64,58,0.4,780,8.7
1659,1,47017.92,42,0.534,804,6.2
1660,1,57360.39,64,0.114,551,13.3
1661,1,68252.63,48,0.27,696,9.9
1662,1,90432.77,38,0.426,667,5.3
1663,1,39036.85,48,0.286,838,12.0
1664,1,103170.64,61,0.274,740,9.0
1665,1,63651.89,106,0.281,804,4.2
1666,1,78733.29,89,0.368,683,3.5
1667,1,20955.04,43,0.267,834,6.1
1668,1,40817.66,70,0.201,727,7.5
1669,1,54838.41,50,0.497,731,7.8
1670,0,25387.0,88,0.493,651,3.4
1671,1,24982.78,73,0.506,703,2.9
1672,1,19550.57,66,0.295,740,3.1
1673,1,20808.43,35,0.25,680,8.1
1674,1,42055.71,45,0.162,674,5.7
1675,1,45907.53,59,0.175,645,4.3
1676,1,63820.1,44,0.331,708,0.7
1677,1,33859.22,66,0.288,738,3.4
1678,1,31753.85,42,0.33,650,11.8
1679,1,103936.22,50,0.541,579,1.4
1680,1,27240.65,47,0.048,749,7.2
1681,1,12533.9,47,0.472,510,6.4
1682,1,74211.65,68,0.213,747,3.7
1683,1,10588.22,62,0.369,737,7.4
1684,1,201700.08,45,0.626,604,8.6
1685,1,16924.61,41,0.129,655,4.6
1686,1,39907.44,38,0.514,703,1.4
1687,1,21215.2,74,0.455,683,3.4
1688,1,26408.06,41,0.077,721,6.9
1689,1,16861.56,57,0.581,565,8.9
1690,1,23882.1,73,0.257,521,6.0
1691,1,10846.82,45,0.133,647,5.1
1692,1,24495.02,83,0.11,589,2.6
1693,1,49044.25,43,0.107,794,4.2
1694,1,51512.18,39,0.25,696,7.6
1695,1,83301.87,56,0.22,749,3.7
1696,1,83999.61,39,0.084,661,2.9
1697,1,97764.34,37,0.159,630,3.1
1698,1,43858.51,51,0.29,778,9.6
1699,1,104914.9,92,0.61,517,7.5
1700,1,5058.56,63,0.104,676,5.4
1701,1,40384.18,29,0.426,643,2.9
1702,1,28527.62,46,0.261,624,6.8
1703,1,59729.93,52,0.432,629,19.1
1704,1,29099.63,55,0.149,643,2.4
1705,1,114249.5,49,0.317,786,10.1
1706,1,62249.16,63,0.075,641,14.9
1707,1,38426.2,32,0.296,719,4.1
1708,1,132742.11,61,0.057,713,7.9
1709,1,87578.65,72,0.071,779,7.0
1710,1,10227.94,50,0.277,790,4.4
1711,1,117238.58,43,0.045,543,5.2
1712,1,29031.21,63,0.31,664,2.8
1713,1,24224.74,69,0.165,707,2.3
1714,1,34406.35,61,0.282,799,15.1
1715,1,39100.7,45,0.415,731,7.9
1716,1,19479.52,64,0.23,668,4.7
1717,1,42963.66,58,0.617,816,1.4
1718,1,71833.67,81,0.397,674,9.3
1719,1,44704.95,58,0.299,663,4.0
1720,1,12735.72,63,0.086,740,12.7
1721,1,40201.89,54,0.297,642,7.1
1722,1,70028.26,60,0.211,727,9.8
1723,1,34353.46,58,0.217,627,10.5
1724,1,35702.11,64,0.408,622,2.4
1725,1,30341.64,68,0.096,717,6.1
1726,1,30593.41,58,0.292,846,10.0
1727,1,22485.94,49,0.402,850,4.7
1728,1,40807.24,53,0.449,721,4.0
1729,1,32802.75,55,0.525,746,8.7
1730,1,16194.38,69,0.204,473,0.9
1731,1,50210.09,57,0.247,588,4.8
1732,1,54957.57,63,0.436,727,7.3
1733,1,28373.06,42,0.431,678,15.8
1734,1,41150.37,77,0.563,719,4.8
1735,1,29924.25,49,0.1,536,15.6
1736,1,36600.26,36,0.385,724,5.4
1737,1,46851.67,56,0.102,634,18.6
1738,1,47178.98,70,0.138,635,7.6
1739,1,23126.54,61,0.318,755,6.4
1740,1,37502.85,72,0.169,810,3.4
1741,1,61194.78,46,0.178,655,4.6
1742,0,18424.45,58,0.153,583,6.9
1743,1,10324.61,42,0.397,640,4.5
1744,1,43332.55,55,0.156,748,3.9
1745,1,18713.25,64,0.167,615,5.8
1746,1,32163.05,45,0.265,703,3.9
1747,1,49570.01,77,0.162,621,9.4
1748,1,46154.03,50,0.115,693,10.8
1749,1,36192.92,63,0.159,678,2.5
1750,1,17852.5,48,0.085,761,1.6
1751,1,68992.0,54,0.151,720,4.4
1752,1,62742.88,44,0.216,631,6.1
1753,1,27916.69,54,0.132,674,3.3
1754,1,90127.97,44,0.525,798,4.5
1755,1,73718.83,44,0.271,660,7.9
1756,1,35778.39,44,0.385,656,5.9
1757,1,15075.76,47,0.385,691,9.8
1758,1,18451.41,56,0.404,580,5.1
1759,1,333004.07,56,0.208,737,4.5
1760,1,26775.36,71,0.222,552,11.9
1761,1,45701.83,54,0.308,708,1.8
1762,1,17130.69,33,0.132,701,6.6
1763,1,51818.57,45,0.42,674,4.9
1764,1,20125.35,46,0.242,753,9.6
1765,1,66708.19,52,0.298,667,5.9
1766,1,137654.21,48,0.168,566,14.3
1767,1,160233.53,62,0.269,789,2.6
1768,1,71742.1,54,0.23,850,5.7
1769,1,30846.59,51,0.162,727,7.0
1770,1,67987.3,47,0.443,681,1.3
1771,1,28343.6,71,0.151,661,3.7
1772,1,82224.87,54,0.155,751,2.8
1773,1,24415.89,59,0.601,753,6.9
1774,1,89740.32,52,0.641,724,3.7
1775,1,68093.08,59,0.331,545,2.8
1776,1,62870.8,50,0.224,623,4.9
1777,0,30904.38,56,0.724,589,2.3
1778,1,252044.99,45,0.127,646,4.4
1779,1,8297.22,49,0.395,843,3.6
1780,0,30136.68,69,0.328,691,9.8
1781,1,107332.16,72,0.445,777,3.8
1782,1,22288.71,77,0.544,521,4.0
1783,1,37605.09,47,0.263,546,6.0
1784,1,10514.47,54,0.139,678,1.6
1785,1,148399.52,99,0.254,664,4.8
1786,1,42749.48,45,0.066,773,10.5
1787,1,50064.89,46,0.136,721,3.8
1788,1,65450.41,54,0.275,666,4.9
1789,1,11055.52,65,0.302,850,5.9
1790,1,21895.75,68,0.324,774,0.9
1791,1,54826.18,88,0.354,747,2.1
1792,1,53458.17,64,0.087,702,10.6
1793,1,31733.72,51,0.082,742,3.4
1794,1,67420.93,76,0.512,629,1.8
1795,1,45600.17,86,0.443,648,3.6
1796,0,27249.14,60,0.322,662,4.6
1797,0,23314.67,55,0.401,688,3.7
1798,1,40753.14,80,0.614,655,14.8
1799,1,27315.27,70,0.709,703,5.3
1800,1,43006.38,51,0.182,576,8.8
1801,0,30937.62,72,0.37,584,1.7
1802,1,54949.1,61,0.037,713,8.9
1803,1,32399.98,78,0.451,785,1.2
1804,0,29646.01,40,0.561,660,2.1
1805,1,157869.54,70,0.386,726,10.0
1806,1,266226.44,57,0.219,800,7.3
1807,1,23962.09,47,0.33,753,4.5
1808,1,207470.93,56,0.058,618,2.8
1809,1,16374.1,51,0.21,718,3.1
1810,1,15508.63,43,0.096,804,0.9
1811,1,15147.57,56,0.098,538,12.4
1812,1,213515.35,69,0.41,689,4.9
1813,1,44837.01,70,0.258,735,5.0
1814,1,54861.97,49,0.274,649,13.3
1815,1,160803.95,39,0.321,594,6.2
1816,0,22588.39,118,0.534,568,2.4
1817,1,34688.69,72,0.45,641,1.8
1818,1,95528.94,87,0.518,620,3.8
1819,1,54134.77,56,0.068,550,4.7
1820,1,28549.24,75,0.173,793,3.5
1821,1,46485.57,78,0.404,617,8.3
1822,1,41529.04,59,0.342,698,2.8
1823,0,25738.44,45,0.472,588,2.1
1824,1,6333.77,51,0.104,759,3.2
1825,1,103368.86,76,0.065,628,6.8
1826,1,302654.61,58,0.26,561,2.4
1827,1,14783.71,75,0.164,562,7.4
1828,1,77191.03,35,0.083,845,6.7
1829,1,66388.98,32,0.196,681,4.6
1830,1,30600.87,84,0.679,744,7.6
1831,1,45460.65,71,0.053,622,9.9
1832,1,29783.05,55,0.399,664,3.8
1833,1,25399.35,41,0.047,604,2.2
1834,1,35226.28,68,0.437,764,7.9
1835,1,58964.11,75,0.093,729,3.0
1836,1,17739.0,86,0.428,530,1.9
1837,1,13709.2,45,0.208,656,8.0
1838,1,138042.7,77,0.241,631,2.9
1839,1,37709.13,37,0.103,685,3.2
1840,0,34577.44,42,0.511,716,17.3
1841,1,13837.41,58,0.169,695,4.3
1842,1,23628.2,57,0.334,655,4.6
1843,1,41603.16,85,0.11,734,3.8
1844,1,45371.56,54,0.227,692,16.1
1845,1,67698.84,47,0.24,820,8.7
1846,1,103493.62,31,0.294,550,4.1
1847,1,45306.69,65,0.055,678,3.5
1848,1,51058.15,48,0.231,646,3.4
1849,1,129370.93,42,0.269,650,2.8
1850,1,44892.6,35,0.157,696,3.8
1851,0,18336.19,52,0.546,673,5.3
1852,1,23998.56,55,0.117,613,10.6
1853,0,50941.01,49,0.508,601,3.3
1854,1,45296.68,65,0.031,815,6.9
1855,1,86440.08,36,0.118,690,9.5
1856,1,30654.39,86,0.032,709,4.8
1857,1,26429.02,52,0.6,757,4.7
1858,1,25759.4,68,0.209,652,1.8
1859,1,19856.62,41,0.43,786,10.1
1860,1,22761.78,60,0.233,781,2.2
1861,1,46125.34,46,0.494,850,3.1
1862,1,67150.65,54,0.214,684,2.7
1863,1,12640.5,66,0.183,644,5.7
1864,1,29286.25,63,0.097,752,1.9
1865,1,13870.26,69,0.193,740,11.1
1866,1,42687.49,47,0.218,649,0.7
1867,1,63518.61,68,0.282,631,7.6
1868,1,56753.8,57,0.502,533,3.8
1869,0,46436.41,62,0.464,704,4.5
1870,1,22644.13,82,0.373,743,6.2
1871,1,20931.8,45,0.029,680,8.1
1872,1,54621.13,44,0.499,661,5.7
1873,1,42224.24,58,0.223,624,7.1
1874,1,52785.4,68,0.274,809,5.3
1875,1,47167.24,40,0.315,757,4.2
1876,1,116792.6,45,0.228,596,5.7
1877,1,25086.54,89,0.313,635,3.5
1878,1,26128.48,36,0.117,641,4.4
1879,1,42392.55,46,0.632,645,5.7
1880,1,26739.91,44,0.043,825,4.3
1881,1,20043.73,71,0.174,737,3.3
1882,1,62875.35,60,0.283,570,4.8
1883,1,77854.49,55,0.277,734,2.5
1884,1,15331.11,43,0.244,737,5.5
1885,1,28849.86,40,0.133,756,6.2
1886,1,42070.79,73,0.204,566,15.6
1887,1,85136.08,50,0.102,547,5.3
1888,1,41976.73,96,0.222,734,14.7
1889,1,38690.81,78,0.519,750,6.4
1890,0,20526.87,48,0.409,573,0.8
1891,1,61051.48,65,0.243,797,3.9
1892,1,12746.94,70,0.297,630,5.0
1893,1,61129.32,39,0.22,826,9.9
1894,1,60671.4,56,0.195,795,7.3
1895,1,34447.0,40,0.288,574,8.3
1896,1,14422.69,67,0.391,688,7.8
1897,1,27238.95,59,0.172,766,8.8
1898,1,17573.35,62,0.249,782,3.0
1899,1,54880.98,54,0.444,693,10.1
1900,1,26946.9,48,0.252,605,9.8
1901,1,28148.54,74,0.301,783,5.2
1902,1,20182.63,53,0.05,738,2.6
1903,1,27158.32,58,0.44,599,8.5
1904,1,38781.02,42,0.064,624,5.6
1905,1,115821.97,43,0.409,789,3.2
1906,1,101425.68,55,0.56,679,5.3
1907,1,24827.71,58,0.244,694,4.0
1908,1,38202.52,43,0.448,716,6.9
1909,1,27245.4,45,0.217,599,4.4
1910,1,43840.48,38,0.073,797,6.4
1911,1,74786.33,52,0.22,683,8.5
1912,1,19297.97,62,0.265,727,12.6
1913,1,78042.87,40,0.125,708,8.6
1914,1,17794.15,53,0.441,682,6.6
1915,1,42449.59,42,0.451,760,2.3
1916,1,30055.13,42,0.333,523,4.2
1917,1,27160.68,56,0.207,669,6.9
1918,1,41966.53,49,0.141,731,2.1
1919,1,21917.29,62,0.242,650,3.6
1920,1,12597.48,53,0.337,623,2.5
1921,1,24845.31,52,0.163,599,5.3
1922,1,38331.41,48,0.488,745,4.6
1923,1,20634.18,54,0.543,591,5.7
1924,1,23315.39,57,0.619,590,8.6
1925,1,25144.58,74,0.08,484,6.0
1926,1,34528.53,93,0.124,768,4.5
1927,1,45340.53,67,0.156,612,4.1
1928,1,25395.18,66,0.049,723,11.1
1929,1,29699.72,59,0.082,585,10.1
1930,1,68118.15,42,0.107,699,5.1
1931,1,90173.27,70,0.425,613,5.6
1932,1,17224.21,60,0.413,747,3.1
1933,1,23222.59,47,0.091,683,2.7
1934,1,129493.13,50,0.221,821,7.5
1935,1,106079.11,41,0.148,577,3.9
1936,1,92930.78,38,0.016,622,2.8
1937,1,48175.78,48,0.456,625,6.4
1938,1,13385.06,69,0.566,561,5.0
1939,1,63696.84,57,0.39,713,6.4
1940,1,59251.66,61,0.52,678,5.9
1941,1,17957.02,56,0.03,596,5.9
1942,1,13668.54,50,0.362,649,2.5
1943,1,63535.67,76,0.119,721,3.6
1944,0,17091.98,51,0.168,585,3.6
1945,1,81932.47,54,0.514,637,5.0
1946,1,56026.26,44,0.146,698,5.5
1947,1,34289.47,56,0.058,697,2.3
1948,1,15043.18,79,0.091,753,7.8
1949,1,26192.53,84,0.283,489,10.1
