id,income,education,experience,female,region,urban
1524,67.02,16,10.5,1,1,1
1525,86.09,20,9.3,0,1,1
1526,78.6,16,24.2,0,4,1
1527,66.81,10,25.4,0,2,0
1528,74.52,16,13.7,0,1,1
1529,65.76,12,13.0,1,4,0
1530,70.98,10,19.2,0,4,1
1531,101.61,16,21.2,0,3,1
1532,74.59,12,8.8,0,1,1
1533,73.03,18,12.1,0,1,0
1534,61.13,18,69.6,0,4,1
1535,55.51,16,15.9,1,4,1
1536,67.52,12,28.4,0,2,1
1537,71.02,16,9.0,1,4,1
1538,77.7,16,16.0,1,3,1
1539,69.67,10,11.0,1,3,1
1540,56.01,18,10.9,1,2,0
1541,79.36,14,25.2,1,2,1
1542,79.23,20,15.7,1,1,1
1543,78.67,14,27.6,0,2,1
1544,57.6,16,7.5,1,2,1
1545,55.35,12,15.1,0,1,0
1546,66.36,16,15.1,1,1,0
1547,84.02,14,26.7,0,1,1
1548,64.11,16,16.0,0,3,0
1549,55.88,12,14.8,0,3,1
1550,64.83,10,12.3,0,3,1
1551,67.12,10,33.5,1,4,1
1552,79.91,16,11.1,0,1,0
1553,75.17,12,15.7,0,2,1
1554,63.54,14,15.8,1,3,0
1555,78.0,18,7.7,1,2,1
1556,54.3,10,22.1,1,4,0
1557,74.74,14,5.4,0,2,1
1558,40.06,14,5.6,1,3,1
1559,57.51,12,8.3,1,4,1
1560,81.57,12,15.5,1,2,1
1561,69.25,12,13.1,1,2,0
1562,76.16,12,14.4,1,4,1
1563,56.63,12,7.3,0,2,1
1564,60.98,12,12.3,1,2,1
1565,70.59,16,16.6,1,1,1
1566,73.93,10,23.9,0,1,1
1567,67.51,12,8.8,1,4,1
1568,88.89,14,14.5,1,3,1
1569,53.16,12,30.2,1,1,0
1570,80.67,16,11.9,1,2,1
1571,71.71,14,12.6,0,3,1
1572,44.88,10,8.0,1,3,1
1573,41.8,12,12.1,1,2,1
1574,53.26,10,6.4,1,2,1
1575,72.72,12,14.4,1,4,1
1576,59.29,14,25.1,1,3,1
1577,72.55,16,15.6,1,3,1
1578,62.85,16,13.5,1,3,0
1579,74.63,12,19.3,1,1,1
1580,83.19,12,11.8,0,2,1
1581,99.15,18,10.5,1,1,1
1582,91.11,18,28.0,0,1,0
1583,81.67,16,13.4,1,1,0
1584,67.18,14,17.0,1,1,0
1585,37.24,10,27.5,1,1,1
1586,90.03,18,19.7,0,1,1
1587,87.69,14,22.0,0,1,1
1588,83.19,18,13.4,1,4,0
1589,58.18,12,23.4,1,1,1
1590,87.86,18,16.3,0,3,1
1591,70.67,16,6.7,0,2,1
1592,54.53,10,14.3,0,1,0
1593,55.13,12,38.3,0,4,1
1594,68.79,18,15.1,1,3,0
1595,64.34,14,9.6,0,3,0
1596,53.37,10,41.2,1,4,1
1597,89.07,16,13.8,0,4,1
1598,60.16,10,16.3,1,3,0
1599,72.95,18,12.3,1,2,1
1600,81.58,16,17.4,1,4,0
1601,62.94,10,18.5,1,3,1
1602,55.52,10,37.6,1,4,0
1603,70.56,12,20.2,0,1,1
1604,92.4,20,14.9,1,1,0
1605,84.66,16,5.4,0,4,1
1606,71.7,16,12.3,1,1,1
1607,61.84,12,23.6,1,3,1
1608,78.08,16,26.5,1,4,0
1609,62.17,10,12.2,0,3,1
1610,78.26,14,27.1,0,3,0
1611,75.3,12,9.0,1,4,1
1612,54.8,12,29.4,1,1,1
1613,83.51,10,17.6,1,4,1
1614,70.66,16,21.9,0,2,0
1615,113.32,18,18.1,1,2,1
1616,95.95,20,24.3,0,2,1
1617,120.6,20,28.5,1,4,1
1618,63.73,12,22.8,1,3,0
1619,75.56,10,17.6,0,3,1
1620,86.29,14,8.2,0,2,0
1621,87.73,20,24.5,1,3,0
1622,72.4,14,16.9,1,2,1
1623,63.6,16,5.4,1,1,1
1624,88.39,16,7.8,1,4,1
1625,71.37,14,19.0,0,4,1
1626,85.92,14,20.3,1,2,0
1627,57.69,10,34.0,0,4,1
1628,59.15,12,23.8,0,4,1
1629,81.59,18,10.5,1,2,0
1630,51.43,12,10.3,1,1,0
1631,44.23,16,23.8,1,2,1
1632,54.34,16,20.4,1,3,1
1633,43.01,10,28.3,1,3,0
1634,64.24,10,16.5,1,2,0
1635,86.57,16,14.8,0,1,1
1636,66.3,12,28.5,1,4,1
1637,86.87,20,10.8,1,3,1
1638,80.62,16,20.6,1,2,0
1639,58.94,12,15.6,1,2,1
1640,77.98,14,42.9,0,2,1
1641,64.59,14,24.0,0,4,1
1642,117.17,18,21.4,1,1,1
1643,47.03,16,15.8,1,1,0
1644,63.97,14,38.5,1,1,1
1645,46.25,10,20.7,1,2,0
1646,73.91,16,5.1,0,2,1
1647,58.97,12,15.9,1,2,1
1648,108.39,18,37.0,0,1,1
1649,112.71,20,17.5,0,3,0
1650,68.05,16,9.0,1,2,1
1651,77.74,14,10.7,0,4,0
1652,63.72,16,37.2,0,4,0
1653,52.24,14,32.4,0,2,1
1654,108.31,16,19.0,0,2,0
1655,41.7,10,22.3,1,4,1
1656,116.25,16,14.2,0,4,1
1657,79.96,16,27.8,1,4,0
1658,62.0,16,28.8,1,2,1
1659,81.67,12,17.1,0,4,1
1660,97.72,16,25.3,1,3,1
1661,64.71,12,9.1,1,2,1
1662,60.34,12,24.0,1,3,0
1663,50.12,10,20.0,1,3,0
1664,100.38,16,12.4,0,2,1
1665,59.72,12,28.3,0,1,1
1666,78.11,20,39.5,0,1,1
1667,50.59,14,35.4,1,2,0
1668,58.56,10,20.9,1,3,1
1669,97.1,14,13.2,0,3,1
1670,64.02,16,19.0,1,3,0
1671,63.62,14,23.5,1,2,0
1672,66.44,18,18.9,0,1,0
1673,41.45,12,15.2,1,4,0
1674,75.59,16,26.4,0,2,0
1675,60.77,12,12.4,0,2,1
1676,78.7,12,29.5,1,4,0
1677,70.07,12,14.2,1,2,1
1678,58.84,10,25.6,1,4,1
1679,58.64,12,16.5,1,3,1
1680,63.07,16,20.5,1,3,0
1681,80.31,12,7.5,0,3,1
1682,92.88,16,41.5,0,3,1
1683,58.85,12,19.6,1,1,1
1684,72.65,12,9.8,0,3,0
1685,48.88,12,18.9,1,1,1
1686,52.0,14,47.6,1,3,0
1687,81.2,12,36.0,0,3,1
1688,81.56,14,21.8,0,4,1
1689,54.58,12,14.9,0,2,0
1690,68.79,12,10.1,0,1,1
1691,85.97,16,33.6,0,2,1
1692,89.06,14,8.3,1,2,0
1693,54.3,16,20.5,1,2,0
1694,59.61,14,21.7,1,3,1
1695,72.01,16,15.3,1,2,1
1696,70.97,10,19.6,0,4,1
1697,77.46,12,15.2,0,1,1
1698,54.61,12,17.7,0,1,1
1699,105.67,18,9.1,0,3,1
1700,78.9,18,36.7,0,4,1
1701,61.97,12,26.2,1,2,1
1702,75.66,16,12.6,1,1,1
1703,45.48,12,13.5,1,3,1
1704,64.9,16,7.6,1,1,1
1705,72.03,10,15.9,0,1,0
1706,61.71,10,28.8,1,4,0
1707,70.67,12,21.5,0,3,0
1708,100.71,14,20.6,0,4,1
1709,57.57,14,10.1,0,3,1
1710,67.81,16,33.9,1,1,0
1711,87.27,20,19.8,1,2,1
1712,92.03,20,33.2,0,1,1
1713,66.65,16,15.6,0,1,1
1714,83.52,18,36.6,0,4,0
1715,77.46,16,9.8,1,3,1
1716,62.8,12,32.5,0,3,1
1717,73.55,14,11.0,0,3,1
1718,88.66,16,13.6,0,4,0
1719,77.65,16,16.1,1,1,1
1720,61.63,12,15.7,0,2,1
1721,100.9,16,12.7,0,4,1
1722,97.9,18,8.0,1,4,0
1723,70.76,10,36.2,1,2,1
1724,121.79,12,12.0,0,3,1
1725,70.62,10,31.7,0,4,0
1726,76.07,16,19.8,1,1,0
1727,66.35,14,19.6,0,1,1
1728,68.54,16,25.6,1,4,1
1729,66.74,20,47.2,0,3,1
1730,53.46,10,13.4,0,1,1
1731,58.04,12,18.1,0,2,0
1732,70.99,20,11.3,1,4,1
1733,41.0,10,18.7,1,1,1
1734,71.51,16,33.8,0,1,0
1735,58.48,14,13.7,0,1,1
1736,95.82,18,12.8,0,2,1
1737,83.2,18,29.9,1,3,1
1738,106.34,18,11.0,1,4,0
1739,82.59,16,26.2,0,3,0
1740,57.9,12,16.2,0,1,1
1741,79.91,18,18.9,0,4,1
1742,94.47,12,17.8,0,2,1
1743,68.78,14,16.4,0,2,0
1744,105.11,18,17.0,0,1,1
1745,79.42,16,31.1,0,1,1
1746,53.49,18,27.9,1,1,1
1747,80.93,16,14.3,1,3,1
1748,80.92,10,23.5,1,3,1
1749,77.79,10,28.4,0,4,0
1750,82.2,16,25.8,1,1,1
1751,53.68,12,28.7,0,3,1
1752,58.37,12,12.5,0,1,0
1753,57.52,10,15.3,1,2,1
1754,82.01,16,12.3,1,2,1
1755,85.28,14,30.4,0,3,1
1756,53.87,12,21.7,1,1,0
1757,86.39,12,13.0,0,4,1
1758,79.08,14,15.3,1,3,1
1759,63.94,12,11.0,0,3,1
1760,70.87,18,14.6,1,2,1
1761,79.4,16,12.4,0,4,1
1762,59.6,16,24.3,0,1,1
1763,87.89,20,28.0,1,2,1
1764,87.8,20,21.1,1,4,0
1765,60.88,12,34.4,1,2,0
1766,68.44,16,14.7,0,1,0
1767,76.07,12,21.0,1,3,1
1768,83.08,16,27.2,0,3,1
1769,74.54,20,12.9,0,2,1
1770,60.84,12,22.2,0,3,0
1771,79.96,12,18.3,0,1,1
1772,64.53,16,33.0,1,2,1
1773,71.02,18,19.2,1,1,1
1774,90.85,18,14.3,1,3,1
1775,67.78,12,11.0,1,1,1
1776,67.64,12,23.5,1,2,0
1777,74.23,12,12.4,0,1,1
1778,74.89,10,20.0,1,1,1
1779,59.11,14,24.4,1,4,1
1780,94.67,16,11.5,1,4,1
1781,72.4,14,21.4,1,2,1
1782,57.25,12,30.9,1,4,0
1783,62.35,10,10.6,1,2,1
1784,46.76,10,31.8,0,3,0
1785,115.03,18,8.6,1,4,1
1786,111.0,20,16.9,0,4,0
1787,86.22,16,42.1,1,3,1
1788,95.0,16,10.3,1,4,1
1789,92.71,12,30.9,1,2,0
1790,67.77,18,18.7,1,3,0
1791,91.02,16,31.9,0,3,1
1792,80.08,20,22.8,0,3,1
1793,63.29,20,10.6,1,3,1
1794,85.32,16,5.8,1,1,1
1795,80.57,10,12.2,0,4,1
1796,86.36,12,19.6,0,3,1
1797,56.84,12,15.6,1,2,1
1798,66.0,12,8.6,0,3,0
1799,51.28,16,11.1,1,2,1
1800,52.22,12,20.6,1,4,0
1801,94.25,14,12.6,0,2,1
1802,64.45,12,20.8,1,2,1
1803,88.7,20,28.9,0,4,1
1804,92.09,16,24.0,1,2,0
1805,92.43,18,15.8,1,3,0
1806,103.83,20,5.7,0,1,1
1807,74.23,12,28.7,0,3,1
1808,95.89,16,8.5,0,3,0
1809,78.69,16,13.1,1,2,0
1810,79.54,12,18.9,0,4,0
1811,61.34,12,8.7,1,3,1
1812,99.57,12,23.7,1,4,1
1813,77.04,12,11.4,1,2,1
1814,77.33,14,28.8,0,2,0
1815,59.99,12,40.5,0,2,1
1816,83.83,10,21.9,0,1,1
1817,88.94,16,15.8,0,4,1
1818,72.59,12,16.2,0,1,0
1819,85.74,16,16.2,0,2,0
1820,91.4,16,13.9,1,4,1
1821,59.92,16,73.3,0,4,1
1822,69.51,14,18.5,0,4,0
1823,96.3,20,1.7,0,4,0
1824,82.94,12,26.5,0,2,1
1825,68.03,10,20.0,1,4,0
1826,69.03,16,16.8,1,1,0
1827,88.54,18,27.4,0,2,1
1828,52.82,12,12.3,0,1,0
1829,74.61,18,13.3,1,3,0
1830,73.84,16,15.2,1,4,1
1831,71.45,10,21.2,0,1,1
1832,85.53,10,9.3,0,4,1
1833,48.58,14,19.3,1,2,1
1834,90.4,18,12.0,1,1,1
1835,71.85,14,28.7,1,4,1
1836,81.35,14,17.9,0,1,1
1837,53.55,16,9.0,1,3,1
1838,90.7,12,13.1,1,2,1
1839,85.22,20,9.1,1,2,0
1840,41.3,10,18.9,1,2,1
1841,95.9,12,17.7,0,3,1
1842,78.65,18,9.4,0,1,0
1843,65.48,10,27.3,1,2,1
1844,46.94,10,20.6,1,4,0
1845,54.39,12,16.7,1,1,1
1846,59.82,16,7.1,1,1,1
1847,69.51,12,4.1,1,3,1
1848,68.49,12,37.2,1,4,1
1849,75.38,16,15.7,0,1,1
1850,59.1,14,14.6,0,4,0
1851,64.93,14,10.2,0,3,1
1852,92.05,14,16.3,0,3,0
1853,68.0,14,32.7,0,2,0
1854,79.27,16,16.9,0,2,1
1855,81.29,14,6.0,1,1,0
1856,85.4,12,18.0,0,4,1
1857,67.76,18,14.5,1,1,1
1858,82.19,12,16.0,0,2,1
1859,60.56,10,16.8,1,1,1
1860,88.34,16,17.7,1,2,1
1861,134.05,16,18.0,0,2,1
1862,77.07,14,16.4,1,3,0
1863,80.27,12,27.1,1,2,1
1864,45.99,12,20.7,1,2,1
1865,71.22,12,11.4,0,2,1
1866,92.8,20,34.2,1,4,1
1867,84.87,18,21.9,1,2,0
1868,111.71,20,25.0,0,4,1
1869,81.81,14,24.1,0,2,1
1870,73.19,16,32.4,0,4,1
1871,54.7,12,20.7,1,2,1
1872,49.19,16,7.4,0,2,0
1873,92.54,16,12.5,0,3,1
1874,94.83,14,18.4,0,2,1
1875,52.46,16,25.6,1,1,1
1876,55.27,12,26.6,0,2,1
1877,59.78,14,23.5,1,2,1
1878,62.63,12,10.5,0,3,1
1879,53.57,12,8.8,1,1,1
1880,73.84,14,15.4,0,1,0
1881,81.17,12,10.3,1,3,1
1882,78.51,14,20.0,1,4,0
1883,53.31,14,15.2,1,3,1
1884,117.85,18,15.5,0,2,1
1885,44.3,14,40.3,1,2,1
1886,49.67,14,26.5,1,1,1
1887,58.25,12,37.2,0,1,1
1888,70.25,12,8.7,1,1,1
1889,101.67,20,17.8,1,3,0
1890,67.69,10,29.4,1,4,0
1891,97.4,18,26.4,1,4,0
1892,70.14,12,21.5,0,4,1
1893,106.3,18,12.7,0,1,1
1894,79.75,12,11.8,0,3,1
1895,61.92,10,14.0,0,3,1
1896,73.27,14,20.8,1,4,1
1897,82.5,16,41.5,0,4,1
1898,80.62,16,10.4,0,3,1
1899,105.14,18,56.9,0,4,1
1900,109.52,18,17.9,0,4,1
1901,60.72,12,8.0,1,4,1
1902,82.03,12,12.0,0,2,1
1903,71.91,10,30.5,0,2,1
1904,39.54,10,16.4,1,1,1
1905,51.56,14,22.0,1,3,1
1906,52.76,14,28.8,0,1,0
1907,59.25,10,8.8,0,1,0
1908,58.58,14,26.7,1,3,1
1909,68.24,14,22.1,1,4,0
1910,59.98,12,9.2,0,3,0
1911,77.59,16,13.4,1,1,1
1912,72.19,14,19.3,0,3,1
1913,66.37,12,27.1,0,2,1
1914,85.96,16,24.7,0,3,1
1915,55.39,10,6.4,0,3,1
1916,110.76,14,27.6,0,4,1
1917,49.9,14,19.0,1,4,0
1918,75.96,10,12.6,0,3,1
1919,62.19,16,19.9,1,1,1
1920,110.45,20,14.6,0,2,0
1921,76.7,18,18.6,0,4,1
1922,69.42,10,15.9,1,3,1
1923,77.63,16,37.4,1,4,1
1924,76.24,18,3.4,0,3,1
1925,59.25,16,13.3,1,1,0
1926,71.77,16,11.0,1,2,1
1927,80.56,16,12.5,0,1,1
1928,64.34,18,46.9,0,3,0
1929,40.34,12,3.8,1,3,0
1930,61.36,12,28.1,0,2,0
1931,50.67,12,14.0,1,3,0
1932,106.58,12,17.9,0,2,1
1933,84.67,12,26.6,0,1,1
1934,68.87,16,9.3,1,1,1
1935,75.01,18,5.2,0,4,1
1936,59.21,10,18.0,1,1,1
1937,48.48,10,19.7,1,4,1
1938,69.45,16,20.9,1,2,1
1939,70.49,16,26.9,0,2,0
1940,48.78,12,14.8,0,1,1
1941,82.72,12,19.2,1,4,1
1942,81.27,16,5.8,1,2,1
1943,53.36,12,15.1,1,2,1
1944,80.01,18,11.6,1,1,0
1945,50.78,10,25.1,1,4,0
1946,75.44,10,25.2,0,4,0
1947,70.55,12,15.3,1,2,0
1948,90.12,16,17.2,0,4,0
1949,42.71,12,23.3,1,1,0
1950,83.32,20,42.4,1,3,0
1951,74.2,12,39.6,1,4,1
1952,69.71,12,12.5,0,2,0
1953,75.44,16,16.8,1,4,1
1954,68.81,12,13.7,1,3,0
1955,60.34,10,7.5,0,4,1
1956,56.08,14,11.0,1,4,1
1957,75.91,18,25.2,1,4,0
1958,51.7,12,27.3,1,3,1
1959,84.31,10,30.5,1,1,1
1960,61.48,12,32.4,0,3,1
1961,110.32,18,14.2,0,1,1
1962,52.46,10,16.2,1,3,0
1963,133.05,14,35.9,0,1,1
1964,70.37,12,17.4,0,3,1
1965,72.8,16,24.1,1,1,1
1966,95.07,16,12.0,0,2,1
1967,72.23,12,12.8,0,4,1
1968,66.31,10,24.5,0,3,0
1969,73.87,12,22.4,0,4,1
1970,85.74,14,26.9,1,2,1
1971,49.57,14,18.2,0,1,1
1972,70.78,10,22.5,0,1,0
1973,57.88,10,21.4,0,3,0
1974,67.76,16,15.6,1,2,1
1975,72.45,10,13.9,0,3,0
1976,57.79,12,40.4,1,4,1
1977,88.19,20,17.2,0,4,0
1978,64.88,14,14.3,1,4,0
1979,79.66,10,16.6,0,4,0
1980,89.13,20,22.5,1,1,1
1981,69.13,10,18.6,0,3,1
1982,74.19,16,8.8,1,1,1
1983,77.88,12,37.2,0,3,0
1984,109.13,18,25.2,1,3,1
1985,118.97,16,16.8,0,3,0
1986,73.32,14,12.4,1,4,1
1987,59.61,10,10.7,1,4,1
1988,55.54,14,10.4,1,3,1
1989,52.16,10,24.2,1,3,0
1990,88.93,14,17.3,0,1,1
1991,72.18,16,20.3,0,2,1
1992,78.69,10,17.6,0,3,1
1993,80.0,16,14.7,1,1,1
1994,100.72,18,17.3,1,3,0
1995,90.88,18,20.7,1,2,1
1996,61.26,16,20.3,1,1,0
1997,62.5,16,29.8,0,3,0
1998,81.56,16,16.8,0,3,1
1999,54.91,14,30.1,0,3,0
2000,43.15,16,7.7,1,1,0
2001,57.83,12,15.6,1,4,1
2002,112.16,18,22.5,0,1,1
2003,104.82,14,19.9,1,2,1
2004,72.7,12,32.7,1,4,1
2005,79.28,16,21.2,0,1,1
2006,117.09,20,13.7,1,1,1
2007,81.03,16,25.0,0,3,1
2008,106.87,16,26.1,0,4,1
2009,79.05,14,8.6,1,3,1
2010,73.0,16,16.7,1,4,0
2011,60.68,12,21.7,0,3,0
2012,72.78,20,16.9,1,4,0
2013,70.87,10,12.8,0,4,1
2014,92.0,14,34.9,1,4,0
2015,64.86,12,13.6,1,1,1
2016,63.18,20,6.9,1,2,0
2017,61.51,14,11.6,1,1,0
2018,60.48,12,17.0,0,1,0
2019,64.71,12,5.1,0,4,0
2020,64.2,14,30.0,1,3,1
2021,78.6,18,17.3,1,1,0
2022,75.13,14,22.0,1,3,1
2023,75.48,12,11.1,0,4,1
2024,60.62,10,22.4,0,3,0
2025,86.24,16,29.0,1,4,1
2026,61.71,12,17.4,0,3,1
2027,76.76,14,22.6,1,1,1
2028,128.65,12,28.8,1,2,1
2029,43.66,10,22.4,1,1,1
2030,87.1,16,17.5,0,2,0
2031,61.24,16,35.9,1,2,0
2032,59.29,10,10.3,0,1,1
2033,47.41,16,10.5,1,3,1
2034,104.78,16,27.8,1,3,1
2035,74.2,12,15.7,0,3,1
2036,46.05,12,22.1,1,3,1
2037,78.43,18,2.4,1,2,1
2038,46.12,12,21.1,0,1,1
2039,85.84,16,35.9,1,4,1
2040,70.91,16,23.0,1,3,1
2041,77.76,12,11.2,1,4,1
2042,96.37,16,3.5,0,1,1
2043,52.46,14,25.0,1,2,0
2044,57.92,16,15.5,1,3,0
2045,81.27,18,7.5,1,1,0
2046,67.48,14,10.0,1,1,0
2047,67.62,14,11.6,0,1,1
2048,78.8,16,14.1,1,1,1
2049,70.18,14,23.8,0,3,1
2050,41.4,10,4.5,0,1,0
2051,84.51,14,14.5,0,1,1
2052,59.66,12,9.7,1,3,1
2053,53.77,16,24.1,1,3,0
2054,60.93,20,17.2,1,1,0
2055,115.56,12,18.4,0,2,0
2056,91.84,16,11.5,0,3,1
2057,53.48,10,23.7,1,1,1
2058,68.88,12,43.1,0,1,1
2059,76.26,14,27.0,0,2,1
2060,61.45,14,23.9,1,3,1
2061,59.35,16,44.2,0,4,1
2062,71.85,14,19.8,1,4,1
2063,70.35,12,12.3,1,2,0
2064,73.21,16,15.8,0,2,1
2065,57.17,16,17.9,1,1,1
2066,89.9,14,25.8,1,2,1
2067,59.95,16,13.4,1,2,0
2068,68.73,12,12.9,1,2,1
2069,52.95,10,9.8,0,3,0
2070,84.26,16,13.9,0,4,0
2071,69.38,20,13.6,0,3,1
2072,71.86,12,19.4,0,2,1
2073,61.77,14,14.6,1,3,1
2074,58.71,16,37.5,1,1,0
2075,52.24,20,20.1,1,4,0
2076,58.06,10,7.8,1,3,0
2077,95.59,16,16.5,1,3,1
2078,66.42,14,10.2,0,2,0
2079,92.75,12,24.9,0,4,1
2080,73.27,14,23.7,0,1,1
2081,112.16,10,21.5,0,1,1
2082,88.51,14,29.3,0,2,1
2083,60.14,14,16.7,1,3,0
2084,74.51,16,13.3,1,4,0
2085,75.87,16,16.6,1,4,1
2086,77.38,14,12.0,1,1,1
2087,64.84,12,10.9,1,3,1
2088,104.81,18,17.0,1,4,1
2089,63.73,16,26.6,0,1,1
2090,81.25,12,16.4,0,2,1
2091,70.37,12,19.8,0,1,0
2092,62.85,12,26.9,0,3,1
2093,69.33,14,28.3,0,2,0
2094,61.33,12,29.0,1,4,1
2095,58.83,18,18.2,0,3,1
2096,83.5,12,29.6,0,1,1
2097,66.46,16,21.7,0,4,0
2098,100.44,16,2.8,0,3,1
2099,47.36,12,21.1,1,2,0
2100,74.07,20,19.8,1,2,1
2101,113.3,18,7.9,0,4,1
2102,84.45,14,20.5,0,1,1
2103,78.2,16,6.4,1,1,1
2104,48.45,12,26.9,1,2,0
2105,90.11,18,12.3,1,2,1
2106,67.33,10,25.4,0,1,1
2107,77.68,14,16.2,0,4,1
2108,85.83,14,24.3,0,2,0
2109,87.46,12,10.4,1,4,1
2110,109.2,18,7.8,0,1,1
2111,49.11,10,6.7,1,4,1
2112,56.83,10,25.0,0,1,0
2113,56.83,12,15.1,0,2,0
2114,72.71,14,17.2,1,3,1
2115,81.94,14,16.6,1,4,0
2116,61.57,10,13.5,1,3,1
2117,69.32,14,39.4,1,1,1
2118,46.43,16,19.8,1,1,0
2119,66.1,12,46.3,0,1,0
2120,73.56,16,46.7,1,4,0
2121,58.56,14,25.6,1,3,0
2122,95.71,16,20.4,0,3,1
2123,76.39,16,9.8,1,1,1
2124,55.81,12,19.2,1,3,1
2125,65.49,10,28.6,1,1,1
2126,48.22,12,10.1,1,2,1
2127,94.3,14,27.6,0,2,1
2128,59.68,14,26.8,1,4,1
2129,89.08,16,28.4,0,4,1
2130,81.6,10,25.6,1,4,1
2131,46.26,10,16.5,1,3,1
2132,133.32,20,22.7,0,2,1
2133,53.65,16,8.8,1,4,1
2134,74.82,16,12.3,0,3,0
2135,51.78,14,12.5,0,1,0
2136,80.87,14,15.3,0,4,1
2137,69.01,12,31.8,1,4,1
2138,96.07,18,11.0,0,1,0
2139,66.34,16,19.0,1,1,1
2140,65.95,12,23.9,1,4,0
2141,89.29,16,16.8,0,4,1
2142,96.6,16,15.8,0,3,1
2143,88.45,16,26.0,0,4,1
2144,86.61,20,7.8,1,2,1
2145,85.78,14,49.5,0,4,1
2146,60.62,16,41.3,0,4,1
2147,104.38,18,16.6,1,3,1
2148,67.35,14,7.9,1,4,0
2149,56.86,10,12.1,1,3,1
2150,61.15,16,15.5,0,1,1
2151,83.77,20,18.8,0,3,0
2152,77.82,16,20.3,0,2,0
2153,64.18,16,33.0,0,2,0
2154,42.49,12,22.8,1,2,1
2155,58.24,12,27.5,0,1,1
2156,98.85,18,14.7,0,4,1
2157,75.18,16,29.7,0,4,0
2158,68.37,14,6.2,0,1,1
2159,65.86,10,28.4,1,2,1
2160,64.14,10,6.8,1,4,1
2161,111.25,10,26.7,0,4,1
2162,42.69,10,6.8,0,4,1
2163,65.47,12,13.8,0,1,0
2164,74.03,14,6.1,0,2,1
2165,95.89,20,30.6,1,4,0
2166,92.23,12,15.3,1,1,1
2167,101.37,16,19.6,0,2,1
2168,59.0,12,15.4,0,1,0
2169,117.32,12,16.1,0,3,0
2170,51.63,16,14.2,1,3,0
2171,48.52,14,27.9,1,2,1
2172,106.76,18,5.4,1,2,1
2173,42.19,10,9.7,1,3,0
2174,71.29,16,21.4,1,4,1
2175,100.85,16,13.0,1,3,1
2176,59.88,12,10.5,1,4,1
2177,81.04,14,26.5,1,4,1
2178,74.78,16,13.2,0,1,0
2179,53.45,14,8.2,0,2,1
2180,61.16,14,6.4,1,3,0
2181,53.83,12,53.7,1,1,1
2182,54.73,10,22.6,0,3,1
2183,106.21,18,6.2,0,1,1
2184,98.32,16,9.6,1,2,1
2185,71.34,12,22.8,0,1,1
2186,50.7,12,31.3,1,2,0
2187,78.98,20,6.7,1,2,1
2188,63.44,10,9.3,0,4,0
2189,78.72,10,19.2,0,4,0
2190,65.68,14,16.6,0,2,1
2191,65.89,10,7.3,0,3,1
2192,66.38,12,18.6,0,3,0
2193,85.02,12,18.1,0,2,0
2194,83.34,16,19.7,1,4,1
2195,64.52,14,28.1,0,1,0
2196,69.92,14,9.9,0,2,1
2197,82.06,10,25.6,0,3,1
2198,69.16,12,11.6,1,4,1
2199,49.99,10,45.8,1,1,1
2200,68.59,12,11.5,1,4,1
2201,69.0,18,22.9,0,1,0
2202,63.42,12,7.4,1,4,1
2203,68.19,14,20.3,1,2,1
2204,59.09,12,19.8,1,4,1
2205,54.55,12,29.5,1,1,1
2206,71.19,14,19.3,0,4,1
2207,88.5,16,9.6,0,2,1
2208,78.47,12,10.6,0,4,1
2209,96.9,16,32.5,1,4,1
2210,45.27,10,28.2,1,4,0
2211,75.24,18,22.4,1,2,1
2212,74.2,16,10.4,0,3,1
2213,93.73,18,10.8,0,1,1
2214,59.99,16,9.7,0,1,1
2215,68.31,10,19.2,1,2,1
2216,69.7,16,27.1,1,4,0
2217,56.36,12,13.9,0,1,1
2218,82.96,16,27.3,0,4,1
2219,62.24,10,11.7,0,1,1
2220,79.57,20,11.4,0,4,1
2221,58.48,14,27.6,1,1,1
2222,65.47,16,23.7,0,3,0
2223,38.9,16,14.6,1,2,0
2224,64.13,16,23.0,1,2,0
2225,117.03,16,28.8,0,4,1
2226,101.33,18,25.4,0,2,1
2227,75.66,14,10.1,1,4,1
2228,96.85,16,19.5,0,4,1
2229,84.07,12,4.2,0,4,0
2230,106.8,18,20.4,0,4,1
2231,106.05,16,9.3,0,4,1
2232,76.86,18,26.1,0,4,0
2233,101.62,18,15.5,0,4,1
2234,83.46,20,14.5,1,4,1
2235,52.09,18,5.4,1,2,1
2236,67.94,12,25.0,1,2,1
2237,41.0,12,8.6,1,2,0
2238,73.75,16,24.2,0,2,1
2239,67.17,14,6.0,0,2,0
2240,67.56,16,16.1,1,2,1
2241,58.85,16,22.4,0,2,0
2242,54.12,10,11.6,1,3,1
2243,63.42,16,24.1,1,1,0
2244,44.2,12,32.5,0,1,0
2245,65.32,10,16.5,0,2,1
2246,74.99,16,4.8,1,3,0
2247,50.4,12,24.1,1,3,1
2248,44.22,10,34.7,1,4,1
2249,64.07,12,39.1,1,1,0
2250,68.41,14,4.4,1,1,1
2251,52.41,10,10.6,1,1,1
2252,69.68,12,23.3,0,4,0
2253,53.99,12,10.8,1,3,1
2254,64.36,12,16.4,1,2,1
2255,82.45,18,4.6,0,1,1
2256,48.39,12,14.5,1,4,1
2257,52.89,10,20.7,0,3,0
2258,93.55,18,47.0,0,3,1
2259,64.93,16,23.0,1,1,0
