firm,year,ik,q,cashflow,sales,debt
259,2016,1.0,1.6288,0.1424,8.463,0.3268
259,2017,1.0,1.3647,0.1597,8.6032,0.3675
259,2018,1.0,1.4237,0.1379,8.637,0.4225
259,2019,1.0,1.5475,0.1496,8.5712,0.4167
260,2010,0.76172,0.9407,0.0913,5.7318,0.2609
260,2011,0.792132,1.1942,0.0682,5.8132,0.3004
260,2012,0.784546,1.2939,0.0439,5.8146,0.3381
260,2013,0.836365,1.2287,0.0636,5.6932,0.4018
260,2014,0.796385,1.2399,0.0675,5.761,0.4082
260,2015,0.811042,0.9341,0.0964,5.7546,0.4343
260,2016,0.69695,1.0667,0.0894,5.7553,0.4375
260,2017,0.706475,0.9687,0.0598,5.5812,0.4414
260,2018,0.700635,1.2388,0.0884,5.6476,0.4143
260,2019,0.744415,1.3449,0.1285,5.7162,0.3687
261,2010,1.0,1.3998,0.1353,8.488,0.3499
261,2011,1.0,1.7399,0.1201,8.4288,0.3866
261,2012,1.0,1.6207,0.1626,8.4494,0.374
261,2013,1.0,1.5065,0.1712,8.3629,0.3848
261,2014,1.0,0.9224,0.1649,8.2556,0.4086
261,2015,0.955791,0.8235,0.1398,8.3158,0.442
261,2016,0.857597,0.5784,0.1252,8.3013,0.4368
261,2017,0.972817,1.1013,0.1208,8.322,0.5025
261,2018,0.970909,1.147,0.1333,8.3423,0.5113
261,2019,1.0,1.2053,0.0991,8.4605,0.4861
262,2010,0.857927,1.5171,0.1007,6.0199,0.3165
262,2011,0.893639,1.7568,0.1087,5.9096,0.2742
262,2012,0.92987,1.4805,0.1037,5.9457,0.2878
262,2013,0.870486,1.3934,0.1098,5.9228,0.3131
262,2014,0.935623,1.4435,0.1161,5.9288,0.2858
262,2015,0.917499,1.7584,0.0922,6.0562,0.3493
262,2016,0.919466,1.8596,0.1073,6.1107,0.4448
262,2017,1.0,1.618,0.0964,6.0754,0.4021
262,2018,0.951953,1.7577,0.0848,6.1271,0.3966
262,2019,0.939803,1.7202,0.0876,6.1609,0.4939
263,2010,0.845278,1.594,0.1106,5.9801,0.3453
263,2011,0.875862,1.5532,0.1117,5.8006,0.3917
263,2012,0.896817,1.3594,0.1198,5.824,0.3868
263,2013,0.878319,1.2412,0.0879,5.7412,0.4436
263,2014,0.834294,1.3169,0.0766,5.6621,0.3955
263,2015,0.818187,1.2267,0.0527,5.7611,0.3627
263,2016,0.79469,1.0877,0.1038,5.7267,0.3537
263,2017,0.796953,1.6617,0.1204,5.782,0.34
263,2018,0.813999,1.4064,0.1223,5.8171,0.3502
263,2019,0.804384,1.4191,0.1138,5.7632,0.314
264,2010,1.0,1.2027,0.1554,8.4417,0.4155
264,2011,1.0,1.4004,0.138,8.4386,0.4163
264,2012,1.0,1.3058,0.1474,8.4016,0.4014
264,2013,0.975087,1.1217,0.1353,8.3047,0.4326
264,2014,1.0,1.7978,0.1325,8.2541,0.4705
264,2015,1.0,1.6723,0.1149,8.2376,0.4517
264,2016,1.0,1.5074,0.0844,8.2694,0.4518
264,2017,1.0,1.7569,0.0908,8.1486,0.4387
264,2018,1.0,1.7769,0.083,8.2069,0.4313
264,2019,1.0,1.4689,0.0833,8.2599,0.4466
265,2010,0.899351,1.5682,0.0953,5.9321,0.3787
265,2011,0.928704,1.8435,0.0755,6.0901,0.3505
265,2012,0.921688,1.4675,0.1013,6.3053,0.3498
265,2013,0.891713,1.5899,0.0915,6.4366,0.3704
265,2014,0.878703,1.4937,0.0583,6.3975,0.3726
265,2015,0.8576,1.2002,0.1143,6.2065,0.405
265,2016,0.806263,1.0651,0.1023,6.2078,0.3924
265,2017,0.885568,1.2507,0.1021,6.2092,0.3633
265,2018,0.902216,1.7781,0.0854,6.2404,0.3604
265,2019,0.90793,1.7317,0.0759,6.2149,0.3684
266,2010,0.728927,1.6344,0.0639,4.0418,0.2591
266,2011,0.681495,1.5779,0.0943,4.009,0.2802
266,2012,0.689378,1.5529,0.0949,4.2071,0.3067
266,2013,0.68897,1.7293,0.1223,4.1839,0.3104
266,2014,0.710513,1.826,0.0996,4.0199,0.3106
266,2015,0.750067,1.6665,0.0838,4.0118,0.3496
266,2016,0.671222,1.4024,0.1012,4.0075,0.374
266,2017,0.699837,1.5374,0.1021,4.1308,0.3815
266,2018,0.681148,1.4776,0.0904,4.0709,0.3845
266,2019,0.784736,1.7237,0.0608,4.1128,0.3676
267,2010,0.932211,1.7032,0.0855,5.8505,0.2975
267,2011,0.913709,1.7388,0.11,5.775,0.2998
267,2012,0.874866,1.6511,0.0771,5.824,0.3414
267,2013,0.913127,1.131,0.0847,5.7554,0.3544
267,2014,0.893333,1.1808,0.1045,5.829,0.3562
267,2015,0.836487,1.1688,0.082,5.7965,0.3724
267,2016,0.839948,1.2171,0.0993,5.8351,0.3341
267,2017,0.912818,1.2907,0.0966,5.9123,0.3771
267,2018,0.917381,1.4058,0.1196,5.9695,0.3893
267,2019,0.903536,1.3317,0.1116,6.0591,0.4385
268,2010,0.851364,1.9408,0.0552,4.4795,0.2201
268,2011,0.813349,1.8179,0.0831,4.3995,0.2032
268,2012,0.775532,2.0862,0.0979,4.3611,0.2586
268,2013,0.769829,1.8896,0.086,4.4228,0.3046
268,2014,0.779963,1.8369,0.0799,4.3533,0.3559
268,2015,0.736643,1.6886,0.0379,4.3106,0.3266
268,2016,0.716679,1.785,0.0458,4.3186,0.3156
268,2017,0.818085,1.7588,0.015,4.3145,0.3632
268,2018,0.708418,1.6576,0.0531,4.3237,0.3711
268,2019,0.790067,1.7873,0.0626,4.2703,0.395
269,2010,0.973051,0.9582,0.1279,8.7738,0.4436
269,2011,1.0,0.8546,0.1407,8.78,0.4217
269,2012,1.0,1.156,0.1149,8.7597,0.4087
269,2013,1.0,1.3292,0.1209,8.7267,0.445
269,2014,1.0,1.3415,0.1543,8.7451,0.4052
269,2015,1.0,1.3772,0.153,8.746,0.3813
269,2016,1.0,1.1452,0.1475,8.7867,0.3614
269,2017,1.0,1.2753,0.1282,8.7275,0.3638
269,2018,0.986566,1.1382,0.1058,8.7044,0.3728
269,2019,1.0,1.5304,0.1208,8.6748,0.3866
270,2010,0.867984,1.8524,0.0885,5.7851,0.4006
270,2011,0.935651,1.7772,0.0921,5.9206,0.3642
270,2012,0.877582,1.7901,0.0501,5.8905,0.375
270,2013,0.925272,1.7562,0.0489,5.8704,0.3447
270,2014,0.903537,1.9342,0.0613,5.7644,0.3417
270,2015,0.825342,1.5203,0.0882,5.7855,0.3471
270,2016,0.870867,1.5021,0.0704,5.8925,0.371
270,2017,0.78192,1.4013,0.0942,5.7916,0.4038
270,2018,0.776091,1.5383,0.1126,5.8241,0.375
270,2019,0.875506,1.2306,0.1115,5.8754,0.3522
271,2010,0.760016,1.7212,0.0575,4.3229,0.3353
271,2011,0.837963,2.2535,0.0906,4.1626,0.3494
271,2012,0.791282,2.142,0.0611,4.0992,0.3281
271,2013,0.969759,2.6376,0.0628,4.1254,0.3206
271,2014,0.95957,2.3075,0.0226,4.1677,0.2983
271,2015,0.823933,1.9791,0.0331,4.1426,0.2981
271,2016,0.832023,1.8978,0.0414,4.1972,0.2897
271,2017,0.799627,1.8547,0.0426,4.1242,0.2312
271,2018,0.819947,2.1395,0.064,4.0673,0.2167
271,2019,0.808213,2.3272,0.06,3.9714,0.2202
272,2010,1.0,1.2044,0.1188,8.2539,0.5006
272,2011,1.0,1.1495,0.1358,8.2523,0.5386
272,2012,1.0,1.2315,0.1555,8.1582,0.5565
272,2013,1.0,1.0392,0.1457,8.131,0.5611
272,2014,1.0,1.1526,0.1509,8.1849,0.5332
272,2015,0.96878,1.1244,0.1562,8.3247,0.5262
272,2016,1.0,1.1777,0.1616,8.3716,0.5438
272,2017,1.0,1.1668,0.1581,8.4058,0.5508
272,2018,1.0,1.4833,0.1119,8.4517,0.5303
272,2019,1.0,1.6564,0.1319,8.3971,0.4993
273,2010,1.0,1.5866,0.1292,8.2458,0.4566
273,2011,1.0,1.4019,0.1552,8.1634,0.5165
273,2012,0.96457,1.1587,0.1262,8.2456,0.5152
273,2013,0.979725,1.0139,0.131,8.1715,0.4961
273,2014,0.972031,1.1729,0.1094,8.3832,0.5209
273,2015,0.990683,1.4155,0.1298,8.4137,0.5187
273,2016,0.907448,1.0066,0.1215,8.3106,0.5183
273,2017,1.0,0.9789,0.0919,8.2909,0.4672
273,2018,0.968539,0.938,0.0996,8.2759,0.5076
273,2019,0.967267,0.9944,0.0913,8.3033,0.4872
274,2010,0.877348,1.7572,0.0749,5.4774,0.4378
274,2011,0.863262,1.8822,0.0833,5.5166,0.4382
274,2012,0.790553,1.6065,0.1003,5.6116,0.3985
274,2013,0.850044,1.7585,0.0908,5.5691,0.3593
274,2014,0.926129,1.7964,0.0975,5.6533,0.4247
274,2015,0.902767,1.735,0.0724,5.6764,0.4015
274,2016,0.840384,1.6104,0.0721,5.5755,0.359
274,2017,0.77453,1.5575,0.091,5.5556,0.3104
274,2018,0.741533,1.4224,0.105,5.6897,0.2865
274,2019,0.743451,1.5477,0.0789,5.5548,0.3024
275,2010,0.796754,1.2386,0.1057,6.5259,0.4154
275,2011,0.877951,1.2472,0.1346,6.4071,0.3906
275,2012,0.892745,1.3928,0.1109,6.3357,0.3641
275,2013,0.869379,1.2707,0.1095,6.3241,0.3945
275,2014,0.958907,1.5226,0.1229,6.2876,0.3729
275,2015,0.946165,1.3157,0.1288,6.3076,0.3914
275,2016,0.900799,0.9887,0.1214,6.2663,0.3553
275,2017,0.867501,1.2989,0.0977,6.0686,0.3328
275,2018,0.915603,1.5986,0.0997,6.1469,0.3095
275,2019,0.992739,1.5577,0.1412,6.1597,0.3062
276,2010,0.682418,0.7888,0.1004,6.1045,0.3806
276,2011,0.733205,1.1815,0.0772,6.2158,0.4489
276,2012,0.795899,1.4701,0.0892,6.1346,0.4338
276,2013,0.78826,1.3452,0.0829,6.0935,0.376
276,2014,0.797135,1.578,0.0769,6.0663,0.363
276,2015,0.778744,1.2718,0.0546,5.9735,0.329
276,2016,0.805903,1.2344,0.1053,5.9275,0.3478
276,2017,0.831846,1.4361,0.1016,6.0705,0.3614
276,2018,0.963901,1.5599,0.1045,6.0853,0.3976
276,2019,0.944969,1.6342,0.0716,6.3262,0.3922
277,2010,0.709897,2.2252,0.0976,3.5801,0.3301
277,2011,0.752199,1.8855,0.0777,3.698,0.2799
277,2012,0.772183,2.1032,0.113,3.8237,0.2948
277,2013,0.705163,1.8916,0.076,3.8786,0.2555
277,2014,0.673519,1.8846,0.0488,3.8538,0.2768
277,2015,0.735022,1.8597,0.0412,3.7485,0.213
277,2016,0.823435,2.0762,0.0944,3.8623,0.2035
277,2017,0.806612,1.9992,0.062,3.9922,0.1883
277,2018,0.799378,1.9576,0.0846,4.0254,0.167
277,2019,0.777228,2.0156,0.0471,4.0082,0.2459
278,2010,0.680767,1.4959,0.0946,4.1759,0.301
278,2011,0.648713,1.3808,0.1113,4.2038,0.3289
278,2012,0.701021,1.5217,0.1142,4.1723,0.2847
278,2013,0.637256,1.6998,0.1257,4.0993,0.2887
278,2014,0.683522,1.6724,0.1158,3.9959,0.3219
278,2015,0.709448,1.7255,0.0932,4.1648,0.3311
278,2016,0.780785,1.8985,0.1049,4.0951,0.2934
278,2017,0.883092,2.4388,0.1132,4.1265,0.3139
278,2018,0.990589,2.9113,0.1174,4.0232,0.3093
278,2019,0.860883,2.5145,0.0772,4.0964,0.2917
279,2010,0.795937,1.7819,0.0859,3.847,0.3158
279,2011,0.79346,1.6466,0.0591,3.8197,0.2738
279,2012,0.83469,2.002,0.088,3.8573,0.2776
279,2013,0.877599,2.1345,0.0856,3.8645,0.2788
279,2014,0.780169,1.6018,0.0862,3.7532,0.2238
279,2015,0.799597,1.5711,0.0796,3.7929,0.2051
279,2016,0.830127,1.9488,0.086,3.744,0.1865
279,2017,0.928169,2.1631,0.0934,3.8205,0.2227
279,2018,0.770476,1.6584,0.1196,3.7087,0.2621
279,2019,0.738444,1.8204,0.1175,3.7312,0.2556
280,2010,0.980083,1.7166,0.1215,6.0863,0.4333
280,2011,1.0,1.3884,0.0922,6.058,0.4555
280,2012,1.0,1.7329,0.0781,6.0294,0.4127
280,2013,1.0,1.7062,0.0821,5.9149,0.444
280,2014,0.879067,1.4714,0.0718,5.8746,0.4182
280,2015,0.856029,1.0461,0.0877,5.8439,0.3711
280,2016,0.851946,1.0337,0.0955,5.886,0.4205
280,2017,0.842465,1.1667,0.0887,6.0587,0.4135
280,2018,0.86665,1.6022,0.0991,5.9067,0.3933
280,2019,0.932332,1.7296,0.1119,5.9359,0.368
281,2010,1.0,1.4845,0.0631,8.2505,0.4557
281,2011,1.0,1.3886,0.1065,8.2962,0.4245
281,2012,1.0,1.1711,0.0695,8.4291,0.4436
281,2013,0.969412,1.0189,0.0976,8.4949,0.4499
281,2014,1.0,0.8891,0.1056,8.5897,0.4579
281,2015,0.984884,1.0639,0.1196,8.5972,0.4206
281,2016,0.919134,0.9004,0.135,8.7619,0.465
281,2017,1.0,1.2664,0.0965,8.6882,0.4367
281,2018,1.0,1.5484,0.0924,8.6205,0.3945
281,2019,1.0,1.6308,0.0886,8.5676,0.3506
282,2010,0.745226,1.7108,0.0355,4.2334,0.1802
282,2011,0.77072,1.4787,0.0451,4.0466,0.201
282,2012,0.780316,1.9633,0.069,4.0544,0.205
282,2013,0.754091,1.9986,0.0818,3.8888,0.153
282,2014,0.729294,1.8221,0.1027,3.9133,0.1755
282,2015,0.777364,2.0422,0.0934,3.9977,0.2111
282,2016,0.691441,1.9526,0.1092,3.8951,0.2351
282,2017,0.698821,1.5615,0.1293,3.8992,0.2637
282,2018,0.741178,1.4954,0.1192,3.8067,0.3062
282,2019,0.70155,1.3921,0.1081,3.8939,0.2881
283,2010,0.817819,1.6917,0.0819,4.2014,0.2955
283,2011,0.881938,2.351,0.0976,4.2285,0.3174
283,2012,0.756354,2.1446,0.1223,4.1887,0.3488
283,2013,0.812494,2.1476,0.0926,4.2037,0.3694
283,2014,0.802286,2.2899,0.0912,3.9554,0.3511
283,2015,0.804716,2.2831,0.1001,3.9511,0.3786
283,2016,0.77177,1.9586,0.1164,3.8949,0.3772
283,2017,0.677782,1.7562,0.1026,3.9109,0.3795
283,2018,0.692607,2.0231,0.0844,3.8711,0.3676
283,2019,0.68344,1.9402,0.05,3.9374,0.3608
284,2010,0.780161,0.7536,0.1165,5.5507,0.3547
284,2011,0.711355,0.7317,0.1387,5.5907,0.3318
284,2012,0.665148,0.7939,0.1065,5.6678,0.3185
284,2013,0.727301,0.8534,0.0758,5.7872,0.3107
284,2014,0.698497,1.1698,0.0384,5.8226,0.2843
284,2015,0.859623,1.4909,0.0477,5.8331,0.2923
284,2016,0.870111,1.258,0.0379,5.7893,0.3102
284,2017,0.886863,1.4908,0.0374,5.6925,0.3023
284,2018,0.911833,1.6151,0.062,5.6718,0.3113
284,2019,0.936332,1.433,0.0926,5.6571,0.3331
285,2010,1.0,1.062,0.0998,8.6595,0.3465
285,2011,1.0,1.41,0.1405,8.6537,0.363
285,2012,1.0,1.0223,0.0958,8.672,0.3699
285,2013,1.0,1.1019,0.0973,8.6904,0.3427
285,2014,1.0,1.1836,0.1095,8.707,0.3534
285,2015,1.0,1.1288,0.0964,8.7482,0.3984
285,2016,1.0,1.1304,0.0885,8.7297,0.3884
285,2017,1.0,0.9072,0.1015,8.6939,0.3819
285,2018,1.0,0.9806,0.1083,8.743,0.3995
285,2019,0.961282,0.5853,0.0955,8.6137,0.3638
286,2010,1.0,1.9972,0.1185,8.4873,0.3996
286,2011,1.0,1.4635,0.1312,8.4911,0.3506
286,2012,1.0,1.3124,0.1393,8.4109,0.335
286,2013,1.0,1.4303,0.1519,8.389,0.2822
286,2014,1.0,1.6867,0.1193,8.3503,0.2978
286,2015,1.0,1.7557,0.1479,8.3341,0.3036
286,2016,1.0,1.5695,0.1337,8.3773,0.3424
286,2017,1.0,1.6292,0.1343,8.4429,0.3402
286,2018,1.0,1.5709,0.1217,8.4881,0.365
286,2019,1.0,1.3471,0.077,8.5352,0.3346
287,2010,0.88895,1.3375,0.0485,6.2616,0.3045
287,2011,0.807258,1.2204,0.0225,6.0951,0.2878
287,2012,0.768453,1.0683,0.0426,6.0098,0.2941
287,2013,0.83012,1.4392,0.0525,6.0192,0.3285
287,2014,0.926497,1.4388,0.0501,6.0009,0.3504
287,2015,0.920691,1.6769,0.0864,6.0383,0.3819
287,2016,0.920649,1.4984,0.1002,5.9421,0.4236
287,2017,0.92006,1.8156,0.1269,5.9373,0.4434
287,2018,0.949712,2.0569,0.1104,5.9813,0.4206
287,2019,0.907327,1.7124,0.113,5.864,0.3908
288,2010,0.999942,1.0658,0.0913,8.7832,0.4087
288,2011,1.0,0.9799,0.112,8.7521,0.3867
288,2012,0.985839,0.7108,0.1104,8.6969,0.3704
288,2013,1.0,1.1816,0.1225,8.7147,0.3233
288,2014,1.0,1.3562,0.1125,8.7102,0.3602
288,2015,1.0,1.6825,0.0911,8.669,0.311
288,2016,1.0,1.4459,0.0788,8.7457,0.2939
288,2017,1.0,1.5155,0.0863,8.7512,0.3324
288,2018,1.0,1.7905,0.0936,8.7271,0.3689
288,2019,1.0,1.5288,0.0884,8.6748,0.3963
289,2010,0.837542,1.4298,0.0052,6.1976,0.3726
289,2011,0.791571,1.0892,0.0019,6.1496,0.3621
289,2012,0.737711,1.307,0.0339,6.1565,0.3212
289,2013,0.749002,1.0951,0.0784,6.1933,0.3149
289,2014,0.768303,1.0239,0.0929,6.0895,0.313
289,2015,0.779997,1.3009,0.0951,6.0555,0.335
289,2016,0.778978,1.3547,0.0943,5.9299,0.3226
289,2017,0.816645,1.719,0.1081,5.9451,0.3262
289,2018,0.839442,1.3771,0.0646,5.8447,0.3511
289,2019,0.834025,1.4778,0.0764,5.9234,0.3446
290,2010,1.0,0.9686,0.0917,8.2774,0.3941
290,2011,1.0,1.3722,0.1117,8.3616,0.3806
290,2012,1.0,1.0913,0.1121,8.2684,0.4044
290,2013,1.0,1.192,0.1063,8.3581,0.3785
290,2014,1.0,0.935,0.1193,8.4974,0.3714
290,2015,1.0,1.2573,0.1021,8.5876,0.3654
290,2016,1.0,1.0139,0.0586,8.5206,0.3747
290,2017,1.0,1.1611,0.1286,8.501,0.3658
290,2018,1.0,0.9909,0.0997,8.4689,0.3546
290,2019,0.979367,0.9155,0.1053,8.4659,0.3612
291,2010,0.750099,1.1447,0.0919,6.2321,0.235
291,2011,0.821784,1.6134,0.0837,6.1545,0.3028
291,2012,0.859027,1.743,0.0843,6.1866,0.3055
291,2013,0.878975,1.6123,0.1236,6.1232,0.3125
291,2014,0.857711,1.589,0.0949,5.9768,0.3124
291,2015,0.894286,1.5062,0.1086,6.2358,0.2914
291,2016,0.851506,1.1452,0.1179,6.1615,0.3312
291,2017,0.869862,1.7186,0.0972,6.1249,0.3192
291,2018,0.856567,1.4375,0.1252,6.0126,0.2964
291,2019,0.82233,1.2812,0.1301,6.1589,0.3013
292,2010,0.672133,2.0469,0.0974,3.9956,0.3248
292,2011,0.678496,2.0468,0.1049,3.9664,0.2906
292,2012,0.804192,2.2675,0.0727,3.9284,0.2735
292,2013,0.786658,2.2147,0.0858,3.9522,0.2634
292,2014,0.746198,2.3506,0.0809,3.9649,0.2727
292,2015,0.775129,2.1191,0.1176,3.8977,0.2947
292,2016,0.721172,1.9889,0.1236,3.7601,0.285
292,2017,0.804389,2.1267,0.1355,3.8958,0.3065
292,2018,0.693182,1.968,0.1258,3.8569,0.3096
292,2019,0.760839,2.0098,0.0831,3.9506,0.3663
293,2010,1.0,1.3808,0.1917,8.6331,0.3643
293,2011,1.0,1.5142,0.1996,8.6785,0.3441
293,2012,1.0,1.7983,0.1762,8.5663,0.3096
293,2013,1.0,1.9359,0.1306,8.5843,0.2765
293,2014,1.0,1.9738,0.1276,8.6155,0.3109
293,2015,1.0,1.6728,0.1322,8.6676,0.3255
293,2016,1.0,1.9562,0.1211,8.5942,0.3569
293,2017,1.0,2.0533,0.1138,8.6638,0.3545
293,2018,1.0,2.0543,0.1009,8.6613,0.3297
293,2019,1.0,2.05,0.0815,8.5878,0.3712
294,2010,0.857957,1.3764,0.1486,5.821,0.4105
294,2011,0.761075,0.9382,0.1477,5.8807,0.4225
294,2012,0.764947,0.9922,0.1305,5.9422,0.3857
294,2013,0.777146,1.2955,0.097,5.9476,0.3444
294,2014,0.724713,1.3094,0.1105,5.8548,0.2964
294,2015,0.738186,1.1685,0.1352,5.903,0.3169
294,2016,0.779295,1.0196,0.1406,5.9748,0.337
294,2017,0.846036,1.2,0.1405,5.9629,0.3482
294,2018,0.837993,1.1965,0.1339,5.883,0.3253
294,2019,0.854345,1.3705,0.1193,5.75,0.3088
295,2010,0.89505,1.3415,0.0738,5.7925,0.4068
295,2011,0.889968,1.468,0.1269,5.9078,0.4501
295,2012,0.912979,1.5823,0.1155,5.871,0.4434
295,2013,0.883679,1.5262,0.1124,5.84,0.4178
295,2014,0.905124,1.4069,0.1212,5.8296,0.4096
295,2015,0.821491,1.2073,0.1203,5.6647,0.4466
295,2016,0.893008,1.2061,0.1418,5.6472,0.4168
295,2017,0.823645,1.0278,0.1389,5.7074,0.447
295,2018,0.825023,0.9463,0.1251,5.6681,0.4185
295,2019,0.7986,0.8799,0.1317,5.7613,0.404
296,2010,0.997633,1.4234,0.129,5.8832,0.32
296,2011,0.863574,1.3946,0.1154,5.8495,0.3452
296,2012,0.849287,1.3369,0.1023,5.9665,0.342
296,2013,0.907155,1.5073,0.1323,6.1014,0.2828
296,2014,0.850564,1.633,0.1006,6.1207,0.3012
296,2015,0.902524,1.3033,0.0987,6.0069,0.276
296,2016,0.938432,1.3453,0.1415,5.9816,0.2585
296,2017,0.950765,1.4065,0.1121,5.9686,0.2371
296,2018,0.91558,1.5531,0.1085,6.0592,0.2651
296,2019,0.992934,1.5793,0.1288,6.0768,0.2445
297,2010,0.642845,1.2387,0.0952,3.8176,0.3312
297,2011,0.63023,1.2856,0.066,3.9617,0.3542
297,2012,0.578049,1.5514,0.047,3.8714,0.4256
297,2013,0.631814,1.7687,0.0715,3.9553,0.3641
297,2014,0.682162,1.7776,0.1189,4.0391,0.3824
297,2015,0.739096,1.908,0.1234,4.036,0.3263
297,2016,0.721705,1.9087,0.1014,4.0937,0.2848
297,2017,0.652735,1.5554,0.0907,3.977,0.2612
297,2018,0.586728,1.4895,0.0799,3.9885,0.2546
297,2019,0.719109,1.601,0.0931,3.8204,0.2813
298,2010,0.662186,1.4633,0.109,4.0459,0.2583
298,2011,0.662827,1.2897,0.1161,4.1,0.3248
298,2012,0.585791,1.5115,0.0752,3.9948,0.3097
298,2013,0.612505,1.3861,0.1273,3.9855,0.2835
298,2014,0.626179,1.4023,0.1187,3.9732,0.2699
298,2015,0.58859,1.4421,0.1124,4.0619,0.2727
298,2016,0.682212,1.8517,0.1544,4.0035,0.2292
298,2017,0.742416,1.9417,0.1247,3.9979,0.2749
298,2018,0.781744,2.0462,0.1285,3.9773,0.224
298,2019,0.788506,2.2352,0.1323,4.0086,0.2458
299,2010,0.997993,1.4558,0.1027,6.0929,0.3165
299,2011,0.910973,1.4174,0.0973,6.0717,0.3153
299,2012,0.964216,1.8769,0.1123,5.997,0.3182
299,2013,0.965878,1.6373,0.1109,6.0477,0.3393
299,2014,0.939961,1.6547,0.1313,6.0477,0.3051
299,2015,0.95077,1.543,0.0864,6.0453,0.3267
299,2016,0.975117,1.5,0.1031,6.1756,0.3163
299,2017,0.930126,1.3255,0.0617,6.1281,0.3345
299,2018,0.896744,1.5078,0.0849,6.0449,0.3115
299,2019,0.834874,1.3054,0.0893,6.0896,0.265
300,2010,0.743115,1.2518,0.1378,6.0399,0.4981
300,2011,0.80015,1.266,0.1481,6.0081,0.5066
300,2012,0.826139,1.2417,0.1452,5.9795,0.4279
300,2013,0.795701,1.0406,0.1303,5.9268,0.4096
300,2014,0.718999,1.1318,0.1295,5.8272,0.4543
300,2015,0.807361,1.462,0.1377,5.8649,0.4328
300,2016,0.82945,1.4141,0.1136,5.8528,0.3807
300,2017,0.922093,1.4944,0.1287,6.0064,0.4209
300,2018,0.926225,1.5256,0.1215,5.943,0.4116
300,2019,0.940223,1.7979,0.0978,5.9723,0.3943
301,2010,0.905434,1.7539,0.0414,6.0598,0.3383
301,2011,0.849182,1.4096,0.0906,5.9869,0.3715
301,2012,0.909128,1.6694,0.0778,5.92,0.3123
301,2013,0.971377,2.314,0.0947,6.0362,0.32
301,2014,1.0,2.2194,0.0724,6.0355,0.3674
301,2015,0.938725,1.8835,0.07,5.909,0.3238
301,2016,0.884728,1.4184,0.0937,5.9119,0.3068
301,2017,0.862085,1.5576,0.0688,5.8444,0.3668
301,2018,0.837079,1.4882,0.0843,5.9527,0.3894
301,2019,1.0,2.1622,0.0767,6.0675,0.3659
302,2010,0.871807,2.3513,0.0567,3.9397,0.2913
302,2011,0.792954,2.1827,0.054,3.8251,0.3166
302,2012,0.743531,2.0372,0.0861,3.7243,0.2817
302,2013,0.707791,1.8612,0.0697,3.7527,0.2582
302,2014,0.660484,1.6608,0.0339,3.7917,0.2668
302,2015,0.744581,1.915,0.062,3.7752,0.2538
302,2016,0.855925,2.2294,0.0761,3.844,0.2675
302,2017,0.819695,2.1636,0.0656,3.8823,0.2773
302,2018,0.756182,1.796,0.0636,3.9858,0.2518
302,2019,0.840064,2.0548,0.0785,3.9771,0.2068
303,2010,0.631404,1.2035,0.0763,4.196,0.4345
303,2011,0.66701,1.5037,0.0618,4.0981,0.4326
303,2012,0.676563,1.5399,0.0509,4.0625,0.4096
303,2013,0.620247,1.5802,0.0778,4.2054,0.3677
303,2014,0.714706,1.6877,0.1245,4.2318,0.3287
303,2015,0.708985,1.6426,0.1001,4.1272,0.3032
303,2016,0.659659,1.3821,0.0824,4.1417,0.3406
303,2017,0.723892,1.6127,0.0672,4.1086,0.3902
303,2018,0.761829,1.8817,0.091,4.085,0.3719
303,2019,0.766277,2.02,0.1035,4.0095,0.3674
304,2010,0.98392,1.9266,0.0893,6.053,0.3949
304,2011,0.953204,1.7063,0.094,6.0089,0.3333
304,2012,0.904133,1.7982,0.0522,5.8872,0.3288
304,2013,0.912611,1.7123,0.0873,5.9181,0.3854
304,2014,0.924304,1.5913,0.1027,5.9379,0.4056
304,2015,0.881516,1.5885,0.0817,5.8082,0.4047
304,2016,0.879204,1.4576,0.082,5.8361,0.3848
304,2017,0.889448,1.2519,0.0804,5.7157,0.4026
304,2018,0.87742,1.2039,0.1166,5.7147,0.373
304,2019,0.776356,0.7938,0.1017,5.8196,0.3715
305,2010,0.871977,2.3361,0.1088,3.7866,0.3723
305,2011,0.936846,2.1466,0.1153,3.8475,0.3679
305,2012,0.883695,2.2181,0.0994,4.0336,0.3769
305,2013,0.93793,2.3724,0.083,4.0933,0.385
305,2014,0.94199,2.0096,0.0627,4.1265,0.3665
305,2015,0.833096,2.0709,0.1092,4.1613,0.3426
305,2016,0.818481,1.7176,0.1146,4.1993,0.3674
305,2017,0.904119,1.7621,0.1007,4.2608,0.3672
305,2018,0.821793,1.6432,0.0816,4.267,0.4016
305,2019,0.834179,1.7188,0.0909,4.2173,0.3361
306,2010,0.647192,1.7385,0.0742,4.2017,0.2778
306,2011,0.708868,1.6913,0.079,4.2356,0.2401
306,2012,0.732764,1.773,0.1046,4.1462,0.242
306,2013,0.754278,1.7493,0.0788,4.1363,0.2441
306,2014,0.772969,1.8858,0.0489,3.9849,0.2401
306,2015,0.80712,1.9341,0.0559,4.0155,0.276
306,2016,0.798477,1.9465,0.0508,4.0605,0.2898
306,2017,0.714553,1.7323,0.0704,4.1193,0.3322
306,2018,0.678639,1.9995,0.0544,4.1138,0.2943
306,2019,0.5688,1.6288,0.0583,3.9792,0.2836
