region_id,country,year,gdp_per_capita,log_gdp_pc,fdi,rd_expenditure,infrastructure
EU_077,IE,2012,280309.61,12.5437,0.0007,0.0267,0.544
EU_078,IE,2012,206540.24,12.2383,0.02,0.0163,0.4071
EU_079,PL,2012,1408924.13,14.1583,0.0495,0.0158,0.7012
EU_080,PL,2012,1151866.6,13.9569,0.0403,0.0205,0.4543
EU_081,PL,2012,622057.08,13.3408,0.0496,0.0064,1.0
EU_082,PL,2012,674836.33,13.4222,0.0404,0.0153,0.8381
EU_083,PL,2012,52231.22,10.8634,0.0079,0.0,0.6425
EU_084,PL,2012,540242.66,13.1998,0.0234,0.0238,0.8054
EU_085,CZ,2012,78717.24,11.2736,0.0144,0.0,0.8212
EU_086,CZ,2012,3791102.33,15.1482,0.0566,0.03,0.4872
EU_087,CZ,2012,109741.4,11.6059,0.0061,0.0117,0.4368
EU_088,CZ,2012,1056050.89,13.87,0.0479,0.0129,0.6156
EU_089,CZ,2012,636419.07,13.3636,0.0479,0.0087,0.7723
EU_090,CZ,2012,1680517.83,14.3346,0.0666,0.0121,0.6278
EU_091,CZ,2012,724552.66,13.4933,0.0218,0.0292,0.2846
EU_092,CZ,2012,222021.76,12.3105,0.0442,0.0,0.4394
EU_093,CZ,2012,10862648.17,16.2008,0.0756,0.0278,0.5852
EU_094,CZ,2012,324694.64,12.6906,0.0176,0.0184,0.5849
EU_095,CZ,2012,45917.57,10.7346,0.0,0.0029,0.9945
EU_096,CZ,2012,41764.21,10.6398,0.0,0.0042,0.3228
EU_097,CZ,2012,4473043.16,15.3136,0.0443,0.0318,0.7011
EU_098,CZ,2012,52613.62,10.8707,0.0,0.0055,0.8978
EU_099,CZ,2012,145580.79,11.8885,0.0226,0.0035,1.0
EU_100,CZ,2012,1659151.16,14.3218,0.0387,0.0264,0.5191
EU_001,DE,2013,683351.26,13.4348,0.0536,0.0068,0.813
EU_002,DE,2013,125806.25,11.7425,0.0175,0.0078,0.8905
EU_003,DE,2013,2239142.1,14.6216,0.0309,0.0355,0.4167
EU_004,DE,2013,494676.58,13.1117,0.031,0.015,0.4326
EU_005,DE,2013,350789.06,12.7679,0.02,0.0228,0.5719
EU_006,DE,2013,51978.96,10.8586,0.0026,0.0071,0.6615
EU_007,FR,2013,324185.16,12.6891,0.0365,0.0072,0.4951
EU_008,FR,2013,923634.26,13.7361,0.0288,0.0258,0.8704
EU_009,FR,2013,280438.07,12.5441,0.04,0.0015,0.6848
EU_010,FR,2013,348683.71,12.7619,0.0193,0.0108,0.6079
EU_011,FR,2013,1319957.05,14.0931,0.0544,0.0153,0.3128
EU_012,FR,2013,216080.23,12.2834,0.0125,0.0161,0.3368
EU_013,IT,2013,2195335.12,14.6018,0.0642,0.0132,0.6562
EU_014,IT,2013,125802.74,11.7425,0.0,0.019,0.1735
EU_015,IT,2013,1021334.63,13.8366,0.0387,0.0219,0.8025
EU_016,IT,2013,1137033.26,13.9439,0.0395,0.0223,0.5684
EU_017,IT,2013,84035.02,11.339,0.0141,0.0051,1.0
EU_018,IT,2013,560049.57,13.2358,0.0385,0.0122,1.0
EU_019,ES,2013,3576843.58,15.09,0.0556,0.0269,0.5637
EU_020,ES,2013,179863.41,12.1,0.0,0.0239,0.5787
EU_021,ES,2013,338989.69,12.7337,0.0401,0.0013,0.7991
EU_022,ES,2013,108435.41,11.5939,0.0,0.0185,0.9406
EU_023,ES,2013,49132.23,10.8023,0.0107,0.0,0.2724
EU_024,ES,2013,1604622.71,14.2884,0.0626,0.0155,0.2427
EU_025,NL,2013,902329.64,13.7127,0.0184,0.034,0.4756
EU_026,NL,2013,83469.49,11.3322,0.0065,0.0055,0.7165
EU_027,NL,2013,168713.51,12.036,0.026,0.0067,0.6994
EU_028,NL,2013,6000607.89,15.6074,0.0714,0.0226,0.814
EU_029,NL,2013,27158.81,10.2095,0.0,0.0,0.3601
EU_030,NL,2013,91066.35,11.4193,0.009,0.0087,0.1368
EU_031,BE,2013,2831670.11,14.8564,0.0599,0.021,0.7716
EU_032,BE,2013,1553973.3,14.2563,0.0672,0.0087,0.4344
EU_033,BE,2013,314986.11,12.6603,0.0279,0.0126,0.1963
EU_034,BE,2013,180284.65,12.1023,0.0052,0.0224,0.629
EU_035,BE,2013,6452561.58,15.68,0.0719,0.0192,0.7586
EU_036,BE,2013,2807904.06,14.8479,0.0619,0.0177,0.5756
EU_037,AT,2013,534706.03,13.1895,0.0436,0.0116,0.5084
EU_038,AT,2013,275242.02,12.5254,0.0138,0.0187,0.5681
EU_039,AT,2013,299821.02,12.6109,0.029,0.0138,0.5259
EU_040,AT,2013,534684.06,13.1894,0.0268,0.0196,0.3304
EU_041,AT,2013,319383.12,12.6741,0.0366,0.01,0.4571
EU_042,AT,2013,1516125.07,14.2317,0.059,0.0132,0.7043
EU_043,PT,2013,566067.21,13.2465,0.0476,0.0051,0.6643
EU_044,PT,2013,144072.18,11.8781,0.0085,0.0146,0.6336
EU_045,PT,2013,809452.71,13.6041,0.0575,0.0069,0.401
EU_046,PT,2013,249514.52,12.4273,0.0363,0.0039,0.5637
EU_047,PT,2013,972036.15,13.7871,0.0437,0.0176,0.1646
EU_048,PT,2013,1952464.24,14.4846,0.0593,0.0171,0.6357
EU_049,GR,2013,366861.74,12.8127,0.0078,0.0228,0.8858
EU_050,GR,2013,244254.22,12.406,0.0293,0.0107,0.3052
EU_051,GR,2013,262116.09,12.4765,0.0194,0.0191,0.4828
EU_052,GR,2013,182924.01,12.1168,0.0,0.0205,0.6658
EU_053,GR,2013,1450814.58,14.1876,0.0369,0.0194,0.8506
EU_054,GR,2013,2810836.15,14.849,0.0802,0.0067,0.5104
EU_055,SE,2013,79409.99,11.2824,0.0,0.0165,0.4615
EU_056,SE,2013,459006.44,13.0368,0.0294,0.0186,0.2062
EU_057,SE,2013,890705.19,13.6998,0.0428,0.0151,0.6207
EU_058,SE,2013,159449.31,11.9795,0.0325,0.0,1.0
EU_059,SE,2013,446151.19,13.0084,0.0277,0.0166,0.6555
EU_060,SE,2013,753564.26,13.5326,0.004,0.0371,0.5955
EU_061,DK,2013,339633.08,12.7356,0.0347,0.0114,0.6644
EU_062,DK,2013,102278.09,11.5355,0.0149,0.0077,0.5978
EU_063,DK,2013,74616.24,11.2201,0.0,0.0187,0.4374
EU_064,DK,2013,1576647.47,14.2708,0.0539,0.0181,0.7647
EU_065,DK,2013,2696946.66,14.8076,0.0492,0.0269,0.6452
EU_066,DK,2013,128311.59,11.7622,0.031,0.0024,0.6035
EU_067,FI,2013,1232709.36,14.0247,0.0346,0.0223,0.4049
EU_068,FI,2013,2088221.01,14.5518,0.0515,0.0209,0.8607
EU_069,FI,2013,480392.24,13.0824,0.0345,0.0136,0.7329
EU_070,FI,2013,1501937.55,14.2223,0.0481,0.0184,0.4894
EU_071,FI,2013,830575.32,13.6299,0.0241,0.0253,0.8004
EU_072,FI,2013,2484119.16,14.7254,0.0562,0.0237,0.5005
EU_073,IE,2013,234801.64,12.3665,0.0364,0.0036,0.4436
EU_074,IE,2013,805910.8,13.5997,0.0339,0.0232,0.4481
EU_075,IE,2013,81762.87,11.3116,0.0046,0.0144,0.2458
EU_076,IE,2013,751344.71,13.5296,0.0357,0.0157,0.6943
EU_077,IE,2013,204305.22,12.2274,0.0134,0.0157,0.2338
EU_078,IE,2013,176758.08,12.0825,0.0172,0.0135,0.3543
EU_079,PL,2013,388064.65,12.8689,0.0137,0.0269,0.1849
EU_080,PL,2013,129284.78,11.7698,0.0087,0.0142,0.5828
EU_081,PL,2013,1531801.58,14.242,0.0725,0.0038,0.5699
EU_082,PL,2013,1286120.73,14.0671,0.0566,0.0111,0.5347
EU_083,PL,2013,3245027.14,14.9926,0.0684,0.0168,0.3915
EU_084,PL,2013,228683.25,12.3401,0.0055,0.0273,0.3656
EU_085,CZ,2013,1037080.28,13.8519,0.0314,0.021,0.6929
EU_086,CZ,2013,46041.32,10.7373,0.0041,0.0065,0.4899
EU_087,CZ,2013,1300595.14,14.0783,0.0161,0.0399,0.6633
EU_088,CZ,2013,219136.04,12.2974,0.0116,0.0176,0.423
EU_089,CZ,2013,4476548.25,15.3144,0.0548,0.0278,0.6362
EU_090,CZ,2013,276967.1,12.5317,0.0221,0.0135,0.8607
EU_091,CZ,2013,2095684.91,14.5554,0.0514,0.0203,0.7172
EU_092,CZ,2013,1460708.39,14.1944,0.0421,0.0234,0.5175
EU_093,CZ,2013,9424690.0,16.0588,0.0761,0.0272,0.6514
EU_094,CZ,2013,203154.47,12.2217,0.0004,0.0256,0.5519
EU_095,CZ,2013,3050531.84,14.9308,0.0552,0.0237,0.6016
EU_096,CZ,2013,1029416.14,13.8445,0.0529,0.0118,0.5349
EU_097,CZ,2013,135319.21,11.8154,0.0105,0.0093,0.5671
EU_098,CZ,2013,1767103.09,14.3849,0.0501,0.0183,0.6424
EU_099,CZ,2013,1448612.11,14.1861,0.0367,0.0243,0.4013
EU_100,CZ,2013,317450.51,12.6681,0.0255,0.0128,0.3968
EU_001,DE,2014,118917.95,11.6862,0.0189,0.0064,0.3
EU_002,DE,2014,339488.23,12.7352,0.0274,0.0147,0.4442
EU_003,DE,2014,2599390.99,14.7708,0.0634,0.0152,0.8702
EU_004,DE,2014,269794.46,12.5054,0.0111,0.0197,0.7772
EU_005,DE,2014,584078.86,13.2778,0.0623,0.0013,0.5875
EU_006,DE,2014,427439.05,12.9656,0.0236,0.0209,0.6486
EU_007,FR,2014,543691.38,13.2061,0.0565,0.0,0.5412
EU_008,FR,2014,56720.6,10.9459,0.0019,0.0087,0.8713
EU_009,FR,2014,488829.42,13.0998,0.0417,0.0101,0.5599
EU_010,FR,2014,531219.43,13.1829,0.0153,0.0213,0.6464
EU_011,FR,2014,118120.64,11.6795,0.0017,0.0152,0.8292
EU_012,FR,2014,183658.45,12.1208,0.0344,0.0009,0.4445
EU_013,IT,2014,724130.21,13.4927,0.0502,0.0052,0.9118
EU_014,IT,2014,179863.76,12.1,0.0131,0.017,0.2939
EU_015,IT,2014,94642.31,11.4579,0.0,0.0142,0.9259
EU_016,IT,2014,292597.43,12.5866,0.0282,0.0092,0.5255
EU_017,IT,2014,287157.49,12.5678,0.0283,0.0102,0.5515
EU_018,IT,2014,1081853.82,13.8942,0.041,0.022,0.222
EU_019,ES,2014,667941.13,13.412,0.049,0.0098,0.509
EU_020,ES,2014,295916.28,12.5978,0.0288,0.0141,0.392
EU_021,ES,2014,16722808.31,16.6323,0.0671,0.0367,0.4785
EU_022,ES,2014,138665.61,11.8398,0.0345,0.0008,0.5725
EU_023,ES,2014,108591.77,11.5954,0.0231,0.0,0.7916
EU_024,ES,2014,158192.01,11.9716,0.0,0.0228,0.6415
EU_025,NL,2014,158435.24,11.9731,0.0247,0.0082,0.6615
EU_026,NL,2014,281499.81,12.5479,0.0233,0.0118,0.3809
EU_027,NL,2014,714855.08,13.4798,0.0492,0.0072,0.4238
EU_028,NL,2014,573337.51,13.2592,0.0392,0.0124,0.9597
EU_029,NL,2014,423893.26,12.9572,0.0064,0.031,0.453
EU_030,NL,2014,1198621.01,13.9967,0.0334,0.023,0.9312
EU_031,BE,2014,1259870.48,14.0465,0.0434,0.0236,0.5514
EU_032,BE,2014,741366.71,13.5163,0.0606,0.0008,0.6005
EU_033,BE,2014,431915.66,12.976,0.0478,0.0035,0.8141
EU_034,BE,2014,283867.12,12.5563,0.0452,0.0,0.8544
EU_035,BE,2014,279703.82,12.5415,0.0312,0.0069,0.5778
EU_036,BE,2014,1310913.61,14.0862,0.0378,0.0246,0.5224
EU_037,AT,2014,1977933.03,14.4976,0.055,0.0202,0.5888
EU_038,AT,2014,102066.64,11.5334,0.0033,0.0128,0.6676
EU_039,AT,2014,339619.17,12.7356,0.023,0.0148,0.7783
EU_040,AT,2014,133138.05,11.7991,0.0145,0.0081,0.6008
EU_041,AT,2014,579201.62,13.2694,0.0376,0.017,0.7238
EU_042,AT,2014,3219486.23,14.9847,0.0546,0.0227,0.9277
EU_043,PT,2014,75469.16,11.2315,0.0181,0.0,0.6763
EU_044,PT,2014,150629.71,11.9226,0.0,0.018,0.6623
EU_045,PT,2014,454727.58,13.0275,0.0218,0.0243,0.2962
EU_046,PT,2014,542161.6,13.2033,0.0483,0.0108,0.1
EU_047,PT,2014,1279524.45,14.062,0.0408,0.022,0.6777
EU_048,PT,2014,7287123.11,15.8016,0.0386,0.0431,0.581
EU_049,GR,2014,410426.41,12.925,0.0244,0.014,0.497
EU_050,GR,2014,179652.77,12.0988,0.0044,0.0189,0.6487
EU_051,GR,2014,369913.98,12.821,0.0403,0.0076,0.5879
EU_052,GR,2014,274642.84,12.5232,0.0133,0.0168,0.8256
EU_053,GR,2014,7846628.45,15.8756,0.0737,0.0196,0.6172
EU_054,GR,2014,897176.54,13.707,0.0414,0.0169,0.4506
EU_055,SE,2014,91992.35,11.4295,0.0184,0.0048,0.798
EU_056,SE,2014,280079.89,12.5428,0.0178,0.0171,0.5566
EU_057,SE,2014,1475546.97,14.2045,0.0281,0.0296,0.7053
EU_058,SE,2014,491430.4,13.1051,0.0252,0.0195,0.5045
EU_059,SE,2014,2932396.17,14.8913,0.0523,0.0246,0.47
EU_060,SE,2014,447923.55,13.0124,0.0337,0.0126,0.6168
EU_061,DK,2014,367496.6,12.8145,0.0154,0.0225,0.6026
EU_062,DK,2014,3579348.27,15.0907,0.0678,0.0178,0.696
EU_063,DK,2014,135846.43,11.8193,0.031,0.0055,0.5463
EU_064,DK,2014,876765.16,13.684,0.0454,0.0182,0.2327
EU_065,DK,2014,97625.49,11.4889,0.0178,0.0051,0.5134
EU_066,DK,2014,338276.07,12.7316,0.0373,0.0087,0.7588
EU_067,FI,2014,879049.62,13.6866,0.0362,0.0169,0.5405
EU_068,FI,2014,78962.12,11.2767,0.0,0.018,0.5507
EU_069,FI,2014,1106884.38,13.9171,0.0703,0.0031,0.7973
EU_070,FI,2014,3874392.2,15.1699,0.0558,0.0255,0.4576
EU_071,FI,2014,517451.46,13.1567,0.0221,0.0207,0.2914
EU_072,FI,2014,62430.87,11.0418,0.008,0.008,0.5679
EU_073,IE,2014,184834.35,12.1272,0.037,0.0,0.5032
EU_074,IE,2014,351407.13,12.7697,0.0317,0.0136,0.4068
EU_075,IE,2014,298515.78,12.6066,0.0371,0.0105,0.5649
EU_076,IE,2014,614222.16,13.3281,0.0338,0.0161,0.6983
EU_077,IE,2014,511759.13,13.1456,0.0401,0.0114,0.5981
EU_078,IE,2014,461524.79,13.0423,0.0589,0.0,0.6614
EU_079,PL,2014,624286.89,13.3444,0.0414,0.0111,0.9627
EU_080,PL,2014,115390.53,11.6561,0.009,0.0119,0.5314
EU_081,PL,2014,3529109.27,15.0766,0.0573,0.0213,0.6557
EU_082,PL,2014,1174468.92,13.9763,0.0628,0.008,0.4982
EU_083,PL,2014,50989563.45,17.7471,0.093,0.0318,0.4307
EU_084,PL,2014,36480.93,10.5045,0.0075,0.0,0.483
EU_085,CZ,2014,1914313.48,14.4649,0.0349,0.0281,0.5042
EU_086,CZ,2014,60784.82,11.0151,0.0,0.0128,0.6719
EU_087,CZ,2014,1537497.0,14.2457,0.0411,0.0236,1.0
EU_088,CZ,2014,279901.33,12.5422,0.019,0.0158,0.4568
EU_089,CZ,2014,8667209.38,15.9751,0.0685,0.0264,0.5167
EU_090,CZ,2014,141657.46,11.8612,0.0145,0.0111,0.5874
EU_091,CZ,2014,41946.87,10.6442,0.0,0.004,0.6792
EU_092,CZ,2014,763485.52,13.5456,0.0206,0.0292,0.6527
EU_093,CZ,2014,74940.36,11.2244,0.0,0.0139,0.8568
EU_094,CZ,2014,1055677.8,13.8697,0.045,0.0172,0.1147
EU_095,CZ,2014,263055.42,12.4801,0.0,0.0273,0.1226
EU_096,CZ,2014,144322.06,11.8798,0.0306,0.0047,0.5008
EU_097,CZ,2014,167945.03,12.0314,0.0,0.021,0.8195
EU_098,CZ,2014,187454.78,12.1413,0.0236,0.0091,0.2869
EU_099,CZ,2014,1798920.53,14.4027,0.0629,0.0137,0.1
EU_100,CZ,2014,703465.79,13.4638,0.0372,0.0157,0.7142
EU_001,DE,2015,404999.73,12.9116,0.0215,0.0199,0.4082
EU_002,DE,2015,290644.13,12.5799,0.0027,0.0257,0.3295
EU_003,DE,2015,103799.38,11.5502,0.0105,0.0062,0.2833
EU_004,DE,2015,1614414.38,14.2945,0.0441,0.0185,0.6826
EU_005,DE,2015,76835.14,11.2494,0.0039,0.0137,0.5572
EU_006,DE,2015,163988.1,12.0075,0.0,0.0235,0.6759
EU_007,FR,2015,224929.64,12.3235,0.0174,0.0138,0.7381
EU_008,FR,2015,749785.57,13.5275,0.0446,0.0112,0.6531
EU_009,FR,2015,641440.27,13.3715,0.0261,0.0204,0.7316
EU_010,FR,2015,897316.25,13.7072,0.0207,0.0238,0.5861
EU_011,FR,2015,271070.87,12.5101,0.0309,0.0083,0.3626
EU_012,FR,2015,97277.55,11.4853,0.0,0.0144,0.8116
EU_013,IT,2015,400264.24,12.8999,0.0399,0.0044,0.4822
EU_014,IT,2015,194141.77,12.1763,0.0377,0.0,0.4129
EU_015,IT,2015,323784.19,12.6878,0.0218,0.017,0.5644
EU_016,IT,2015,1981195.89,14.4992,0.0501,0.0211,0.4174
EU_017,IT,2015,164783.0,12.0124,0.0075,0.0176,0.5165
EU_018,IT,2015,298345.87,12.606,0.0526,0.0,0.6688
EU_019,ES,2015,355707.47,12.7819,0.0331,0.0115,0.6697
EU_020,ES,2015,88447.81,11.3902,0.0233,0.0,0.4204
EU_021,ES,2015,1642102.72,14.3115,0.0296,0.0287,0.5025
EU_022,ES,2015,154305.53,11.9467,0.0279,0.0041,0.8149
EU_023,ES,2015,4256459.01,15.2639,0.0544,0.0276,0.6993
EU_024,ES,2015,304466.05,12.6263,0.0085,0.0245,1.0
EU_025,NL,2015,101588.64,11.5287,0.0147,0.006,0.836
EU_026,NL,2015,696018.33,13.4531,0.0507,0.0037,0.8289
EU_027,NL,2015,266213.5,12.4921,0.0181,0.0185,0.3224
EU_028,NL,2015,435187.13,12.9835,0.048,0.0066,0.7528
EU_029,NL,2015,2428139.52,14.7026,0.064,0.016,0.5894
EU_030,NL,2015,210933.86,12.2593,0.022,0.0102,0.4898
EU_031,BE,2015,202342.53,12.2177,0.0436,0.0,0.6336
EU_032,BE,2015,42730.29,10.6627,0.0069,0.0,0.789
EU_033,BE,2015,1216143.92,14.0112,0.0451,0.0173,0.7002
EU_034,BE,2015,320888.1,12.6788,0.034,0.0094,0.4243
EU_035,BE,2015,616214.42,13.3314,0.0395,0.0095,0.7485
EU_036,BE,2015,315676.49,12.6625,0.0171,0.022,0.4725
EU_037,AT,2015,189339.54,12.1513,0.0,0.0267,0.6433
EU_038,AT,2015,495526.47,13.1134,0.0401,0.0123,0.5393
EU_039,AT,2015,51449.63,10.8484,0.0,0.0116,0.5562
EU_040,AT,2015,405432.84,12.9127,0.0237,0.02,0.7532
EU_041,AT,2015,336545.16,12.7265,0.0488,0.0014,0.392
EU_042,AT,2015,703304.21,13.4635,0.0338,0.0172,0.989
EU_043,PT,2015,4573966.74,15.3359,0.069,0.0205,0.2358
EU_044,PT,2015,2682853.38,14.8024,0.0505,0.0218,0.4805
EU_045,PT,2015,63392.37,11.0571,0.0169,0.0,0.674
EU_046,PT,2015,279842.35,12.542,0.0305,0.0074,0.7169
EU_047,PT,2015,163145.27,12.0024,0.0291,0.0062,0.5799
EU_048,PT,2015,90273.38,11.4106,0.0,0.016,0.5885
EU_049,GR,2015,267508.58,12.4969,0.0112,0.0198,0.6821
EU_050,GR,2015,781185.94,13.5686,0.0188,0.03,0.5538
EU_051,GR,2015,58440.32,10.9758,0.0,0.0101,0.8786
EU_052,GR,2015,395496.42,12.8879,0.0309,0.01,0.7679
EU_053,GR,2015,1246638.4,14.036,0.025,0.0265,0.7746
EU_054,GR,2015,146437.09,11.8944,0.0,0.018,0.4068
EU_055,SE,2015,1582229.1,14.2743,0.0381,0.0277,0.5841
EU_056,SE,2015,1280809.82,14.063,0.0443,0.0179,0.5399
EU_057,SE,2015,240234.49,12.3894,0.0345,0.0034,0.3989
EU_058,SE,2015,88517.06,11.391,0.0235,0.0017,0.672
EU_059,SE,2015,244077.04,12.4052,0.0418,0.0,0.4925
EU_060,SE,2015,1518900.76,14.2335,0.0436,0.0216,0.7311
EU_061,DK,2015,1438351.12,14.179,0.0361,0.0269,0.386
EU_062,DK,2015,895948.26,13.7056,0.0135,0.0335,0.9438
EU_063,DK,2015,614513.79,13.3286,0.0355,0.0234,0.4207
EU_064,DK,2015,3045788.18,14.9293,0.0539,0.0266,0.6439
EU_065,DK,2015,164999.99,12.0137,0.0181,0.0092,0.7584
EU_066,DK,2015,1127588.12,13.9356,0.072,0.0034,0.4859
EU_067,FI,2015,649230.86,13.3835,0.0195,0.0235,0.7705
EU_068,FI,2015,553844.47,13.2246,0.0306,0.0192,0.3542
EU_069,FI,2015,227650.02,12.3356,0.0166,0.0161,0.8904
EU_070,FI,2015,750982.28,13.5291,0.0345,0.0189,0.6028
EU_071,FI,2015,158735.88,11.975,0.0,0.0182,0.4807
EU_072,FI,2015,476712.83,13.0747,0.0191,0.0278,0.5402
EU_073,IE,2015,528326.96,13.1775,0.0082,0.0279,0.7618
EU_074,IE,2015,669581.59,13.4144,0.0327,0.0204,0.4831
EU_075,IE,2015,2039936.09,14.5284,0.0499,0.0235,0.4501
EU_076,IE,2015,1202762.54,14.0001,0.0429,0.0201,0.5557
EU_077,IE,2015,68981.73,11.1416,0.0,0.0104,0.3646
EU_078,IE,2015,6934262.47,15.752,0.0708,0.0226,0.9641
EU_079,PL,2015,202391.2,12.218,0.0359,0.0011,0.4867
EU_080,PL,2015,464056.46,13.0478,0.0145,0.0255,0.7663
EU_081,PL,2015,194466.38,12.178,0.0331,0.0031,0.6419
EU_082,PL,2015,644225.11,13.3758,0.0335,0.0179,0.4031
EU_083,PL,2015,165171.65,12.0147,0.0167,0.0065,0.5988
EU_084,PL,2015,673474.26,13.4202,0.034,0.0205,0.7568
EU_085,CZ,2015,280429.77,12.5441,0.0179,0.0147,0.5623
EU_086,CZ,2015,74172.1,11.2141,0.0219,0.0,0.8386
EU_087,CZ,2015,296130.58,12.5986,0.0163,0.0192,0.8043
EU_088,CZ,2015,69093.45,11.1432,0.0013,0.0092,0.7838
EU_089,CZ,2015,895220.42,13.7048,0.0329,0.0238,0.5081
EU_090,CZ,2015,627399.37,13.3493,0.0417,0.015,0.384
EU_091,CZ,2015,916901.59,13.7288,0.0403,0.019,0.4773
EU_092,CZ,2015,445905.7,13.0079,0.0464,0.0054,0.6392
EU_093,CZ,2015,393205.83,12.8821,0.0365,0.0091,0.7092
EU_094,CZ,2015,186093.25,12.134,0.0193,0.0104,0.1657
EU_095,CZ,2015,2047967.28,14.5324,0.0468,0.0236,0.5984
EU_096,CZ,2015,377903.18,12.8424,0.0028,0.0318,0.6316
EU_097,CZ,2015,109446.8,11.6032,0.012,0.0069,0.5445
EU_098,CZ,2015,492775.63,13.1078,0.0107,0.0258,0.8583
EU_099,CZ,2015,442308.2,12.9998,0.0516,0.0,0.6844
EU_100,CZ,2015,472597.44,13.066,0.0489,0.0031,0.862
EU_001,DE,2016,243670.77,12.4036,0.0101,0.0201,0.5216
EU_002,DE,2016,95401.87,11.4659,0.0011,0.0144,0.3964
EU_003,DE,2016,253838.11,12.4445,0.0433,0.001,0.3945
EU_004,DE,2016,478729.34,13.0789,0.0416,0.0079,0.5253
EU_005,DE,2016,556800.27,13.23,0.0415,0.0124,0.7289
EU_006,DE,2016,91873.88,11.4282,0.0274,0.0,0.7856
EU_007,FR,2016,1127646.77,13.9356,0.0581,0.0076,0.5007
EU_008,FR,2016,479335.26,13.0802,0.0203,0.0215,0.3693
EU_009,FR,2016,3701447.07,15.1242,0.0491,0.0293,0.6536
EU_010,FR,2016,501855.26,13.1261,0.0292,0.0108,0.4353
EU_011,FR,2016,533139.08,13.1865,0.0178,0.0226,0.4963
EU_012,FR,2016,323232.09,12.6861,0.0419,0.0,0.8651
EU_013,IT,2016,1312485.82,14.0874,0.0382,0.0216,0.7654
EU_014,IT,2016,351655.51,12.7704,0.0371,0.007,0.6316
EU_015,IT,2016,529309.01,13.1793,0.0316,0.0181,0.3456
EU_016,IT,2016,366049.67,12.8105,0.0292,0.0125,0.6423
EU_017,IT,2016,10415945.92,16.1588,0.0778,0.0282,0.8125
EU_018,IT,2016,813528.51,13.6091,0.0537,0.0063,0.5249
EU_019,ES,2016,1544620.13,14.2503,0.0445,0.0213,0.8702
EU_020,ES,2016,447857.18,13.0122,0.0322,0.0122,0.8585
EU_021,ES,2016,1644498.42,14.3129,0.0501,0.0134,0.9327
EU_022,ES,2016,454512.04,13.027,0.0404,0.0132,0.661
EU_023,ES,2016,255606.87,12.4514,0.0305,0.0065,0.7175
EU_024,ES,2016,234910.12,12.367,0.0239,0.0149,0.8828
EU_025,NL,2016,458972.36,13.0367,0.0284,0.0144,0.6895
EU_026,NL,2016,121100.35,11.7044,0.0,0.0174,0.4998
EU_027,NL,2016,513641.68,13.1493,0.0342,0.0158,0.5103
EU_028,NL,2016,425232.74,12.9604,0.0202,0.023,0.6477
EU_029,NL,2016,4332980.48,15.2818,0.0619,0.0242,0.3419
EU_030,NL,2016,218404.13,12.2941,0.0304,0.0045,0.5713
EU_031,BE,2016,222762.52,12.3139,0.0062,0.0237,0.8193
EU_032,BE,2016,161739.66,11.9937,0.029,0.0031,0.1617
EU_033,BE,2016,285365.98,12.5615,0.0091,0.0209,0.9069
EU_034,BE,2016,1183601.19,13.9841,0.0395,0.0212,0.8245
EU_035,BE,2016,257609.94,12.4592,0.0358,0.0,0.508
EU_036,BE,2016,1791423.51,14.3985,0.0492,0.0159,0.7087
EU_037,AT,2016,123863.57,11.7269,0.0142,0.0103,0.6006
EU_038,AT,2016,257816.72,12.46,0.0307,0.0074,0.846
EU_039,AT,2016,375333.8,12.8356,0.0027,0.0285,0.7965
EU_040,AT,2016,586334.35,13.2816,0.044,0.0085,0.32
EU_041,AT,2016,367506.81,12.8145,0.0404,0.0069,0.7175
EU_042,AT,2016,626105.63,13.3473,0.0399,0.0158,0.5589
EU_043,PT,2016,801669.62,13.5945,0.03,0.0219,0.6166
EU_044,PT,2016,593321.54,13.2935,0.0383,0.0136,0.4544
EU_045,PT,2016,5578822.83,15.5345,0.0621,0.0267,0.9496
EU_046,PT,2016,570786.2,13.2548,0.0243,0.0203,0.808
EU_047,PT,2016,111606.07,11.6227,0.0328,0.0,0.452
EU_048,PT,2016,81575.22,11.3093,0.0083,0.0097,0.3331
EU_049,GR,2016,167345.72,12.0278,0.0126,0.0094,0.5229
EU_050,GR,2016,773399.83,13.5586,0.032,0.0198,0.6869
EU_051,GR,2016,355627.83,12.7816,0.0521,0.0,0.648
EU_052,GR,2016,3303163.48,15.0104,0.0249,0.0405,0.8506
EU_053,GR,2016,768066.27,13.5516,0.0253,0.0203,0.758
EU_054,GR,2016,386748.5,12.8655,0.0219,0.0165,0.7939
EU_055,SE,2016,466977.37,13.054,0.0193,0.0268,0.6654
EU_056,SE,2016,2908114.53,14.883,0.0359,0.0384,0.3221
EU_057,SE,2016,250360.07,12.4307,0.0001,0.0237,0.5609
EU_058,SE,2016,3244909.5,14.9926,0.0556,0.0245,0.812
EU_059,SE,2016,265242.24,12.4884,0.0167,0.0163,0.5897
EU_060,SE,2016,899594.14,13.7097,0.0444,0.0136,0.7006
EU_061,DK,2016,69178.21,11.1444,0.0046,0.0102,0.5363
EU_062,DK,2016,450705.18,13.0186,0.0434,0.0067,0.394
EU_063,DK,2016,286606.6,12.5659,0.0434,0.0081,0.5753
EU_064,DK,2016,163112.17,12.0022,0.0377,0.0015,0.6618
