county_id,year,yield_per_acre,rainfall,fertilizer,temperature,latitude,longitude
88,2015,125.11,105.59,116.15,17.96,38.0277,-93.4173
88,2016,118.38,108.1,96.89,14.36,38.0277,-93.4173
88,2017,154.58,106.69,199.9,9.76,38.0277,-93.4173
88,2018,136.21,109.67,143.96,13.63,38.0277,-93.4173
88,2019,101.29,95.89,63.2,19.63,38.0277,-93.4173
89,2010,128.24,106.1,91.19,10.01,38.0013,-92.8546
89,2011,128.74,105.41,109.66,10.32,38.0013,-92.8546
89,2012,122.96,106.17,127.04,9.48,38.0013,-92.8546
89,2013,129.01,106.65,110.84,11.91,38.0013,-92.8546
89,2014,126.76,106.49,82.69,16.88,38.0013,-92.8546
89,2015,111.08,104.15,67.59,14.75,38.0013,-92.8546
89,2016,145.39,112.41,128.13,11.58,38.0013,-92.8546
89,2017,134.43,101.17,144.89,14.36,38.0013,-92.8546
89,2018,144.65,104.74,132.16,16.66,38.0013,-92.8546
89,2019,126.59,106.14,128.96,13.64,38.0013,-92.8546
90,2010,94.71,105.83,53.56,17.49,37.9735,-92.228
90,2011,110.01,104.25,89.02,17.39,37.9735,-92.228
90,2012,105.38,109.6,29.02,11.93,37.9735,-92.228
90,2013,101.42,101.52,33.13,12.32,37.9735,-92.228
90,2014,110.34,108.38,29.82,8.04,37.9735,-92.228
90,2015,109.04,105.45,60.87,15.02,37.9735,-92.228
90,2016,141.85,102.25,169.58,15.84,37.9735,-92.228
90,2017,117.38,99.0,78.82,14.79,37.9735,-92.228
90,2018,134.69,112.55,123.16,11.26,37.9735,-92.228
90,2019,132.82,105.8,125.91,9.9,37.9735,-92.228
91,2010,108.47,100.87,50.89,16.56,38.0626,-92.0857
91,2011,129.46,113.57,74.66,11.53,38.0626,-92.0857
91,2012,122.95,102.86,96.64,11.54,38.0626,-92.0857
91,2013,119.24,101.72,121.17,14.52,38.0626,-92.0857
91,2014,141.48,103.48,115.61,12.27,38.0626,-92.0857
91,2015,136.57,104.95,122.6,14.29,38.0626,-92.0857
91,2016,119.36,110.87,87.35,14.35,38.0626,-92.0857
91,2017,115.56,101.98,65.88,9.86,38.0626,-92.0857
91,2018,117.9,105.94,72.54,14.4,38.0626,-92.0857
91,2019,140.13,112.41,151.61,21.74,38.0626,-92.0857
92,2010,107.59,99.09,66.88,15.57,37.8929,-91.4518
92,2011,137.66,108.01,155.74,11.88,37.8929,-91.4518
92,2012,118.53,101.52,123.41,15.7,37.8929,-91.4518
92,2013,125.06,106.79,129.61,13.01,37.8929,-91.4518
92,2014,105.6,101.68,70.83,10.62,37.8929,-91.4518
92,2015,129.71,104.52,155.91,11.37,37.8929,-91.4518
92,2016,100.74,103.83,55.61,11.22,37.8929,-91.4518
92,2017,101.05,101.28,62.47,16.08,37.8929,-91.4518
92,2018,125.14,103.19,133.82,18.25,37.8929,-91.4518
92,2019,124.75,103.68,112.73,10.88,37.8929,-91.4518
93,2010,154.12,107.48,168.74,16.3,37.9777,-90.9286
93,2011,125.85,110.37,60.97,14.31,37.9777,-90.9286
93,2012,136.81,95.0,150.71,19.14,37.9777,-90.9286
93,2013,129.78,104.58,101.7,13.98,37.9777,-90.9286
93,2014,126.83,112.11,44.97,17.48,37.9777,-90.9286
93,2015,141.14,111.95,131.63,10.76,37.9777,-90.9286
93,2016,143.77,108.13,158.62,15.26,37.9777,-90.9286
93,2017,131.26,109.3,102.16,17.71,37.9777,-90.9286
93,2018,121.94,108.47,55.54,13.58,37.9777,-90.9286
93,2019,134.56,103.99,134.04,13.56,37.9777,-90.9286
94,2010,148.13,104.62,176.19,19.1,38.0473,-90.5073
94,2011,115.54,95.73,113.62,11.89,38.0473,-90.5073
94,2012,119.19,108.04,50.55,8.09,38.0473,-90.5073
94,2013,161.98,106.82,198.82,15.59,38.0473,-90.5073
94,2014,108.4,107.06,28.84,21.92,38.0473,-90.5073
94,2015,137.7,101.71,107.5,7.53,38.0473,-90.5073
94,2016,120.4,110.13,76.2,12.2,38.0473,-90.5073
94,2017,151.08,101.19,164.3,12.26,38.0473,-90.5073
94,2018,153.45,102.42,180.82,14.32,38.0473,-90.5073
94,2019,136.02,103.32,131.65,14.81,38.0473,-90.5073
95,2010,111.72,116.04,111.61,15.39,37.9153,-90.1515
95,2011,88.4,104.78,38.04,7.51,37.9153,-90.1515
95,2012,110.05,103.63,93.96,18.79,37.9153,-90.1515
95,2013,132.89,104.89,137.95,15.62,37.9153,-90.1515
95,2014,107.56,102.4,110.89,19.8,37.9153,-90.1515
95,2015,92.03,106.49,72.61,19.45,37.9153,-90.1515
95,2016,105.01,105.72,85.5,18.29,37.9153,-90.1515
95,2017,124.39,107.26,129.12,13.95,37.9153,-90.1515
95,2018,97.83,105.93,76.19,14.51,37.9153,-90.1515
95,2019,96.12,103.64,49.08,9.22,37.9153,-90.1515
96,2010,114.13,105.81,51.1,16.16,37.9553,-89.4144
96,2011,154.95,102.05,180.15,17.96,37.9553,-89.4144
96,2012,139.55,106.12,108.54,18.4,37.9553,-89.4144
96,2013,122.67,97.24,97.12,15.96,37.9553,-89.4144
96,2014,125.32,105.83,97.03,16.81,37.9553,-89.4144
96,2015,130.08,109.05,114.26,14.46,37.9553,-89.4144
96,2016,135.61,105.34,137.26,14.26,37.9553,-89.4144
96,2017,127.89,109.94,95.84,13.49,37.9553,-89.4144
96,2018,134.12,111.05,104.48,16.8,37.9553,-89.4144
96,2019,123.58,106.07,96.63,17.71,37.9553,-89.4144
97,2010,103.59,118.74,44.86,15.32,38.0214,-89.1246
97,2011,131.1,96.55,177.55,17.68,38.0214,-89.1246
97,2012,112.85,103.86,90.36,14.66,38.0214,-89.1246
97,2013,110.8,109.09,61.89,15.29,38.0214,-89.1246
97,2014,132.94,106.53,134.74,16.75,38.0214,-89.1246
97,2015,144.34,108.17,169.92,15.56,38.0214,-89.1246
97,2016,110.34,109.69,67.66,13.36,38.0214,-89.1246
97,2017,138.42,111.33,155.28,16.01,38.0214,-89.1246
97,2018,115.28,104.99,108.12,17.68,38.0214,-89.1246
97,2019,102.55,108.14,36.19,15.32,38.0214,-89.1246
98,2010,128.73,105.11,105.63,12.38,38.0173,-88.4615
98,2011,118.39,101.63,56.7,19.98,38.0173,-88.4615
98,2012,151.51,103.96,119.15,12.78,38.0173,-88.4615
98,2013,147.81,113.8,114.65,9.78,38.0173,-88.4615
98,2014,135.53,111.24,78.28,9.9,38.0173,-88.4615
98,2015,139.01,102.03,83.82,8.4,38.0173,-88.4615
98,2016,133.0,111.18,61.33,14.76,38.0173,-88.4615
98,2017,163.21,107.35,143.56,15.3,38.0173,-88.4615
98,2018,127.41,111.83,55.66,14.25,38.0173,-88.4615
98,2019,146.05,109.66,130.17,15.95,38.0173,-88.4615
99,2010,104.89,104.29,50.52,10.97,38.4116,-94.9846
99,2011,98.76,108.5,20.88,11.29,38.4116,-94.9846
99,2012,132.91,108.9,141.14,14.31,38.4116,-94.9846
99,2013,108.67,115.16,60.58,13.7,38.4116,-94.9846
99,2014,144.69,112.84,134.41,13.05,38.4116,-94.9846
99,2015,141.24,105.27,171.45,12.43,38.4116,-94.9846
99,2016,121.03,99.03,112.87,14.97,38.4116,-94.9846
99,2017,111.97,110.9,67.1,10.87,38.4116,-94.9846
99,2018,100.57,101.15,64.92,11.27,38.4116,-94.9846
99,2019,129.28,103.08,106.38,13.89,38.4116,-94.9846
100,2010,109.11,112.47,46.7,11.05,38.5058,-94.6143
100,2011,126.81,117.58,117.38,13.82,38.5058,-94.6143
100,2012,104.99,99.66,63.66,8.9,38.5058,-94.6143
100,2013,129.29,110.4,105.82,9.45,38.5058,-94.6143
100,2014,109.97,100.93,69.55,16.78,38.5058,-94.6143
100,2015,99.82,103.58,77.67,16.87,38.5058,-94.6143
100,2016,127.58,107.41,126.77,14.97,38.5058,-94.6143
100,2017,124.05,110.83,106.15,9.75,38.5058,-94.6143
100,2018,102.98,106.37,64.23,10.14,38.5058,-94.6143
100,2019,115.53,116.55,82.54,8.38,38.5058,-94.6143
101,2010,123.61,105.97,118.68,12.45,38.5358,-93.9439
101,2011,103.55,107.54,57.53,13.55,38.5358,-93.9439
101,2012,108.33,107.03,103.06,11.47,38.5358,-93.9439
101,2013,121.35,103.59,118.51,7.58,38.5358,-93.9439
101,2014,115.21,113.04,73.43,10.71,38.5358,-93.9439
101,2015,102.2,103.73,80.75,14.33,38.5358,-93.9439
101,2016,109.9,109.21,71.12,7.92,38.5358,-93.9439
101,2017,97.36,106.95,73.83,12.55,38.5358,-93.9439
101,2018,120.08,107.24,110.51,14.87,38.5358,-93.9439
101,2019,107.78,108.85,102.14,16.85,38.5358,-93.9439
102,2010,111.85,98.18,91.35,12.48,38.6083,-93.3946
102,2011,109.89,103.77,83.5,13.43,38.6083,-93.3946
102,2012,121.89,114.03,73.76,12.39,38.6083,-93.3946
102,2013,125.13,112.58,88.6,11.15,38.6083,-93.3946
102,2014,122.73,109.37,122.18,15.52,38.6083,-93.3946
102,2015,127.64,110.52,126.25,10.08,38.6083,-93.3946
102,2016,132.17,111.43,164.72,13.37,38.6083,-93.3946
102,2017,149.25,105.44,222.53,9.4,38.6083,-93.3946
102,2018,105.81,107.73,44.68,13.75,38.6083,-93.3946
102,2019,111.29,104.07,96.05,13.89,38.6083,-93.3946
103,2010,115.16,104.74,97.32,15.06,38.3622,-93.0938
103,2011,104.29,103.11,76.79,16.18,38.3622,-93.0938
103,2012,123.17,104.11,136.54,11.16,38.3622,-93.0938
103,2013,107.67,101.49,91.05,15.5,38.3622,-93.0938
103,2014,97.64,100.83,50.77,13.55,38.3622,-93.0938
103,2015,104.51,94.69,76.28,9.08,38.3622,-93.0938
103,2016,92.72,105.0,69.28,15.52,38.3622,-93.0938
103,2017,106.48,104.1,57.88,11.36,38.3622,-93.0938
103,2018,154.23,105.62,192.47,9.4,38.3622,-93.0938
103,2019,116.23,112.42,74.01,13.15,38.3622,-93.0938
104,2010,113.34,103.96,55.34,12.94,38.5515,-92.4486
104,2011,130.16,97.21,92.81,12.97,38.5515,-92.4486
104,2012,124.35,108.57,79.92,14.52,38.5515,-92.4486
104,2013,129.84,104.44,112.34,14.93,38.5515,-92.4486
104,2014,123.35,106.25,85.64,18.69,38.5515,-92.4486
104,2015,153.5,110.2,154.41,7.38,38.5515,-92.4486
104,2016,124.67,95.18,99.25,16.01,38.5515,-92.4486
104,2017,116.13,114.14,44.67,10.15,38.5515,-92.4486
104,2018,115.33,106.46,27.0,11.82,38.5515,-92.4486
104,2019,139.04,109.66,128.84,15.63,38.5515,-92.4486
105,2010,94.56,111.31,21.12,11.04,38.5515,-91.6147
105,2011,133.04,103.18,135.58,19.59,38.5515,-91.6147
105,2012,125.33,99.51,123.1,15.71,38.5515,-91.6147
105,2013,98.96,95.83,63.48,12.19,38.5515,-91.6147
105,2014,114.3,104.04,93.9,17.55,38.5515,-91.6147
105,2015,141.46,103.88,182.16,15.19,38.5515,-91.6147
105,2016,123.21,119.61,78.87,11.03,38.5515,-91.6147
105,2017,150.14,98.96,219.35,10.19,38.5515,-91.6147
105,2018,126.76,98.75,115.1,20.3,38.5515,-91.6147
105,2019,104.75,101.2,64.89,18.55,38.5515,-91.6147
106,2010,115.63,107.49,92.08,17.45,38.5571,-91.3864
106,2011,117.48,108.16,111.62,13.52,38.5571,-91.3864
106,2012,132.3,107.27,148.66,16.38,38.5571,-91.3864
106,2013,98.4,104.97,50.0,14.59,38.5571,-91.3864
106,2014,104.47,102.21,67.34,8.43,38.5571,-91.3864
106,2015,136.63,108.6,134.55,10.48,38.5571,-91.3864
106,2016,94.69,112.95,68.17,12.13,38.5571,-91.3864
106,2017,113.73,99.51,103.37,17.15,38.5571,-91.3864
106,2018,120.7,112.74,112.16,9.08,38.5571,-91.3864
106,2019,113.72,99.9,115.95,16.37,38.5571,-91.3864
107,2010,119.64,108.29,77.91,10.72,38.5954,-90.9349
107,2011,127.68,105.12,100.02,17.1,38.5954,-90.9349
107,2012,96.12,107.66,20.77,13.0,38.5954,-90.9349
107,2013,116.74,101.27,101.05,14.28,38.5954,-90.9349
107,2014,128.39,109.57,89.18,19.68,38.5954,-90.9349
107,2015,119.69,112.75,74.46,15.59,38.5954,-90.9349
107,2016,140.11,108.68,127.33,12.18,38.5954,-90.9349
107,2017,117.15,110.1,118.81,13.57,38.5954,-90.9349
107,2018,116.77,113.99,36.47,16.81,38.5954,-90.9349
107,2019,132.95,101.08,144.25,17.75,38.5954,-90.9349
108,2010,139.03,102.56,144.14,12.37,38.4685,-90.4241
108,2011,127.89,104.98,104.53,15.51,38.4685,-90.4241
108,2012,113.59,106.97,73.81,10.35,38.4685,-90.4241
108,2013,129.36,103.3,100.57,16.96,38.4685,-90.4241
108,2014,138.54,119.42,68.28,14.93,38.4685,-90.4241
108,2015,115.91,109.19,53.89,13.39,38.4685,-90.4241
108,2016,112.66,102.18,56.24,13.76,38.4685,-90.4241
108,2017,100.99,104.05,37.08,12.57,38.4685,-90.4241
108,2018,114.81,100.6,96.32,14.28,38.4685,-90.4241
108,2019,132.03,112.83,106.21,20.8,38.4685,-90.4241
109,2010,122.28,103.12,122.39,14.67,38.4227,-90.0237
109,2011,131.95,106.47,119.11,8.93,38.4227,-90.0237
109,2012,143.04,108.34,201.75,12.67,38.4227,-90.0237
109,2013,116.64,108.18,79.18,15.37,38.4227,-90.0237
109,2014,110.59,104.72,82.47,16.34,38.4227,-90.0237
109,2015,112.71,107.21,78.25,10.12,38.4227,-90.0237
109,2016,114.23,100.77,83.72,8.36,38.4227,-90.0237
109,2017,111.64,108.51,77.76,14.82,38.4227,-90.0237
109,2018,133.62,105.44,168.6,16.73,38.4227,-90.0237
109,2019,119.64,109.46,105.97,24.26,38.4227,-90.0237
110,2010,115.61,106.81,91.39,12.32,38.4515,-89.4918
110,2011,100.35,102.39,38.5,16.27,38.4515,-89.4918
110,2012,122.98,104.31,94.61,17.81,38.4515,-89.4918
110,2013,121.9,103.97,65.22,14.7,38.4515,-89.4918
110,2014,154.79,107.93,201.01,10.38,38.4515,-89.4918
110,2015,114.77,104.03,63.37,13.4,38.4515,-89.4918
110,2016,127.03,109.16,94.6,14.19,38.4515,-89.4918
110,2017,134.72,111.15,125.84,11.43,38.4515,-89.4918
110,2018,103.77,106.37,36.37,21.08,38.4515,-89.4918
110,2019,126.65,116.16,86.11,14.47,38.4515,-89.4918
111,2010,130.39,106.17,67.99,16.94,38.7315,-89.1867
111,2011,106.33,110.94,27.4,21.14,38.7315,-89.1867
111,2012,133.1,105.66,83.72,23.52,38.7315,-89.1867
111,2013,130.52,110.83,105.02,13.06,38.7315,-89.1867
111,2014,150.76,110.88,101.15,12.96,38.7315,-89.1867
111,2015,132.47,110.45,81.76,13.46,38.7315,-89.1867
111,2016,124.55,99.09,94.83,15.08,38.7315,-89.1867
111,2017,148.06,108.92,125.17,16.35,38.7315,-89.1867
111,2018,163.65,105.36,170.68,9.69,38.7315,-89.1867
111,2019,170.57,101.93,199.38,11.04,38.7315,-89.1867
112,2010,113.74,121.77,58.91,12.69,38.5686,-88.6613
112,2011,114.05,102.69,59.38,17.55,38.5686,-88.6613
112,2012,106.85,96.02,80.92,14.12,38.5686,-88.6613
112,2013,100.1,100.94,45.63,18.55,38.5686,-88.6613
112,2014,108.18,103.85,67.85,13.58,38.5686,-88.6613
112,2015,130.5,100.34,116.05,19.35,38.5686,-88.6613
112,2016,102.68,103.05,23.24,16.63,38.5686,-88.6613
112,2017,104.42,112.04,45.21,16.49,38.5686,-88.6613
112,2018,114.25,95.81,83.84,14.62,38.5686,-88.6613
112,2019,148.26,112.64,154.79,14.53,38.5686,-88.6613
113,2010,92.6,113.36,21.27,12.34,38.9528,-94.8911
113,2011,116.22,104.53,53.48,12.0,38.9528,-94.8911
113,2012,117.14,103.4,89.64,14.07,38.9528,-94.8911
113,2013,114.42,108.37,55.22,7.6,38.9528,-94.8911
113,2014,120.86,102.41,100.48,16.31,38.9528,-94.8911
113,2015,130.81,102.59,122.12,12.21,38.9528,-94.8911
113,2016,130.4,108.74,111.86,16.1,38.9528,-94.8911
113,2017,121.78,104.51,72.04,12.08,38.9528,-94.8911
113,2018,116.31,110.11,40.34,16.24,38.9528,-94.8911
113,2019,120.84,111.44,84.85,11.5,38.9528,-94.8911
114,2010,113.24,110.48,69.7,15.2,39.0064,-94.6078
114,2011,109.47,101.83,99.26,11.42,39.0064,-94.6078
114,2012,123.24,104.43,118.2,15.12,39.0064,-94.6078
114,2013,155.21,116.69,224.96,9.77,39.0064,-94.6078
114,2014,137.05,108.19,165.8,8.57,39.0064,-94.6078
114,2015,120.73,104.16,93.44,13.67,39.0064,-94.6078
114,2016,119.79,111.44,114.01,6.23,39.0064,-94.6078
114,2017,122.68,109.48,114.31,9.09,39.0064,-94.6078
114,2018,146.82,103.02,208.52,17.57,39.0064,-94.6078
114,2019,123.88,108.84,116.58,17.93,39.0064,-94.6078
115,2010,114.44,110.45,100.94,15.62,38.9285,-93.932
115,2011,131.68,110.65,151.96,8.54,38.9285,-93.932
115,2012,118.04,105.12,134.38,12.39,38.9285,-93.932
115,2013,114.5,105.11,85.42,16.33,38.9285,-93.932
115,2014,120.17,103.55,101.98,19.57,38.9285,-93.932
115,2015,142.11,107.19,184.92,12.81,38.9285,-93.932
115,2016,100.6,108.44,42.2,16.25,38.9285,-93.932
115,2017,100.26,105.78,32.84,10.93,38.9285,-93.932
115,2018,112.48,103.4,96.36,8.75,38.9285,-93.932
115,2019,131.85,108.62,128.47,14.8,38.9285,-93.932
116,2010,132.54,118.86,98.15,12.19,38.927,-93.4784
116,2011,127.86,96.65,135.75,13.28,38.927,-93.4784
116,2012,138.2,106.04,108.87,15.82,38.927,-93.4784
116,2013,157.66,116.68,176.82,21.62,38.927,-93.4784
116,2014,134.62,108.1,78.42,15.43,38.927,-93.4784
116,2015,111.21,111.66,52.67,15.74,38.927,-93.4784
116,2016,134.54,110.74,101.56,8.74,38.927,-93.4784
116,2017,141.11,102.49,129.03,17.17,38.927,-93.4784
116,2018,150.81,115.6,156.67,14.22,38.927,-93.4784
116,2019,115.35,101.37,64.0,11.29,38.927,-93.4784
117,2010,125.25,107.81,97.43,15.7,39.0046,-93.0652
117,2011,115.5,109.24,88.15,15.58,39.0046,-93.0652
117,2012,117.47,108.45,65.62,14.17,39.0046,-93.0652
117,2013,106.79,102.5,65.17,14.01,39.0046,-93.0652
117,2014,109.75,113.32,60.87,20.48,39.0046,-93.0652
117,2015,131.07,113.33,114.32,10.61,39.0046,-93.0652
117,2016,112.31,102.85,61.64,15.93,39.0046,-93.0652
117,2017,116.62,101.85,63.78,12.86,39.0046,-93.0652
117,2018,112.03,115.5,43.53,11.02,39.0046,-93.0652
117,2019,145.45,117.09,134.24,10.46,39.0046,-93.0652
118,2010,111.73,108.65,73.94,16.65,39.2144,-92.4366
118,2011,145.0,97.73,163.25,13.34,39.2144,-92.4366
118,2012,110.28,117.89,63.76,11.13,39.2144,-92.4366
118,2013,118.12,104.84,107.67,12.75,39.2144,-92.4366
118,2014,111.79,107.64,97.38,11.03,39.2144,-92.4366
118,2015,90.18,98.73,47.28,16.45,39.2144,-92.4366
118,2016,121.32,114.11,86.51,13.32,39.2144,-92.4366
118,2017,150.61,101.71,227.29,12.59,39.2144,-92.4366
118,2018,113.63,113.25,36.79,12.87,39.2144,-92.4366
118,2019,140.78,115.01,150.75,13.35,39.2144,-92.4366
119,2010,128.71,102.21,141.12,11.99,38.7975,-91.9814
119,2011,114.62,99.68,77.97,12.48,38.7975,-91.9814
119,2012,161.28,102.11,199.5,20.89,38.7975,-91.9814
119,2013,101.07,101.53,33.8,20.49,38.7975,-91.9814
119,2014,113.69,101.07,38.86,11.33,38.7975,-91.9814
119,2015,134.25,107.68,89.62,12.62,38.7975,-91.9814
119,2016,112.79,108.56,65.39,16.9,38.7975,-91.9814
119,2017,111.83,109.05,85.61,12.92,38.7975,-91.9814
119,2018,135.59,112.69,131.88,6.9,38.7975,-91.9814
119,2019,151.38,106.51,163.56,11.19,38.7975,-91.9814
120,2010,131.79,105.64,116.41,15.41,38.9338,-91.4148
120,2011,141.45,111.08,143.93,9.21,38.9338,-91.4148
120,2012,145.6,102.59,148.98,8.88,38.9338,-91.4148
120,2013,118.0,101.14,79.74,11.28,38.9338,-91.4148
120,2014,116.63,108.57,68.31,14.75,38.9338,-91.4148
120,2015,128.39,112.71,116.34,17.19,38.9338,-91.4148
120,2016,116.85,105.94,63.95,21.47,38.9338,-91.4148
120,2017,128.57,106.95,95.81,10.67,38.9338,-91.4148
120,2018,130.27,112.37,123.86,11.54,38.9338,-91.4148
120,2019,127.65,111.36,80.37,18.64,38.9338,-91.4148
121,2010,106.43,110.1,64.4,17.46,38.9207,-91.0115
121,2011,108.6,106.11,84.08,12.74,38.9207,-91.0115
121,2012,114.37,109.37,69.16,12.84,38.9207,-91.0115
121,2013,108.68,98.1,62.51,17.43,38.9207,-91.0115
121,2014,129.26,118.21,126.46,12.14,38.9207,-91.0115
121,2015,139.03,119.46,141.1,12.91,38.9207,-91.0115
121,2016,102.75,109.86,44.28,15.87,38.9207,-91.0115
121,2017,140.19,105.26,167.32,16.35,38.9207,-91.0115
121,2018,116.65,101.43,101.23,16.65,38.9207,-91.0115
121,2019,122.71,111.3,99.47,13.16,38.9207,-91.0115
122,2010,115.38,117.14,70.58,15.69,39.0505,-90.4134
122,2011,110.87,107.28,96.64,14.89,39.0505,-90.4134
122,2012,93.38,102.93,40.27,14.45,39.0505,-90.4134
122,2013,110.06,111.77,83.53,8.56,39.0505,-90.4134
122,2014,113.01,117.61,70.6,19.51,39.0505,-90.4134
122,2015,139.7,111.52,193.81,18.96,39.0505,-90.4134
122,2016,118.48,107.36,74.83,13.69,39.0505,-90.4134
122,2017,138.8,114.47,149.29,14.28,39.0505,-90.4134
122,2018,103.24,110.26,46.66,14.02,39.0505,-90.4134
122,2019,146.37,107.47,159.53,16.11,39.0505,-90.4134
123,2010,117.59,107.75,57.37,19.69,38.88,-90.0335
123,2011,113.06,103.25,98.47,17.41,38.88,-90.0335
123,2012,109.31,103.37,47.93,15.87,38.88,-90.0335
123,2013,133.48,105.93,117.72,16.5,38.88,-90.0335
123,2014,119.88,115.17,86.91,11.89,38.88,-90.0335
123,2015,117.58,98.74,109.99,15.98,38.88,-90.0335
123,2016,121.83,110.23,83.62,14.57,38.88,-90.0335
123,2017,119.86,114.27,71.51,15.4,38.88,-90.0335
123,2018,110.36,100.68,84.3,9.98,38.88,-90.0335
123,2019,117.95,100.35,99.3,10.96,38.88,-90.0335
124,2010,138.58,105.41,168.77,15.03,38.9525,-89.5653
124,2011,113.56,112.41,59.66,17.57,38.9525,-89.5653
124,2012,131.86,104.93,128.87,15.32,38.9525,-89.5653
124,2013,125.58,112.76,69.06,11.92,38.9525,-89.5653
124,2014,102.22,102.01,37.89,17.07,38.9525,-89.5653
124,2015,126.69,101.56,121.68,14.71,38.9525,-89.5653
124,2016,121.64,106.05,79.17,14.76,38.9525,-89.5653
124,2017,132.81,104.59,80.39,15.33,38.9525,-89.5653
124,2018,112.9,109.4,55.39,11.81,38.9525,-89.5653
124,2019,106.67,109.38,30.28,17.3,38.9525,-89.5653
125,2010,135.23,101.19,168.29,15.88,39.1765,-88.9595
125,2011,136.01,108.89,141.14,12.8,39.1765,-88.9595
125,2012,97.51,110.72,36.43,13.18,39.1765,-88.9595
125,2013,134.37,110.55,147.34,11.41,39.1765,-88.9595
125,2014,122.08,108.6,120.1,16.15,39.1765,-88.9595
125,2015,143.34,102.24,177.68,19.79,39.1765,-88.9595
125,2016,126.88,111.3,96.32,23.14,39.1765,-88.9595
125,2017,116.23,106.61,78.3,15.3,39.1765,-88.9595
125,2018,123.41,107.37,116.7,19.02,39.1765,-88.9595
125,2019,150.07,111.25,176.96,16.9,39.1765,-88.9595
126,2010,111.95,110.5,56.01,18.43,38.8739,-88.4082
126,2011,92.06,102.63,18.91,16.64,38.8739,-88.4082
126,2012,123.34,115.58,76.88,18.01,38.8739,-88.4082
126,2013,115.35,113.53,64.62,16.99,38.8739,-88.4082
126,2014,125.79,107.26,98.69,15.38,38.8739,-88.4082
126,2015,156.73,113.31,167.96,17.85,38.8739,-88.4082
126,2016,130.23,106.06,90.8,17.88,38.8739,-88.4082
126,2017,147.03,106.78,160.83,16.45,38.8739,-88.4082
126,2018,143.48,107.57,121.35,17.98,38.8739,-88.4082
126,2019,135.67,105.4,152.72,16.27,38.8739,-88.4082
127,2010,118.92,106.16,110.47,12.69,39.7122,-94.8968
127,2011,144.42,108.07,180.54,7.92,39.7122,-94.8968
127,2012,92.85,112.01,30.15,16.35,39.7122,-94.8968
127,2013,103.01,100.22,73.2,16.54,39.7122,-94.8968
127,2014,122.3,112.03,116.26,4.52,39.7122,-94.8968
127,2015,110.06,109.13,62.54,7.45,39.7122,-94.8968
127,2016,138.06,114.01,128.2,14.61,39.7122,-94.8968
127,2017,147.86,113.26,148.76,12.55,39.7122,-94.8968
127,2018,97.71,109.73,59.16,7.68,39.7122,-94.8968
127,2019,129.48,106.15,110.42,6.4,39.7122,-94.8968
128,2010,110.31,103.02,64.64,10.25,39.3481,-94.5484
128,2011,113.62,104.88,77.34,10.44,39.3481,-94.5484
128,2012,102.25,109.37,39.98,11.78,39.3481,-94.5484
128,2013,114.21,117.68,67.3,10.17,39.3481,-94.5484
128,2014,153.96,107.07,195.43,14.59,39.3481,-94.5484
128,2015,130.69,106.97,108.7,10.48,39.3481,-94.5484
128,2016,111.67,108.27,58.14,13.86,39.3481,-94.5484
128,2017,114.05,110.19,68.67,15.23,39.3481,-94.5484
128,2018,119.24,100.75,101.53,7.1,39.3481,-94.5484
128,2019,116.48,104.08,84.35,8.97,39.3481,-94.5484
129,2010,127.78,115.83,99.68,16.82,39.6267,-94.0708
129,2011,121.57,113.93,94.66,15.3,39.6267,-94.0708
129,2012,118.49,111.64,89.27,11.5,39.6267,-94.0708
129,2013,112.94,109.33,72.77,13.39,39.6267,-94.0708
129,2014,133.77,103.69,130.96,10.07,39.6267,-94.0708
129,2015,146.38,111.86,143.38,9.73,39.6267,-94.0708
129,2016,126.97,108.85,86.45,15.36,39.6267,-94.0708
129,2017,118.99,108.01,76.59,9.48,39.6267,-94.0708
129,2018,136.63,112.68,128.57,16.17,39.6267,-94.0708
129,2019,110.98,116.42,31.61,13.82,39.6267,-94.0708
130,2010,141.9,114.09,142.6,13.96,39.5444,-93.4225
130,2011,96.04,114.52,21.75,14.29,39.5444,-93.4225
130,2012,118.11,101.29,66.18,14.05,39.5444,-93.4225
130,2013,109.78,104.67,66.91,13.73,39.5444,-93.4225
130,2014,148.08,110.99,129.07,14.16,39.5444,-93.4225
130,2015,108.01,103.95,77.36,8.16,39.5444,-93.4225
130,2016,109.62,105.11,76.23,15.27,39.5444,-93.4225
130,2017,123.31,111.68,85.79,11.77,39.5444,-93.4225
130,2018,109.14,110.53,42.21,12.7,39.5444,-93.4225
130,2019,123.99,111.55,100.33,19.48,39.5444,-93.4225
131,2010,163.05,110.02,188.52,14.72,39.4073,-93.006
131,2011,151.1,119.49,184.35,14.34,39.4073,-93.006
131,2012,145.81,107.98,186.21,9.93,39.4073,-93.006
131,2013,135.03,113.18,133.66,14.47,39.4073,-93.006
131,2014,114.83,107.57,93.79,12.39,39.4073,-93.006
131,2015,129.81,109.1,126.14,12.7,39.4073,-93.006
131,2016,104.17,114.41,39.35,17.09,39.4073,-93.006
131,2017,153.36,107.81,176.88,17.69,39.4073,-93.006
131,2018,113.02,100.61,105.14,11.85,39.4073,-93.006
131,2019,112.94,104.49,59.27,13.12,39.4073,-93.006
132,2010,125.27,106.07,154.62,8.24,39.1759,-92.6024
132,2011,115.42,109.24,42.85,7.81,39.1759,-92.6024
