id,period,treatment,earnings,education,age,experience,female
559,1,1,6237.18,13.2,41.9,9.6,0
560,0,0,4794.69,10.7,27.8,12.6,1
560,1,0,5481.46,10.7,27.8,12.6,1
561,0,1,3619.54,12.9,29.8,2.9,1
561,1,1,5390.01,12.9,29.8,2.9,1
562,0,1,6229.9,18.2,24.0,8.4,0
562,1,1,5490.09,18.2,24.0,8.4,0
563,0,1,3621.06,14.6,18.0,3.4,0
563,1,1,4475.77,14.6,18.0,3.4,0
564,0,1,4492.89,11.0,37.1,9.3,1
564,1,1,5206.91,11.0,37.1,9.3,1
565,0,1,5265.4,15.6,35.9,3.5,0
565,1,1,5468.89,15.6,35.9,3.5,0
566,0,0,5503.78,10.8,27.7,6.0,0
566,1,0,5048.15,10.8,27.7,6.0,0
567,0,1,3786.93,6.0,30.5,3.0,0
567,1,1,4650.0,6.0,30.5,3.0,0
568,0,0,4034.37,9.0,34.1,11.3,0
568,1,0,3923.46,9.0,34.1,11.3,0
569,0,0,3192.46,6.4,18.0,12.3,0
569,1,0,3392.3,6.4,18.0,12.3,0
570,0,0,4159.85,10.9,25.8,6.8,0
570,1,0,4411.0,10.9,25.8,6.8,0
571,0,0,5198.24,12.1,36.4,8.2,0
571,1,0,5785.87,12.1,36.4,8.2,0
572,0,1,4016.91,17.0,20.0,0.8,0
572,1,1,5308.95,17.0,20.0,0.8,0
573,0,0,5878.29,13.0,32.3,6.5,0
573,1,0,5268.82,13.0,32.3,6.5,0
574,0,1,4521.38,11.3,19.1,7.7,0
574,1,1,4672.88,11.3,19.1,7.7,0
575,0,1,4648.16,14.5,33.7,21.1,0
575,1,1,4291.01,14.5,33.7,21.1,0
576,0,0,3948.43,6.0,29.7,2.4,1
576,1,0,3649.13,6.0,29.7,2.4,1
577,0,1,4471.19,12.7,18.0,15.3,0
577,1,1,4787.07,12.7,18.0,15.3,0
578,0,0,6103.54,14.3,39.3,13.0,0
578,1,0,6417.46,14.3,39.3,13.0,0
579,0,0,5206.18,7.6,24.1,9.4,0
579,1,0,4929.42,7.6,24.1,9.4,0
580,0,1,3992.86,15.4,23.5,16.8,0
580,1,1,4667.59,15.4,23.5,16.8,0
581,0,0,5593.24,13.0,31.6,9.9,1
581,1,0,4927.65,13.0,31.6,9.9,1
582,0,0,3447.52,10.8,39.2,9.9,1
582,1,0,4779.11,10.8,39.2,9.9,1
583,0,1,4336.94,13.9,21.9,7.7,1
583,1,1,4114.13,13.9,21.9,7.7,1
584,0,1,5336.28,18.8,30.5,14.1,1
584,1,1,5664.16,18.8,30.5,14.1,1
585,0,0,4809.39,12.5,33.4,13.5,1
585,1,0,4644.83,12.5,33.4,13.5,1
586,0,1,6833.19,12.7,35.5,4.9,0
586,1,1,6537.85,12.7,35.5,4.9,0
587,0,1,3668.44,10.6,31.4,1.4,0
587,1,1,3782.97,10.6,31.4,1.4,0
588,0,1,4323.97,9.5,27.1,7.0,0
588,1,1,4206.9,9.5,27.1,7.0,0
589,0,0,4829.79,14.5,23.4,4.0,0
589,1,0,4572.78,14.5,23.4,4.0,0
590,0,1,3079.09,9.4,30.7,7.7,0
590,1,1,3223.0,9.4,30.7,7.7,0
591,0,1,4149.57,12.2,21.4,14.2,1
591,1,1,4119.62,12.2,21.4,14.2,1
592,0,1,3768.4,10.6,18.0,5.7,0
592,1,1,4378.59,10.6,18.0,5.7,0
593,0,1,5377.1,13.4,33.5,7.8,1
593,1,1,5672.6,13.4,33.5,7.8,1
594,0,0,5760.45,13.0,37.2,8.3,1
594,1,0,6009.06,13.0,37.2,8.3,1
595,0,0,4840.36,15.1,18.0,12.2,0
595,1,0,4539.98,15.1,18.0,12.2,0
596,0,0,4134.1,10.5,21.9,0.0,0
596,1,0,3736.9,10.5,21.9,0.0,0
597,0,0,4538.38,11.2,35.0,5.0,0
597,1,0,4860.74,11.2,35.0,5.0,0
598,0,1,4342.52,9.1,46.5,9.1,0
598,1,1,5473.24,9.1,46.5,9.1,0
599,0,0,3929.28,10.7,30.2,14.0,0
599,1,0,4099.06,10.7,30.2,14.0,0
600,0,1,4309.71,13.1,24.2,5.5,0
600,1,1,4631.52,13.1,24.2,5.5,0
601,0,1,5296.35,14.3,28.5,0.0,0
601,1,1,5074.57,14.3,28.5,0.0,0
602,0,0,3863.28,9.2,41.0,11.1,0
602,1,0,4083.77,9.2,41.0,11.1,0
603,0,0,4202.23,14.6,24.8,4.8,1
603,1,0,4407.47,14.6,24.8,4.8,1
604,0,1,6128.44,16.1,23.6,2.1,1
604,1,1,6652.36,16.1,23.6,2.1,1
605,0,1,4158.17,13.2,26.1,4.9,1
605,1,1,3441.52,13.2,26.1,4.9,1
606,0,0,3860.38,17.6,22.4,7.1,0
606,1,0,3504.1,17.6,22.4,7.1,0
607,0,0,4813.77,9.7,31.0,5.0,0
607,1,0,4097.26,9.7,31.0,5.0,0
608,0,1,4156.25,8.3,43.0,0.0,1
608,1,1,4887.94,8.3,43.0,0.0,1
609,0,1,3933.35,6.7,32.6,12.5,0
609,1,1,5328.73,6.7,32.6,12.5,0
610,0,0,4334.58,16.5,28.0,14.4,0
610,1,0,3945.31,16.5,28.0,14.4,0
611,0,1,4132.02,14.0,27.7,11.3,1
611,1,1,5404.01,14.0,27.7,11.3,1
612,0,0,4282.68,11.8,18.0,2.3,1
612,1,0,4090.76,11.8,18.0,2.3,1
613,0,0,6099.98,12.8,37.1,7.0,0
613,1,0,5799.83,12.8,37.1,7.0,0
614,0,0,3254.52,8.6,29.4,8.0,0
614,1,0,3828.18,8.6,29.4,8.0,0
615,0,0,5401.41,19.3,28.6,11.0,0
615,1,0,4738.98,19.3,28.6,11.0,0
616,0,0,5087.29,12.4,55.0,11.3,0
616,1,0,5817.11,12.4,55.0,11.3,0
617,0,0,4339.65,12.3,32.4,4.3,0
617,1,0,4285.84,12.3,32.4,4.3,0
618,0,0,5073.51,14.2,24.0,8.4,0
618,1,0,5811.26,14.2,24.0,8.4,0
619,0,0,3947.36,13.4,26.6,10.3,0
619,1,0,4273.39,13.4,26.6,10.3,0
620,0,0,5391.94,12.7,39.2,15.3,1
620,1,0,4707.59,12.7,39.2,15.3,1
621,0,1,4160.77,9.6,30.9,11.5,1
621,1,1,4870.96,9.6,30.9,11.5,1
622,0,0,4632.7,13.4,18.5,11.9,1
622,1,0,4236.93,13.4,18.5,11.9,1
623,0,0,4432.43,17.6,37.4,8.4,0
623,1,0,4345.38,17.6,37.4,8.4,0
624,0,1,4897.08,16.0,24.7,15.1,0
624,1,1,4719.0,16.0,24.7,15.1,0
625,0,1,6134.78,16.8,45.0,10.0,0
625,1,1,6162.03,16.8,45.0,10.0,0
626,0,0,4144.95,10.5,38.6,3.7,0
626,1,0,4258.69,10.5,38.6,3.7,0
627,0,1,3556.91,9.0,26.4,15.0,0
627,1,1,4296.4,9.0,26.4,15.0,0
628,0,1,5443.5,11.6,40.2,11.5,1
628,1,1,4140.25,11.6,40.2,11.5,1
629,0,1,4172.2,12.2,30.5,5.8,1
629,1,1,4702.81,12.2,30.5,5.8,1
630,0,0,5593.97,15.3,36.8,5.6,0
630,1,0,4363.96,15.3,36.8,5.6,0
631,0,1,4338.28,6.9,33.9,9.5,0
631,1,1,5427.8,6.9,33.9,9.5,0
632,0,0,4832.91,16.6,23.2,10.3,1
632,1,0,5363.6,16.6,23.2,10.3,1
633,0,1,5108.7,11.5,24.9,9.0,0
633,1,1,5609.31,11.5,24.9,9.0,0
634,0,1,4730.94,10.7,38.2,9.6,0
634,1,1,5200.77,10.7,38.2,9.6,0
635,0,0,6042.27,9.0,27.3,16.5,0
635,1,0,5182.61,9.0,27.3,16.5,0
636,0,1,4130.61,7.0,26.8,13.4,1
636,1,1,4345.36,7.0,26.8,13.4,1
637,0,0,3751.95,14.5,22.4,9.0,1
637,1,0,4191.55,14.5,22.4,9.0,1
638,0,1,4982.74,12.2,33.4,12.7,0
638,1,1,5067.41,12.2,33.4,12.7,0
639,0,0,5168.65,8.1,46.5,2.8,1
639,1,0,5058.6,8.1,46.5,2.8,1
640,0,0,4350.95,8.1,21.5,10.0,1
640,1,0,3205.11,8.1,21.5,10.0,1
641,0,0,3961.97,11.0,30.2,17.0,0
641,1,0,4267.37,11.0,30.2,17.0,0
642,0,1,6409.22,17.0,41.3,6.9,0
642,1,1,5291.03,17.0,41.3,6.9,0
643,0,0,4241.87,11.2,29.4,3.8,0
643,1,0,4702.28,11.2,29.4,3.8,0
644,0,0,4356.32,7.5,33.6,4.7,1
644,1,0,4512.45,7.5,33.6,4.7,1
645,0,0,4695.49,11.3,21.5,2.6,0
645,1,0,4253.87,11.3,21.5,2.6,0
646,0,1,3657.77,11.2,33.4,4.1,1
646,1,1,5686.62,11.2,33.4,4.1,1
647,0,1,3469.82,6.0,28.5,6.1,0
647,1,1,4143.36,6.0,28.5,6.1,0
648,0,0,4862.79,11.8,37.9,1.0,1
648,1,0,3997.17,11.8,37.9,1.0,1
649,0,0,5689.74,11.3,39.5,8.1,0
649,1,0,5847.75,11.3,39.5,8.1,0
650,0,0,6053.56,14.1,50.7,12.5,1
650,1,0,5247.37,14.1,50.7,12.5,1
651,0,0,5744.3,17.5,34.6,3.5,1
651,1,0,4390.36,17.5,34.6,3.5,1
652,0,0,5003.24,15.4,32.6,15.6,1
652,1,0,4052.91,15.4,32.6,15.6,1
653,0,1,6612.4,11.2,31.6,10.6,1
653,1,1,6561.44,11.2,31.6,10.6,1
654,0,0,3261.49,8.7,27.2,13.2,0
654,1,0,4025.98,8.7,27.2,13.2,0
655,0,0,5419.37,19.7,32.7,4.7,1
655,1,0,5368.57,19.7,32.7,4.7,1
656,0,0,4240.66,12.2,27.6,12.3,0
656,1,0,4513.12,12.2,27.6,12.3,0
657,0,1,4942.43,12.0,31.3,2.5,0
657,1,1,5524.45,12.0,31.3,2.5,0
658,0,1,5579.8,11.9,40.5,12.5,0
658,1,1,5100.89,11.9,40.5,12.5,0
659,0,1,5401.38,12.6,21.9,8.9,0
659,1,1,6037.59,12.6,21.9,8.9,0
660,0,0,4773.24,11.6,39.1,10.8,0
660,1,0,4808.75,11.6,39.1,10.8,0
661,0,0,4092.96,10.3,40.5,2.1,1
661,1,0,2150.87,10.3,40.5,2.1,1
662,0,0,3986.73,10.4,29.1,3.5,0
662,1,0,3913.96,10.4,29.1,3.5,0
663,0,0,4603.05,11.9,18.0,11.0,1
663,1,0,4053.03,11.9,18.0,11.0,1
664,0,1,5270.04,10.4,25.1,3.3,0
664,1,1,6339.15,10.4,25.1,3.3,0
665,0,1,4197.71,9.9,40.4,10.3,0
665,1,1,4611.87,9.9,40.4,10.3,0
666,0,1,4965.77,12.3,29.8,1.2,0
666,1,1,6049.31,12.3,29.8,1.2,0
667,0,1,4318.66,11.2,22.0,12.2,1
667,1,1,4691.5,11.2,22.0,12.2,1
668,0,0,5534.78,16.5,26.0,1.8,1
668,1,0,5078.21,16.5,26.0,1.8,1
669,0,1,4995.56,6.0,36.7,10.8,1
669,1,1,4455.62,6.0,36.7,10.8,1
670,0,0,4812.73,15.3,34.4,11.1,1
670,1,0,5050.06,15.3,34.4,11.1,1
671,0,0,5772.78,15.7,28.1,4.5,0
671,1,0,4635.21,15.7,28.1,4.5,0
672,0,1,4342.16,6.0,27.1,10.9,0
672,1,1,5077.41,6.0,27.1,10.9,0
673,0,0,5282.96,11.0,26.9,9.3,1
673,1,0,4397.68,11.0,26.9,9.3,1
674,0,0,4086.05,10.9,22.6,5.3,0
674,1,0,4524.66,10.9,22.6,5.3,0
675,0,0,3888.93,7.8,42.9,3.0,0
675,1,0,4117.36,7.8,42.9,3.0,0
676,0,1,4014.96,9.7,27.4,0.0,0
676,1,1,4226.33,9.7,27.4,0.0,0
677,0,1,4688.56,8.7,39.7,9.7,1
677,1,1,5347.17,8.7,39.7,9.7,1
678,0,0,5849.06,17.3,42.2,0.2,1
678,1,0,5116.46,17.3,42.2,0.2,1
679,0,1,4570.99,14.8,38.0,8.5,0
679,1,1,5357.89,14.8,38.0,8.5,0
680,0,0,5253.82,15.8,26.5,6.7,0
680,1,0,4940.13,15.8,26.5,6.7,0
681,0,0,4450.76,14.2,33.2,11.4,1
681,1,0,5058.36,14.2,33.2,11.4,1
682,0,1,3374.73,8.6,29.8,6.5,1
682,1,1,3282.64,8.6,29.8,6.5,1
683,0,1,3771.61,10.4,22.8,6.4,0
683,1,1,4838.11,10.4,22.8,6.4,0
684,0,1,4336.27,13.5,32.6,11.7,1
684,1,1,4916.51,13.5,32.6,11.7,1
685,0,0,4155.54,8.3,20.6,9.7,0
685,1,0,3384.49,8.3,20.6,9.7,0
686,0,1,4253.74,14.1,39.5,9.6,0
686,1,1,4926.56,14.1,39.5,9.6,0
687,0,1,3714.27,11.3,26.3,10.3,1
687,1,1,3924.82,11.3,26.3,10.3,1
688,0,1,6317.49,10.9,31.6,0.3,1
688,1,1,6348.87,10.9,31.6,0.3,1
689,0,0,5384.35,14.1,32.3,11.8,0
689,1,0,5508.09,14.1,32.3,11.8,0
690,0,1,4346.69,13.3,27.9,11.1,1
690,1,1,3952.29,13.3,27.9,11.1,1
691,0,1,6277.65,10.9,34.7,2.9,1
691,1,1,5593.94,10.9,34.7,2.9,1
692,0,0,5101.06,15.5,26.2,6.8,1
692,1,0,5213.92,15.5,26.2,6.8,1
693,0,0,5396.41,8.8,37.0,7.8,1
693,1,0,5017.71,8.8,37.0,7.8,1
694,0,0,3904.05,13.8,19.2,7.3,1
694,1,0,4193.37,13.8,19.2,7.3,1
695,0,1,5491.87,13.8,31.0,9.7,0
695,1,1,5533.2,13.8,31.0,9.7,0
696,0,1,5387.23,11.1,45.5,15.2,0
696,1,1,5202.47,11.1,45.5,15.2,0
697,0,1,4128.3,13.0,22.0,13.4,0
697,1,1,5209.96,13.0,22.0,13.4,0
698,0,1,4433.92,8.2,24.6,1.4,0
698,1,1,5359.95,8.2,24.6,1.4,0
699,0,1,5899.48,14.8,34.1,11.1,1
699,1,1,5944.19,14.8,34.1,11.1,1
700,0,0,5900.57,11.4,31.4,14.6,0
700,1,0,5925.68,11.4,31.4,14.6,0
701,0,0,3696.89,10.4,32.8,9.9,0
701,1,0,4486.44,10.4,32.8,9.9,0
702,0,0,4695.36,15.1,33.9,13.5,0
702,1,0,4748.6,15.1,33.9,13.5,0
703,0,0,4863.86,9.9,35.1,18.1,0
703,1,0,4622.55,9.9,35.1,18.1,0
704,0,0,4339.41,7.8,38.9,13.1,0
704,1,0,5129.1,7.8,38.9,13.1,0
705,0,1,3935.86,7.3,33.3,9.2,1
705,1,1,3957.97,7.3,33.3,9.2,1
706,0,0,4949.54,13.8,28.1,13.2,0
706,1,0,3523.96,13.8,28.1,13.2,0
707,0,0,4220.87,8.2,35.4,8.7,1
707,1,0,4378.61,8.2,35.4,8.7,1
708,0,0,5809.34,17.3,45.2,8.1,1
708,1,0,5578.92,17.3,45.2,8.1,1
709,0,0,3549.92,6.0,28.9,6.2,0
709,1,0,3797.05,6.0,28.9,6.2,0
710,0,1,5629.85,17.1,22.2,15.8,0
710,1,1,6233.29,17.1,22.2,15.8,0
711,0,1,6023.76,12.6,38.9,3.9,0
711,1,1,5247.9,12.6,38.9,3.9,0
712,0,1,4749.12,11.7,29.0,15.7,1
712,1,1,5218.27,11.7,29.0,15.7,1
713,0,0,4738.35,10.4,18.0,10.5,1
713,1,0,5273.94,10.4,18.0,10.5,1
714,0,1,5153.96,13.2,36.8,1.0,0
714,1,1,6179.22,13.2,36.8,1.0,0
715,0,1,3958.48,11.9,25.7,9.8,0
715,1,1,4405.79,11.9,25.7,9.8,0
716,0,1,5612.74,15.3,29.3,0.0,1
716,1,1,5689.12,15.3,29.3,0.0,1
717,0,0,4377.94,12.3,32.7,11.1,0
717,1,0,5063.11,12.3,32.7,11.1,0
718,0,1,5191.12,12.5,31.5,12.4,0
718,1,1,5164.29,12.5,31.5,12.4,0
719,0,1,5136.51,10.9,35.7,5.0,1
719,1,1,5735.17,10.9,35.7,5.0,1
720,0,1,4748.82,11.8,26.5,8.6,1
720,1,1,5913.74,11.8,26.5,8.6,1
721,0,1,3786.23,12.9,34.1,17.8,1
721,1,1,4586.61,12.9,34.1,17.8,1
722,0,0,3627.98,6.9,27.9,5.5,1
722,1,0,2772.35,6.9,27.9,5.5,1
723,0,1,4684.48,8.0,35.9,2.7,1
723,1,1,5187.22,8.0,35.9,2.7,1
724,0,0,4657.08,14.2,34.9,15.4,0
724,1,0,4941.32,14.2,34.9,15.4,0
725,0,1,4406.88,12.5,22.5,17.8,1
725,1,1,4921.08,12.5,22.5,17.8,1
726,0,0,5382.1,11.4,38.7,8.0,1
726,1,0,5979.03,11.4,38.7,8.0,1
727,0,0,5629.69,12.1,25.7,13.1,1
727,1,0,3881.26,12.1,25.7,13.1,1
728,0,0,5153.19,13.0,36.5,14.7,0
728,1,0,5001.95,13.0,36.5,14.7,0
729,0,1,4511.06,10.4,32.9,4.3,0
729,1,1,4727.42,10.4,32.9,4.3,0
730,0,0,4682.59,9.7,44.7,5.6,0
730,1,0,4691.58,9.7,44.7,5.6,0
731,0,1,4864.19,12.6,28.2,14.2,0
731,1,1,5068.89,12.6,28.2,14.2,0
732,0,1,4362.41,9.1,27.2,16.4,0
732,1,1,5354.4,9.1,27.2,16.4,0
733,0,0,4718.03,13.2,29.8,10.8,1
733,1,0,4772.74,13.2,29.8,10.8,1
734,0,0,4434.36,6.9,27.6,3.6,1
734,1,0,4628.26,6.9,27.6,3.6,1
735,0,0,5608.46,15.1,36.4,17.9,0
735,1,0,5729.21,15.1,36.4,17.9,0
736,0,1,3936.76,13.4,18.0,5.3,1
736,1,1,4246.04,13.4,18.0,5.3,1
737,0,1,4091.48,12.8,21.6,6.3,0
737,1,1,4462.67,12.8,21.6,6.3,0
738,0,0,4102.16,14.9,21.5,9.7,0
738,1,0,4329.95,14.9,21.5,9.7,0
739,0,0,5504.64,17.0,37.6,15.8,0
739,1,0,5059.68,17.0,37.6,15.8,0
740,0,1,6049.69,15.0,43.7,12.3,0
740,1,1,6177.96,15.0,43.7,12.3,0
741,0,1,3833.13,6.5,29.2,10.1,0
741,1,1,3881.05,6.5,29.2,10.1,0
742,0,1,4212.35,8.2,28.6,10.3,0
742,1,1,4752.36,8.2,28.6,10.3,0
743,0,1,4082.83,10.1,30.6,8.2,0
743,1,1,4532.35,10.1,30.6,8.2,0
744,0,0,4903.03,12.1,39.3,10.8,1
744,1,0,4668.53,12.1,39.3,10.8,1
745,0,0,4162.19,13.6,22.6,0.0,0
745,1,0,4131.35,13.6,22.6,0.0,0
746,0,0,3997.02,9.8,31.9,6.5,1
746,1,0,4355.19,9.8,31.9,6.5,1
747,0,0,4603.25,12.6,37.8,9.2,1
747,1,0,4697.85,12.6,37.8,9.2,1
748,0,0,5577.53,9.7,34.0,2.2,1
748,1,0,4638.8,9.7,34.0,2.2,1
749,0,0,4682.26,10.2,31.5,9.9,1
749,1,0,4736.84,10.2,31.5,9.9,1
750,0,0,3242.48,7.8,38.0,7.0,0
750,1,0,3326.34,7.8,38.0,7.0,0
751,0,1,3826.89,9.2,18.0,16.8,0
751,1,1,4700.49,9.2,18.0,16.8,0
752,0,1,3246.16,7.9,35.4,15.9,1
752,1,1,4977.12,7.9,35.4,15.9,1
753,0,1,4951.52,9.1,24.8,5.7,0
753,1,1,4864.32,9.1,24.8,5.7,0
754,0,1,4052.33,15.2,18.0,7.2,1
754,1,1,5122.32,15.2,18.0,7.2,1
755,0,0,4011.62,9.2,34.1,7.6,1
755,1,0,3807.84,9.2,34.1,7.6,1
756,0,1,6250.67,19.9,41.0,5.7,1
756,1,1,6667.58,19.9,41.0,5.7,1
757,0,0,4512.97,13.5,28.9,9.0,1
757,1,0,5228.81,13.5,28.9,9.0,1
758,0,1,4839.28,12.6,37.6,4.2,1
758,1,1,5763.16,12.6,37.6,4.2,1
759,0,0,6115.11,9.4,42.9,2.3,1
759,1,0,3939.03,9.4,42.9,2.3,1
760,0,1,5942.56,14.1,40.5,11.1,0
760,1,1,5126.5,14.1,40.5,11.1,0
761,0,0,4697.62,10.3,43.1,11.1,1
761,1,0,5087.75,10.3,43.1,11.1,1
762,0,0,5272.83,12.4,35.9,4.0,0
762,1,0,5506.35,12.4,35.9,4.0,0
763,0,1,4630.39,19.7,30.6,12.5,0
763,1,1,5271.85,19.7,30.6,12.5,0
764,0,0,4431.94,11.7,18.0,4.8,1
764,1,0,3941.35,11.7,18.0,4.8,1
765,0,1,4669.46,15.4,28.0,9.3,0
765,1,1,5108.64,15.4,28.0,9.3,0
766,0,1,4430.5,9.9,23.3,12.1,0
766,1,1,3451.42,9.9,23.3,12.1,0
767,0,1,5090.85,11.9,47.4,7.8,0
767,1,1,5519.87,11.9,47.4,7.8,0
768,0,1,5538.13,17.3,28.6,10.3,1
768,1,1,6242.2,17.3,28.6,10.3,1
769,0,1,3386.4,10.1,31.0,5.4,0
769,1,1,4014.89,10.1,31.0,5.4,0
770,0,0,4567.29,17.4,34.4,7.0,1
770,1,0,5228.19,17.4,34.4,7.0,1
771,0,1,4441.78,14.1,30.3,7.0,0
771,1,1,4519.55,14.1,30.3,7.0,0
772,0,1,3823.5,10.3,43.6,4.3,1
772,1,1,4538.39,10.3,43.6,4.3,1
773,0,1,3839.74,13.9,25.0,7.1,1
773,1,1,4234.94,13.9,25.0,7.1,1
774,0,0,5922.02,14.9,31.6,0.3,0
774,1,0,5334.76,14.9,31.6,0.3,0
775,0,1,4723.4,13.9,24.1,5.5,0
775,1,1,4775.88,13.9,24.1,5.5,0
776,0,1,2744.53,7.3,19.4,6.6,0
776,1,1,3144.24,7.3,19.4,6.6,0
777,0,1,3643.88,9.8,25.1,6.7,1
777,1,1,3898.81,9.8,25.1,6.7,1
778,0,0,4683.24,11.3,29.7,6.8,1
778,1,0,4785.66,11.3,29.7,6.8,1
779,0,0,4668.51,11.8,26.6,7.7,1
779,1,0,5070.44,11.8,26.6,7.7,1
780,0,0,4673.41,13.9,24.5,10.4,0
780,1,0,4808.64,13.9,24.5,10.4,0
781,0,1,4331.64,12.5,18.7,12.4,1
781,1,1,4949.79,12.5,18.7,12.4,1
782,0,1,4619.0,8.0,29.3,4.8,1
782,1,1,5537.06,8.0,29.3,4.8,1
783,0,0,4505.35,13.1,18.0,2.0,1
783,1,0,4460.52,13.1,18.0,2.0,1
784,0,0,4810.9,13.8,36.1,2.8,1
784,1,0,6030.83,13.8,36.1,2.8,1
785,0,0,3807.51,13.7,30.7,5.6,0
785,1,0,4281.76,13.7,30.7,5.6,0
786,0,0,3833.5,15.2,18.3,6.2,0
786,1,0,4167.14,15.2,18.3,6.2,0
787,0,1,3997.39,14.5,27.5,4.2,1
787,1,1,3911.79,14.5,27.5,4.2,1
788,0,1,4643.93,13.4,24.0,1.5,1
788,1,1,5426.86,13.4,24.0,1.5,1
789,0,0,4568.81,11.8,32.6,5.7,1
789,1,0,5127.81,11.8,32.6,5.7,1
790,0,1,4424.98,7.0,40.7,8.9,0
790,1,1,5038.49,7.0,40.7,8.9,0
791,0,0,3835.09,13.3,18.0,11.0,0
791,1,0,5015.52,13.3,18.0,11.0,0
792,0,1,4642.88,12.6,30.9,5.2,0
792,1,1,4702.69,12.6,30.9,5.2,0
793,0,0,4109.86,12.8,28.7,5.9,0
793,1,0,4611.9,12.8,28.7,5.9,0
794,0,0,3226.15,8.2,35.4,3.4,1
794,1,0,3753.6,8.2,35.4,3.4,1
795,0,0,5092.29,8.8,31.7,7.8,1
795,1,0,4816.72,8.8,31.7,7.8,1
796,0,1,5089.11,15.2,24.0,3.8,0
796,1,1,5379.65,15.2,24.0,3.8,0
797,0,1,4585.77,11.9,27.4,10.9,0
797,1,1,4597.29,11.9,27.4,10.9,0
798,0,1,4573.77,14.0,23.6,0.0,0
798,1,1,6631.76,14.0,23.6,0.0,0
799,0,0,4170.59,12.1,38.6,6.2,0
799,1,0,3859.97,12.1,38.6,6.2,0
800,0,0,4508.69,12.1,30.2,9.5,1
800,1,0,4761.54,12.1,30.2,9.5,1
801,0,0,4775.51,14.8,45.2,8.9,1
801,1,0,5530.53,14.8,45.2,8.9,1
802,0,1,4415.26,10.5,29.5,21.5,0
802,1,1,4792.02,10.5,29.5,21.5,0
803,0,0,4336.91,12.3,24.3,9.7,1
803,1,0,5551.59,12.3,24.3,9.7,1
804,0,1,4305.14,10.6,18.0,3.0,1
804,1,1,5156.08,10.6,18.0,3.0,1
805,0,1,5073.53,10.7,18.0,7.5,1
805,1,1,5401.76,10.7,18.0,7.5,1
806,0,1,3596.21,11.1,18.0,0.0,0
806,1,1,3358.2,11.1,18.0,0.0,0
807,0,0,4867.45,12.7,32.1,7.6,1
807,1,0,5504.34,12.7,32.1,7.6,1
808,0,0,4966.72,10.6,34.1,3.8,0
808,1,0,4569.02,10.6,34.1,3.8,0
809,0,0,4021.34,15.8,18.0,12.6,0
809,1,0,4087.87,15.8,18.0,12.6,0
810,0,1,4264.9,9.3,37.2,5.3,0
810,1,1,4801.75,9.3,37.2,5.3,0
811,0,1,3520.3,11.4,26.1,7.4,0
811,1,1,4801.82,11.4,26.1,7.4,0
812,0,0,5364.21,10.7,31.2,4.8,0
812,1,0,4971.71,10.7,31.2,4.8,0
813,0,0,5636.31,16.3,42.9,16.7,0
813,1,0,5730.45,16.3,42.9,16.7,0
814,0,1,4857.91,12.6,37.2,6.4,0
814,1,1,6159.17,12.6,37.2,6.4,0
815,0,1,5620.61,15.1,27.9,17.2,1
815,1,1,5923.96,15.1,27.9,17.2,1
816,0,0,3306.66,7.5,22.9,12.1,1
816,1,0,2988.73,7.5,22.9,12.1,1
817,0,1,3733.31,12.8,18.0,10.4,0
817,1,1,4345.63,12.8,18.0,10.4,0
818,0,0,4245.06,14.7,24.2,9.8,1
818,1,0,3592.46,14.7,24.2,9.8,1
819,0,0,4689.8,12.2,28.3,10.0,1
819,1,0,4482.2,12.2,28.3,10.0,1
820,0,1,4510.57,15.2,22.1,0.0,1
820,1,1,6128.47,15.2,22.1,0.0,1
821,0,1,4571.55,10.4,28.9,6.6,0
821,1,1,4537.24,10.4,28.9,6.6,0
822,0,1,5711.07,16.2,30.6,12.2,1
822,1,1,6345.9,16.2,30.6,12.2,1
823,0,0,4521.58,18.9,28.2,7.8,1
823,1,0,4399.13,18.9,28.2,7.8,1
824,0,1,4667.53,10.9,24.8,1.0,1
824,1,1,5667.57,10.9,24.8,1.0,1
825,0,0,5291.97,10.7,31.3,7.7,0
825,1,0,4923.67,10.7,31.3,7.7,0
826,0,0,5546.92,16.4,33.5,16.5,0
826,1,0,6072.78,16.4,33.5,16.5,0
827,0,1,3741.83,16.7,21.3,14.2,1
827,1,1,4575.5,16.7,21.3,14.2,1
828,0,0,4782.1,10.4,41.3,7.7,0
828,1,0,5170.05,10.4,41.3,7.7,0
829,0,1,3801.61,10.7,29.2,12.8,0
829,1,1,4569.33,10.7,29.2,12.8,0
830,0,1,4171.81,11.2,30.2,6.2,0
830,1,1,5249.91,11.2,30.2,6.2,0
831,0,0,4411.68,8.0,35.7,0.0,1
831,1,0,4409.47,8.0,35.7,0.0,1
832,0,0,5600.89,9.2,31.9,3.4,1
832,1,0,4967.62,9.2,31.9,3.4,1
833,0,0,3074.21,9.0,37.6,15.8,0
833,1,0,3858.22,9.0,37.6,15.8,0
834,0,0,3919.02,9.7,32.3,6.6,1
834,1,0,4167.47,9.7,32.3,6.6,1
835,0,1,2711.28,11.9,25.1,6.8,0
835,1,1,3847.05,11.9,25.1,6.8,0
836,0,1,4736.92,12.7,32.9,6.5,1
836,1,1,5884.74,12.7,32.9,6.5,1
837,0,0,4334.29,16.7,20.9,17.5,1
837,1,0,4706.06,16.7,20.9,17.5,1
838,0,0,4638.19,9.0,30.9,16.1,1
838,1,0,5782.24,9.0,30.9,16.1,1
